"Z","Ebind","Occ","Element","subshell","CCp","Eic","Vi_q0","nmax","nh","shell_colours","multiplier","Jat"
73,15.82,8,"Tantalum","L3",3.46e-06,1990.12,9.88000000000011,4,3,"rgb(0,0,205)",1.20091093117408,1.5
73,15.461,9,"Tantalum","L3",3.46e-06,1990.12,9.88000000000011,4,2,"rgb(0,0,205)",0.782439271255052,1.5
73,15.137,10,"Tantalum","L3",3.46e-06,1990.12,9.88000000000011,4,1,"rgb(0,0,205)",0.383021255060725,1.5
73,6.9,11,"Tantalum","M1",2.84e-05,1997.29,2.71000000000004,2,2,"rgb(0,0,255)",2.54612546125458,0.5
73,6.769,12,"Tantalum","M1",2.84e-05,1997.29,2.71000000000004,2,1,"rgb(0,0,255)",1.24889298892987,0.5
73,6.502,13,"Tantalum","M2",2.33e-06,1997.53,2.47000000000003,2,2,"rgb(65,105,225)",2.63238866396758,1.5
73,6.364,14,"Tantalum","M2",2.33e-06,1997.53,2.47000000000003,2,1,"rgb(65,105,225)",1.28825910931173,1.5
73,5.907,15,"Tantalum","M3",8.87e-07,1997.81,2.19000000000005,4,4,"rgb(70,130,180)",2.69726027397254,1.5
73,5.785,16,"Tantalum","M3",8.87e-07,1997.81,2.19000000000005,4,3,"rgb(70,130,180)",1.98116438356159,1.5
73,5.655,17,"Tantalum","M3",8.87e-07,1997.81,2.19000000000005,4,2,"rgb(70,130,180)",1.29109589041093,1.5
73,5.537,18,"Tantalum","M3",8.87e-07,1997.81,2.19000000000005,4,1,"rgb(70,130,180)",0.632077625570761,1.5
73,5.159,19,"Tantalum","M4",2.8e-09,1998.21,1.78999999999996,4,4,"rgb(100,149,237)",2.88212290502799,2.5
73,5.024,20,"Tantalum","M4",2.8e-09,1998.21,1.78999999999996,4,3,"rgb(100,149,237)",2.10502793296094,2.5
73,4.877,21,"Tantalum","M4",2.8e-09,1998.21,1.78999999999996,4,2,"rgb(100,149,237)",1.36229050279332,2.5
73,4.745,22,"Tantalum","M4",2.8e-09,1998.21,1.78999999999996,4,1,"rgb(100,149,237)",0.662709497206717,2.5
73,4.537,23,"Tantalum","M5",4.69e-09,1998.26,1.74000000000001,6,6,"rgb(0,191,255)",2.6074712643678,2.5
73,4.41,24,"Tantalum","M5",4.69e-09,1998.26,1.74000000000001,6,5,"rgb(0,191,255)",2.11206896551723,2.5
73,4.278,25,"Tantalum","M5",4.69e-09,1998.26,1.74000000000001,6,4,"rgb(0,191,255)",1.63908045977011,2.5
73,4.143,26,"Tantalum","M5",4.69e-09,1998.26,1.74000000000001,6,3,"rgb(0,191,255)",1.1905172413793,2.5
73,4.014,27,"Tantalum","M5",4.69e-09,1998.26,1.74000000000001,6,2,"rgb(0,191,255)",0.768965517241375,2.5
73,3.8987,28,"Tantalum","M5",4.69e-09,1998.26,1.74000000000001,6,1,"rgb(0,191,255)",0.373438697318006,2.5
73,2.3147,29,"Tantalum","N1",6.79e-06,1999.43,0.569999999999936,2,2,"rgb(0,128,128)",4.06087719298291,0.5
73,2.254,30,"Tantalum","N1",6.79e-06,1999.43,0.569999999999936,2,1,"rgb(0,128,128)",1.97719298245636,0.5
73,2.113,31,"Tantalum","N2",5.45e-07,1999.54,0.460000000000036,2,2,"rgb(95,158,160)",4.5934782608692,1.5
73,2.053,32,"Tantalum","N2",5.45e-07,1999.54,0.460000000000036,2,1,"rgb(95,158,160)",2.23152173913026,1.5
73,1.91,33,"Tantalum","N3",2.07e-07,1999.6,0.400000000000091,4,4,"rgb(32,178,170)",4.77499999999891,1.5
73,1.857,34,"Tantalum","N3",2.07e-07,1999.6,0.400000000000091,4,3,"rgb(32,178,170)",3.48187499999921,1.5
73,1.799,35,"Tantalum","N3",2.07e-07,1999.6,0.400000000000091,4,2,"rgb(32,178,170)",2.24874999999949,1.5
73,1.748,36,"Tantalum","N3",2.07e-07,1999.6,0.400000000000091,4,1,"rgb(32,178,170)",1.09249999999975,1.5
73,1.542,37,"Tantalum","N4",6.83e-10,1999.76,0.240000000000009,4,4,"rgb(0,206,209)",6.42499999999976,2.5
73,1.49,38,"Tantalum","N4",6.83e-10,1999.76,0.240000000000009,4,3,"rgb(0,206,209)",4.65624999999982,2.5
73,1.434,39,"Tantalum","N4",6.83e-10,1999.76,0.240000000000009,4,2,"rgb(0,206,209)",2.98749999999989,2.5
73,1.382,40,"Tantalum","N4",6.83e-10,1999.76,0.240000000000009,4,1,"rgb(0,206,209)",1.43958333333328,2.5
73,1.313,41,"Tantalum","N5",1.129e-09,1999.77,0.230000000000018,6,6,"rgb(64,224,208)",5.70869565217346,2.5
73,1.262,42,"Tantalum","N5",1.129e-09,1999.77,0.230000000000018,6,5,"rgb(64,224,208)",4.57246376811558,2.5
73,1.211,43,"Tantalum","N5",1.129e-09,1999.77,0.230000000000018,6,4,"rgb(64,224,208)",3.51014492753595,2.5
73,1.16,44,"Tantalum","N5",1.129e-09,1999.77,0.230000000000018,6,3,"rgb(64,224,208)",2.52173913043458,2.5
73,1.11,45,"Tantalum","N5",1.129e-09,1999.77,0.230000000000018,6,2,"rgb(64,224,208)",1.60869565217379,2.5
73,1.064,46,"Tantalum","N5",1.129e-09,1999.77,0.230000000000018,6,1,"rgb(64,224,208)",0.771014492753562,2.5
73,0.832,47,"Tantalum","N6",NA,1999.97,0.029999999999973,6,6,"rgb(102,205,170)",27.7333333333586,3.5
73,0.79,48,"Tantalum","N6",NA,1999.97,0.029999999999973,6,5,"rgb(102,205,170)",21.9444444444644,3.5
73,0.75,49,"Tantalum","N6",NA,1999.97,0.029999999999973,6,4,"rgb(102,205,170)",16.6666666666818,3.5
73,0.7,50,"Tantalum","N6",NA,1999.97,0.029999999999973,6,3,"rgb(102,205,170)",11.6666666666773,3.5
73,0.66,51,"Tantalum","N6",NA,1999.97,0.029999999999973,6,2,"rgb(102,205,170)",7.33333333334,3.5
73,0.61,52,"Tantalum","N6",NA,1999.97,0.029999999999973,6,1,"rgb(102,205,170)",3.38888888889197,3.5
73,0.57,53,"Tantalum","N7",NA,1999.97,0.029999999999973,8,8,"rgb(127,255,212)",19.0000000000173,3.5
73,0.53,54,"Tantalum","N7",NA,1999.97,0.029999999999973,8,7,"rgb(127,255,212)",15.4583333333474,3.5
73,0.482,55,"Tantalum","N7",NA,1999.97,0.029999999999973,8,6,"rgb(127,255,212)",12.050000000011,3.5
73,0.439,56,"Tantalum","N7",NA,1999.97,0.029999999999973,8,5,"rgb(127,255,212)",9.14583333334165,3.5
73,0.396,57,"Tantalum","N7",NA,1999.97,0.029999999999973,8,4,"rgb(127,255,212)",6.600000000006,3.5
73,0.363,58,"Tantalum","N7",NA,1999.97,0.029999999999973,8,3,"rgb(127,255,212)",4.53750000000413,0.5
73,0.338,59,"Tantalum","N7",NA,1999.97,0.029999999999973,8,2,"rgb(127,255,212)",2.81666666666923,3.5
73,0.304,60,"Tantalum","N7",NA,1999.97,0.029999999999973,8,1,"rgb(127,255,212)",1.26666666666782,3.5
73,0.262,61,"Tantalum","O1",1.094e-06,1999.93,0.069999999999936,2,2,"rgb(0,255,255)",3.74285714286055,3.5
73,0.235,62,"Tantalum","O1",1.094e-06,1999.93,0.069999999999936,2,1,"rgb(0,255,255)",1.67857142857296,1.5
73,0.213,63,"Tantalum","O2",7.28e-08,1999.96,0.039999999999964,2,2,"rgb(0,250,154)",5.32500000000484,1.5
73,0.18,64,"Tantalum","O2",7.28e-08,1999.96,0.039999999999964,2,1,"rgb(0,250,154)",2.25000000000205,1.5
73,0.159,65,"Tantalum","O3",2.67e-08,1999.97,0.029999999999973,4,4,"rgb(0,255,127)",5.30000000000482,1.5
73,0.139,66,"Tantalum","O3",2.67e-08,1999.97,0.029999999999973,4,3,"rgb(0,255,127)",3.47500000000316,1.5
73,0.119,67,"Tantalum","O3",2.67e-08,1999.97,0.029999999999973,4,2,"rgb(0,255,127)",1.98333333333514,3.5
73,0.09401,68,"Tantalum","O3",2.67e-08,1999.97,0.029999999999973,4,1,"rgb(0,255,127)",0.783416666667379,3.5
73,0.048272,69,"Tantalum","O4",3.66e-11,1999.99,0.009999999999991,4,4,"rgb(173,255,47)",4.82720000000439,2.5
73,0.035,70,"Tantalum","O4",3.66e-11,1999.99,0.009999999999991,4,3,"rgb(173,255,47)",2.62500000000239,2.5
73,0.0231,71,"Tantalum","O4",3.66e-11,1999.99,0.009999999999991,4,2,"rgb(173,255,47)",1.15500000000105,2.5
73,0.0162,72,"Tantalum","O4",3.66e-11,1999.99,0.009999999999991,4,1,"rgb(173,255,47)",0.405000000000368,0.5
73,0.007549571,73,"Tantalum","P1",8.27e-08,1999.99,0.009999999999991,2,2,"rgb(189,183,107)",0.754957100000687,0.5
74,80.7556,1,"Tungsten","K",0.001016,1930.47,69.53,2,2,"rgb(123,104,238)",1.1614497339278,0.5
74,79.18194,2,"Tungsten","K",0.001016,1930.47,69.53,2,1,"rgb(123,104,238)",0.569408456781246,0.5
74,19.68674,3,"Tungsten","L1",0.0001354,1987.9,12.0999999999999,2,2,"rgb(25,25,112)",1.62700330578514,0.5
74,19.362,4,"Tungsten","L1",0.0001354,1987.9,12.0999999999999,2,1,"rgb(25,25,112)",0.800082644628105,0.5
74,18.872,5,"Tungsten","L2",1.032e-05,1988.46,11.54,2,2,"rgb(0,0,139)",1.63535528596188,1.5
74,18.476,6,"Tungsten","L2",1.032e-05,1988.46,11.54,2,1,"rgb(0,0,139)",0.800519930675912,1.5
74,16.588,7,"Tungsten","L3",3.68e-06,1989.79,10.21,4,4,"rgb(0,0,205)",1.62468168462291,1.5
74,16.252,8,"Tungsten","L3",3.68e-06,1989.79,10.21,4,3,"rgb(0,0,205)",1.19382957884427,1.5
74,15.896,9,"Tungsten","L3",3.68e-06,1989.79,10.21,4,2,"rgb(0,0,205)",0.778452497551417,1.5
74,15.566,10,"Tungsten","L3",3.68e-06,1989.79,10.21,4,1,"rgb(0,0,205)",0.381145935357491,1.5
74,7.13,11,"Tungsten","M1",3.02e-05,1997.18,2.81999999999994,2,2,"rgb(0,0,255)",2.5283687943263,0.5
74,7,12,"Tungsten","M1",3.02e-05,1997.18,2.81999999999994,2,1,"rgb(0,0,255)",1.24113475177308,0.5
74,6.735,13,"Tungsten","M2",2.59e-06,1997.43,2.56999999999994,2,2,"rgb(65,105,225)",2.62062256809345,1.5
74,6.596,14,"Tungsten","M2",2.59e-06,1997.43,2.56999999999994,2,1,"rgb(65,105,225)",1.2832684824903,1.5
74,6.093,15,"Tungsten","M3",9.5e-07,1997.72,2.27999999999997,4,4,"rgb(70,130,180)",2.67236842105266,1.5
74,5.97,16,"Tungsten","M3",9.5e-07,1997.72,2.27999999999997,4,3,"rgb(70,130,180)",1.96381578947371,1.5
74,5.84,17,"Tungsten","M3",9.5e-07,1997.72,2.27999999999997,4,2,"rgb(70,130,180)",1.28070175438598,1.5
74,5.719,18,"Tungsten","M3",9.5e-07,1997.72,2.27999999999997,4,1,"rgb(70,130,180)",0.627083333333341,1.5
74,5.348,19,"Tungsten","M4",3.12e-09,1998.13,1.86999999999989,4,4,"rgb(100,149,237)",2.85989304812851,2.5
74,5.209,20,"Tungsten","M4",3.12e-09,1998.13,1.86999999999989,4,3,"rgb(100,149,237)",2.08917112299477,2.5
74,5.063,21,"Tungsten","M4",3.12e-09,1998.13,1.86999999999989,4,2,"rgb(100,149,237)",1.3537433155081,2.5
74,4.927,22,"Tungsten","M4",3.12e-09,1998.13,1.86999999999989,4,1,"rgb(100,149,237)",0.658689839572231,2.5
74,4.709,23,"Tungsten","M5",5.15e-09,1998.19,1.80999999999995,6,6,"rgb(0,191,255)",2.60165745856361,2.5
74,4.578,24,"Tungsten","M5",5.15e-09,1998.19,1.80999999999995,6,5,"rgb(0,191,255)",2.1077348066299,2.5
74,4.446,25,"Tungsten","M5",5.15e-09,1998.19,1.80999999999995,6,4,"rgb(0,191,255)",1.63756906077353,2.5
74,4.309,26,"Tungsten","M5",5.15e-09,1998.19,1.80999999999995,6,3,"rgb(0,191,255)",1.19033149171274,2.5
74,4.18,27,"Tungsten","M5",5.15e-09,1998.19,1.80999999999995,6,2,"rgb(0,191,255)",0.769797421731147,2.5
74,4.057,28,"Tungsten","M5",5.15e-09,1998.19,1.80999999999995,6,1,"rgb(0,191,255)",0.373572744014744,2.5
74,2.4141,29,"Tungsten","N1",7.26e-06,1999.4,0.599999999999909,2,2,"rgb(0,128,128)",4.02350000000061,0.5
74,2.3545,30,"Tungsten","N1",7.26e-06,1999.4,0.599999999999909,2,1,"rgb(0,128,128)",1.96208333333363,0.5
74,2.21,31,"Tungsten","N2",6.12e-07,1999.51,0.490000000000009,2,2,"rgb(95,158,160)",4.51020408163257,1.5
74,2.1491,32,"Tungsten","N2",6.12e-07,1999.51,0.490000000000009,2,1,"rgb(95,158,160)",2.19295918367343,1.5
74,1.9948,33,"Tungsten","N3",2.23e-07,1999.57,0.430000000000064,4,4,"rgb(32,178,170)",4.63906976744117,1.5
74,1.9406,34,"Tungsten","N3",2.23e-07,1999.57,0.430000000000064,4,3,"rgb(32,178,170)",3.38476744185996,1.5
74,1.8829,35,"Tungsten","N3",2.23e-07,1999.57,0.430000000000064,4,2,"rgb(32,178,170)",2.18941860465084,1.5
74,1.8298,36,"Tungsten","N3",2.23e-07,1999.57,0.430000000000064,4,1,"rgb(32,178,170)",1.06383720930217,1.5
74,1.6217,37,"Tungsten","N4",7.74e-10,1999.74,0.259999999999991,4,4,"rgb(0,206,209)",6.23730769230791,2.5
74,1.5691,38,"Tungsten","N4",7.74e-10,1999.74,0.259999999999991,4,3,"rgb(0,206,209)",4.52625000000016,2.5
74,1.5124,39,"Tungsten","N4",7.74e-10,1999.74,0.259999999999991,4,2,"rgb(0,206,209)",2.90846153846164,2.5
74,1.4599,40,"Tungsten","N4",7.74e-10,1999.74,0.259999999999991,4,1,"rgb(0,206,209)",1.40375000000005,2.5
74,1.3868,41,"Tungsten","N5",1.258e-09,1999.75,0.25,6,6,"rgb(64,224,208)",5.5472,2.5
74,1.3351,42,"Tungsten","N5",1.258e-09,1999.75,0.25,6,5,"rgb(64,224,208)",4.45033333333333,2.5
74,1.2834,43,"Tungsten","N5",1.258e-09,1999.75,0.25,6,4,"rgb(64,224,208)",3.4224,2.5
74,1.2304,44,"Tungsten","N5",1.258e-09,1999.75,0.25,6,3,"rgb(64,224,208)",2.4608,2.5
74,1.18,45,"Tungsten","N5",1.258e-09,1999.75,0.25,6,2,"rgb(64,224,208)",1.57333333333333,2.5
74,1.1322,46,"Tungsten","N5",1.258e-09,1999.75,0.25,6,1,"rgb(64,224,208)",0.7548,2.5
74,0.8814,47,"Tungsten","N6",NA,1999.96,0.039999999999964,6,6,"rgb(102,205,170)",22.03500000002,3.5
74,0.8334,48,"Tungsten","N6",NA,1999.96,0.039999999999964,6,5,"rgb(102,205,170)",17.3625000000158,3.5
74,0.7844,49,"Tungsten","N6",NA,1999.96,0.039999999999964,6,4,"rgb(102,205,170)",13.0733333333452,3.5
74,0.7341,50,"Tungsten","N6",NA,1999.96,0.039999999999964,6,3,"rgb(102,205,170)",9.17625000000834,3.5
74,0.6856,51,"Tungsten","N6",NA,1999.96,0.039999999999964,6,2,"rgb(102,205,170)",5.71333333333853,3.5
74,0.6406,52,"Tungsten","N6",NA,1999.96,0.039999999999964,6,1,"rgb(102,205,170)",2.66916666666909,3.5
74,0.5945,53,"Tungsten","N7",NA,1999.96,0.039999999999964,8,8,"rgb(127,255,212)",14.8625000000135,3.5
74,0.5434,54,"Tungsten","N7",NA,1999.96,0.039999999999964,8,7,"rgb(127,255,212)",11.8868750000108,3.5
74,0.5026,55,"Tungsten","N7",NA,1999.96,0.039999999999964,8,6,"rgb(127,255,212)",9.42375000000857,3.5
74,0.4621,56,"Tungsten","N7",NA,1999.96,0.039999999999964,8,5,"rgb(127,255,212)",7.22031250000657,3.5
74,0.4207,57,"Tungsten","N7",NA,1999.96,0.039999999999964,8,4,"rgb(127,255,212)",5.25875000000478,3.5
74,0.3879,58,"Tungsten","N7",NA,1999.96,0.039999999999964,8,3,"rgb(127,255,212)",3.63656250000331,0.5
74,0.3619,59,"Tungsten","N7",NA,1999.96,0.039999999999964,8,2,"rgb(127,255,212)",2.26187500000206,3.5
74,0.3253,60,"Tungsten","N7",NA,1999.96,0.039999999999964,8,1,"rgb(127,255,212)",1.01656250000092,3.5
74,0.2907,61,"Tungsten","O1",1.206e-06,1999.92,0.079999999999927,2,2,"rgb(0,255,255)",3.6337500000033,3.5
74,0.2583,62,"Tungsten","O1",1.206e-06,1999.92,0.079999999999927,2,1,"rgb(0,255,255)",1.61437500000147,3.5
74,0.2316,63,"Tungsten","O2",8.46e-08,1999.95,0.049999999999955,2,2,"rgb(0,250,154)",4.63200000000421,1.5
74,0.2089,64,"Tungsten","O2",8.46e-08,1999.95,0.049999999999955,2,1,"rgb(0,250,154)",2.0890000000019,1.5
74,0.179,65,"Tungsten","O3",3.02e-08,1999.96,0.039999999999964,4,4,"rgb(0,255,127)",4.47500000000407,1.5
74,0.1602,66,"Tungsten","O3",3.02e-08,1999.96,0.039999999999964,4,3,"rgb(0,255,127)",3.00375000000273,1.5
74,0.1412,67,"Tungsten","O3",3.02e-08,1999.96,0.039999999999964,4,2,"rgb(0,255,127)",1.76500000000161,3.5
74,0.12201,68,"Tungsten","O3",3.02e-08,1999.96,0.039999999999964,4,1,"rgb(0,255,127)",0.762562500000693,3.5
74,0.06477,69,"Tungsten","O4",4.75e-11,1999.99,0.009999999999991,4,4,"rgb(173,255,47)",6.47700000000589,2.5
74,0.0516,70,"Tungsten","O4",4.75e-11,1999.99,0.009999999999991,4,3,"rgb(173,255,47)",3.87000000000352,2.5
74,0.0382,71,"Tungsten","O4",4.75e-11,1999.99,0.009999999999991,4,2,"rgb(173,255,47)",1.91000000000174,2.5
74,0.026,72,"Tungsten","O4",4.75e-11,1999.99,0.009999999999991,4,1,"rgb(173,255,47)",0.650000000000591,2.5
74,0.01637,73,"Tungsten","P1",9.38e-08,1999.99,0.009999999999991,2,2,"rgb(189,183,107)",1.63700000000149,0.5
74,0.00786403,74,"Tungsten","P1",9.38e-08,1999.99,0.009999999999991,2,2,"rgb(189,183,107)",0.786403000000715,0.5
75,83.1623,1,"Rhenium","K",0.001068,1928.32,71.6800000000001,2,2,"rgb(123,104,238)",1.16018833705357,0.5
75,81.5569,2,"Rhenium","K",0.001068,1928.32,71.6800000000001,2,1,"rgb(123,104,238)",0.568895786830357,0.5
75,20.2974,3,"Rhenium","L1",0.0001434,1987.47,12.53,2,2,"rgb(25,25,112)",1.61990422984837,0.5
75,19.95,4,"Rhenium","L1",0.0001434,1987.47,12.53,2,1,"rgb(25,25,112)",0.796089385474862,0.5
75,19.42,5,"Rhenium","L2",1.145e-05,1988.04,11.96,2,2,"rgb(0,0,139)",1.62374581939799,1.5
75,19,6,"Rhenium","L2",1.145e-05,1988.04,11.96,2,1,"rgb(0,0,139)",0.794314381270901,1.5
75,17.12,7,"Rhenium","L3",3.91e-06,1989.46,10.54,4,4,"rgb(0,0,205)",1.62428842504744,1.5
75,16.78,8,"Rhenium","L3",3.91e-06,1989.46,10.54,4,3,"rgb(0,0,205)",1.19402277039849,1.5
75,16.41,9,"Rhenium","L3",3.91e-06,1989.46,10.54,4,2,"rgb(0,0,205)",0.778462998102469,1.5
75,16.08,10,"Rhenium","L3",3.91e-06,1989.46,10.54,4,1,"rgb(0,0,205)",0.381404174573056,1.5
75,7.366,11,"Rhenium","M1",3.21e-05,1997.07,2.93000000000006,2,2,"rgb(0,0,255)",2.51399317406138,0.5
75,7.23,12,"Rhenium","M1",3.21e-05,1997.07,2.93000000000006,2,1,"rgb(0,0,255)",1.23378839590441,0.5
75,6.952,13,"Rhenium","M2",2.89e-06,1997.32,2.68000000000006,2,2,"rgb(65,105,225)",2.59402985074621,1.5
75,6.81,14,"Rhenium","M2",2.89e-06,1997.32,2.68000000000006,2,1,"rgb(65,105,225)",1.27052238805967,1.5
75,6.3,15,"Rhenium","M3",1.016e-06,1997.63,2.36999999999989,4,4,"rgb(70,130,180)",2.65822784810139,1.5
75,6.176,16,"Rhenium","M3",1.016e-06,1997.63,2.36999999999989,4,3,"rgb(70,130,180)",1.95443037974693,1.5
75,6.042,17,"Rhenium","M3",1.016e-06,1997.63,2.36999999999989,4,2,"rgb(70,130,180)",1.27468354430386,1.5
75,5.919,18,"Rhenium","M3",1.016e-06,1997.63,2.36999999999989,4,1,"rgb(70,130,180)",0.624367088607624,1.5
75,5.528,19,"Rhenium","M4",3.48e-09,1998.05,1.95000000000005,4,4,"rgb(100,149,237)",2.83487179487173,2.5
75,5.388,20,"Rhenium","M4",3.48e-09,1998.05,1.95000000000005,4,3,"rgb(100,149,237)",2.07230769230764,2.5
75,5.236,21,"Rhenium","M4",3.48e-09,1998.05,1.95000000000005,4,2,"rgb(100,149,237)",1.34256410256407,2.5
75,5.099,22,"Rhenium","M4",3.48e-09,1998.05,1.95000000000005,4,1,"rgb(100,149,237)",0.653717948717934,2.5
75,4.877,23,"Rhenium","M5",5.64e-09,1998.12,1.88000000000011,6,6,"rgb(0,191,255)",2.59414893617006,2.5
75,4.745,24,"Rhenium","M5",5.64e-09,1998.12,1.88000000000011,6,5,"rgb(0,191,255)",2.10328014184385,2.5
75,4.609,25,"Rhenium","M5",5.64e-09,1998.12,1.88000000000011,6,4,"rgb(0,191,255)",1.63439716312047,2.5
75,4.468,26,"Rhenium","M5",5.64e-09,1998.12,1.88000000000011,6,3,"rgb(0,191,255)",1.18829787234036,2.5
75,4.335,27,"Rhenium","M5",5.64e-09,1998.12,1.88000000000011,6,2,"rgb(0,191,255)",0.768617021276551,2.5
75,4.214,28,"Rhenium","M5",5.64e-09,1998.12,1.88000000000011,6,1,"rgb(0,191,255)",0.373581560283666,2.5
75,2.5145,29,"Rhenium","N1",7.77e-06,1999.38,0.619999999999891,2,2,"rgb(0,128,128)",4.05564516129104,0.5
75,2.45,30,"Rhenium","N1",7.77e-06,1999.38,0.619999999999891,2,1,"rgb(0,128,128)",1.97580645161325,0.5
75,2.302,31,"Rhenium","N2",6.87e-07,1999.48,0.519999999999982,2,2,"rgb(95,158,160)",4.42692307692323,1.5
75,2.24,32,"Rhenium","N2",6.87e-07,1999.48,0.519999999999982,2,1,"rgb(95,158,160)",2.15384615384623,1.5
75,2.08,33,"Rhenium","N3",2.41e-07,1999.56,0.440000000000055,4,4,"rgb(32,178,170)",4.72727272727214,1.5
75,2.025,34,"Rhenium","N3",2.41e-07,1999.56,0.440000000000055,4,3,"rgb(32,178,170)",3.45170454545412,1.5
75,1.966,35,"Rhenium","N3",2.41e-07,1999.56,0.440000000000055,4,2,"rgb(32,178,170)",2.23409090909063,1.5
75,1.912,36,"Rhenium","N3",2.41e-07,1999.56,0.440000000000055,4,1,"rgb(32,178,170)",1.0863636363635,1.5
75,1.696,37,"Rhenium","N4",8.74e-10,1999.73,0.269999999999982,4,4,"rgb(0,206,209)",6.2814814814819,2.5
75,1.641,38,"Rhenium","N4",8.74e-10,1999.73,0.269999999999982,4,3,"rgb(0,206,209)",4.55833333333364,2.5
75,1.583,39,"Rhenium","N4",8.74e-10,1999.73,0.269999999999982,4,2,"rgb(0,206,209)",2.93148148148168,2.5
75,1.53,40,"Rhenium","N4",8.74e-10,1999.73,0.269999999999982,4,1,"rgb(0,206,209)",1.41666666666676,2.5
75,1.454,41,"Rhenium","N5",1.399e-09,1999.74,0.259999999999991,6,6,"rgb(64,224,208)",5.59230769230789,2.5
75,1.402,42,"Rhenium","N5",1.399e-09,1999.74,0.259999999999991,6,5,"rgb(64,224,208)",4.4935897435899,2.5
75,1.349,43,"Rhenium","N5",1.399e-09,1999.74,0.259999999999991,6,4,"rgb(64,224,208)",3.45897435897448,2.5
75,1.294,44,"Rhenium","N5",1.399e-09,1999.74,0.259999999999991,6,3,"rgb(64,224,208)",2.48846153846163,2.5
75,1.242,45,"Rhenium","N5",1.399e-09,1999.74,0.259999999999991,6,2,"rgb(64,224,208)",1.59230769230775,2.5
75,1.194,46,"Rhenium","N5",1.399e-09,1999.74,0.259999999999991,6,1,"rgb(64,224,208)",0.765384615384642,2.5
75,0.953,47,"Rhenium","N6",NA,1999.95,0.049999999999955,6,6,"rgb(102,205,170)",19.0600000000173,3.5
75,0.91,48,"Rhenium","N6",NA,1999.95,0.049999999999955,6,5,"rgb(102,205,170)",15.1666666666805,3.5
75,0.86,49,"Rhenium","N6",NA,1999.95,0.049999999999955,6,4,"rgb(102,205,170)",11.4666666666771,3.5
75,0.81,50,"Rhenium","N6",NA,1999.95,0.049999999999955,6,3,"rgb(102,205,170)",8.10000000000737,3.5
75,0.76,51,"Rhenium","N6",NA,1999.95,0.049999999999955,6,2,"rgb(102,205,170)",5.06666666667127,3.5
75,0.72,52,"Rhenium","N6",NA,1999.95,0.049999999999955,6,1,"rgb(102,205,170)",2.40000000000218,3.5
75,0.67,53,"Rhenium","N7",NA,1999.95,0.049999999999955,8,8,"rgb(127,255,212)",13.4000000000122,3.5
75,0.62,54,"Rhenium","N7",NA,1999.95,0.049999999999955,8,7,"rgb(127,255,212)",10.8500000000099,3.5
75,0.57,55,"Rhenium","N7",NA,1999.95,0.049999999999955,8,6,"rgb(127,255,212)",8.55000000000778,3.5
75,0.52,56,"Rhenium","N7",NA,1999.95,0.049999999999955,8,5,"rgb(127,255,212)",6.50000000000591,3.5
75,0.476,57,"Rhenium","N7",NA,1999.95,0.049999999999955,8,4,"rgb(127,255,212)",4.76000000000433,3.5
75,0.429,58,"Rhenium","N7",NA,1999.95,0.049999999999955,8,3,"rgb(127,255,212)",3.21750000000293,3.5
75,0.403,59,"Rhenium","N7",NA,1999.95,0.049999999999955,8,2,"rgb(127,255,212)",2.01500000000183,3.5
75,0.377,60,"Rhenium","N7",NA,1999.95,0.049999999999955,8,1,"rgb(127,255,212)",0.942500000000857,3.5
75,0.33,61,"Rhenium","O1",1.327e-06,1999.92,0.079999999999927,2,2,"rgb(0,255,255)",4.12500000000375,3.5
75,0.291,62,"Rhenium","O1",1.327e-06,1999.92,0.079999999999927,2,1,"rgb(0,255,255)",1.81875000000165,3.5
75,0.268,63,"Rhenium","O2",9.9e-08,1999.95,0.049999999999955,2,2,"rgb(0,250,154)",5.36000000000488,1.5
75,0.236,64,"Rhenium","O2",9.9e-08,1999.95,0.049999999999955,2,1,"rgb(0,250,154)",2.36000000000215,1.5
75,0.208,65,"Rhenium","O3",3.37e-08,1999.96,0.039999999999964,4,4,"rgb(0,255,127)",5.20000000000473,1.5
75,0.187,66,"Rhenium","O3",3.37e-08,1999.96,0.039999999999964,4,3,"rgb(0,255,127)",3.50625000000319,1.5
75,0.165,67,"Rhenium","O3",3.37e-08,1999.96,0.039999999999964,4,2,"rgb(0,255,127)",2.06250000000188,1.5
75,0.1444,68,"Rhenium","O3",3.37e-08,1999.96,0.039999999999964,4,1,"rgb(0,255,127)",0.902500000000821,3.5
75,0.08271,69,"Rhenium","O4",6.04e-11,2000,0.08271,4,4,"rgb(173,255,47)",1,2.5
75,0.067,70,"Rhenium","O4",6.04e-11,2000,0.067,4,3,"rgb(173,255,47)",0.75,2.5
75,0.0519,71,"Rhenium","O4",6.04e-11,2000,0.0519,4,2,"rgb(173,255,47)",0.5,2.5
75,0.0391,72,"Rhenium","O4",6.04e-11,2000,0.0391,4,1,"rgb(173,255,47)",0.25,2.5
75,0.027,73,"Rhenium","O5",9.04e-11,2000,0.027,6,2,"rgb(107,142,35)",0.333333333333333,2.5
75,0.0166,74,"Rhenium","O5",9.04e-11,2000,0.0166,6,2,"rgb(107,142,35)",0.333333333333333,0.5
75,0.00783352,75,"Rhenium","O5",9.04e-11,2000,0.00783352,6,2,"rgb(107,142,35)",0.333333333333333,0.5
