AX,Egam,DE,RI,DRI,Mult,MR,DMR,CC,DCC,Continuation,Braw,Btype,B,B2raw,B2type,B2,FLraw,FL,E_feed,Delete
93MO,,,,,,,,,,,hello,BE2W=,3.5,,,,,,2429.8,FALSE
