"AX","Egam","DE","RI","DRI","TI","Mult","MR","DMR","CC","DCC","E_feed","Continuation","Delete","Braw","Btype","B","B2raw","B2type","B2","FLraw","FL","Mult_Clean","Mult_Cleaner","M"
"48CA",2301.9,1,100,11,NA,"(E2)",NA,NA,NA,NA,6805.15,0,FALSE,"BE2W=6","BE2W",6,NA,NA,NA,NA,0,"E2","E2",48
"48CA",1525.7,1,36,6,NA,"(M1)",NA,NA,NA,NA,6895.09,0,FALSE,"BE1W=9.E-5","BE1W",9e-05,NA,NA,NA,"FL=4611.81",4611.81,"M1","M1",48
"48CA",2389,1,100,8,NA,"(M1)",NA,NA,NA,NA,6895.09,0,FALSE,"BM1W=0.015","BM1W",0.015,NA,NA,NA,"FL=3831.72",3831.72,"M1","M1",48
"48CA",3175.5,5,100,NA,NA,"(E1)",NA,NA,NA,NA,7007.3,0,FALSE,"BE1W=0.00023","BE1W",0.00023,NA,NA,NA,"FL=5260.41",5260.41,"E1","E1",48
"48CA",7297.9,2,100,NA,NA,"(E1)",NA,NA,NA,NA,7298.5,0,FALSE,"BE1W=0.0065","BE1W",0.0065,NA,NA,NA,NA,0,"E1","E1",48
"48CA",7914.7,9,100,NA,NA,"E2",NA,NA,NA,NA,7915.4,0,FALSE,"BE2W=0.080","BE2W",0.08,NA,NA,NA,NA,0,"E2","E2",48
"48CA",8026.9,4,NA,NA,NA,"(E2)",NA,NA,NA,NA,8027.6,0,FALSE,"BE2W=0.14369","BE2W",0.14369,NA,NA,NA,"FL=4503.14",4503.14,"E2","E2",48
"48CA",4554.2,12,9.9,3,NA,"(E1)",NA,NA,NA,NA,8386.1,0,FALSE,"BE1W=0.0031","BE1W",0.0031,NA,NA,NA,NA,0,"E1","E1",48
"48CA",8385.3,5,100,9,NA,"(E1)",NA,NA,NA,NA,8386.1,0,FALSE,"BE1W=0.0050","BE1W",0.005,NA,NA,NA,"FL=4503.14",4503.14,"E1","E1",48
"48CA",8882.6,5,100,33,NA,"E2",NA,NA,NA,NA,8883.3,0,FALSE,"BE2W=2.3","BE2W",2.3,NA,NA,NA,NA,0,"E2","E2",48
"48CA",5200.9,15,2.2,10,NA,"(E1)",NA,NA,NA,NA,9033.8,0,FALSE,"BE1W=0.00032","BE1W",0.00032,NA,NA,NA,NA,0,"E1","E1",48
"48CA",9033,4,100,41,NA,"(E1)",NA,NA,NA,NA,9033.8,0,FALSE,"BE1W=0.0028","BE1W",0.0028,NA,NA,NA,NA,0,"E1","E1",48
"48CA",9294.3,2,100,NA,NA,"E2",NA,NA,NA,NA,9295.27,0,FALSE,"BE2W=3.34","BE2W",3.34,NA,NA,NA,NA,0,"E2","E2",48
"48CA",9471.8,8,100,NA,NA,"(E1)",NA,NA,NA,NA,9472.8,0,FALSE,"BE1W=0.00241","BE1W",0.00241,NA,NA,NA,NA,0,"E1","E1",48
"48CA",9544.7,2,100,NA,NA,"(E1)",NA,NA,NA,NA,9545.72,0,FALSE,"BE1W=0.00424","BE1W",0.00424,NA,NA,NA,NA,0,"E1","E1",48
"48TI",983.5299,24,100,NA,NA,"E2",NA,NA,NA,NA,983.539,0,FALSE,"BE2W=14.7","BE2W",14.7,NA,NA,NA,"FL=0.0",0,"E2","E2",48
"48TI",1312.103,5,100,NA,NA,"E2",NA,NA,NA,NA,2295.654,0,FALSE,"BE2W=18.4","BE2W",18.4,NA,NA,NA,NA,0,"E2","E2",48
"48TI",1437.499,20,100,3,NA,"M1+E2",0.18,3,NA,NA,2421.059,0,FALSE,"BM1W=0.25","BM1W",0.25,"BE2W=10","BE2W=",10,NA,0,"M1+E2","M1+E2",48
"48TI",2420.92,4,5.42,23,NA,"(E2)",NA,NA,NA,NA,2421.059,0,FALSE,"BE2W=1.25","BE2W",1.25,NA,NA,NA,NA,0,"E2","E2",48
"48TI",2013.66,16,100,NA,NA,"(E2)",NA,NA,NA,NA,2997.22,0,FALSE,"BE2W=21.1","BE2W",21.1,NA,NA,NA,NA,0,"E2","E2",48
"48TI",2240.394,6,100,6,NA,"M1+E2",0.26,3,NA,NA,3223.985,0,FALSE,"BM1W=0.046","BM1W",0.046,"BE2W=1.5","BE2W=",1.5,"FL=983.5390",983.539,"M1+E2","M1+E2",48
"48TI",944.124,7,100,NA,NA,"M1+E2",-0.3,5,NA,NA,3239.785,0,FALSE,"BM1W=0.52","BM1W",0.52,"BE2W=1.3E+2","BE2W=",1.3,NA,0,"M1+E2","M1+E2",48
"48TI",938,NA,1.6,6,NA,"(E1(+M2))",NA,NA,NA,NA,3358.829,0,FALSE,"BE1W=4.9E-5","BE1W",4.9e-05,"BE1W=4.9E-5","BE1W=",4.9e-05,NA,0,"E1+M2","E1+M2",48
"48TI",1063.19,5,8.2,17,NA,"(E1(+M2))",NA,NA,NA,NA,3358.829,0,FALSE,"BE1W=0.00017","BE1W",0.00017,"BE1W=0.00017","BE1W=",0.00017,NA,0,"E1+M2","E1+M2",48
"48TI",2375.211,19,100,22,NA,"(E1(+M2))",0,3,NA,NA,3358.829,0,FALSE,"BE1W=0.000189","BE1W",0.000189,NA,NA,NA,NA,0,"E1+M2","E1+M2",48
"48TI",3370.96,13,15.6,11,NA,"(E2(+M3))",NA,NA,NA,NA,3370.867,0,FALSE,"BE2W=1.54","BE2W",1.54,NA,NA,NA,NA,0,"E2+M3","E2+M3",48
"48TI",3616.8,8,1.4,8,NA,"(E2(+M3))",NA,NA,NA,NA,3616.82,0,FALSE,"BM1W=0.111","BM1W",0.111,"BE2W=1.3","BE2W=",1.3,NA,0,"E2+M3","E2+M3",48
"48TI",2756,7,42,8,NA,"M1(+E2)",-0.4,NA,NA,NA,3738.57,0,FALSE,"BM1W=0.09","BM1W",0.09,"BE2W=5","BE2W=",5,NA,0,"M1+E2","M1+E2",48
"48TI",3738.35,24,100,8,NA,"M1",NA,NA,NA,NA,3738.57,0,FALSE,"BM1W=0.103","BM1W",0.103,NA,NA,NA,NA,0,"M1","M1",48
"48TI",558.6,NA,4.1,14,NA,"(E1(+M2))",NA,NA,NA,NA,3782.462,0,FALSE,"BE1W=7.E-5","BE1W",7e-05,"BE1W=7.E-5","BE1W=",7e-05,NA,0,"E1+M2","E1+M2",48
"48TI",1486.82,3,33,6,NA,"(E1(+M2))",NA,NA,NA,NA,3782.462,0,FALSE,"BE1W=3.1E-5","BE1W",3.1e-05,"BE1W=3.1E-5","BE1W=",3.1e-05,NA,0,"E1+M2","E1+M2",48
"48TI",1556.57,5,27,4,NA,"(E1(+M2))",NA,NA,NA,NA,3852.26,0,FALSE,"BE1W=0.00056","BE1W",0.00056,"BE1W=0.00056","BE1W=",0.00056,NA,0,"E1+M2","E1+M2",48
"48TI",2868.59,4,100,4,NA,"(E1(+M2))",0,2,NA,NA,3852.26,0,FALSE,"BE1W=0.00036","BE1W",0.00036,NA,NA,NA,NA,0,"E1+M2","E1+M2",48
"48TI",714,NA,7.1,12,NA,"(E1(+M2))",NA,NA,NA,NA,4045.99,0,FALSE,"BE1W=0.00023","BE1W",0.00023,"BE1W=0.00023","BE1W=",0.00023,NA,0,"E1+M2","E1+M2",48
"48TI",807,NA,10.6,24,NA,"(E1(+M2))",NA,NA,NA,NA,4045.99,0,FALSE,"BE1W=0.00024","BE1W",0.00024,"BE1W=0.00024","BE1W=",0.00024,NA,0,"E1+M2","E1+M2",48
"48TI",1750,NA,100,4,NA,"(E1(+M2))",-0.04,7,NA,NA,4045.99,0,FALSE,"BE1W=0.00022","BE1W",0.00022,"BM2W=0.5","BM2W=",0.5,NA,0,"E1+M2","E1+M2",48
"48TI",834.736,17,68.2,17,NA,"[E2]",NA,NA,NA,NA,4074.53,0,FALSE,"BE2W=64","BE2W",64,NA,NA,NA,NA,0,"E2","E2",48
