"q","Occ_after","Occ_equiv","fq","n","kappa","J_final","subshell","Capture_Config","Eres_eV","Vi_keV","GS","ICC","ICC_sum","Y_neec_SI","Ypdb","Ar","S_neec_beV","Spdb","Ratio","R_neec_p","sigma_b","shell","Gamma_neec_p"
38,5,26,0,5,4,3.5,"M5","3d5/2",4071.6370231,0.7783629769,FALSE,887.547826086889,0,0.42491343977,835.09359162198,0.287497167847221,5.1450774805e-10,1.01136006575825e-06,1965.68481153362,0,0.00251958311880729,"M",1.3e-07
38,5,27,0,5,-5,4.5,"M5","3d5/2",4072.2448768,0.7777551232,FALSE,541.321739130392,0,0.5169448474,636.661910021399,0.287497167847221,6.2585045773e-10,7.70929083637156e-07,1231.81036957833,0,0.00306483673797092,"M",1.3e-07
37,6,7,0,3,-1,0,"L3","2p3/2",2620.3988632,2.2296011368,FALSE,462857.142857147,0,9.2924296971,108875.550836689,0.287497167847221,1.7508017502e-08,0.000205171619524764,11718.723693378,0,0.0857380778210067,"L",1.3e-07
37,6,8,0,3,-1,1,"L3","2p3/2",2622.4797298,2.2275202702,FALSE,333980.357142859,0,27.397796235,117840.771975897,0.287497167847221,5.1579568199e-08,0.000221889565962763,4301.88878485154,0,0.252589022812812,"L",1.3e-07
37,6,9,0,3,1,1,"L3","2p3/2",2660.78819,2.18921181,FALSE,213589.285714287,0,4005.138247,75362.2953447703,0.287497167847221,7.4310583987e-06,0.000139855973218028,18.820464826719,0,36.3904515863892,"L",1.3e-07
37,6,10,0,3,1,0,"L3","2p3/2",2682.7845813,2.1672154187,FALSE,102672.321428572,0,1262.5201865,24151.0922402842,0.287497167847221,2.3232041802e-06,4.44507261008152e-05,19.1333704026775,0,11.3769055104795,"L",1.3e-07
37,6,11,0,3,-2,1,"M1","3s",2702.7970693,2.1472029307,FALSE,644.7348,0,3526.8589458,227.486571969941,0.287497167847221,6.4417231805e-06,4.15586786306847e-07,0.0645148471397974,0,31.5456026524991,"M",1.3e-07
37,6,12,0,3,-2,2,"M1","3s",2704.3113176,2.1456886824,FALSE,311.418,0,5876.101653,183.133212988594,0.287497167847221,1.0726534832e-05,3.34371452069855e-07,0.0311723643568788,0,52.528647408006,"M",1.3e-07
37,6,13,0,3,2,2,"M2","3p1/2",2737.4690282,2.1125309718,FALSE,95219.999999981,0,111.08811794,55995.3006594686,0.287497167847221,2.0032895567e-07,0.000100996675236434,504.154154344041,0,0.981025955055929,"M",1.3e-07
37,6,14,0,3,2,1,"M2","3p1/2",2752.7507806,2.0972492194,FALSE,46109.9999999907,0,63.578699646,16269.3340479401,0.287497167847221,1.1401542554e-07,2.91810635694151e-05,255.939610199301,0,0.558342109643598,"M",1.3e-07
37,6,15,0,3,-3,2,"M3","3p3/2",2755.5251971,2.0944748029,FALSE,162319.487179446,0,99.014897817,95453.9853760307,0.287497167847221,1.7738376278e-07,0.000171035687683601,964.212761095431,0,0.86866162063622,"M",1.3e-07
37,6,16,0,3,-3,3,"M3","3p3/2",2757.7763164,2.0922236836,FALSE,115336.211538432,0,137.64976871,94954.8432979185,0.287497167847221,2.4639574435e-07,0.000170002061974439,689.955349768358,0,1.20661848215721,"M",1.3e-07
36,7,7,0,2,-2,1.5,"L3","2p3/2",52.293575898,4.797706424102,TRUE,462857.142857147,0,29366.642588,217751.101673377,0.287497167847221,0.0027792739101,0.0206137073955438,7.41693984196115,0,13610.3132615002,"L",1.3e-07
36,7,8,0,3,-1,0.5,"L3","2p3/2",2712.160806,2.137839194,FALSE,333980.357142859,0,38.767944752,78560.514650598,0.287497167847221,7.0565681105e-08,0.000143022485052764,2026.79946984357,0,0.34556544493868,"L",1.3e-07
36,7,9,0,3,1,0.5,"L3","2p3/2",2759.304839,2.090695161,FALSE,213589.285714287,0,4798.6306184,50241.5302298469,0.287497167847221,8.5846183036e-06,8.98997809126676e-05,10.472193140488,0,42.039521156157,"L",1.3e-07
36,7,10,0,3,-2,1.5,"L3","2p3/2",2799.3096163,2.0506903837,FALSE,102672.321428572,0,8760.3041481,48302.1844805684,0.287497167847221,1.5447413696e-05,8.51911227224948e-05,5.51491171266776,0,75.6471460831952,"L",1.3e-07
36,7,11,0,3,2,1.5,"M1","3s",2845.9087193,2.0040912807,FALSE,644.7348,0,161.14417763,303.315429293254,0.287497167847221,2.7949436292e-07,5.26177528617277e-07,1.8826051556821,0,1.36870490538579,"M",1.3e-07
36,7,12,0,3,-3,2.5,"M1","3s",2862.5180334,1.9874819666,FALSE,311.418,0,216.10608837,219.759855586312,0.287497167847221,3.726414462e-07,3.79011032759503e-07,1.01709307062984,0,1.82485317426593,"M",1.3e-07
36,7,13,0,4,-1,0.5,"M2","3p1/2",3675.946661,1.174053339,FALSE,95219.999999981,0,11.859039911,22398.1202637875,0.287497167847221,1.5911397167e-08,3.00572725952049e-05,1889.04043307669,0,0.0779193080192748,"M",1.3e-07
36,7,14,0,4,1,0.5,"M2","3p1/2",3695.7995571,1.1542004429,FALSE,46109.9999999907,0,2029.4632295,10846.2226986267,0.287497167847221,2.7082384895e-06,1.44766775750258e-05,5.34542198966331,0,13.2624474669432,"M",1.3e-07
36,7,15,0,4,-2,1.5,"M3","3p3/2",3711.4525673,1.1385474327,FALSE,162319.487179446,0,3721.7639486,76363.1883008245,0.287497167847221,4.9455302891e-06,0.000101492115450609,20.5219884456675,0,24.218633591414,"M",1.3e-07
36,7,16,0,4,2,1.5,"M3","3p3/2",3729.8882167,1.1201117833,FALSE,115336.211538432,0,77.683142478,54259.9104559534,0.287497167847221,1.0271551393e-07,7.17575526305026e-05,698.604815231756,0,0.503005593051813,"M",1.3e-07
36,7,17,0,4,-3,2.5,"M3","3p3/2",3736.2116598,1.1137883402,FALSE,73254.7179486993,0,105.18956051,51694.0133114406,0.287497167847221,1.3884926217e-07,6.82480840324643e-05,491.526443611237,0,0.679955274431323,"M",1.3e-07
36,7,18,0,4,3,2.5,"M3","3p3/2",3746.5119497,1.1034880503,FALSE,35056.3461538372,0,6.2166243837,24738.3823932818,0.287497167847221,8.1832466351e-09,3.2570280618468e-05,3980.11719196704,0,0.040073973923578,"M",1.3e-07
36,7,19,0,4,-4,3.5,"M4","3d3/2",3748.3656533,1.1016343467,FALSE,2206.33913043461,0,7.9342333379,2075.94409519784,0.287497167847221,1.0439035376e-08,2.73180844677033e-06,261.691655251109,0,0.0511207409600481,"M",1.3e-07
36,7,20,0,5,-1,0.5,"M4","3d3/2",4109.4999259,0.7405000741,FALSE,1558.40543478249,0,5.2524029523,366.575849065376,0.287497167847221,6.3010587151e-09,4.39843879786124e-07,69.8047581642229,0,0.0308567581913979,"M",1.3e-07
36,7,21,0,5,1,0.5,"M4","3d3/2",4119.5803001,0.7304196999,FALSE,971.645652173837,0,1035.7497172,228.555305305399,0.287497167847221,1.2394792653e-06,2.73563246605941e-07,0.220708207280683,0,6.06982313638172,"M",1.3e-07
36,7,22,0,5,-2,1.5,"M4","3d3/2",4127.3747977,0.7226252023,FALSE,453.706521739095,0,1905.9105789,213.446192782587,0.287497167847221,2.2764753539e-06,2.54994387362791e-07,0.112012803883838,0,11.1480709353864,"M",1.3e-07
36,7,23,0,5,2,1.5,"M5","3d5/2",4136.5297054,0.7134702946,FALSE,2277.94782608678,0,42.005583753,1071.66035209693,0.287497167847221,5.0061500325e-08,1.27741866758195e-06,25.5169872914101,0,0.245154930317547,"M",1.3e-07
36,7,24,0,5,-3,2.5,"M5","3d5/2",4139.6408557,0.7103591443,FALSE,1735.7101449274,0,57.017300182,1224.84702486351,0.287497167847221,6.7900919816e-08,1.45891541421887e-06,21.4859447879687,0,0.332515908590856,"M",1.3e-07
36,7,25,0,5,3,2.5,"M5","3d5/2",4144.6870231,0.7053129769,FALSE,1285.98260869555,0,4.2831610582,907.485605756389,0.287497167847221,5.0945079997e-09,1.07958488150759e-06,211.91150972207,0,0.0249481886391834,"M",1.3e-07
36,7,26,0,5,-4,3.5,"M5","3d5/2",4145.6709939,0.7043290061,FALSE,887.547826086889,0,5.4588991632,835.09359162198,0.287497167847221,6.491415489e-09,9.93227400208414e-07,153.00628990572,0,0.0317889496226967,"M",1.3e-07
36,7,27,0,5,4,3.5,"M5","3d5/2",4146.4669934,0.7035330066,FALSE,541.321739130392,0,0.29236762222,509.329528017119,0.287497167847221,3.4760010416e-10,6.05659702900047e-07,1742.40368645362,0,0.00170222383988682,"M",1.3e-07
36,7,28,0,5,-5,4.5,"M5","3d5/2",4146.9895238,0.7030104762,FALSE,249.136231884038,0,0.35570193336,293.015295305956,0.287497167847221,4.2284568314e-10,3.48389589181491e-07,823.916627442883,0,0.00207070709651693,"M",1.3e-07
35,8,8,0,2,-2,2,"L3","2p3/2",236.80929065,4.61319070935,TRUE,333980.357142859,0,8732.6976743,196401.286626495,0.287497167847221,0.00018244398217,0.0041049822980113,22.4999599832583,0,893.441895376157,"L",1.3e-07
35,8,9,0,2,-2,0,"L3","2p3/2",268.47338195,4.58152661805,FALSE,213589.285714287,0,1740.4348029,50241.5302298469,0.287497167847221,3.2073537313e-05,0.000926219395479932,28.8779932952552,0,157.066523255578,"L",1.3e-07
35,8,10,0,3,-1,2,"L3","2p3/2",2802.4399505,2.0475600495,FALSE,102672.321428572,0,25.620782053,60377.7306007104,0.287497167847221,4.5109077243e-08,0.000106369630084799,2358.05377954844,0,0.220902542201156,"L",1.3e-07
35,8,11,0,3,-1,1,"M1","3s",2806.7578655,2.0432421345,FALSE,644.7348,0,14.886608469,227.486571969941,0.287497167847221,2.6170693508e-08,4.00153083099801e-07,15.290121485603,0,0.128159853413575,"M",1.3e-07
35,8,12,0,3,1,1,"M1","3s",2856.7398204,1.9932601796,FALSE,311.418,0,1702.094485,109.879927793156,0.287497167847221,2.9397066989e-06,1.89889892074046e-07,0.0645948427933646,0,14.3959646883167,"M",1.3e-07
35,8,13,0,3,1,2,"M2","3p1/2",2858.167262,1.991832738,FALSE,95219.999999981,0,2813.9644567,55995.3006594686,0.287497167847221,4.8573919065e-06,9.67202713856656e-05,19.9119760660526,0,23.7870133062782,"M",1.3e-07
35,8,14,0,3,-2,3,"M2","3p1/2",2887.6053427,1.9623946573,FALSE,46109.9999999907,0,3912.3166439,37961.7794451936,0.287497167847221,6.6841491331e-06,6.49007652695845e-05,9.70965248937894,0,32.7327807660391,"M",1.3e-07
35,8,15,0,3,-2,1,"M3","3p3/2",2887.7156536,1.9622843464,FALSE,162319.487179446,0,1676.7067032,57272.3912256184,0.287497167847221,2.8647293947e-06,9.79111011975975e-05,34.1781326287717,0,14.028795193451,"M",1.3e-07
35,8,16,0,3,-2,0,"M3","3p3/2",2916.1426706,1.9338573294,FALSE,115336.211538432,0,502.44218866,27129.9552279767,0.287497167847221,8.5008250951e-07,4.59271304062472e-05,54.0266737551397,0,4.16291795152245,"M",1.3e-07
35,8,17,0,3,2,2,"M3","3p3/2",2949.4572697,1.9005427303,FALSE,73254.7179486993,0,46.179321454,43078.3444262005,0.287497167847221,7.7241567722e-08,7.20994218705623e-05,933.427738417418,0,0.378257763542267,"M",1.3e-07
35,8,18,0,3,2,3,"M3","3p3/2",2954.6838902,1.8953161098,FALSE,35056.3461538372,0,64.388209497,28861.4461254954,0.287497167847221,1.0750423257e-07,4.82191706116993e-05,448.532764329089,0,0.52645630820973,"M",1.3e-07
35,8,19,0,3,2,1,"M4","3d3/2",2955.1730854,1.8948269146,FALSE,2206.33913043461,0,27.402485238,778.479035699189,0.287497167847221,4.5747609366e-08,1.30039851232033e-06,28.4254965525433,0,0.224029482007261,"M",1.3e-07
35,8,20,0,3,2,0,"M4","3d3/2",2955.5602849,1.8944397151,FALSE,1558.40543478249,0,9.1261160131,366.575849065376,0.287497167847221,1.5234250114e-08,6.12260621639442e-07,40.1897446252891,0,0.074603267998196,"M",1.3e-07
35,8,21,0,3,-3,4,"M4","3d3/2",2958.9495212,1.8910504788,FALSE,971.645652173837,0,76.703501784,1028.4988738743,0.287497167847221,1.2787899731e-07,1.71584134881823e-06,13.4176947341771,0,0.626233062754513,"M",1.3e-07
35,8,22,0,3,-3,2,"M4","3d3/2",2964.4834659,1.8855165341,FALSE,453.706521739095,0,41.677736243,266.807740978234,0.287497167847221,6.9357646418e-08,4.44281177122717e-07,6.40565532522763,0,0.339649608265987,"M",1.3e-07
35,8,23,0,3,-3,3,"M5","3d5/2",2972.8412644,1.8771587356,FALSE,2277.94782608678,0,56.353627567,1875.40561616963,0.287497167847221,9.3513031444e-08,3.11407072139773e-06,33.3009279381835,0,0.457940344548321,"M",1.3e-07
35,8,24,0,3,-3,1,"M5","3d5/2",2978.8380504,1.8711619496,FALSE,1735.7101449274,0,24.019432025,612.423512431753,0.287497167847221,3.9780179431e-08,1.01486296032933e-06,25.511774326952,0,0.194806529031575,"M",1.3e-07
34,9,9,0,2,-2,1.5,"L3","2p3/2",424.87838027,4.42512161973,TRUE,213589.285714287,0,5308.3229962,100483.060459694,0.287497167847221,6.1798790359e-05,0.00117034534932203,18.9379976941829,0,302.633321930296,"L",1.3e-07
34,9,10,0,3,-1,2.5,"L3","2p3/2",2886.4257663,1.9635742337,FALSE,102672.321428572,0,26.05267333,72453.2767208525,0.287497167847221,4.4527228991e-08,0.000123919379820919,2783.00228037919,0,0.218053187572381,"L",1.3e-07
34,9,11,0,3,-1,1.5,"M1","3s",2891.6980277,1.9583019723,FALSE,644.7348,0,16.549444013,303.315429293254,0.287497167847221,2.8233324499e-08,5.17822506854088e-07,18.3408265247838,0,0.138260712428719,"M",1.3e-07
34,9,12,0,3,-1,0.5,"M1","3s",2919.2757788,1.9307242212,FALSE,311.418,0,8.4332729139,73.2532851954375,0.287497167847221,1.4250868422e-08,1.23873855942075e-07,8.6923724417273,0,0.0697875739296461,"M",1.3e-07
