Z,Ebind,Occ,Element,subshell,CCp,Eic,Vi_q0,nmax,nh,shell_colours,multiplier
38,1.3334,12,Strontium,M1,2.16E-06,1999.64,0.3599999999999,2,1,"rgb(0,0,255)",1.85194444444496
38,1.211,13,Strontium,M2,2.42E-08,1999.72,0.279999999999973,2,2,"rgb(65,105,225)",4.32500000000042
38,1.165,14,Strontium,M2,2.42E-08,1999.72,0.279999999999973,2,1,"rgb(65,105,225)",2.08035714285735
38,1.105,15,Strontium,M3,2.77E-08,1999.73,0.269999999999982,4,4,"rgb(70,130,180)",4.09259259259287
38,1.038,16,Strontium,M3,2.77E-08,1999.73,0.269999999999982,4,3,"rgb(70,130,180)",2.88333333333353
38,0.9821,17,Strontium,M3,2.77E-08,1999.73,0.269999999999982,4,2,"rgb(70,130,180)",1.81870370370383
38,0.932,18,Strontium,M3,2.77E-08,1999.73,0.269999999999982,4,1,"rgb(70,130,180)",0.862962962963021
38,0.774,19,Strontium,M4,1.08E-11,1999.86,0.1400000000001,4,4,"rgb(100,149,237)",5.52857142856748
38,0.722,20,Strontium,M4,1.08E-11,1999.86,0.1400000000001,4,3,"rgb(100,149,237)",3.86785714285438
38,0.665,21,Strontium,M4,1.08E-11,1999.86,0.1400000000001,4,2,"rgb(100,149,237)",2.3749999999983
38,0.612,22,Strontium,M4,1.08E-11,1999.86,0.1400000000001,4,1,"rgb(100,149,237)",1.09285714285636
38,0.562,23,Strontium,M5,2.88E-11,1999.87,0.130000000000109,6,6,"rgb(0,191,255)",4.32307692307329
38,0.499,24,Strontium,M5,2.88E-11,1999.87,0.130000000000109,6,5,"rgb(0,191,255)",3.19871794871526
38,0.454,25,Strontium,M5,2.88E-11,1999.87,0.130000000000109,6,4,"rgb(0,191,255)",2.32820512820317
38,0.408,26,Strontium,M5,2.88E-11,1999.87,0.130000000000109,6,3,"rgb(0,191,255)",1.56923076922945
38,0.362,27,Strontium,M5,2.88E-11,1999.87,0.130000000000109,6,2,"rgb(0,191,255)",0.928205128204349
38,0.32407,28,Strontium,M5,2.88E-11,1999.87,0.130000000000109,6,1,"rgb(0,191,255)",0.41547435897401
38,0.1773,29,Strontium,N1,2.73E-07,1999.96,0.039999999999964,2,2,"rgb(0,128,128)",4.43250000000403
38,0.15833,30,Strontium,N1,2.73E-07,1999.96,0.039999999999964,2,1,"rgb(0,128,128)",1.9791250000018
38,0.12121,31,Strontium,N2,2.5E-09,1999.98,0.019999999999982,2,2,"rgb(95,158,160)",6.06050000000551
38,0.104,32,Strontium,N2,2.5E-09,1999.98,0.019999999999982,2,1,"rgb(95,158,160)",2.60000000000236
38,0.088,33,Strontium,N3,2.84E-09,1999.98,0.019999999999982,4,4,"rgb(32,178,170)",4.400000000004
38,0.0707,34,Strontium,N3,2.84E-09,1999.98,0.019999999999982,4,3,"rgb(32,178,170)",2.65125000000241
38,0.05628,35,Strontium,N3,2.84E-09,1999.98,0.019999999999982,4,2,"rgb(32,178,170)",1.40700000000128
38,0.04288353,36,Strontium,N3,2.84E-09,1999.98,0.019999999999982,4,1,"rgb(32,178,170)",0.536044125000488
38,0.0110302765,37,Strontium,O1,1.84E-08,2000,0.0110302765,2,2,"rgb(0,255,255)",1
38,0.00569486745,38,Strontium,O1,1.84E-08,2000,0.00569486745,2,2,"rgb(0,255,255)",1
39,21.11555,1,Yttrium,K,0.0001334,1982.96,17.04,2,2,"rgb(123,104,238)",1.23917546948357
39,20.415717,2,Yttrium,K,0.0001334,1982.96,17.04,2,1,"rgb(123,104,238)",0.599052728873241
39,4.875731,3,Yttrium,L1,1.402E-05,1997.63,2.36999999999989,2,2,"rgb(25,25,112)",2.05727046413512
39,4.724,4,Yttrium,L1,1.402E-05,1997.63,2.36999999999989,2,1,"rgb(25,25,112)",0.996624472573886
39,4.484,5,Yttrium,L2,1.616E-07,1997.84,2.16000000000008,2,2,"rgb(0,0,139)",2.07592592592585
39,4.299,6,Yttrium,L2,1.616E-07,1997.84,2.16000000000008,2,1,"rgb(0,0,139)",0.995138888888851
39,4.06,7,Yttrium,L3,1.8E-07,1997.92,2.07999999999993,4,4,"rgb(0,0,205)",1.95192307692315
39,3.892,8,Yttrium,L3,1.8E-07,1997.92,2.07999999999993,4,3,"rgb(0,0,205)",1.40336538461543
39,3.72,9,Yttrium,L3,1.8E-07,1997.92,2.07999999999993,4,2,"rgb(0,0,205)",0.894230769230801
39,3.5629,10,Yttrium,L3,1.8E-07,1997.92,2.07999999999993,4,1,"rgb(0,0,205)",0.428233173076938
39,1.48312,11,Yttrium,M1,2.39E-06,1999.61,0.3900000000001,2,2,"rgb(0,0,255)",3.80287179487082
39,1.4276,12,Yttrium,M1,2.39E-06,1999.61,0.3900000000001,2,1,"rgb(0,0,255)",1.83025641025594
39,1.3,13,Yttrium,M2,2.88E-08,1999.69,0.309999999999945,2,2,"rgb(65,105,225)",4.19354838709751
39,1.253,14,Yttrium,M2,2.88E-08,1999.69,0.309999999999945,2,1,"rgb(65,105,225)",2.02096774193584
39,1.19,15,Yttrium,M3,3.21E-08,1999.7,0.299999999999955,4,4,"rgb(70,130,180)",3.96666666666727
39,1.1202,16,Yttrium,M3,3.21E-08,1999.7,0.299999999999955,4,3,"rgb(70,130,180)",2.80050000000042
39,1.0619,17,Yttrium,M3,3.21E-08,1999.7,0.299999999999955,4,2,"rgb(70,130,180)",1.7698333333336
39,1.01,18,Yttrium,M3,3.21E-08,1999.7,0.299999999999955,4,1,"rgb(70,130,180)",0.841666666666794
39,0.847,19,Yttrium,M4,1.38E-11,1999.84,0.160000000000082,4,4,"rgb(100,149,237)",5.29374999999729
39,0.79,20,Yttrium,M4,1.38E-11,1999.84,0.160000000000082,4,3,"rgb(100,149,237)",3.70312499999811
39,0.733,21,Yttrium,M4,1.38E-11,1999.84,0.160000000000082,4,2,"rgb(100,149,237)",2.29062499999883
39,0.677,22,Yttrium,M4,1.38E-11,1999.84,0.160000000000082,4,1,"rgb(100,149,237)",1.05781249999946
39,0.624,23,Yttrium,M5,3.64E-11,1999.84,0.160000000000082,6,6,"rgb(0,191,255)",3.899999999998
39,0.559,24,Yttrium,M5,3.64E-11,1999.84,0.160000000000082,6,5,"rgb(0,191,255)",2.91145833333184
39,0.512,25,Yttrium,M5,3.64E-11,1999.84,0.160000000000082,6,4,"rgb(0,191,255)",2.13333333333224
39,0.463,26,Yttrium,M5,3.64E-11,1999.84,0.160000000000082,6,3,"rgb(0,191,255)",1.44687499999926
39,0.414,27,Yttrium,M5,3.64E-11,1999.84,0.160000000000082,6,2,"rgb(0,191,255)",0.862499999999559
39,0.37404,28,Yttrium,M5,3.64E-11,1999.84,0.160000000000082,6,1,"rgb(0,191,255)",0.389624999999801
39,0.205814,29,Yttrium,N1,3.23E-07,1999.95,0.049999999999955,2,2,"rgb(0,128,128)",4.11628000000374
39,0.1857,30,Yttrium,N1,3.23E-07,1999.95,0.049999999999955,2,1,"rgb(0,128,128)",1.85700000000169
39,0.14564,31,Yttrium,N2,3.23E-09,1999.97,0.029999999999973,2,2,"rgb(95,158,160)",4.85466666667108
39,0.12812,32,Yttrium,N2,3.23E-09,1999.97,0.029999999999973,2,1,"rgb(95,158,160)",2.13533333333528
39,0.11002,33,Yttrium,N3,3.63E-09,1999.98,0.019999999999982,4,4,"rgb(32,178,170)",5.501000000005
39,0.09139,34,Yttrium,N3,3.63E-09,1999.98,0.019999999999982,4,3,"rgb(32,178,170)",3.42712500000312
39,0.07535,35,Yttrium,N3,3.63E-09,1999.98,0.019999999999982,4,2,"rgb(32,178,170)",1.88375000000171
39,0.0606072,36,Yttrium,N3,3.63E-09,1999.98,0.019999999999982,4,1,"rgb(32,178,170)",0.757590000000689
39,0.02052441,37,Yttrium,N4,6.15E-13,2000,0.02052441,4,2,"rgb(0,206,209)",0.5
39,0.0122236,38,Yttrium,N4,6.15E-13,2000,0.0122236,4,2,"rgb(0,206,209)",0.5
39,0.00621726,39,Yttrium,N4,6.15E-13,2000,0.00621726,4,2,"rgb(0,206,209)",0.5
40,22.236678,1,Zirconium,K,0.0001437,1982,18,2,2,"rgb(123,104,238)",1.235371
40,21.516469,2,Zirconium,K,0.0001437,1982,18,2,1,"rgb(123,104,238)",0.597679694444444
40,5.146935,3,Zirconium,L1,1.521E-05,1997.47,2.52999999999997,2,2,"rgb(25,25,112)",2.03436166007907
40,4.991,4,Zirconium,L1,1.521E-05,1997.47,2.52999999999997,2,1,"rgb(25,25,112)",0.986363636363647
40,4.744,5,Zirconium,L2,1.88E-07,1997.69,2.30999999999995,2,2,"rgb(0,0,139)",2.0536796536797
40,4.553,6,Zirconium,L2,1.88E-07,1997.69,2.30999999999995,2,1,"rgb(0,0,139)",0.985497835497859
40,4.3,7,Zirconium,L3,2.04E-07,1997.78,2.22000000000003,4,4,"rgb(0,0,205)",1.93693693693691
40,4.127,8,Zirconium,L3,2.04E-07,1997.78,2.22000000000003,4,3,"rgb(0,0,205)",1.39425675675674
40,3.95,9,Zirconium,L3,2.04E-07,1997.78,2.22000000000003,4,2,"rgb(0,0,205)",0.889639639639629
40,3.788,10,Zirconium,L3,2.04E-07,1997.78,2.22000000000003,4,1,"rgb(0,0,205)",0.426576576576571
40,1.58237,11,Zirconium,M1,2.63E-06,1999.57,0.430000000000064,2,2,"rgb(0,0,255)",3.67993023255759
40,1.5251,12,Zirconium,M1,2.63E-06,1999.57,0.430000000000064,2,1,"rgb(0,0,255)",1.77337209302299
40,1.392,13,Zirconium,M2,3.41E-08,1999.66,0.339999999999918,2,2,"rgb(65,105,225)",4.09411764705981
40,1.344,14,Zirconium,M2,3.41E-08,1999.66,0.339999999999918,2,1,"rgb(65,105,225)",1.97647058823577
40,1.277,15,Zirconium,M3,3.71E-08,1999.67,0.329999999999927,4,4,"rgb(70,130,180)",3.86969696969782
40,1.2054,16,Zirconium,M3,3.71E-08,1999.67,0.329999999999927,4,3,"rgb(70,130,180)",2.73954545454606
40,1.1447,17,Zirconium,M3,3.71E-08,1999.67,0.329999999999927,4,2,"rgb(70,130,180)",1.73439393939432
40,1.092,18,Zirconium,M3,3.71E-08,1999.67,0.329999999999927,4,1,"rgb(70,130,180)",0.82727272727291
40,0.922,19,Zirconium,M4,1.747E-11,1999.82,0.180000000000064,4,4,"rgb(100,149,237)",5.12222222222041
40,0.863,20,Zirconium,M4,1.747E-11,1999.82,0.180000000000064,4,3,"rgb(100,149,237)",3.59583333333206
40,0.803,21,Zirconium,M4,1.747E-11,1999.82,0.180000000000064,4,2,"rgb(100,149,237)",2.23055555555477
40,0.745,22,Zirconium,M4,1.747E-11,1999.82,0.180000000000064,4,1,"rgb(100,149,237)",1.03472222222186
40,0.69,23,Zirconium,M5,4.55E-11,1999.82,0.180000000000064,6,6,"rgb(0,191,255)",3.83333333333198
40,0.622,24,Zirconium,M5,4.55E-11,1999.82,0.180000000000064,6,5,"rgb(0,191,255)",2.87962962962861
40,0.573,25,Zirconium,M5,4.55E-11,1999.82,0.180000000000064,6,4,"rgb(0,191,255)",2.12222222222147
40,0.52,26,Zirconium,M5,4.55E-11,1999.82,0.180000000000064,6,3,"rgb(0,191,255)",1.44444444444393
40,0.47,27,Zirconium,M5,4.55E-11,1999.82,0.180000000000064,6,2,"rgb(0,191,255)",0.870370370370062
40,0.426,28,Zirconium,M5,4.55E-11,1999.82,0.180000000000064,6,1,"rgb(0,191,255)",0.394444444444305
40,0.236252,29,Zirconium,N1,3.76E-07,1999.95,0.049999999999955,2,2,"rgb(0,128,128)",4.7250400000043
40,0.2149,30,Zirconium,N1,3.76E-07,1999.95,0.049999999999955,2,1,"rgb(0,128,128)",2.14900000000195
40,0.17202,31,Zirconium,N2,4.09E-09,1999.97,0.029999999999973,2,2,"rgb(95,158,160)",5.73400000000522
40,0.153,32,Zirconium,N2,4.09E-09,1999.97,0.029999999999973,2,1,"rgb(95,158,160)",2.55000000000232
40,0.1337,33,Zirconium,N3,4.5E-09,1999.97,0.029999999999973,4,4,"rgb(32,178,170)",4.45666666667072
40,0.112,34,Zirconium,N3,4.5E-09,1999.97,0.029999999999973,4,3,"rgb(32,178,170)",2.80000000000255
40,0.09638,35,Zirconium,N3,4.5E-09,1999.97,0.029999999999973,4,2,"rgb(32,178,170)",1.60633333333479
40,0.080348,36,Zirconium,N3,4.5E-09,1999.97,0.029999999999973,4,1,"rgb(32,178,170)",0.669566666667276
40,0.03441836,37,Zirconium,N4,9.95E-13,2000,0.03441836,4,2,"rgb(0,206,209)",0.5
40,0.02317,38,Zirconium,N4,9.95E-13,2000,0.02317,4,2,"rgb(0,206,209)",0.5
40,0.01313,39,Zirconium,N4,9.95E-13,2000,0.01313,4,2,"rgb(0,206,209)",0.5
40,0.006634126,40,Zirconium,N4,9.95E-13,2000,0.006634126,4,2,"rgb(0,206,209)",0.5
41,23.388801,1,Niobium,K,0.0001546,1981.01,18.99,2,2,"rgb(123,104,238)",1.23163775671406
41,22.648046,2,Niobium,K,0.0001546,1981.01,18.99,2,1,"rgb(123,104,238)",0.596315060558188
41,5.426066,3,Niobium,L1,1.647E-05,1997.3,2.70000000000005,2,2,"rgb(25,25,112)",2.00965407407404
41,5.265,4,Niobium,L1,1.647E-05,1997.3,2.70000000000005,2,1,"rgb(25,25,112)",0.974999999999984
41,5.011,5,Niobium,L2,2.17E-07,1997.54,2.46000000000004,2,2,"rgb(0,0,139)",2.03699186991867
41,4.815,6,Niobium,L2,2.17E-07,1997.54,2.46000000000004,2,1,"rgb(0,0,139)",0.978658536585352
41,4.54,7,Niobium,L3,2.3E-07,1997.63,2.36999999999989,4,4,"rgb(0,0,205)",1.91561181434608
41,4.369,8,Niobium,L3,2.3E-07,1997.63,2.36999999999989,4,3,"rgb(0,0,205)",1.38259493670892
41,4.187,9,Niobium,L3,2.3E-07,1997.63,2.36999999999989,4,2,"rgb(0,0,205)",0.883333333333374
41,4.0201,10,Niobium,L3,2.3E-07,1997.63,2.36999999999989,4,1,"rgb(0,0,205)",0.424061181434619
41,1.68497,11,Niobium,M1,2.89E-06,1999.53,0.470000000000027,2,2,"rgb(0,0,255)",3.58504255319128
41,1.6259,12,Niobium,M1,2.89E-06,1999.53,0.470000000000027,2,1,"rgb(0,0,255)",1.72968085106373
41,1.488,13,Niobium,M2,4.02E-08,1999.62,0.380000000000109,2,2,"rgb(65,105,225)",3.91578947368309
41,1.439,14,Niobium,M2,4.02E-08,1999.62,0.380000000000109,2,1,"rgb(65,105,225)",1.89342105263104
41,1.368,15,Niobium,M3,4.27E-08,1999.64,0.3599999999999,4,4,"rgb(70,130,180)",3.80000000000106
41,1.2937,16,Niobium,M3,4.27E-08,1999.64,0.3599999999999,4,3,"rgb(70,130,180)",2.69520833333408
41,1.2306,17,Niobium,M3,4.27E-08,1999.64,0.3599999999999,4,2,"rgb(70,130,180)",1.70916666666714
41,1.176,18,Niobium,M3,4.27E-08,1999.64,0.3599999999999,4,1,"rgb(70,130,180)",0.816666666666894
41,1,19,Niobium,M4,2.2E-11,1999.79,0.210000000000036,4,4,"rgb(100,149,237)",4.76190476190394
41,0.94,20,Niobium,M4,2.2E-11,1999.79,0.210000000000036,4,3,"rgb(100,149,237)",3.35714285714228
41,0.877,21,Niobium,M4,2.2E-11,1999.79,0.210000000000036,4,2,"rgb(100,149,237)",2.08809523809488
41,0.816,22,Niobium,M4,2.2E-11,1999.79,0.210000000000036,4,1,"rgb(100,149,237)",0.971428571428403
41,0.758,23,Niobium,M5,5.65E-11,1999.8,0.200000000000045,6,6,"rgb(0,191,255)",3.78999999999914
41,0.688,24,Niobium,M5,5.65E-11,1999.8,0.200000000000045,6,5,"rgb(0,191,255)",2.86666666666601
41,0.636,25,Niobium,M5,5.65E-11,1999.8,0.200000000000045,6,4,"rgb(0,191,255)",2.11999999999952
41,0.581,26,Niobium,M5,5.65E-11,1999.8,0.200000000000045,6,3,"rgb(0,191,255)",1.45249999999967
41,0.53,27,Niobium,M5,5.65E-11,1999.8,0.200000000000045,6,2,"rgb(0,191,255)",0.883333333333133
41,0.4825,28,Niobium,M5,5.65E-11,1999.8,0.200000000000045,6,1,"rgb(0,191,255)",0.402083333333242
41,0.26859,29,Niobium,N1,4.26E-07,1999.94,0.059999999999945,2,2,"rgb(0,128,128)",4.47650000000407
41,0.2461,30,Niobium,N1,4.26E-07,1999.94,0.059999999999945,2,1,"rgb(0,128,128)",2.0508333333352
41,0.20028,31,Niobium,N2,4.98E-09,1999.96,0.039999999999964,2,2,"rgb(95,158,160)",5.00700000000455
41,0.18,32,Niobium,N2,4.98E-09,1999.96,0.039999999999964,2,1,"rgb(95,158,160)",2.25000000000205
41,0.1592,33,Niobium,N3,5.4E-09,1999.97,0.029999999999973,4,4,"rgb(32,178,170)",5.30666666667149
41,0.136,34,Niobium,N3,5.4E-09,1999.97,0.029999999999973,4,3,"rgb(32,178,170)",3.40000000000309
41,0.1191,35,Niobium,N3,5.4E-09,1999.97,0.029999999999973,4,2,"rgb(32,178,170)",1.98500000000181
41,0.102069,36,Niobium,N3,5.4E-09,1999.97,0.029999999999973,4,1,"rgb(32,178,170)",0.850575000000774
41,0.0505728,37,Niobium,N4,1.289E-12,2000,0.0505728,4,4,"rgb(0,206,209)",1
41,0.037611,38,Niobium,N4,1.289E-12,2000,0.037611,4,3,"rgb(0,206,209)",0.75
41,0.02504,39,Niobium,N4,1.289E-12,2000,0.02504,4,2,"rgb(0,206,209)",0.5
41,0.01432,40,Niobium,N4,1.289E-12,2000,0.01432,4,1,"rgb(0,206,209)",0.25
41,0.00675885,41,Niobium,O1,2.57E-08,1999.99,0.009999999999991,2,2,"rgb(0,255,255)",0.675885000000615
42,24.572156,1,Molybdenum,K,0.000166,1980,20,2,2,"rgb(123,104,238)",1.2286078
42,23.810654,2,Molybdenum,K,0.000166,1980,20,2,1,"rgb(123,104,238)",0.59526635
42,5.713194,3,Molybdenum,L1,1.78E-05,1997.13,2.86999999999989,2,2,"rgb(25,25,112)",1.99065993031366
42,5.548,4,Molybdenum,L1,1.78E-05,1997.13,2.86999999999989,2,1,"rgb(25,25,112)",0.96655052264812
42,5.287,5,Molybdenum,L2,2.5E-07,1997.37,2.63000000000011,2,2,"rgb(0,0,139)",2.01026615969573
42,5.084,6,Molybdenum,L2,2.5E-07,1997.37,2.63000000000011,2,1,"rgb(0,0,139)",0.966539923954332
42,4.8,7,Molybdenum,L3,2.58E-07,1997.48,2.51999999999998,4,4,"rgb(0,0,205)",1.90476190476192
42,4.618,8,Molybdenum,L3,2.58E-07,1997.48,2.51999999999998,4,3,"rgb(0,0,205)",1.37440476190477
42,4.43,9,Molybdenum,L3,2.58E-07,1997.48,2.51999999999998,4,2,"rgb(0,0,205)",0.87896825396826
42,4.259,10,Molybdenum,L3,2.58E-07,1997.48,2.51999999999998,4,1,"rgb(0,0,205)",0.422519841269844
42,1.79093,11,Molybdenum,M1,3.17E-06,1999.5,0.5,2,2,"rgb(0,0,255)",3.58186
42,1.7301,12,Molybdenum,M1,3.17E-06,1999.5,0.5,2,1,"rgb(0,0,255)",1.7301
42,1.587,13,Molybdenum,M2,4.72E-08,1999.59,0.410000000000082,2,2,"rgb(65,105,225)",3.8707317073163
42,1.537,14,Molybdenum,M2,4.72E-08,1999.59,0.410000000000082,2,1,"rgb(65,105,225)",1.87439024390206
42,1.462,15,Molybdenum,M3,4.88E-08,1999.61,0.3900000000001,4,4,"rgb(70,130,180)",3.74871794871699
42,1.3851,16,Molybdenum,M3,4.88E-08,1999.61,0.3900000000001,4,3,"rgb(70,130,180)",2.66365384615316
42,1.3196,17,Molybdenum,M3,4.88E-08,1999.61,0.3900000000001,4,2,"rgb(70,130,180)",1.69179487179444
42,1.263,18,Molybdenum,M3,4.88E-08,1999.61,0.3900000000001,4,1,"rgb(70,130,180)",0.809615384615177
42,1.082,19,Molybdenum,M4,2.73E-11,1999.77,0.230000000000018,4,4,"rgb(100,149,237)",4.70434782608659
42,1.019,20,Molybdenum,M4,2.73E-11,1999.77,0.230000000000018,4,3,"rgb(100,149,237)",3.32282608695626
42,0.953,21,Molybdenum,M4,2.73E-11,1999.77,0.230000000000018,4,2,"rgb(100,149,237)",2.07173913043462
42,0.89,22,Molybdenum,M4,2.73E-11,1999.77,0.230000000000018,4,1,"rgb(100,149,237)",0.96739130434775
42,0.829,23,Molybdenum,M5,6.95E-11,1999.77,0.230000000000018,6,6,"rgb(0,191,255)",3.60434782608667
42,0.758,24,Molybdenum,M5,6.95E-11,1999.77,0.230000000000018,6,5,"rgb(0,191,255)",2.74637681159399
42,0.702,25,Molybdenum,M5,6.95E-11,1999.77,0.230000000000018,6,4,"rgb(0,191,255)",2.03478260869549
42,0.646,26,Molybdenum,M5,6.95E-11,1999.77,0.230000000000018,6,3,"rgb(0,191,255)",1.40434782608685
42,0.591,27,Molybdenum,M5,6.95E-11,1999.77,0.230000000000018,6,2,"rgb(0,191,255)",0.856521739130367
42,0.544,28,Molybdenum,M5,6.95E-11,1999.77,0.230000000000018,6,1,"rgb(0,191,255)",0.394202898550693
42,0.3026,29,Molybdenum,N1,4.85E-07,1999.94,0.059999999999945,2,2,"rgb(0,128,128)",5.04333333333792
42,0.2791,30,Molybdenum,N1,4.85E-07,1999.94,0.059999999999945,2,1,"rgb(0,128,128)",2.32583333333545
42,0.23028,31,Molybdenum,N2,6.18E-09,1999.96,0.039999999999964,2,2,"rgb(95,158,160)",5.75700000000524
42,0.2093,32,Molybdenum,N2,6.18E-09,1999.96,0.039999999999964,2,1,"rgb(95,158,160)",2.61625000000238
42,0.1863,33,Molybdenum,N3,6.47E-09,1999.97,0.029999999999973,4,4,"rgb(32,178,170)",6.21000000000565
42,0.16412,34,Molybdenum,N3,6.47E-09,1999.97,0.029999999999973,4,3,"rgb(32,178,170)",4.10300000000373
42,0.1436,35,Molybdenum,N3,6.47E-09,1999.97,0.029999999999973,4,2,"rgb(32,178,170)",2.39333333333551
42,0.125638,36,Molybdenum,N3,6.47E-09,1999.97,0.029999999999973,4,1,"rgb(32,178,170)",1.04698333333429
42,0.06882704,37,Molybdenum,N4,1.86E-12,2000,0.06882704,4,4,"rgb(0,206,209)",1
42,0.054417,38,Molybdenum,N4,1.86E-12,2000,0.054417,4,3,"rgb(0,206,209)",0.75
42,0.04033,39,Molybdenum,N4,1.86E-12,2000,0.04033,4,2,"rgb(0,206,209)",0.5
42,0.02713,40,Molybdenum,N4,1.86E-12,2000,0.02713,4,1,"rgb(0,206,209)",0.25
42,0.01616,41,Molybdenum,N5,4.54E-12,2000,0.01616,6,2,"rgb(64,224,208)",0.333333333333333
42,0.00709243,42,Molybdenum,N5,4.54E-12,2000,0.00709243,6,2,"rgb(64,224,208)",0.333333333333333
43,25.78699,1,Technetium,K,0.0001779,1978.96,21.04,2,2,"rgb(123,104,238)",1.22561739543726
43,25.004533,2,Technetium,K,0.0001779,1978.96,21.04,2,1,"rgb(123,104,238)",0.594214187262358
43,6.008391,3,Technetium,L1,1.92E-05,1996.96,3.03999999999996,2,2,"rgb(25,25,112)",1.97644440789476
43,5.838,4,Technetium,L1,1.92E-05,1996.96,3.03999999999996,2,1,"rgb(25,25,112)",0.960197368421064
43,5.57,5,Technetium,L2,2.88E-07,1997.21,2.78999999999996,2,2,"rgb(0,0,139)",1.99641577060935
43,5.361,6,Technetium,L2,2.88E-07,1997.21,2.78999999999996,2,1,"rgb(0,0,139)",0.960752688172056
43,5.06,7,Technetium,L3,2.89E-07,1997.32,2.68000000000006,4,4,"rgb(0,0,205)",1.88805970149249
43,4.874,8,Technetium,L3,2.89E-07,1997.32,2.68000000000006,4,3,"rgb(0,0,205)",1.3639925373134
43,4.681,9,Technetium,L3,2.89E-07,1997.32,2.68000000000006,4,2,"rgb(0,0,205)",0.873320895522367
43,4.505,10,Technetium,L3,2.89E-07,1997.32,2.68000000000006,4,1,"rgb(0,0,205)",0.420242537313423
43,1.90028,11,Technetium,M1,3.46E-06,1999.46,0.539999999999964,2,2,"rgb(0,0,255)",3.51903703703727
43,1.838,12,Technetium,M1,3.46E-06,1999.46,0.539999999999964,2,1,"rgb(0,0,255)",1.70185185185197
43,1.689,13,Technetium,M2,5.53E-08,1999.56,0.440000000000055,2,2,"rgb(65,105,225)",3.83863636363589
43,1.638,14,Technetium,M2,5.53E-08,1999.56,0.440000000000055,2,1,"rgb(65,105,225)",1.86136363636341
43,1.559,15,Technetium,M3,5.57E-08,1999.57,0.430000000000064,4,4,"rgb(70,130,180)",3.6255813953483
43,1.4795,16,Technetium,M3,5.57E-08,1999.57,0.430000000000064,4,3,"rgb(70,130,180)",2.58052325581357
43,1.4116,17,Technetium,M3,5.57E-08,1999.57,0.430000000000064,4,2,"rgb(70,130,180)",1.64139534883697
43,1.354,18,Technetium,M3,5.57E-08,1999.57,0.430000000000064,4,1,"rgb(70,130,180)",0.787209302325465
43,1.166,19,Technetium,M4,3.37E-11,1999.74,0.259999999999991,4,4,"rgb(100,149,237)",4.48461538461554
43,1.102,20,Technetium,M4,3.37E-11,1999.74,0.259999999999991,4,3,"rgb(100,149,237)",3.17884615384627
43,1.032,21,Technetium,M4,3.37E-11,1999.74,0.259999999999991,4,2,"rgb(100,149,237)",1.98461538461545
43,0.968,22,Technetium,M4,3.37E-11,1999.74,0.259999999999991,4,1,"rgb(100,149,237)",0.930769230769263
43,0.904,23,Technetium,M5,8.48E-11,1999.75,0.25,6,6,"rgb(0,191,255)",3.616
43,0.829,24,Technetium,M5,8.48E-11,1999.75,0.25,6,5,"rgb(0,191,255)",2.76333333333333
43,0.773,25,Technetium,M5,8.48E-11,1999.75,0.25,6,4,"rgb(0,191,255)",2.06133333333333
43,0.713,26,Technetium,M5,8.48E-11,1999.75,0.25,6,3,"rgb(0,191,255)",1.426
43,0.655,27,Technetium,M5,8.48E-11,1999.75,0.25,6,2,"rgb(0,191,255)",0.873333333333333
43,0.604,28,Technetium,M5,8.48E-11,1999.75,0.25,6,1,"rgb(0,191,255)",0.402666666666667
43,0.33855,29,Technetium,N1,5.54E-07,1999.93,0.069999999999936,2,2,"rgb(0,128,128)",4.83642857143297
43,0.311,30,Technetium,N1,5.54E-07,1999.93,0.069999999999936,2,1,"rgb(0,128,128)",2.22142857143059
43,0.26208,31,Technetium,N2,7.67E-09,1999.96,0.039999999999964,2,2,"rgb(95,158,160)",6.55200000000596
43,0.239,32,Technetium,N2,7.67E-09,1999.96,0.039999999999964,2,1,"rgb(95,158,160)",2.98750000000272
43,0.214,33,Technetium,N3,7.8E-09,1999.96,0.039999999999964,4,4,"rgb(32,178,170)",5.35000000000487
43,0.1899,34,Technetium,N3,7.8E-09,1999.96,0.039999999999964,4,3,"rgb(32,178,170)",3.56062500000324
43,0.169,35,Technetium,N3,7.8E-09,1999.96,0.039999999999964,4,2,"rgb(32,178,170)",2.11250000000192
43,0.15,36,Technetium,N3,7.8E-09,1999.96,0.039999999999964,4,1,"rgb(32,178,170)",0.937500000000853
43,0.088,37,Technetium,N4,2.84E-12,2000,0.088,4,4,"rgb(0,206,209)",1
43,0.072,38,Technetium,N4,2.84E-12,2000,0.072,4,3,"rgb(0,206,209)",0.75
43,0.057,39,Technetium,N4,2.84E-12,2000,0.057,4,2,"rgb(0,206,209)",0.5
43,0.041,40,Technetium,N4,2.84E-12,2000,0.041,4,1,"rgb(0,206,209)",0.25
43,0.02955,41,Technetium,N5,6.96E-12,2000,0.02955,6,2,"rgb(64,224,208)",0.333333333333333
43,0.01526,42,Technetium,N5,6.96E-12,2000,0.01526,6,2,"rgb(64,224,208)",0.333333333333333
43,0.00711938,43,Technetium,N5,6.96E-12,2000,0.00711938,6,2,"rgb(64,224,208)",0.333333333333333
44,27.033502,1,Ruthenium,K,0.00019,1977.88,22.1199999999999,2,2,"rgb(123,104,238)",1.2221293851718
