"Z","Species","CS","Occ","Element","Iso_elec","Ground_Shells","Ground_Config","Ground_Level","Ionized_Level","IE","IE_uncertainty","References"
21,"Sc I",0,21,"Scandium","Sc","Ar3d4s2","3d4s2","2D3/2","3d4s 3D1",0.00656149,6e-08,"L7185,L2110"
21,"Sc II",1,20,"Scandium","Ca","Ar3d4s","3p63d4s","3D1","3d 2D3/2",0.01279977,2.5e-07,"L7185,L5141"
21,"Sc III",2,19,"Scandium","K","Ar3d","3p63d","2D3/2","3p6 1S0",0.024756839,1.2e-08,"L1891,L7185"
21,"Sc IV",3,18,"Scandium","Ar","Ne3s23p6","3s23p6","1S0","3p5 2P°3/2",0.0734894,4e-07,"L7185,L2826"
21,"Sc V",4,17,"Scandium","Cl","Ne3s23p5","3s23p5","2P°3/2","3p4 3P2",0.09195,3e-05,"L11770"
21,"Sc VI",5,16,"Scandium","S","Ne3s23p4","3s23p4","3P2","3p3 4S°3/2",0.11068,5e-05,"L7185"
21,"Sc VII",6,15,"Scandium","P","Ne3s23p3","3s23p3","4S°3/2","3p2 3P0",0.13799,0.00025,"L7185"
21,"Sc VIII",7,14,"Scandium","Si","Ne3s23p2","3s23p2","3P0","3p 2P°1/2",0.15808,0.00025,"L7185"
21,"Sc IX",8,13,"Scandium","Al","Ne3s23p","3s23p","2P°1/2","3s2 1S0",0.18003,0.00012,"L7185"
21,"Sc X",9,12,"Scandium","Mg","Ne3s2","2p63s2","1S0","3s 2S1/2",0.22518,5e-05,"L7185"
21,"Sc XI",10,11,"Scandium","Na","Ne3s","2p63s","2S1/2","2p6 1S0",0.249798,5e-06,"L10106"
21,"Sc XII",11,10,"Scandium","Ne","1s22s22p6","2s22p6","1S0","2p5 2P°3/2",0.68736,0.00012,"L7185"
21,"Sc XIII",12,9,"Scandium","F","1s22s22p5","2s22p5","2P°3/2","2p4 3P2",0.7577,0.001,"L11770"
21,"Sc XIV",13,8,"Scandium","O","1s22s22p4","2s22p4","3P2","2p3 4S°3/2",0.8332,0.0014,"L11770"
21,"Sc XV",14,7,"Scandium","N","1s22s22p3","2s22p3","4S°3/2","2p2 3P0",0.9265,7e-04,"L11770"
21,"Sc XVI",15,6,"Scandium","C","1s22s22p2","2s22p2","3P0","2p 2P°1/2",1.0086,4e-04,"L11770"
21,"Sc XVII",16,5,"Scandium","B","1s22s22p","2s22p","2P°1/2","2s2 1S0",1.0935,4e-04,"L11770"
21,"Sc XVIII",17,4,"Scandium","Be","1s22s2","1s22s2","1S0","2s 2S1/2",1.2131,4e-04,"L11770"
21,"Sc XIX",18,3,"Scandium","Li","1s22s","1s22s","2S1/2","1s2 1S0",1.287957,7e-06,"L16264c99"
21,"Sc XX",19,2,"Scandium","He","1s2","1s2","1S0","1s 2S1/2",5.6749037,6e-07,"L12128"
21,"Sc XXI",20,1,"Scandium","H","1s","1s","2S1/2",NA,6.0337542,1.2e-06,"L7188"
22,"Ti I",0,22,"Titanium","Ti","Ar3d24s2","3d24s2","3F2","3d24s 4F3/2",0.00682812,1.2e-08,"L17996"
22,"Ti II",1,21,"Titanium","Sc","Ar3d24s","3d23F4s","4F3/2","3d2 3F2",0.0135755,2.5e-06,"L7185,L5432"
22,"Ti III",2,20,"Titanium","Ca","Ar3d2","3p63d2","3F2","3d 2D3/2",0.02749171,2.5e-07,"L7185,L3593"
22,"Ti IV",3,19,"Titanium","K","Ar3d","3p63d","2D3/2","3p6 1S0",0.04326717,1.9e-07,"L7185,L2753"
22,"Ti V",4,18,"Titanium","Ar","Ne3s23p6","3s23p6","1S0","3p5 2P°3/2",0.099299,1.2e-05,"L7185"
22,"Ti VI",5,17,"Titanium","Cl","Ne3s23p5","3s23p5","2P°3/2","3p4 3P2",0.119533,2.5e-05,"L7185"
22,"Ti VII",6,16,"Titanium","S","Ne3s23p4","3s23p4","3P2","3p3 4S°3/2",0.14068,0.00018,"L11770"
22,"Ti VIII",7,15,"Titanium","P","Ne3s23p3","3s23p3","4S°3/2","3p2 3P0",0.1705,4e-04,"L11770"
22,"Ti IX",8,14,"Titanium","Si","Ne3s23p2","3s23p2","3P0","3p 2P°1/2",0.1921,4e-04,"L7185"
22,"Ti X",9,13,"Titanium","Al","Ne3s23p","3s23p","2P°1/2","3s2 1S0",0.21592,0.00012,"L7185"
22,"Ti XI",10,12,"Titanium","Mg","Ne3s2","2p63s2","1S0","3s 2S1/2",0.26507,6e-05,"L7185"
22,"Ti XII",11,11,"Titanium","Na","Ne3s","2p63s","2S1/2","2p6 1S0",0.2915,5e-06,"L11770"
22,"Ti XIII",12,10,"Titanium","Ne","1s22s22p6","2s22p6","1S0","2p5 2P°3/2",0.78767,4e-05,"L11691"
22,"Ti XIV",13,9,"Titanium","F","1s22s22p5","2s22p5","2P°3/2","2p4 3P2",0.864,0.0012,"L11770"
22,"Ti XV",14,8,"Titanium","O","1s22s22p4","2s22p4","3P2","2p3 4S°3/2",0.9445,0.0016,"L11770"
22,"Ti XVI",15,7,"Titanium","N","1s22s22p3","2s22p3","4S°3/2","2p2 3P0",1.0425,8e-04,"L11770"
22,"Ti XVII",16,6,"Titanium","C","1s22s22p2","2s22p2","3P0","2p 2P°1/2",1.1302,5e-04,"L11770"
22,"Ti XVIII",17,5,"Titanium","B","1s22s22p","2s22p","2P°1/2","2s2 1S0",1.2203,5e-04,"L11770"
22,"Ti XIX",18,4,"Titanium","Be","1s22s2","1s22s2","1S0","2s 2S1/2",1.3463,5e-04,"L11770"
22,"Ti XX",19,3,"Titanium","Li","1s22s","1s22s","2S1/2","1s2 1S0",1.425257,7e-06,"L16264c99"
22,"Ti XXI",20,2,"Titanium","He","1s2","1s2","1S0","1s 2S1/2",6.2490226,6e-07,"L12128"
22,"Ti XXII",21,1,"Titanium","H","1s","1s","2S1/2",NA,6.6258073,1.2e-06,"L7188"
23,"V I",0,23,"Vanadium","V","Ar3d34s2","3d34s2","4F3/2","3d4 5D0",0.006746187,2.1e-08,"L17712,L20010"
23,"V II",1,22,"Vanadium","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",0.014634,7e-06,"L20009"
23,"V III",2,21,"Vanadium","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",0.0293111,2.5e-06,"L7185,L704,L4746"
23,"V IV",3,20,"Vanadium","Ca","Ar3d2","3p63d2","3F2","3d 2D3/2",0.046709,5e-06,"L7185,L147"
23,"V V",4,19,"Vanadium","K","Ar3d","3p63d","2D3/2","3p6 1S0",0.06528165,1.7e-07,"L3917,L7185"
23,"V VI",5,18,"Vanadium","Ar","Ne3s23p6","3s23p6","1S0","3p5 2P°3/2",0.128125,2.5e-05,"L7185"
23,"V VII",6,17,"Vanadium","Cl","Ne3s23p5","3s23p5","2P°3/2","3p4 3P2",0.15072,0.00013,"L11770"
23,"V VIII",7,16,"Vanadium","S","Ne3s23p4","3s23p4","3P2","3p3 4S°3/2",0.17355,0.00021,"L11770"
23,"V IX",8,15,"Vanadium","P","Ne3s23p3","3s23p3","4S°3/2","3p2 3P0",0.206,4e-04,"L11770"
23,"V X",9,14,"Vanadium","Si","Ne3s23p2","3s23p2","3P0","3p 2P°1/2",0.2305,5e-04,"L7185"
23,"V XI",10,13,"Vanadium","Al","Ne3s23p","3s23p","2P°1/2","3s2 1S0",0.2548,4e-04,"L11770"
23,"V XII",11,12,"Vanadium","Mg","Ne3s2","2p63s2","1S0","3s 2S1/2",0.3085,3e-04,"L11770"
23,"V XIII",12,11,"Vanadium","Na","Ne3s","2p63s","2S1/2","2p6 1S0",0.336274,6e-06,"L11770"
23,"V XIV",13,10,"Vanadium","Ne","1s22s22p6","2s22p6","1S0","2p5 2P°3/2",0.896,4e-04,"L7185"
23,"V XV",14,9,"Vanadium","F","1s22s22p5","2s22p5","2P°3/2","2p4 3P2",0.9772,0.0013,"L11770"
23,"V XVI",15,8,"Vanadium","O","1s22s22p4","2s22p4","3P2","2p3 4S°3/2",1.0629,0.002,"L11770"
23,"V XVII",16,7,"Vanadium","N","1s22s22p3","2s22p3","4S°3/2","2p2 3P0",1.1652,0.0011,"L11770"
23,"V XVIII",17,6,"Vanadium","C","1s22s22p2","2s22p2","3P0","2p 2P°1/2",1.2589,6e-04,"L11770"
23,"V XIX",18,5,"Vanadium","B","1s22s22p","2s22p","2P°1/2","2s2 1S0",1.3542,5e-04,"L11770"
23,"V XX",19,4,"Vanadium","Be","1s22s2","1s22s2","1S0","2s 2S1/2",1.4867,5e-04,"L11770"
23,"V XXI",20,3,"Vanadium","Li","1s22s","1s22s","2S1/2","1s2 1S0",1.569656,7e-06,"L16264c99"
23,"V XXII",21,2,"Vanadium","He","1s2","1s2","1S0","1s 2S1/2",6.8513109,7e-07,"L12128"
23,"V XXIII",22,1,"Vanadium","H","1s","1s","2S1/2",NA,7.2461226,1.2e-06,"L7188"
24,"Cr I",0,24,"Chromium","Cr","Ar3d54s","3d56S4s","7S3","3d5 6S5/2",0.00676651,4e-08,"L7185,L2832"
24,"Cr II",1,23,"Chromium","V","Ar3d5","3d5","6S5/2","3d4 5D0",0.016486305,1.5e-08,"L18847"
24,"Cr III",2,22,"Chromium","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",0.030959,2.5e-05,"L7185,L17500"
24,"Cr IV",3,21,"Chromium","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",0.04916,5e-05,"L7185,L5498"
24,"Cr V",4,20,"Chromium","Ca","Ar3d2","3p63d2","3F2","3d 2D3/2",0.06946,4e-05,"L1933,L7185"
24,"Cr VI",5,19,"Chromium","K","Ar3d","3p63d","2D3/2","3p6 1S0",0.0906349,7e-07,"L7185,L2229"
24,"Cr VII",6,18,"Chromium","Ar","Ne3s23p6","3s23p6","1S0","3p5 2P°3/2",0.16029,6e-05,"L11770"
24,"Cr VIII",7,17,"Chromium","Cl","Ne3s23p5","3s23p5","2P°3/2","3p4 3P2",0.18476,0.00015,"L11770"
24,"Cr IX",8,16,"Chromium","S","Ne3s23p4","3s23p4","3P2","3p3 4S°3/2",0.2095,3e-04,"L11770"
24,"Cr X",9,15,"Chromium","P","Ne3s23p3","3s23p3","4S°3/2","3p2 3P0",0.2445,5e-04,"L11770"
24,"Cr XI",10,14,"Chromium","Si","Ne3s23p2","3s23p2","3P0","3p 2P°1/2",0.2708,5e-04,"L7185"
24,"Cr XII",11,13,"Chromium","Al","Ne3s23p","3s23p","2P°1/2","3s2 1S0",0.2967,6e-04,"L11770"
24,"Cr XIII",12,12,"Chromium","Mg","Ne3s2","2p63s2","1S0","3s 2S1/2",0.3547,3e-04,"L11770"
24,"Cr XIV",13,11,"Chromium","Na","Ne3s","2p63s","2S1/2","2p6 1S0",0.384163,6e-06,"L11770"
24,"Cr XV",14,10,"Chromium","Ne","1s22s22p6","2s22p6","1S0","2p5 2P°3/2",1.0116,5e-04,"L11770"
24,"Cr XVI",15,9,"Chromium","F","1s22s22p5","2s22p5","2P°3/2","2p4 3P2",1.0972,0.0014,"L11770"
24,"Cr XVII",16,8,"Chromium","O","1s22s22p4","2s22p4","3P2","2p3 4S°3/2",1.188,0.0021,"L11770c98"
24,"Cr XVIII",17,7,"Chromium","N","1s22s22p3","2s22p3","4S°3/2","2p2 3P0",1.2948,0.0016,"L11770"
24,"Cr XIX",18,6,"Chromium","C","1s22s22p2","2s22p2","3P0","2p 2P°1/2",1.3945,7e-04,"L11770"
24,"Cr XX",19,5,"Chromium","B","1s22s22p","2s22p","2P°1/2","2s2 1S0",1.4951,7e-04,"L11770"
24,"Cr XXI",20,4,"Chromium","Be","1s22s2","1s22s2","1S0","2s 2S1/2",1.6341,5e-04,"L11770"
24,"Cr XXII",21,3,"Chromium","Li","1s22s","1s22s","2S1/2","1s2 1S0",1.721183,7e-06,"L16264c99"
24,"Cr XXIII",22,2,"Chromium","He","1s2","1s2","1S0","1s 2S1/2",7.4818628,7e-07,"L12128"
24,"Cr XXIV",23,1,"Chromium","H","1s","1s","2S1/2",NA,7.8947992,2.5e-06,"L7188"
25,"Mn I",0,25,"Manganese","Mn","Ar3d54s2","3d54s2","6S5/2","3d54s 7S3",0.007434038,1.2e-09,"L19057"
25,"Mn II",1,24,"Manganese","Cr","Ar3d54s","3d56S4s","7S3","3d5 6S5/2",0.01563999,7e-08,"L7185,L562"
25,"Mn III",2,23,"Manganese","V","Ar3d5","3d5","6S5/2","3d4 5D0",0.033668,1.2e-05,"L7185,L457"
25,"Mn IV",3,22,"Manganese","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",0.05121,0.00012,"L7185,L241"
25,"Mn V",4,21,"Manganese","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",0.07241,1e-04,"L7185,L241c99"
25,"Mn VI",5,20,"Manganese","Ca","Ar3d2","3p63d2","3F2","3d 2D3/2",0.095604,2.5e-05,"L7185"
25,"Mn VII",6,19,"Manganese","K","Ar3d","3p63d","2D3/2","3p6 1S0",0.119203,1.2e-05,"L7185,L5223"
25,"Mn VIII",7,18,"Manganese","Ar","Ne3s23p6","3s23p6","1S0","3p5 2P°3/2",0.1955,3e-04,"L11770"
25,"Mn IX",8,17,"Manganese","Cl","Ne3s23p5","3s23p5","2P°3/2","3p4 3P2",0.22189,0.00017,"L11770"
25,"Mn X",9,16,"Manganese","S","Ne3s23p4","3s23p4","3P2","3p3 4S°3/2",0.2486,3e-04,"L11770"
25,"Mn XI",10,15,"Manganese","P","Ne3s23p3","3s23p3","4S°3/2","3p2 3P0",0.2861,5e-04,"L11770"
25,"Mn XII",11,14,"Manganese","Si","Ne3s23p2","3s23p2","3P0","3p 2P°1/2",0.3144,6e-04,"L7185"
25,"Mn XIII",12,13,"Manganese","Al","Ne3s23p","3s23p","2P°1/2","3s2 1S0",0.3436,7e-04,"L7185"
25,"Mn XIV",13,12,"Manganese","Mg","Ne3s2","2p63s2","1S0","3s 2S1/2",0.40295,0.00025,"L7185"
25,"Mn XV",14,11,"Manganese","Na","Ne3s","2p63s","2S1/2","2p6 1S0",0.435172,7e-06,"L11770"
25,"Mn XVI",15,10,"Manganese","Ne","1s22s22p6","2s22p6","1S0","2p5 2P°3/2",1.1337,6e-04,"L11770"
25,"Mn XVII",16,9,"Manganese","F","1s22s22p5","2s22p5","2P°3/2","2p4 3P2",1.2241,0.0015,"L11770"
25,"Mn XVIII",17,8,"Manganese","O","1s22s22p4","2s22p4","3P2","2p3 4S°3/2",1.3203,0.0025,"L11770"
25,"Mn XIX",18,7,"Manganese","N","1s22s22p3","2s22p3","4S°3/2","2p2 3P0",1.4309,0.0022,"L11770"
25,"Mn XX",19,6,"Manganese","C","1s22s22p2","2s22p2","3P0","2p 2P°1/2",1.5372,8e-04,"L11770"
25,"Mn XXI",20,5,"Manganese","B","1s22s22p","2s22p","2P°1/2","2s2 1S0",1.6432,7e-04,"L11770"
25,"Mn XXII",21,4,"Manganese","Be","1s22s2","1s22s2","1S0","2s 2S1/2",1.7887,6e-04,"L11770"
25,"Mn XXIII",22,3,"Manganese","Li","1s22s","1s22s","2S1/2","1s2 1S0",1.879873,7e-06,"L16264c99"
25,"Mn XXIV",23,2,"Manganese","He","1s2","1s2","1S0","1s 2S1/2",8.1407872,1e-06,"L12128"
25,"Mn XXV",24,1,"Manganese","H","1s","1s","2S1/2",NA,8.5719488,2.5e-06,"L7188"
26,"Fe I",0,26,"Iron","Fe","Ar3d64s2","3d64s2","5D4","3d64s 6D9/2",0.0079024681,1.2e-09,"L7743c109"
26,"Fe II",1,25,"Iron","Mn","Ar3d64s","3d65D4s","6D9/2","3d6 5D4",0.01619921,5e-08,"L18349"
26,"Fe III",2,24,"Iron","Cr","Ar3d6","3d6","5D4","3d5 6S5/2",0.030651,1.2e-05,"L7185,L1171"
26,"Fe IV",3,23,"Iron","V","Ar3d5","3d5","6S5/2","3d4 5D0",0.05491,4e-05,"L17209"
26,"Fe V",4,22,"Iron","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",0.075,0.00015,"L7185,L241"
26,"Fe VI",5,21,"Iron","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",0.098985,1.5e-05,"L17209"
26,"Fe VII",6,20,"Iron","Ca","Ar3d2","3p63d2","3F2","3d 2D3/2",0.124976,1.2e-05,"L7185,L5267"
26,"Fe VIII",7,19,"Iron","K","Ar3d","3p63d","2D3/2","3p6 1S0",0.15106,1.2e-05,"L7185"
26,"Fe IX",8,18,"Iron","Ar","Ne3s23p6","3s23p6","1S0","3p5 2P°3/2",0.2336,4e-04,"L7185"
26,"Fe X",9,17,"Iron","Cl","Ne3s23p5","3s23p5","2P°3/2","3p4 3P2",0.2621,0.00012,"L7185"
26,"Fe XI",10,16,"Iron","S","Ne3s23p4","3s23p4","3P2","3p3 4S°3/2",0.2909,4e-04,"L11770"
26,"Fe XII",11,15,"Iron","P","Ne3s23p3","3s23p3","4S°3/2","3p2 3P0",0.3308,6e-04,"L11770"
26,"Fe XIII",12,14,"Iron","Si","Ne3s23p2","3s23p2","3P0","3p 2P°1/2",0.361,7e-04,"L7185"
26,"Fe XIV",13,13,"Iron","Al","Ne3s23p","3s23p","2P°1/2","3s2 1S0",0.3922,7e-04,"L7185"
26,"Fe XV",14,12,"Iron","Mg","Ne3s2","2p63s2","1S0","3s 2S1/2",0.4562,5e-04,"L17943"
26,"Fe XVI",15,11,"Iron","Na","Ne3s","2p63s","2S1/2","2p6 1S0",0.489312,1.4e-05,"L11770"
26,"Fe XVII",16,10,"Iron","Ne","1s22s22p6","2s22p6","1S0","2p5 2P°3/2",1.2627,7e-04,"L11770"
26,"Fe XVIII",17,9,"Iron","F","1s22s22p5","2s22p5","2P°3/2","2p4 3P2",1.3578,0.0019,"L11770"
26,"Fe XIX",18,8,"Iron","O","1s22s22p4","2s22p4","3P2","2p3 4S°3/2",1.46,0.003,"L11770"
26,"Fe XX",19,7,"Iron","N","1s22s22p3","2s22p3","4S°3/2","2p2 3P0",1.5756,5e-04,"L7185"
26,"Fe XXI",20,6,"Iron","C","1s22s22p2","2s22p2","3P0","2p 2P°1/2",1.687,0.001,"L11770"
26,"Fe XXII",21,5,"Iron","B","1s22s22p","2s22p","2P°1/2","2s2 1S0",1.7984,8e-04,"L11770"
26,"Fe XXIII",22,4,"Iron","Be","1s22s2","1s22s2","1S0","2s 2S1/2",1.9504,0.0018,"L11770"
26,"Fe XXIV",23,3,"Iron","Li","1s22s","1s22s","2S1/2","1s2 1S0",2.045759,7e-06,"L16264c99"
26,"Fe XXV",24,2,"Iron","He","1s2","1s2","1S0","1s 2S1/2",8.8281879,1.1e-06,"L12128"
26,"Fe XXVI",25,1,"Iron","H","1s","1s","2S1/2",NA,9.2776818,2.5e-06,"L7188"
27,"Co I",0,27,"Cobalt","Co","Ar3d74s2","3p63d74s2","4F9/2","3d8 3F4",0.00788101,1.2e-07,"L10545"
27,"Co II",1,26,"Cobalt","Fe","Ar3d8","3d8","3F4","3d7 4F9/2",0.0170844,1.2e-06,"L7185,L2115"
27,"Co III",2,25,"Cobalt","Mn","Ar3d7","3d7","4F9/2","3d6 5D4",0.0335,6e-05,"L7185,L17500"
27,"Co IV",3,24,"Cobalt","Cr","Ar3d6","3d6","5D4","3d5 6S5/2",0.05127,1e-04,"L7185,L241"
27,"Co V",4,23,"Cobalt","V","Ar3d5","3d5","6S5/2","3d4 5D0",0.0795,2e-04,"L7185,L241"
27,"Co VI",5,22,"Cobalt","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",0.102,2e-04,"L7185,L241"
27,"Co VII",6,21,"Cobalt","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",0.1289,5e-04,"L7185,L241c99"
27,"Co VIII",7,20,"Cobalt","Ca","Ar3d2","3p63d2","3F2","3d 2D3/2",0.1578,6e-04,"L7185"
27,"Co IX",8,19,"Cobalt","K","Ar3d","3p63d","2D3/2","3p6 1S0",0.18614,0.00025,"L7185"
27,"Co X",9,18,"Cobalt","Ar","Ne3s23p6","3s23p6","1S0","3p5 2P°3/2",0.2754,4e-04,"L7185"
27,"Co XI",10,17,"Cobalt","Cl","Ne3s23p5","3s23p5","2P°3/2","3p4 3P2",0.30532,0.00023,"L11770"
27,"Co XII",11,16,"Cobalt","S","Ne3s23p4","3s23p4","3P2","3p3 4S°3/2",0.3361,4e-04,"L11770"
27,"Co XIII",12,15,"Cobalt","P","Ne3s23p3","3s23p3","4S°3/2","3p2 3P0",0.3785,7e-04,"L11770"
27,"Co XIV",13,14,"Cobalt","Si","Ne3s23p2","3s23p2","3P0","3p 2P°1/2",0.41,0.001,"L11770"
27,"Co XV",14,13,"Cobalt","Al","Ne3s23p","3s23p","2P°1/2","3s2 1S0",0.4411,0.0014,"L11770"
27,"Co XVI",15,12,"Cobalt","Mg","Ne3s2","2p63s2","1S0","3s 2S1/2",0.51196,6e-05,"L7185"
27,"Co XVII",16,11,"Cobalt","Na","Ne3s","2p63s","2S1/2","2p6 1S0",0.546588,1.5e-05,"L11770c98"
27,"Co XVIII",17,10,"Cobalt","Ne","1s22s22p6","2s22p6","1S0","2p5 2P°3/2",1.3972,5e-04,"L7185"
27,"Co XIX",18,9,"Cobalt","F","1s22s22p5","2s22p5","2P°3/2","2p4 3P2",1.5045,0.0012,"L7185"
27,"Co XX",19,8,"Cobalt","O","1s22s22p4","2s22p4","3P2","2p3 4S°3/2",1.606,0.004,"L11770"
27,"Co XXI",20,7,"Cobalt","N","1s22s22p3","2s22p3","4S°3/2","2p2 3P0",1.724,0.003,"L11770"
27,"Co XXII",21,6,"Cobalt","C","1s22s22p2","2s22p2","3P0","2p 2P°1/2",1.844,0.0011,"L11770"
27,"Co XXIII",22,5,"Cobalt","B","1s22s22p","2s22p","2P°1/2","2s2 1S0",1.9608,8e-04,"L11770"
27,"Co XXIV",23,4,"Cobalt","Be","1s22s2","1s22s2","1S0","2s 2S1/2",2.1194,0.0019,"L11770"
27,"Co XXV",24,3,"Cobalt","Li","1s22s","1s22s","2S1/2","1s2 1S0",2.218876,7e-06,"L16264c99"
27,"Co XXVI",25,2,"Cobalt","He","1s2","1s2","1S0","1s 2S1/2",9.5441833,1.2e-06,"L12128"
27,"Co XXVII",26,1,"Cobalt","H","1s","1s","2S1/2",NA,10.012122,4e-06,"L7188"
28,"Ni I",0,28,"Nickel","Ni","Ar3d84s2","3d83F4s2","3F4","3d9 2D5/2",0.007639878,1.7e-08,"L12369"
28,"Ni II",1,27,"Nickel","Co","Ar3d9","3p63d9","2D5/2","3d8 3F4",0.018168838,2.5e-08,"L7185,L897"
28,"Ni III",2,26,"Nickel","Fe","Ar3d8","3p63d8","3F4","3d7 4F9/2",0.035187,1.9e-05,"L11049"
28,"Ni IV",3,25,"Nickel","Mn","Ar3d7","3p63d7","4F9/2","3d6 5D4",0.05492,0.00025,"L7185,L241"
28,"Ni V",4,24,"Nickel","Cr","Ar3d6","3d6","5D4","3d5 6S5/2",0.07606,6e-05,"L7185"
28,"Ni VI",5,23,"Nickel","V","Ar3d5","3d5","6S5/2","3d4 5D0",0.108,0.001,"L7185,L241c99"
28,"Ni VII",6,22,"Nickel","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",0.132,0.002,"L8672c99"
28,"Ni VIII",7,21,"Nickel","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",0.162,0.0021,"L8672c99"
28,"Ni IX",8,20,"Nickel","Ca","Ar3d2","3p63d2","3F2","3d 2D3/2",0.1932,5e-04,"L241c99"
28,"Ni X",9,19,"Nickel","K","Ar3d","3p63d","2D3/2","3p6 1S0",0.2247,5e-04,"L7185,L241c99"
28,"Ni XI",10,18,"Nickel","Ar","Ne3s23p6","3s23p6","1S0","3p5 2P°3/2",0.3195,7e-04,"L11770"
28,"Ni XII",11,17,"Nickel","Cl","Ne3s23p5","3s23p5","2P°3/2","3p4 3P2",0.3516,3e-04,"L11770"
28,"Ni XIII",12,16,"Nickel","S","Ne3s23p4","3s23p4","3P2","3p3 4S°3/2",0.3845,5e-04,"L11770"
28,"Ni XIV",13,15,"Nickel","P","Ne3s23p3","3s23p3","4S°3/2","3p2 3P0",0.4293,8e-04,"L11770"
28,"Ni XV",14,14,"Nickel","Si","Ne3s23p2","3s23p2","3P0","3p 2P°1/2",0.4628,0.0011,"L11770"
28,"Ni XVI",15,13,"Nickel","Al","Ne3s23p","3s23p","2P°1/2","3s2 1S0",0.4954,0.0017,"L11770"
28,"Ni XVII",16,12,"Nickel","Mg","Ne3s2","2p63s2","1S0","3s 2S1/2",0.57107,0.00012,"L7185"
28,"Ni XVIII",17,11,"Nickel","Na","Ne3s","2p63s","2S1/2","2p6 1S0",0.60702,1.9e-05,"L11770"
28,"Ni XIX",18,10,"Nickel","Ne","1s22s22p6","2s22p6","1S0","2p5 2P°3/2",1.541,8e-04,"L11770"
28,"Ni XX",19,9,"Nickel","F","1s22s22p5","2s22p5","2P°3/2","2p4 3P2",1.646,0.003,"L11770"
28,"Ni XXI",20,8,"Nickel","O","1s22s22p4","2s22p4","3P2","2p3 4S°3/2",1.758,0.004,"L11770"
28,"Ni XXII",21,7,"Nickel","N","1s22s22p3","2s22p3","4S°3/2","2p2 3P0",1.88,0.005,"L11770"
28,"Ni XXIII",22,6,"Nickel","C","1s22s22p2","2s22p2","3P0","2p 2P°1/2",2.0081,0.0013,"L11770"
28,"Ni XXIV",23,5,"Nickel","B","1s22s22p","2s22p","2P°1/2","2s2 1S0",2.1305,9e-04,"L11770"
28,"Ni XXV",24,4,"Nickel","Be","1s22s2","1s22s2","1S0","2s 2S1/2",2.2956,0.0021,"L11770"
28,"Ni XXVI",25,3,"Nickel","Li","1s22s","1s22s","2S1/2","1s2 1S0",2.399259,7e-06,"L16264c99"
28,"Ni XXVII",26,2,"Nickel","He","1s2","1s2","1S0","1s 2S1/2",10.2888862,1.4e-06,"L12128"
28,"Ni XXVIII",27,1,"Nickel","H","1s","1s","2S1/2",NA,10.775386,4e-06,"L7188"
29,"Cu I",0,29,"Copper","Cu","Ar3d104s","3d104s","2S1/2","3d10 1S0",0.00772638,4e-09,"L14897"
29,"Cu II",1,28,"Copper","Ni","Ar3d10","3d10","1S0","3d9 2D5/2",0.02029239,6e-08,"L869,L19804"
29,"Cu III",2,27,"Copper","Co","Ar3d9","3p63d9","2D5/2","3d8 3F4",0.036841,1.2e-05,"L10559,L2987"
29,"Cu IV",3,26,"Copper","Fe","Ar3d8","3p63d8","3F4","3d7 4F9/2",0.05738,5e-05,"L10559,L5144"
29,"Cu V",4,25,"Copper","Mn","Ar3d7","3p63d7","4F9/2","3d6 5D4",0.0798,7e-04,"L10559,L241"
29,"Cu VI",5,24,"Copper","Cr","Ar3d6","3d6","5D4","3d5 6S5/2",0.103,0.001,"L10559,L241"
29,"Cu VII",6,23,"Copper","V","Ar3d5","3d5","6S5/2","3d4 5D0",0.139,0.0012,"L10559,L241c99"
29,"Cu VIII",7,22,"Copper","Ti","Ar3d4","3d4","5D0","3d3 4F3/2",0.166,0.0021,"L8672c99"
29,"Cu IX",8,21,"Copper","Sc","Ar3d3","3d3","4F3/2","3d2 3F2",0.198,0.0022,"L8672c99"
29,"Cu X",9,20,"Copper","Ca","Ar3d2","3p63d2","3F2","3d 2D3/2",0.2322,5e-04,"L241c99"
29,"Cu XI",10,19,"Copper","K","Ar3d","3p63d","2D3/2","3p6 1S0",0.26533,0.00025,"L10559"
29,"Cu XII",11,18,"Copper","Ar","Ne3s23p6","3s23p6","1S0","3p5 2P°3/2",0.367,9e-04,"L11770"
29,"Cu XIII",12,17,"Copper","Cl","Ne3s23p5","3s23p5","2P°3/2","3p4 3P2",0.401,3e-04,"L11770"
29,"Cu XIV",13,16,"Copper","S","Ne3s23p4","3s23p4","3P2","3p3 4S°3/2",0.436,6e-04,"L11770"
29,"Cu XV",14,15,"Copper","P","Ne3s23p3","3s23p3","4S°3/2","3p2 3P0",0.4831,9e-04,"L11770"
