"At. Num. "," Sp.  Name. "," Ion  Charge "," El.  name "," Isoel.  Seq. "," Ground  Shells "," Ground  Config. "," Ground  Level "," Ionized  Level "," Ionization  Energy 
 (eV) ","Uncertainty
 (eV) "," References "
104,"Rf XXXV ",34,"Rutherfordium ","Yb ","[Xe]4f145d2 ","5d2 "," 3F2 ","5d 2D3/2 ","  (1 114)                          ",5," L8672c99 "
104,"Rf XXXVI ",35,"Rutherfordium ","Tm ","[Xe]4f145d ","5d "," 2D3/2 ","4f14 1S0 ","  (1 151)                          ",5," L8672c99 "
104,"Rf XXXVII ",36,"Rutherfordium ","Er ","[Xe]4f14 ","4f14 "," 1S0 ","4f145p5 2P°3/2 ","  ","  ","  "
104,"Rf XXXVIII ",37,"Rutherfordium ","Ho ","[Cd]4f145p5 ","4f145p5 "," 2P°3/2 ","4f145p4 3P2 ","  ","  ","  "
104,"Rf XXXIX ",38,"Rutherfordium ","Dy ","[Cd]4f145p4 ","4f145p4 "," 3P2 ","4f145p3 2P°3/2 ","  ","  ","  "
104,"Rf XL ",39,"Rutherfordium ","Tb ","[Cd]4f145p3 ","4f145p3 "," 2P°3/2 ","4f145p2 3P0 ","  ","  ","  "
104,"Rf XLI ",40,"Rutherfordium ","Gd ","[Cd]4f145p2 ","4f145p2 "," 3P0 ","4f145p 2P°1/2 ","  ","  ","  "
104,"Rf XLII ",41,"Rutherfordium ","Eu ","[Cd]4f145p ","4f145p "," 2P°1/2 ","4f14 1S0 ","  ","  ","  "
104,"Rf XLIII ",42,"Rutherfordium ","Sm ","[Cd]4f14 ","4f14 "," 1S0 ","4f145s 2S1/2 ","  ","  ","  "
104,"Rf XLIV ",43,"Rutherfordium ","Pm ","[Kr]4d104f145s ","4f145s "," 2S1/2 ","4f14 1S0 ","  ","  ","  "
104,"Rf XLV ",44,"Rutherfordium ","Nd ","[Kr]4d104f14 ","4f14 "," 1S0 ","4f13 2F°7/2 ","  ","  ","  "
104,"Rf XLVI ",45,"Rutherfordium ","Pr ","[Kr]4d104f13 ","4f13 "," 2F°7/2 ","4f12 ","  ","  ","  "
104,"Rf XLVII ",46,"Rutherfordium ","Ce ","[Kr]4d104f12 ","4f12 ","  ","4f11 4I°15/2 ","  ","  ","  "
104,"Rf XLVIII ",47,"Rutherfordium ","La ","[Kr]4d104f11 ","4f11 "," 4I°15/2 ","4f10 5I8 ","  ","  ","  "
104,"Rf XLIX ",48,"Rutherfordium ","Ba ","[Kr]4d104f10 ","4f10 "," 5I8 ","4f9 6H°15/2 ","  ","  ","  "
104,"Rf L ",49,"Rutherfordium ","Cs ","[Kr]4d104f9 ","4f9 "," 6H°15/2 ","4f8 7F6 ","  ","  ","  "
104,"Rf LI ",50,"Rutherfordium ","Xe ","[Kr]4d104f8 ","4f8 "," 7F6 ","4f7 8S°7/2 ","  ","  ","  "
104,"Rf LII ",51,"Rutherfordium ","I ","[Kr]4d104f7 ","4f7 "," 8S°7/2 ","4f6 7F0 ","  ","  ","  "
104,"Rf LIII ",52,"Rutherfordium ","Te ","[Kr]4d104f6 ","4f6 "," 7F0 ","4f5 6H°5/2 ","  ","  ","  "
104,"Rf LIV ",53,"Rutherfordium ","Sb ","[Kr]4d104f5 ","4f5 "," 6H°5/2 ","4f4 5I4 ","  ","  ","  "
104,"Rf LV ",54,"Rutherfordium ","Sn ","[Kr]4d104f4 ","4f4 "," 5I4 ","4f3 4I°9/2 ","  ","  ","  "
104,"Rf LVI ",55,"Rutherfordium ","In ","[Kr]4d104f3 ","4f3 "," 4I°9/2 ","4f2 3H4 ","  ","  ","  "
104,"Rf LVII ",56,"Rutherfordium ","Cd ","[Kr]4d104f2 ","4f2 "," 3H4 ","4f 2F°5/2 ","  ","  ","  "
104,"Rf LVIII ",57,"Rutherfordium ","Ag ","[Kr]4d104f ","4f "," 2F°5/2 ","4d10 1S0 ","  ","  ","  "
104,"Rf LIX ",58,"Rutherfordium ","Pd ","[Kr]4d10 ","4d10 "," 1S0 ","4d9 2D5/2 ","  (3 857)                          ",6," L8672c99 "
104,"Rf LX ",59,"Rutherfordium ","Rh ","[Kr]4d9 ","4d9 "," 2D5/2 ","4d8 3F4 ","  (3 938)                          ",7," L8672c99 "
104,"Rf LXI ",60,"Rutherfordium ","Ru ","[Kr]4d8 ","4d8 "," 3F4 ","4d7 4F9/2 ","  (4 025)                          ",10," L8672c99 "
104,"Rf LXII ",61,"Rutherfordium ","Tc ","[Kr]4d7 ","4d7 "," 4F9/2 ","4d6 5D4 ","  (4 116)                          ",12," L8672c99 "
104,"Rf LXIII ",62,"Rutherfordium ","Mo ","[Kr]4d6 ","4d6 "," 5D4 ","4d5 5/2 ","  (4 203)                          ",15," L8672c99 "
104,"Rf LXIV ",63,"Rutherfordium ","Nb ","[Kr]4d5 ","4d5 "," 5/2 ","4d4 5D0 ","  (4 287)                          ",19," L8672c99 "
104,"Rf LXV ",64,"Rutherfordium ","Zr ","[Kr]4d4 ","4d4 "," 5D0 ","4d3 4F3/2 ","  (4 489)                          ",24," L8672c99 "
104,"Rf LXVI ",65,"Rutherfordium ","Y ","[Kr]4d3 ","4d3 "," 4F3/2 ","4d2 3F2 ","  (4 580)                          ",30," L8672c99 "
104,"Rf LXVII ",66,"Rutherfordium ","Sr ","[Kr]4d2 ","4d2 "," 3F2 ","4d 2D3/2 ","  (4 670)                          ",40," L8672c99 "
104,"Rf LXVIII ",67,"Rutherfordium ","Rb ","[Kr]4d ","4d "," 2D3/2 ","4p6 1S0 ","  (4 760)                          ",40," L8672c99 "
104,"Rf LXIX ",68,"Rutherfordium ","Kr ","[Ar]3d104s24p6 ","4p6 "," 1S0 ","4p5 2P°3/2 ","  (5 130)                          ",50," L8672c99 "
104,"Rf LXX ",69,"Rutherfordium ","Br ","[Ar]3d104s24p5 ","4p5 "," 2P°3/2 ","4p4 3P2 ","  (5 210)                          ",50," L8672c99 "
104,"Rf LXXI ",70,"Rutherfordium ","Se ","[Ar]3d104s24p4 ","4p4 "," 3P2 ","4p3°3/2 ","  (5 300)                          ",60," L8672c99 "
104,"Rf LXXII ",71,"Rutherfordium ","As ","[Ar]3d104s24p3 ","4p3 "," °3/2 ","4p2 3P0 ","  (5 390)                          ",60," L8672c99 "
104,"Rf LXXIII ",72,"Rutherfordium ","Ge ","[Ar]3d104s24p2 ","4p2 "," 3P0 ","4p 2P°1/2 ","  (6 100)                          ",70," L8672c99 "
104,"Rf LXXIV ",73,"Rutherfordium ","Ga ","[Ar]3d104s24p ","4p "," 2P°1/2 ","4s2 1S0 ","  (6 200)                          ",90," L8672c99 "
104,"Rf LXXV ",74,"Rutherfordium ","Zn ","[Ar]3d104s2 ","4s2 "," 1S0 ","4s 2S1/2 ","  (6 470)                          ",90," L8672c99 "
104,"Rf LXXVI ",75,"Rutherfordium ","Cu ","[Ar]3d104s ","4s "," 2S1/2 ","3d10 1S0 ","  (6 570)                          ",100," L8672c99 "
104,"Rf LXXVII ",76,"Rutherfordium ","Ni ","[Ar]3d10 ","3d10 "," 1S0 ","3d9 2D5/2 ","  (10 170)                          ",110," L8672c99 "
104,"Rf LXXVIII ",77,"Rutherfordium ","Co ","[Ar]3d9 ","3d9 "," 2D5/2 ","3d8 3F4 ","  (10 360)                          ",120," L8672c99 "
104,"Rf LXXIX ",78,"Rutherfordium ","Fe ","[Ar]3d8 ","3d8 "," 3F4 ","3d7 4F9/2 ","  (10 560)                          ",120," L8672c99 "
104,"Rf LXXX ",79,"Rutherfordium ","Mn ","[Ar]3d7 ","3d7 "," 4F9/2 ","3d6 4 ","  (10 780)                          ",140," L8672c99 "
104,"Rf LXXXI ",80,"Rutherfordium ","Cr ","[Ar]3d6 ","3d6 ",4,"3d5 5/2 ","  (10 980)                          ",150," L8672c99 "
104,"Rf LXXXII ",81,"Rutherfordium ","V ","[Ar]3d5 ","3d5 "," 5/2 ","3d4 5D0 ","  (11 180)                          ",160," L8672c99 "
104,"Rf LXXXIII ",82,"Rutherfordium ","Ti ","[Ar]3d4 ","3d4 "," 5D0 ","3d3 4F3/2 ","  (11 750)                          ",170," L8672c99 "
104,"Rf LXXXIV ",83,"Rutherfordium ","Sc ","[Ar]3d3 ","3d3 "," 4F3/2 ","3d2 3F2 ","  (11 960)                          ",190," L8672c99 "
104,"Rf LXXXV ",84,"Rutherfordium ","Ca ","[Ar]3d2 ","3d2 "," 3F2 ","3d 2D3/2 ","  (12 200)                          ",200," L8672c99 "
104,"Rf LXXXVI ",85,"Rutherfordium ","K ","[Ar]3d ","3d "," 2D3/2 ","3p6 1S0 ","  (12 410)                          ",220," L8672c99 "
104,"Rf LXXXVII ",86,"Rutherfordium ","Ar ","[Ne]3s23p6 ","3p6 "," 1S0 ","3p5 2P°3/2 ","  (13 010)                          ",240," L8672c99 "
104,"Rf LXXXVIII ",87,"Rutherfordium ","Cl ","[Ne]3s23p5 ","3p5 "," 2P°3/2 ","3p4 3P2 ","  (13 190)                          ",250," L8672c99 "
104,"Rf LXXXIX ",88,"Rutherfordium ","S ","[Ne]3s23p4 ","3p4 "," 3P2 ","3p3 2P°3/2 ","  (13 400)                          ",300," L8672c99 "
104,"Rf XC ",89,"Rutherfordium ","P ","[Ne]3s23p3 ","3p3 "," 2P°3/2 ","3p2 3P0 ","  (13 600)                          ",300," L8672c99 "
104,"Rf XCI ",90,"Rutherfordium ","Si ","[Ne]3s23p2 ","3p2 "," 3P0 ","3p 2P°1/2 ","  (15 800)                          ",300," L8672c99 "
104,"Rf XCII ",91,"Rutherfordium ","Al ","[Ne]3s23p ","3p "," 2P°1/2 ","3s2 1S0 ","  (16 000)                          ",300," L8672c99 "
104,"Rf XCIII ",92,"Rutherfordium ","Mg ","[Ne]3s2 ","3s2 "," 1S0 ","3s 2S1/2 ","  (16 400)                          ",400," L8672c99 "
104,"Rf XCIV ",93,"Rutherfordium ","Na ","[Ne]3s ","3s "," 2S1/2 ","2p6 1S0 ","  (16 700)                          ",400," L8672c99 "
104,"Rf XCV ",94,"Rutherfordium ","Ne ","1s22s22p6 ","2p6 "," 1S0 ","2p5 2P°3/2 ","  (33 100)                          ",400," L8672c99 "
104,"Rf XCVI ",95,"Rutherfordium ","F ","1s22s22p5 ","2p5 "," 2P°3/2 ","2p4 3P2 ","  (33 600)                          ",400," L8672c99 "
104,"Rf XCVII ",96,"Rutherfordium ","O ","1s22s22p4 ","2p4 "," 3P2 ","2p21/22p3/2 (0,3/2)°3/2 ","  (34 100)                          ",400," L8672c99 "
104,"Rf XCVIII ",97,"Rutherfordium ","N ","1s22s22p3 ","2p21/22p3/2 "," (0,3/2)°3/2 ","2p2 3P0 ","  (34 600)                          ",400," L8672c99 "
104,"Rf XCIX ",98,"Rutherfordium ","C ","1s22s22p2 ","2p2 "," 3P0 ","2p 2P°1/2 ","  (42 700)                          ",500," L8672c99 "
104,"Rf C ",99,"Rutherfordium ","B ","1s22s22p ","2p "," 2P°1/2 ","2s2 1S0 ","  (43 400)                          ",500," L8672c99 "
104,"Rf CI ",100,"Rutherfordium ","Be ","1s22s2 ","2s2 "," 1S0 ","2s 2S1/2 ","  (44 300)                          ",500," L8672c99 "
104,"Rf CII ",101,"Rutherfordium ","Li ","1s22s ","2s "," 2S1/2 ","1s2 1S0 ","  ","  ","  "
104,"Rf CIII ",102,"Rutherfordium ","He ","1s2 ","1s2 "," 1S0 ","1s 2S1/2 ","  ","  ","  "
104,"Rf CIV ",103,"Rutherfordium ","H ","1s ","1s "," 2S1/2 "," "," (177 148)                          ",8," L7188 "
105,"Db I ",0,"Dubnium ","Db ","[Rn]5f146d37s2 ","6d37s2 "," 4F3/2 ","6d27s2 3F2 ","  (6.8)                        ",0.5," L12825 "
105,"Db II ",1,"Dubnium ","Rf ","[Rn]5f146d27s2 ","6d27s2 "," 3F2 ","6d27s 3/2 ","  (14.0)                        ",1.6," L8672c99 "
105,"Db III ",2,"Dubnium ","Lr ","[Rn]5f146d27s ","6d27s "," 3/2 ","6d2 2 ","  (23.1)                        ",1.6," L8672c99 "
105,"Db IV ",3,"Dubnium ","No ","[Rn]5f146d2 ","6d2 ",2,"5f146d 2D3/2 ","  (33.0)                        ",1.7," L8672c99 "
105,"Db V ",4,"Dubnium ","Md ","[Rn]5f146d ","5f146d "," 2D3/2 ","5f14 1S0 ","  (43.0)                        ",1.9," L8672c99 "
105,"Db VI ",5,"Dubnium ","Fm ","[Rn]5f14 ","5f14 "," 1S0 ","5f13 2F°7/2 ","  (86.0)                        ",2," L8672c99 "
105,"Db VII ",6,"Dubnium ","Es ","[Rn]5f13 ","5f13 "," 2F°7/2 ","5f12 3H6 ","  (98.9)                        ",2," L8672c99 "
105,"Db VIII ",7,"Dubnium ","Cf ","[Rn]5f12 ","5f12 "," 3H6 ","5f11 4I°15/2 ","  (126.0)                        ",2.1," L8672c99 "
105,"Db IX ",8,"Dubnium ","Bk ","[Rn]5f11 ","5f11 "," 4I°15/2 ","5f10 5I8 ","  (145.1)                        ",2.2," L8672c99 "
105,"Db X ",9,"Dubnium ","Cm ","[Rn]5f10 ","5f10 "," 5I8 ","5f9 6H°15/2 ","  (172.0)                        ",2.2," L8672c99 "
105,"Db XI ",10,"Dubnium ","Am ","[Rn]5f9 ","5f9 "," 6H°15/2 ","5f8 7F6 ","  (196.0)                        ",2.4," L8672c99 "
105,"Db XII ",11,"Dubnium ","Pu ","[Rn]5f8 ","5f8 "," 7F6 ","5f7 8S°7/2 ","  (220.9)                        ",2.5," L8672c99 "
105,"Db XIII ",12,"Dubnium ","Np ","[Rn]5f7 ","5f7 "," 8S°7/2 ","5f6 7F0 ","  (254)                          ",3," L8672c99 "
105,"Db XIV ",13,"Dubnium ","U ","[Rn]5f6 ","5f6 "," 7F0 ","5f5 6H°5/2 ","  (274)                          ",3," L8672c99 "
105,"Db XV ",14,"Dubnium ","Pa ","[Rn]5f5 ","5f5 "," 6H°5/2 ","5f4 5I4 ","  (307)                          ",3," L8672c99 "
105,"Db XVI ",15,"Dubnium ","Th ","[Rn]5f4 ","5f4 "," 5I4 "," ","  ","  ","  "
105,"Db XXVIII ",27,"Dubnium ","Pt ","[Xe]4f145d10 ","5d10 "," 1S0 ","5d9 2D5/2 ","  (838)                          ",4," L8672c99 "
105,"Db XXIX ",28,"Dubnium ","Ir ","[Xe]4f145d9 ","5d9 "," 2D5/2 ","5d8 3F4 ","  (872)                          ",4," L8672c99 "
105,"Db XXX ",29,"Dubnium ","Os ","[Xe]4f145d8 ","5d8 "," 3F4 ","5d7 4F9/2 ","  (908)                          ",4," L8672c99 "
105,"Db XXXI ",30,"Dubnium ","Re ","[Xe]4f145d7 ","5d7 "," 4F9/2 ","5d6 5D4 ","  (948)                          ",4," L8672c99 "
105,"Db XXXII ",31,"Dubnium ","W ","[Xe]4f145d6 ","5d6 "," 5D4 ","5d5 6S5/2 ","  (985)                          ",4," L8672c99 "
105,"Db XXXIII ",32,"Dubnium ","Ta ","[Xe]4f145d5 ","5d5 "," 6S5/2 ","5d4 5D0 ","  (1 022)                          ",4," L8672c99 "
105,"Db XXXIV ",33,"Dubnium ","Hf ","[Xe]4f145d4 ","5d4 "," 5D0 ","5d3 4F3/2 ","  (1 089)                          ",5," L8672c99 "
105,"Db XXXV ",34,"Dubnium ","Lu ","[Xe]4f145d3 ","5d3 "," 4F3/2 ","5d2 3F2 ","  (1 126)                          ",5," L8672c99 "
105,"Db XXXVI ",35,"Dubnium ","Yb ","[Xe]4f145d2 ","5d2 "," 3F2 ","5d 2D3/2 ","  (1 168)                          ",5," L8672c99 "
105,"Db XXXVII ",36,"Dubnium ","Tm ","[Xe]4f145d ","5d "," 2D3/2 ","4f14 1S0 ","  (1 207)                          ",5," L8672c99 "
105,"Db XXXVIII ",37,"Dubnium ","Er ","[Xe]4f14 ","4f14 "," 1S0 ","4f145p5 2P°3/2 ","  ","  ","  "
105,"Db XXXIX ",38,"Dubnium ","Ho ","[Cd]4f145p5 ","4f145p5 "," 2P°3/2 ","4f145p4 3P2 ","  ","  ","  "
105,"Db XL ",39,"Dubnium ","Dy ","[Cd]4f145p4 ","4f145p4 "," 3P2 ","4f145p3 2P°3/2 ","  ","  ","  "
105,"Db XLI ",40,"Dubnium ","Tb ","[Cd]4f145p3 ","4f145p3 "," 2P°3/2 ","4f145p2 3P0 ","  ","  ","  "
105,"Db XLII ",41,"Dubnium ","Gd ","[Cd]4f145p2 ","4f145p2 "," 3P0 ","4f145p 2P°1/2 ","  ","  ","  "
105,"Db XLIII ",42,"Dubnium ","Eu ","[Cd]4f145p ","4f145p "," 2P°1/2 ","4f14 1S0 ","  ","  ","  "
105,"Db XLIV ",43,"Dubnium ","Sm ","[Cd]4f14 ","4f14 "," 1S0 ","4f145s 2S1/2 ","  ","  ","  "
105,"Db XLV ",44,"Dubnium ","Pm ","[Kr]4d104f145s ","4f145s "," 2S1/2 ","4f14 1S0 ","  ","  ","  "
105,"Db XLVI ",45,"Dubnium ","Nd ","[Kr]4d104f14 ","4f14 "," 1S0 ","4f13 2F°7/2 ","  ","  ","  "
105,"Db XLVII ",46,"Dubnium ","Pr ","[Kr]4d104f13 ","4f13 "," 2F°7/2 ","4f12 ","  ","  ","  "
105,"Db XLVIII ",47,"Dubnium ","Ce ","[Kr]4d104f12 ","4f12 ","  ","4f11 4I°15/2 ","  ","  ","  "
105,"Db XLIX ",48,"Dubnium ","La ","[Kr]4d104f11 ","4f11 "," 4I°15/2 ","4f10 5I8 ","  ","  ","  "
105,"Db L ",49,"Dubnium ","Ba ","[Kr]4d104f10 ","4f10 "," 5I8 ","4f9 6H°15/2 ","  ","  ","  "
105,"Db LI ",50,"Dubnium ","Cs ","[Kr]4d104f9 ","4f9 "," 6H°15/2 ","4f8 7F6 ","  ","  ","  "
105,"Db LII ",51,"Dubnium ","Xe ","[Kr]4d104f8 ","4f8 "," 7F6 ","4f7 8S°7/2 ","  ","  ","  "
105,"Db LIII ",52,"Dubnium ","I ","[Kr]4d104f7 ","4f7 "," 8S°7/2 ","4f6 7F0 ","  ","  ","  "
105,"Db LIV ",53,"Dubnium ","Te ","[Kr]4d104f6 ","4f6 "," 7F0 ","4f5 6H°5/2 ","  ","  ","  "
105,"Db LV ",54,"Dubnium ","Sb ","[Kr]4d104f5 ","4f5 "," 6H°5/2 ","4f4 5I4 ","  ","  ","  "
105,"Db LVI ",55,"Dubnium ","Sn ","[Kr]4d104f4 ","4f4 "," 5I4 ","4f3 4I°9/2 ","  ","  ","  "
105,"Db LVII ",56,"Dubnium ","In ","[Kr]4d104f3 ","4f3 "," 4I°9/2 ","4f2 3H4 ","  ","  ","  "
105,"Db LVIII ",57,"Dubnium ","Cd ","[Kr]4d104f2 ","4f2 "," 3H4 ","4f 2F°5/2 ","  ","  ","  "
105,"Db LIX ",58,"Dubnium ","Ag ","[Kr]4d104f ","4f "," 2F°5/2 ","4d10 1S0 ","  ","  ","  "
105,"Db LX ",59,"Dubnium ","Pd ","[Kr]4d10 ","4d10 "," 1S0 ","4d9 2D5/2 ","  (3 975)                          ",7," L8672c99 "
105,"Db LXI ",60,"Dubnium ","Rh ","[Kr]4d9 ","4d9 "," 2D5/2 ","4d8 3F4 ","  (4 057)                          ",10," L8672c99 "
105,"Db LXII ",61,"Dubnium ","Ru ","[Kr]4d8 ","4d8 "," 3F4 ","4d7 4F9/2 ","  (4 145)                          ",12," L8672c99 "
105,"Db LXIII ",62,"Dubnium ","Tc ","[Kr]4d7 ","4d7 "," 4F9/2 ","4d6 5D4 ","  (4 237)                          ",15," L8672c99 "
105,"Db LXIV ",63,"Dubnium ","Mo ","[Kr]4d6 ","4d6 "," 5D4 ","4d5 5/2 ","  (4 326)                          ",19," L8672c99 "
105,"Db LXV ",64,"Dubnium ","Nb ","[Kr]4d5 ","4d5 "," 5/2 ","4d4 5D0 ","  (4 411)                          ",24," L8672c99 "
105,"Db LXVI ",65,"Dubnium ","Zr ","[Kr]4d4 ","4d4 "," 5D0 ","4d3 4F3/2 ","  (4 620)                          ",30," L8672c99 "
105,"Db LXVII ",66,"Dubnium ","Y ","[Kr]4d3 ","4d3 "," 4F3/2 ","4d2 3F2 ","  (4 710)                          ",40," L8672c99 "
105,"Db LXVIII ",67,"Dubnium ","Sr ","[Kr]4d2 ","4d2 "," 3F2 ","4d 2D3/2 ","  (4 810)                          ",40," L8672c99 "
105,"Db LXIX ",68,"Dubnium ","Rb ","[Kr]4d ","4d "," 2D3/2 ","4p6 1S0 ","  (4 900)                          ",50," L8672c99 "
105,"Db LXX ",69,"Dubnium ","Kr ","[Ar]3d104s24p6 ","4p6 "," 1S0 ","4p5 2P°3/2 ","  (5 260)                          ",50," L8672c99 "
105,"Db LXXI ",70,"Dubnium ","Br ","[Ar]3d104s24p5 ","4p5 "," 2P°3/2 ","4p4 3P2 ","  (5 350)                          ",60," L8672c99 "
105,"Db LXXII ",71,"Dubnium ","Se ","[Ar]3d104s24p4 ","4p4 "," 3P2 ","4p3°3/2 ","  (5 450)                          ",60," L8672c99 "
105,"Db LXXIII ",72,"Dubnium ","As ","[Ar]3d104s24p3 ","4p3 "," °3/2 ","4p2 3P0 ","  (5 530)                          ",70," L8672c99 "
105,"Db LXXIV ",73,"Dubnium ","Ge ","[Ar]3d104s24p2 ","4p2 "," 3P0 ","4p 2P°1/2 ","  (6 280)                          ",90," L8672c99 "
105,"Db LXXV ",74,"Dubnium ","Ga ","[Ar]3d104s24p ","4p "," 2P°1/2 ","4s2 1S0 ","  (6 380)                          ",90," L8672c99 "
105,"Db LXXVI ",75,"Dubnium ","Zn ","[Ar]3d104s2 ","4s2 "," 1S0 ","4s 2S1/2 ","  (6 650)                          ",100," L8672c99 "
105,"Db LXXVII ",76,"Dubnium ","Cu ","[Ar]3d104s ","4s "," 2S1/2 ","3d10 1S0 ","  (6 760)                          ",110," L8672c99 "
105,"Db LXXVIII ",77,"Dubnium ","Ni ","[Ar]3d10 ","3d10 "," 1S0 ","3d9 2D5/2 ","  (10 420)                          ",120," L8672c99 "
105,"Db LXXIX ",78,"Dubnium ","Co ","[Ar]3d9 ","3d9 "," 2D5/2 ","3d8 3F4 ","  (10 610)                          ",120," L8672c99 "
105,"Db LXXX ",79,"Dubnium ","Fe ","[Ar]3d8 ","3d8 "," 3F4 ","3d7 4F9/2 ","  (10 820)                          ",140," L8672c99 "
105,"Db LXXXI ",80,"Dubnium ","Mn ","[Ar]3d7 ","3d7 "," 4F9/2 ","3d6 4 ","  (11 040)                          ",150," L8672c99 "
105,"Db LXXXII ",81,"Dubnium ","Cr ","[Ar]3d6 ","3d6 ",4,"3d5 5/2 ","  (11 240)                          ",160," L8672c99 "
105,"Db LXXXIII ",82,"Dubnium ","V ","[Ar]3d5 ","3d5 "," 5/2 ","3d4 5D0 ","  (11 440)                          ",170," L8672c99 "
105,"Db LXXXIV ",83,"Dubnium ","Ti ","[Ar]3d4 ","3d4 "," 5D0 ","3d3 4F3/2 ","  (12 040)                          ",190," L8672c99 "
105,"Db LXXXV ",84,"Dubnium ","Sc ","[Ar]3d3 ","3d3 "," 4F3/2 ","3d2 3F2 ","  (12 250)                          ",200," L8672c99 "
105,"Db LXXXVI ",85,"Dubnium ","Ca ","[Ar]3d2 ","3d2 "," 3F2 ","3d 2D3/2 ","  (12 480)                          ",220," L8672c99 "
105,"Db LXXXVII ",86,"Dubnium ","K ","[Ar]3d ","3d "," 2D3/2 ","3p6 1S0 ","  (12 700)                          ",240," L8672c99 "
105,"Db LXXXVIII ",87,"Dubnium ","Ar ","[Ne]3s23p6 ","3p6 "," 1S0 ","3p5 2P°3/2 ","  (13 300)                          ",250," L8672c99 "
105,"Db LXXXIX ",88,"Dubnium ","Cl ","[Ne]3s23p5 ","3p5 "," 2P°3/2 ","3p4 3P2 ","  (13 500)                          ",300," L8672c99 "
105,"Db XC ",89,"Dubnium ","S ","[Ne]3s23p4 ","3p4 "," 3P2 ","3p3 2P°3/2 ","  (13 700)                          ",300," L8672c99 "
105,"Db XCI ",90,"Dubnium ","P ","[Ne]3s23p3 ","3p3 "," 2P°3/2 ","3p2 3P0 ","  (13 900)                          ",300," L8672c99 "
105,"Db XCII ",91,"Dubnium ","Si ","[Ne]3s23p2 ","3p2 "," 3P0 ","3p 2P°1/2 ","  (16 200)                          ",300," L8672c99 "
105,"Db XCIII ",92,"Dubnium ","Al ","[Ne]3s23p ","3p "," 2P°1/2 ","3s2 1S0 ","  (16 400)                          ",400," L8672c99 "
105,"Db XCIV ",93,"Dubnium ","Mg ","[Ne]3s2 ","3s2 "," 1S0 ","3s 2S1/2 ","  (16 900)                          ",400," L8672c99 "
105,"Db XCV ",94,"Dubnium ","Na ","[Ne]3s ","3s "," 2S1/2 ","2p6 1S0 ","  (17 100)                          ",400," L8672c99 "
105,"Db XCVI ",95,"Dubnium ","Ne ","1s22s22p6 ","2p6 "," 1S0 ","2p5 2P°3/2 ","  (33 800)                          ",400," L8672c99 "
105,"Db XCVII ",96,"Dubnium ","F ","1s22s22p5 ","2p5 "," 2P°3/2 ","2p4 3P2 ","  (34 300)                          ",400," L8672c99 "
105,"Db XCVIII ",97,"Dubnium ","O ","1s22s22p4 ","2p4 "," 3P2 ","2p21/22p3/2 (0,3/2)°3/2 ","  (34 800)                          ",400," L8672c99 "
105,"Db XCIX ",98,"Dubnium ","N ","1s22s22p3 ","2p21/22p3/2 "," (0,3/2)°3/2 ","2p2 3P0 ","  (35 300)                          ",500," L8672c99 "
105,"Db C ",99,"Dubnium ","C ","1s22s22p2 ","2p2 "," 3P0 ","2p 2P°1/2 ","  (43 800)                          ",500," L8672c99 "
105,"Db CI ",100,"Dubnium ","B ","1s22s22p ","2p "," 2P°1/2 ","2s2 1S0 ","  (44 500)                          ",500," L8672c99 "
105,"Db CII ",101,"Dubnium ","Be ","1s22s2 ","2s2 "," 1S0 ","2s 2S1/2 ","  (45 400)                          ",500," L8672c99 "
105,"Db CIII ",102,"Dubnium ","Li ","1s22s ","2s "," 2S1/2 ","1s2 1S0 ","  ","  ","  "
105,"Db CIV ",103,"Dubnium ","He ","1s2 ","1s2 "," 1S0 ","1s 2S1/2 ","  ","  ","  "
105,"Db CV ",104,"Dubnium ","H ","1s ","1s "," 2S1/2 "," "," (181 444)                          ",9," L7188 "
106,"Sg I ",0,"Seaborgium ","Sg ","[Rn]5f146d47s2 ","6d47s2 ",0,"6d37s2 4F3/2 ","  [7.8]                        ",0.5," L7830 "
106,"Sg II ",1,"Seaborgium ","Db ","[Rn]5f146d37s2 ","6d37s2 "," 4F3/2 ","6d37s 1 ","  [17.1]                        ",0.5," L7830 "
106,"Sg III ",2,"Seaborgium ","Rf ","[Rn]5f146d37s ","6d37s ",1,"6d3 3/2 ","  [25.8]                        ",0.5," L7830 "
106,"Sg IV ",3,"Seaborgium ","Lr ","[Rn]5f146d3 ","6d3 "," 3/2 ","6d2 2 ","  [35.5]                        ",0.5," L7830 "
106,"Sg V ",4,"Seaborgium ","No ","[Rn]5f146d2 ","6d2 ",2,"5f146d 2D3/2 ","  [47.2]                        ",0.5," L7830 "
106,"Sg VI ",5,"Seaborgium ","Md ","[Rn]5f146d ","5f146d "," 2D3/2 ","5f14 1S0 ","  [59.3]                        ",0.5," L7830 "
106,"Sg VII ",6,"Seaborgium ","Fm ","[Rn]5f14 ","5f14 "," 1S0 ","5f13 2F°7/2 ","  (109.0)                        ",2," L8672c99 "
106,"Sg VIII ",7,"Seaborgium ","Es ","[Rn]5f13 ","5f13 "," 2F°7/2 ","5f12 3H6 ","  (122.0)                        ",2.1," L8672c99 "
106,"Sg IX ",8,"Seaborgium ","Cf ","[Rn]5f12 ","5f12 "," 3H6 ","5f11 4I°15/2 ","  (152.0)                        ",2.2," L8672c99 "
