"At. Num. "," Sp.  Name. "," Ion  Charge "," El.  name "," Isoel.  Seq. "," Ground  Shells "," Ground  Config. "," Ground  Level "," Ionized  Level "," Ionization  Energy 
 (eV) ","Uncertainty
 (eV) "," References "
61,"Pm LIII ",52,"Promethium ","F ","1s22s22p5 ","2p5 "," 2P°3/2 ","2p4 3P2 ","  (10 378)                          ",4," L8672c99 "
61,"Pm LIV ",53,"Promethium ","O ","1s22s22p4 ","2p4 "," 3P2 ","2p21/22p3/2 (0,3/2)°3/2 ","  (10 671)                          ",5," L8672c99 "
61,"Pm LV ",54,"Promethium ","N ","1s22s22p3 ","2p21/22p3/2 "," (0,3/2)°3/2 ","2p2 3P0 ","  (10 942)                          ",5," L8672c99 "
61,"Pm LVI ",55,"Promethium ","C ","1s22s22p2 ","2p2 "," 3P0 ","2p 2P°1/2 ","  (11 819)                          ",5," L8672c99 "
61,"Pm LVII ",56,"Promethium ","B ","1s22s22p ","2p "," 2P°1/2 ","2s2 1S0 ","  (12 136)                          ",5," L8672c99 "
61,"Pm LVIII ",57,"Promethium ","Be ","1s22s2 ","2s2 "," 1S0 ","2s 2S1/2 ","  (12 532)                          ",6," L8672c99 "
61,"Pm LIX ",58,"Promethium ","Li ","1s22s ","2s "," 2S1/2 ","1s2 1S0 ","  (12 797.26)                       ",0.07," L16264c99 "
61,"Pm LX ",59,"Promethium ","He ","1s2 ","1s2 "," 1S0 ","1s 2S1/2 ","  (52 144.29)                       ",0.12," L12128 "
61,"Pm LXI ",60,"Promethium ","H ","1s ","1s "," 2S1/2 "," ","  (53 346.10)                       ",0.15," L7188 "
62,"Sm I ",0,"Samarium ","Sm ","[Xe]4f66s2 ","4f66s2 "," 7F0 ","4f65s25p66s 8F1/2 ",5.64371,0.00017," L9734 "
62,"Sm II ",1,"Samarium ","Pm ","[Xe]4f66s ","4f6(7F)6s "," 8F1/2 ","4f65s25p6 7F0 ","  [11.078]                      ",0.02," L19870c180 "
62,"Sm III ",2,"Samarium ","Nd ","[Xe]4f6 ","4f6 "," 7F0 ","4f55s25p6 6H°5/2 ","  [23.55]                       ",0.08," L19883c180 "
62,"Sm IV ",3,"Samarium ","Pr ","[Xe]4f5 ","4f5 "," 6H°5/2 ","4f45s25p6 5I4 ","  [41.64]                       ",0.11," L19883c180 "
62,"Sm V ",4,"Samarium ","Ce ","[Xe]4f4 ","4f45s25p6 "," 5I4 ","4f35s25p6 4I°9/2 ","  [62.7]                        ",0.4," L4095 "
62,"Sm VI ",5,"Samarium ","La ","[Xe]4f3 ","4f35s25p6 "," 4I°9/2 ","4f45s25p4 ","  (87)                          ",4," L582 "
62,"Sm VII ",6,"Samarium ","Ba ","[Cd]4f45p4 ","4f45s25p4 ","  ","4f45s25p3° ","  (103)                          ",5," L582 "
62,"Sm VIII ",7,"Samarium ","Cs ","[Cd]4f45p3 ","4f45s25p3 "," ° ","4f45s25p2 ","  (118)                          ",6," L582 "
62,"Sm IX ",8,"Samarium ","Xe ","[Cd]4f45p2 ","4f45s25p2 ","  ","4f45s25p° ","  (141)                          ",7," L582 "
62,"Sm X ",9,"Samarium ","I ","[Cd]4f45p ","4f45s25p "," ° ","4f45s2 ","  (158)                          ",8," L582 "
62,"Sm XI ",10,"Samarium ","Te ","[Cd]4f4 ","4f45s2 ","  ","4f35s2° ","  (179)                          ",9," L582 "
62,"Sm XII ",11,"Samarium ","Sb ","[Cd]4f3 ","4f35s2 "," ° ","5s24f2 ","  (208)                          ",10," L582 "
62,"Sm XIII ",12,"Samarium ","Sn ","[Cd]4f2 ","5s24f2 ","  ","5s24f 2F°5/2 ","  (237)                          ",12," L582 "
62,"Sm XIV ",13,"Samarium ","In ","[Cd]4f ","5s24f "," 2F°5/2 ","4f5s° ","  (257)                          ",12," L582 "
62,"Sm XV ",14,"Samarium ","Cd ","[Kr]4d104f5s ","4f5s "," ° ","4f 2F°5/2 ","  (276)                          ",14," L582 "
62,"Sm XVI ",15,"Samarium ","Ag ","[Kr]4d104f ","4f "," 2F°5/2 ","4d10 1S0 ","  [306.5]                        ",0.5," L5532 "
62,"Sm XVII ",16,"Samarium ","Pd ","[Kr]4d10 ","4d10 "," 1S0 ","4d9 2D5/2 ","  (474)                          ",3," L8672c99 "
62,"Sm XVIII ",17,"Samarium ","Rh ","[Kr]4d9 ","4d9 "," 2D5/2 ","4d8 3F4 ","  (506)                          ",3," L8672c99 "
62,"Sm XIX ",18,"Samarium ","Ru ","[Kr]4d8 ","4d8 "," 3F4 ","4d7 4F9/2 ","  (543)                          ",3," L8672c99 "
62,"Sm XX ",19,"Samarium ","Tc ","[Kr]4d7 ","4d7 "," 4F9/2 ","4d6 5D4 ","  (581)                          ",4," L8672c99 "
62,"Sm XXI ",20,"Samarium ","Mo ","[Kr]4d6 ","4d6 "," 5D4 ","4d5 6S5/2 ","  (617)                          ",4," L8672c99 "
62,"Sm XXII ",21,"Samarium ","Nb ","[Kr]4d5 ","4d5 "," 6S5/2 ","4d4 5D0 ","  (658)                          ",4," L8672c99 "
62,"Sm XXIII ",22,"Samarium ","Zr ","[Kr]4d4 ","4d4 "," 5D0 ","4d3 4F3/2 ","  (702)                          ",4," L8672c99 "
62,"Sm XXIV ",23,"Samarium ","Y ","[Kr]4d3 ","4d3 "," 4F3/2 ","4d2 3F2 ","  (742)                          ",4," L8672c99 "
62,"Sm XXV ",24,"Samarium ","Sr ","[Kr]4d2 ","4d2 "," 3F2 ","4d 2D3/2 ","  (782)                          ",4," L8672c99 "
62,"Sm XXVI ",25,"Samarium ","Rb ","[Kr]4d ","4d "," 2D3/2 ","4p6 1S0 ","  (822)                          ",4," L8672c99 "
62,"Sm XXVII ",26,"Samarium ","Kr ","[Ar]3d104s24p6 ","4p6 "," 1S0 ","4p5 2P°3/2 ","  (976)                          ",4," L8672c99 "
62,"Sm XXVIII ",27,"Samarium ","Br ","[Ar]3d104s24p5 ","4p5 "," 2P°3/2 ","4p4 3P2 ","  (1 016)                          ",4," L8672c99 "
62,"Sm XXIX ",28,"Samarium ","Se ","[Ar]3d104s24p4 ","4p4 "," 3P2 ","4p3 4S°3/2 ","  (1 060)                          ",4," L8672c99 "
62,"Sm XXX ",29,"Samarium ","As ","[Ar]3d104s24p3 ","4p3 "," 4S°3/2 ","4p2 3P0 ","  (1 103)                          ",4," L8672c99 "
62,"Sm XXXI ",30,"Samarium ","Ge ","[Ar]3d104s24p2 ","4p2 "," 3P0 ","4p 2P°1/2 ","  (1 180)                          ",4," L8672c99 "
62,"Sm XXXII ",31,"Samarium ","Ga ","[Ar]3d104s24p ","4p "," 2P°1/2 ","4s2 1S0 ","  (1 226)                          ",4," L8672c99 "
62,"Sm XXXIII ",32,"Samarium ","Zn ","[Ar]3d104s2 ","4s2 "," 1S0 ","4s 2S1/2 ","  (1 332)                          ",4," L8672c99 "
62,"Sm XXXIV ",33,"Samarium ","Cu ","[Ar]3d104s ","4s "," 2S1/2 ","3d10 1S0 ","  [1 381.56]                       ",0.21," L10191 "
62,"Sm XXXV ",34,"Samarium ","Ni ","[Ar]3d10 ","3d10 "," 1S0 ","3d9 2D5/2 ","  (2 371)                          ",5," L8672c99 "
62,"Sm XXXVI ",35,"Samarium ","Co ","[Ar]3d9 ","3d9 "," 2D5/2 ","3d8 3F4 ","  (2 466)                          ",5," L8672c99 "
62,"Sm XXXVII ",36,"Samarium ","Fe ","[Ar]3d8 ","3d8 "," 3F4 ","3d7 4F9/2 ","  (2 569)                          ",5," L8672c99 "
62,"Sm XXXVIII ",37,"Samarium ","Mn ","[Ar]3d7 ","3d7 "," 4F9/2 ","3d6 4 ","  (2 676)                          ",4," L8672c99 "
62,"Sm XXXIX ",38,"Samarium ","Cr ","[Ar]3d6 ","3d6 ",4,"3d5 5/2 ","  (2 782)                          ",4," L8672c99 "
62,"Sm XL ",39,"Samarium ","V ","[Ar]3d5 ","3d5 "," 5/2 ","3d4 5D0 ","  (2 887)                          ",4," L8672c99 "
62,"Sm XLI ",40,"Samarium ","Ti ","[Ar]3d4 ","3d4 "," 5D0 ","3d3 4F3/2 ","  (3 028)                          ",4," L8672c99 "
62,"Sm XLII ",41,"Samarium ","Sc ","[Ar]3d3 ","3d3 "," 4F3/2 ","3d2 3F2 ","  (3 137)                          ",4," L8672c99 "
62,"Sm XLIII ",42,"Samarium ","Ca ","[Ar]3d2 ","3d2 "," 3F2 ","3d 2D3/2 ","  (3 253)                          ",4," L8672c99 "
62,"Sm XLIV ",43,"Samarium ","K ","[Ar]3d ","3d "," 2D3/2 ","3p6 1S0 ","  (3 363)                          ",4," L8672c99 "
62,"Sm XLV ",44,"Samarium ","Ar ","[Ne]3s23p6 ","3p6 "," 1S0 ","3p5 2P°3/2 ","  (3 669)                          ",4," L8672c99 "
62,"Sm XLVI ",45,"Samarium ","Cl ","[Ne]3s23p5 ","3p5 "," 2P°3/2 ","3p4 3P2 ","  (3 766)                          ",4," L8672c99 "
62,"Sm XLVII ",46,"Samarium ","S ","[Ne]3s23p4 ","3p4 "," 3P2 ","3p3 2P°3/2 ","  (3 873)                          ",4," L8672c99 "
62,"Sm XLVIII ",47,"Samarium ","P ","[Ne]3s23p3 ","3p3 "," 2P°3/2 ","3p2 3P0 ","  (3 971)                          ",4," L8672c99 "
62,"Sm XLIX ",48,"Samarium ","Si ","[Ne]3s23p2 ","3p2 "," 3P0 ","3p 2P°1/2 ","  (4 227)                          ",4," L8672c99 "
62,"Sm L ",49,"Samarium ","Al ","[Ne]3s23p ","3p "," 2P°1/2 ","3s2 1S0 ","  (4 337)                          ",4," L8672c99 "
62,"Sm LI ",50,"Samarium ","Mg ","[Ne]3s2 ","3s2 "," 1S0 ","3s 2S1/2 ","  (4 548)                          ",4," L8672c99 "
62,"Sm LII ",51,"Samarium ","Na ","[Ne]3s ","3s "," 2S1/2 ","2p6 1S0 ","  (4 655)                          ",4," L8672c99 "
62,"Sm LIII ",52,"Samarium ","Ne ","1s22s22p6 ","2p6 "," 1S0 ","2p5 2P°3/2 ","  (10 494)                          ",4," L8672c99 "
62,"Sm LIV ",53,"Samarium ","F ","1s22s22p5 ","2p5 "," 2P°3/2 ","2p4 3P2 ","  (10 762)                          ",5," L8672c99 "
62,"Sm LV ",54,"Samarium ","O ","1s22s22p4 ","2p4 "," 3P2 ","2p21/22p3/2 (0,3/2)°3/2 ","  (11 060)                          ",5," L8672c99 "
62,"Sm LVI ",55,"Samarium ","N ","1s22s22p3 ","2p21/22p3/2 "," (0,3/2)°3/2 ","2p2 3P0 ","  (11 337)                          ",5," L8672c99 "
62,"Sm LVII ",56,"Samarium ","C ","1s22s22p2 ","2p2 "," 3P0 ","2p 2P°1/2 ","  (12 264)                          ",5," L8672c99 "
62,"Sm LVIII ",57,"Samarium ","B ","1s22s22p ","2p "," 2P°1/2 ","2s2 1S0 ","  (12 588)                          ",6," L8672c99 "
62,"Sm LIX ",58,"Samarium ","Be ","1s22s2 ","2s2 "," 1S0 ","2s 2S1/2 ","  (12 992)                          ",6," L8672c99 "
62,"Sm LX ",59,"Samarium ","Li ","1s22s ","2s "," 2S1/2 ","1s2 1S0 ","  (13 262.85)                       ",0.09," L16264c99 "
62,"Sm LXI ",60,"Samarium ","He ","1s2 ","1s2 "," 1S0 ","1s 2S1/2 ","  (53 986.12)                       ",0.04," L12128 "
62,"Sm LXII ",61,"Samarium ","H ","1s ","1s "," 2S1/2 "," ","  (55 214.23)                       ",0.2," L7188 "
63,"Eu I ",0,"Europium ","Eu ","[Xe]4f76s2 ","4f76s2 "," 8S°7/2 ","4f75p66s 9S°4 ",5.670385,5E-06," L13382 "
63,"Eu II ",1,"Europium ","Sm ","[Xe]4f76s ","4f7(8S°)6s "," 9S°4 ","4f75s25p6 8S°7/2 ","  [11.240]                      ",0.006," L19870 "
63,"Eu III ",2,"Europium ","Pm ","[Xe]4f7 ","4f7 "," 8S°7/2 ","4f65s25p6 7F0 ","  [24.84]                       ",0.03," L19883c180 "
63,"Eu IV ",3,"Europium ","Nd ","[Xe]4f6 ","4f6 "," 7F0 ","4f55s25p6 6H°5/2 ","  [42.94]                       ",0.11," L19883c180 "
63,"Eu V ",4,"Europium ","Pr ","[Xe]4f5 ","4f55s25p6 "," 6H°5/2 ","4f55s25p5 ","  [63.2]                        ",0.4," L4095 "
63,"Eu VI ",5,"Europium ","Ce ","[Cd]4f55p5 ","4f55s25p5 ","  ","4f55s25p4° ","  (89)                          ",4," L582 "
63,"Eu VII ",6,"Europium ","La ","[Cd]4f55p4 ","4f55s25p4 "," ° ","4f55s25p3 ","  (105)                          ",5," L582 "
63,"Eu VIII ",7,"Europium ","Ba ","[Cd]4f55p3 ","4f55s25p3 ","  ","4f55s25p2° ","  (120)                          ",6," L582 "
63,"Eu IX ",8,"Europium ","Cs ","[Cd]4f55p2 ","4f55s25p2 "," ° ","4f55s25p ","  (144)                          ",7," L582 "
63,"Eu X ",9,"Europium ","Xe ","[Cd]4f55p ","4f55s25p ","  ","4f55s2° ","  (161)                          ",8," L582 "
63,"Eu XI ",10,"Europium ","I ","[Cd]4f5 ","4f55s2 "," ° ","4f45s2 ","  (183)                          ",9," L582 "
63,"Eu XII ",11,"Europium ","Te ","[Cd]4f4 ","4f45s2 ","  ","4f35s2° ","  (213)                          ",11," L582 "
63,"Eu XIII ",12,"Europium ","Sb ","[Cd]4f3 ","4f35s2 "," ° ","5s24f2 ","  (243)                          ",12," L582 "
63,"Eu XIV ",13,"Europium ","Sn ","[Cd]4f2 ","5s24f2 ","  ","4f25s ","  (263)                          ",14," L582 "
63,"Eu XV ",14,"Europium ","In ","[Kr]4d104f25s ","4f25s ","  ","4f2 3H4 ","  (281)                          ",14," L582 "
63,"Eu XVI ",15,"Europium ","Cd ","[Kr]4d104f2 ","4f2 "," 3H4 ","4f 2F°5/2 ","  (311)                          ",16," L582 "
63,"Eu XVII ",16,"Europium ","Ag ","[Kr]4d104f ","4f "," 2F°5/2 ","4d10 1S0 ","  [344.4]                        ",0.5," L5532 "
63,"Eu XVIII ",17,"Europium ","Pd ","[Kr]4d10 ","4d10 "," 1S0 ","4d9 2D5/2 ","  (518)                          ",3," L8672c99 "
63,"Eu XIX ",18,"Europium ","Rh ","[Kr]4d9 ","4d9 "," 2D5/2 ","4d8 3F4 ","  (553)                          ",3," L8672c99 "
63,"Eu XX ",19,"Europium ","Ru ","[Kr]4d8 ","4d8 "," 3F4 ","4d7 4F9/2 ","  (590)                          ",4," L8672c99 "
63,"Eu XXI ",20,"Europium ","Tc ","[Kr]4d7 ","4d7 "," 4F9/2 ","4d6 5D4 ","  (630)                          ",4," L8672c99 "
63,"Eu XXII ",21,"Europium ","Mo ","[Kr]4d6 ","4d6 "," 5D4 ","4d5 6S5/2 ","  (667)                          ",4," L8672c99 "
63,"Eu XXIII ",22,"Europium ","Nb ","[Kr]4d5 ","4d5 "," 6S5/2 ","4d4 5D0 ","  (709)                          ",4," L8672c99 "
63,"Eu XXIV ",23,"Europium ","Zr ","[Kr]4d4 ","4d4 "," 5D0 ","4d3 4F3/2 ","  (755)                          ",4," L8672c99 "
63,"Eu XXV ",24,"Europium ","Y ","[Kr]4d3 ","4d3 "," 4F3/2 ","4d2 3F2 ","  (795)                          ",4," L8672c99 "
63,"Eu XXVI ",25,"Europium ","Sr ","[Kr]4d2 ","4d2 "," 3F2 ","4d 2D3/2 ","  (838)                          ",4," L8672c99 "
63,"Eu XXVII ",26,"Europium ","Rb ","[Kr]4d ","4d "," 2D3/2 ","4p6 1S0 ","  (879)                          ",4," L8672c99 "
63,"Eu XXVIII ",27,"Europium ","Kr ","[Ar]3d104s24p6 ","4p6 "," 1S0 ","4p5 2P°3/2 ","  (1 037)                          ",4," L8672c99 "
63,"Eu XXIX ",28,"Europium ","Br ","[Ar]3d104s24p5 ","4p5 "," 2P°3/2 ","4p4 3P2 ","  (1 078)                          ",4," L8672c99 "
63,"Eu XXX ",29,"Europium ","Se ","[Ar]3d104s24p4 ","4p4 "," 3P2 ","4p3 4S°3/2 ","  (1 124)                          ",4," L8672c99 "
63,"Eu XXXI ",30,"Europium ","As ","[Ar]3d104s24p3 ","4p3 "," 4S°3/2 ","4p2 3P0 ","  (1 167)                          ",4," L8672c99 "
63,"Eu XXXII ",31,"Europium ","Ge ","[Ar]3d104s24p2 ","4p2 "," 3P0 ","4p 2P°1/2 ","  (1 249)                          ",4," L8672c99 "
63,"Eu XXXIII ",32,"Europium ","Ga ","[Ar]3d104s24p ","4p "," 2P°1/2 ","4s2 1S0 ","  (1 296)                          ",4," L8672c99 "
63,"Eu XXXIV ",33,"Europium ","Zn ","[Ar]3d104s2 ","4s2 "," 1S0 ","4s 2S1/2 ","  (1 406)                          ",5," L8672c99 "
63,"Eu XXXV ",34,"Europium ","Cu ","[Ar]3d104s ","4s "," 2S1/2 ","3d10 1S0 ","  [1 456.06]                       ",0.25," L10191 "
63,"Eu XXXVI ",35,"Europium ","Ni ","[Ar]3d10 ","3d10 "," 1S0 ","3d9 2D5/2 ","  (2 495)                          ",5," L8672c99 "
63,"Eu XXXVII ",36,"Europium ","Co ","[Ar]3d9 ","3d9 "," 2D5/2 ","3d8 3F4 ","  (2 591)                          ",5," L8672c99 "
63,"Eu XXXVIII ",37,"Europium ","Fe ","[Ar]3d8 ","3d8 "," 3F4 ","3d7 4F9/2 ","  (2 697)                          ",4," L8672c99 "
63,"Eu XXXIX ",38,"Europium ","Mn ","[Ar]3d7 ","3d7 "," 4F9/2 ","3d6 4 ","  (2 807)                          ",4," L8672c99 "
63,"Eu XL ",39,"Europium ","Cr ","[Ar]3d6 ","3d6 ",4,"3d5 5/2 ","  (2 914)                          ",4," L8672c99 "
63,"Eu XLI ",40,"Europium ","V ","[Ar]3d5 ","3d5 "," 5/2 ","3d4 5D0 ","  (3 022)                          ",4," L8672c99 "
63,"Eu XLII ",41,"Europium ","Ti ","[Ar]3d4 ","3d4 "," 5D0 ","3d3 4F3/2 ","  (3 168)                          ",4," L8672c99 "
63,"Eu XLIII ",42,"Europium ","Sc ","[Ar]3d3 ","3d3 "," 4F3/2 ","3d2 3F2 ","  (3 279)                          ",4," L8672c99 "
63,"Eu XLIV ",43,"Europium ","Ca ","[Ar]3d2 ","3d2 "," 3F2 ","3d 2D3/2 ","  (3 398)                          ",4," L8672c99 "
63,"Eu XLV ",44,"Europium ","K ","[Ar]3d ","3d "," 2D3/2 ","3p6 1S0 ","  (3 510)                          ",4," L8672c99 "
63,"Eu XLVI ",45,"Europium ","Ar ","[Ne]3s23p6 ","3p6 "," 1S0 ","3p5 2P°3/2 ","  (3 823)                          ",4," L8672c99 "
63,"Eu XLVII ",46,"Europium ","Cl ","[Ne]3s23p5 ","3p5 "," 2P°3/2 ","3p4 3P2 ","  (3 921)                          ",4," L8672c99 "
63,"Eu XLVIII ",47,"Europium ","S ","[Ne]3s23p4 ","3p4 "," 3P2 ","3p3 2P°3/2 ","  (4 031)                          ",4," L8672c99 "
63,"Eu XLIX ",48,"Europium ","P ","[Ne]3s23p3 ","3p3 "," 2P°3/2 ","3p2 3P0 ","  (4 131)                          ",4," L8672c99 "
63,"Eu L ",49,"Europium ","Si ","[Ne]3s23p2 ","3p2 "," 3P0 ","3p 2P°1/2 ","  (4 400)                          ",4," L8672c99 "
63,"Eu LI ",50,"Europium ","Al ","[Ne]3s23p ","3p "," 2P°1/2 ","3s2 1S0 ","  (4 513)                          ",4," L8672c99 "
63,"Eu LII ",51,"Europium ","Mg ","[Ne]3s2 ","3s2 "," 1S0 ","3s 2S1/2 ","  (4 729)                          ",4," L8672c99 "
63,"Eu LIII ",52,"Europium ","Na ","[Ne]3s ","3s "," 2S1/2 ","2p6 1S0 ","  (4 838)                          ",4," L8672c99 "
63,"Eu LIV ",53,"Europium ","Ne ","1s22s22p6 ","2p6 "," 1S0 ","2p5 2P°3/2 ","  (10 880)                          ",5," L8672c99 "
63,"Eu LV ",54,"Europium ","F ","1s22s22p5 ","2p5 "," 2P°3/2 ","2p4 3P2 ","  (11 153)                          ",5," L8672c99 "
63,"Eu LVI ",55,"Europium ","O ","1s22s22p4 ","2p4 "," 3P2 ","2p21/22p3/2 (0,3/2)°3/2 ","  (11 457)                          ",5," L8672c99 "
63,"Eu LVII ",56,"Europium ","N ","1s22s22p3 ","2p21/22p3/2 "," (0,3/2)°3/2 ","2p2 3P0 ","  (11 739)                          ",5," L8672c99 "
63,"Eu LVIII ",57,"Europium ","C ","1s22s22p2 ","2p2 "," 3P0 ","2p 2P°1/2 ","  (12 718)                          ",6," L8672c99 "
63,"Eu LIX ",58,"Europium ","B ","1s22s22p ","2p "," 2P°1/2 ","2s2 1S0 ","  (13 050)                          ",6," L8672c99 "
63,"Eu LX ",59,"Europium ","Be ","1s22s2 ","2s2 "," 1S0 ","2s 2S1/2 ","  (13 462)                          ",7," L8672c99 "
63,"Eu LXI ",60,"Europium ","Li ","1s22s ","2s "," 2S1/2 ","1s2 1S0 ","  (13 738.58)                       ",0.09," L16264c99 "
63,"Eu LXII ",61,"Europium ","He ","1s2 ","1s2 "," 1S0 ","1s 2S1/2 ","  (55 865.92)                       ",0.04," L12128 "
63,"Eu LXIII ",62,"Europium ","H ","1s ","1s "," 2S1/2 "," ","  (57 120.64)                       ",0.19," L7188 "
64,"Gd I ",0,"Gadolinium ","Gd ","[Xe]4f75d6s2 ","4f7(8S°)5d6s2 "," 9D°2 ","4f75d6s 10D°5/2 ",6.1498,4E-05," L11798 "
64,"Gd II ",1,"Gadolinium ","Eu ","[Xe]4f75d6s ","4f7(8S°)5d (9D°)6s "," 10D°5/2 ","4f75p65d 9D°2 ","  [12.076]                      ",0.02," L19870c180 "
64,"Gd III ",2,"Gadolinium ","Sm ","[Xe]4f75d ","4f7(8S°)5d "," 9D°2 ","4f75s25p6 8S°7/2 ","  [20.54]                       ",0.03," L19883c180 "
64,"Gd IV ",3,"Gadolinium ","Pm ","[Xe]4f7 ","4f7 "," 8S°7/2 ","4f65s25p6 7F0 ","  [44.44]                       ",0.08," L19883c180 "
64,"Gd V ",4,"Gadolinium ","Nd ","[Xe]4f6 ","4f65s25p6 "," 7F0 ","4f65s25p5° ","  [64.8]                        ",0.4," L4095 "
64,"Gd VI ",5,"Gadolinium ","Pr ","[Cd]4f65p5 ","4f65s25p5 "," ° ","4f65s25p4 ","  (89)                          ",4," L582 "
64,"Gd VII ",6,"Gadolinium ","Ce ","[Cd]4f65p4 ","4f65s25p4 ","  ","4f65s25p3° ","  (106)                          ",5," L582 "
64,"Gd VIII ",7,"Gadolinium ","La ","[Cd]4f65p3 ","4f65s25p3 "," ° ","4f65s25p2 ","  (123)                          ",6," L582 "
64,"Gd IX ",8,"Gadolinium ","Ba ","[Cd]4f65p2 ","4f65s25p2 ","  ","4f55s25p2° ","  (144)                          ",7," L582 "
64,"Gd X ",9,"Gadolinium ","Cs ","[Cd]4f55p2 ","4f55s25p2 "," ° ","4f55s25p ","  (165)                          ",8," L582 "
64,"Gd XI ",10,"Gadolinium ","Xe ","[Cd]4f55p ","4f55s25p ","  ","4f55s2° ","  (183)                          ",9," L582 "
64,"Gd XII ",11,"Gadolinium ","I ","[Cd]4f5 ","4f55s2 "," ° ","4f45s2 ","  (213)                          ",11," L582 "
64,"Gd XIII ",12,"Gadolinium ","Te ","[Cd]4f4 ","4f45s2 ","  ","4f5 6H°5/2 ","  (246)                          ",12," L582 "
64,"Gd XIV ",13,"Gadolinium ","Sb ","[Kr]4d104f5 ","4f5 "," 6H°5/2 ","5s24f2 ","  (268)                          ",14," L582 "
64,"Gd XV ",14,"Gadolinium ","Sn ","[Cd]4f2 ","5s24f2 ","  ","4f3 4I°9/2 ","  (288)                          ",15," L582 "
64,"Gd XVI ",15,"Gadolinium ","In ","[Kr]4d104f3 ","4f3 "," 4I°9/2 ","4f2 3H4 ","  (319)                          ",16," L582 "
64,"Gd XVII ",16,"Gadolinium ","Cd ","[Kr]4d104f2 ","4f2 "," 3H4 ","4f 2F°5/2 ","  (352)                          ",17," L582 "
64,"Gd XVIII ",17,"Gadolinium ","Ag ","[Kr]4d104f ","4f "," 2F°5/2 ","4d10 1S0 ","  (384.4)                        ",2.5," L582c99 "
64,"Gd XIX ",18,"Gadolinium ","Pd ","[Kr]4d10 ","4d10 "," 1S0 ","4d9 2D5/2 ","  (565)                          ",3," L8672c99 "
64,"Gd XX ",19,"Gadolinium ","Rh ","[Kr]4d9 ","4d9 "," 2D5/2 ","4d8 3F4 ","  (601)                          ",4," L8672c99 "
64,"Gd XXI ",20,"Gadolinium ","Ru ","[Kr]4d8 ","4d8 "," 3F4 ","4d7 4F9/2 ","  (639)                          ",4," L8672c99 "
64,"Gd XXII ",21,"Gadolinium ","Tc ","[Kr]4d7 ","4d7 "," 4F9/2 ","4d6 5D4 ","  (680)                          ",4," L8672c99 "
64,"Gd XXIII ",22,"Gadolinium ","Mo ","[Kr]4d6 ","4d6 "," 5D4 ","4d5 6S5/2 ","  (719)                          ",4," L8672c99 "
64,"Gd XXIV ",23,"Gadolinium ","Nb ","[Kr]4d5 ","4d5 "," 6S5/2 ","4d4 5D0 ","  (761)                          ",4," L8672c99 "
64,"Gd XXV ",24,"Gadolinium ","Zr ","[Kr]4d4 ","4d4 "," 5D0 ","4d3 4F3/2 ","  (810)                          ",4," L8672c99 "
64,"Gd XXVI ",25,"Gadolinium ","Y ","[Kr]4d3 ","4d3 "," 4F3/2 ","4d2 3F2 ","  (851)                          ",4," L8672c99 "
64,"Gd XXVII ",26,"Gadolinium ","Sr ","[Kr]4d2 ","4d2 "," 3F2 ","4d 2D3/2 ","  (895)                          ",4," L8672c99 "
64,"Gd XXVIII ",27,"Gadolinium ","Rb ","[Kr]4d ","4d "," 2D3/2 ","4p6 1S0 ","  (937)                          ",4," L8672c99 "
64,"Gd XXIX ",28,"Gadolinium ","Kr ","[Ar]3d104s24p6 ","4p6 "," 1S0 ","4p5 2P°3/2 ","  (1 100)                          ",4," L8672c99 "
64,"Gd XXX ",29,"Gadolinium ","Br ","[Ar]3d104s24p5 ","4p5 "," 2P°3/2 ","4p4 3P2 ","  (1 142)                          ",4," L8672c99 "
64,"Gd XXXI ",30,"Gadolinium ","Se ","[Ar]3d104s24p4 ","4p4 "," 3P2 ","4p3 4S°3/2 ","  (1 189)                          ",4," L8672c99 "
64,"Gd XXXII ",31,"Gadolinium ","As ","[Ar]3d104s24p3 ","4p3 "," 4S°3/2 ","4p2 3P0 ","  (1 233)                          ",4," L8672c99 "
64,"Gd XXXIII ",32,"Gadolinium ","Ge ","[Ar]3d104s24p2 ","4p2 "," 3P0 ","4p 2P°1/2 ","  (1 321)                          ",4," L8672c99 "
64,"Gd XXXIV ",33,"Gadolinium ","Ga ","[Ar]3d104s24p ","4p "," 2P°1/2 ","4s2 1S0 ","  (1 368)                          ",5," L8672c99 "
64,"Gd XXXV ",34,"Gadolinium ","Zn ","[Ar]3d104s2 ","4s2 "," 1S0 ","4s 2S1/2 ","  (1 481)                          ",5," L8672c99 "
64,"Gd XXXVI ",35,"Gadolinium ","Cu ","[Ar]3d104s ","4s "," 2S1/2 ","3d10 1S0 ","  [1 532.3]                        ",0.3," L10191 "
64,"Gd XXXVII ",36,"Gadolinium ","Ni ","[Ar]3d10 ","3d10 "," 1S0 ","3d9 2D5/2 ","  (2 621)                          ",5," L8672c99 "
64,"Gd XXXVIII ",37,"Gadolinium ","Co ","[Ar]3d9 ","3d9 "," 2D5/2 ","3d8 3F4 ","  (2 720)                          ",4," L8672c99 "
64,"Gd XXXIX ",38,"Gadolinium ","Fe ","[Ar]3d8 ","3d8 "," 3F4 ","3d7 4F9/2 ","  (2 827)                          ",4," L8672c99 "
