"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",0.00247,1884.4,115.6,2,1,2,92,131.821,"rgb(123,104,238)",1.14032006920415
"K",0.00247,1884.4,115.6,2,2,1,92,129.5703,"rgb(123,104,238)",0.560425173010381
"L1",0.000389,1978.24,21.76,2,3,2,92,32.8365,"rgb(25,25,112)",1.50903033088235
"L1",0.000389,1978.24,21.76,2,4,1,92,32.4,"rgb(25,25,112)",0.744485294117647
"L2",6.55e-05,1979.05,20.95,2,5,2,92,31.64,"rgb(0,0,139)",1.51026252983293
"L2",6.55e-05,1979.05,20.95,2,6,1,92,31.06,"rgb(0,0,139)",0.741288782816227
"L3",1.006e-05,1982.83,17.1700000000001,4,7,4,92,26.59,"rgb(0,0,205)",1.5486313337216
"L3",1.006e-05,1982.83,17.1700000000001,4,8,3,92,26.15,"rgb(0,0,205)",1.14225393127548
"L3",1.006e-05,1982.83,17.1700000000001,4,9,2,92,25.68,"rgb(0,0,205)",0.747815958066392
"L3",1.006e-05,1982.83,17.1700000000001,4,10,1,92,25.26,"rgb(0,0,205)",0.367792661619102
"M1",9.15e-05,1994.45,5.54999999999995,2,11,2,92,12.16,"rgb(0,0,255)",2.19099099099101
"M1",9.15e-05,1994.45,5.54999999999995,2,12,1,92,11.99,"rgb(0,0,255)",1.08018018018019
"M2",1.754e-05,1994.82,5.18000000000006,2,13,2,92,11.6,"rgb(65,105,225)",2.23938223938221
"M2",1.754e-05,1994.82,5.18000000000006,2,14,1,92,11.41,"rgb(65,105,225)",1.10135135135134
"M3",2.84e-06,1995.7,4.29999999999995,4,15,4,92,10.2,"rgb(70,130,180)",2.37209302325584
"M3",2.84e-06,1995.7,4.29999999999995,4,16,3,92,10.04,"rgb(70,130,180)",1.75116279069769
"M3",2.84e-06,1995.7,4.29999999999995,4,17,2,92,9.87,"rgb(70,130,180)",1.14767441860466
"M3",2.84e-06,1995.7,4.29999999999995,4,18,1,92,9.72,"rgb(70,130,180)",0.565116279069773
"M4",1.82e-08,1996.27,3.73000000000002,4,19,4,92,9.21,"rgb(100,149,237)",2.46916890080428
"M4",1.82e-08,1996.27,3.73000000000002,4,20,3,92,9.03,"rgb(100,149,237)",1.81568364611259
"M4",1.82e-08,1996.27,3.73000000000002,4,21,2,92,8.83,"rgb(100,149,237)",1.18364611260053
"M4",1.82e-08,1996.27,3.73000000000002,4,22,1,92,8.65,"rgb(100,149,237)",0.579758713136726
"M5",2.18e-08,1996.45,3.54999999999995,6,23,6,92,8.26,"rgb(0,191,255)",2.32676056338031
"M5",2.18e-08,1996.45,3.54999999999995,6,24,5,92,8.09,"rgb(0,191,255)",1.89906103286387
"M5",2.18e-08,1996.45,3.54999999999995,6,25,4,92,7.91,"rgb(0,191,255)",1.48544600938969
"M5",2.18e-08,1996.45,3.54999999999995,6,26,3,92,7.73,"rgb(0,191,255)",1.08873239436621
"M5",2.18e-08,1996.45,3.54999999999995,6,27,2,92,7.55,"rgb(0,191,255)",0.708920187793436
"M5",2.18e-08,1996.45,3.54999999999995,6,28,1,92,7.393,"rgb(0,191,255)",0.347089201877939
"N1",2.46e-05,1998.56,1.44000000000005,2,29,2,92,4.598,"rgb(0,128,128)",3.19305555555543
"N1",2.46e-05,1998.56,1.44000000000005,2,30,1,92,4.513,"rgb(0,128,128)",1.56701388888883
"N2",4.72e-06,1998.73,1.26999999999998,2,31,2,92,4.299,"rgb(95,158,160)",3.38503937007879
"N2",4.72e-06,1998.73,1.26999999999998,2,32,1,92,4.214,"rgb(95,158,160)",1.65905511811026
"N3",7.72e-07,1998.96,1.03999999999996,4,33,4,92,3.827,"rgb(32,178,170)",3.67980769230782
"N3",7.72e-07,1998.96,1.03999999999996,4,34,3,92,3.753,"rgb(32,178,170)",2.70649038461548
"N3",7.72e-07,1998.96,1.03999999999996,4,35,2,92,3.675,"rgb(32,178,170)",1.76682692307698
"N3",7.72e-07,1998.96,1.03999999999996,4,36,1,92,3.602,"rgb(32,178,170)",0.865865384615415
"N4",5.64e-09,1999.22,0.779999999999973,4,37,4,92,3.301,"rgb(0,206,209)",4.23205128205143
"N4",5.64e-09,1999.22,0.779999999999973,4,38,3,92,3.228,"rgb(0,206,209)",3.10384615384626
"N4",5.64e-09,1999.22,0.779999999999973,4,39,2,92,3.147,"rgb(0,206,209)",2.01730769230776
"N4",5.64e-09,1999.22,0.779999999999973,4,40,1,92,3.073,"rgb(0,206,209)",0.984935897435932
"N5",6.71e-09,1999.26,0.740000000000009,6,41,6,92,2.938,"rgb(64,224,208)",3.97027027027022
"N5",6.71e-09,1999.26,0.740000000000009,6,42,5,92,2.867,"rgb(64,224,208)",3.22860360360356
"N5",6.71e-09,1999.26,0.740000000000009,6,43,4,92,2.794,"rgb(64,224,208)",2.51711711711709
"N5",6.71e-09,1999.26,0.740000000000009,6,44,3,92,2.718,"rgb(64,224,208)",1.83648648648646
"N5",6.71e-09,1999.26,0.740000000000009,6,45,2,92,2.646,"rgb(64,224,208)",1.19189189189188
"N5",6.71e-09,1999.26,0.740000000000009,6,46,1,92,2.578,"rgb(64,224,208)",0.580630630630623
"N6",3.08e-12,1999.61,0.3900000000001,6,47,6,92,2.22,"rgb(102,205,170)",5.69230769230623
"N6",3.08e-12,1999.61,0.3900000000001,6,48,5,92,2.14,"rgb(102,205,170)",4.5726495726484
"N6",3.08e-12,1999.61,0.3900000000001,6,49,4,92,2.07,"rgb(102,205,170)",3.53846153846063
"N6",3.08e-12,1999.61,0.3900000000001,6,50,3,92,1.99,"rgb(102,205,170)",2.5512820512814
"N6",3.08e-12,1999.61,0.3900000000001,6,51,2,92,1.91,"rgb(102,205,170)",1.63247863247821
"N6",3.08e-12,1999.61,0.3900000000001,6,52,1,92,1.83,"rgb(102,205,170)",0.782051282051081
"N7",1.197e-11,1999.62,0.380000000000109,8,53,8,92,1.75,"rgb(127,255,212)",4.60526315789341
"N7",1.197e-11,1999.62,0.380000000000109,8,54,7,92,1.67,"rgb(127,255,212)",3.845394736841
"N7",1.197e-11,1999.62,0.380000000000109,8,55,6,92,1.59,"rgb(127,255,212)",3.13815789473594
"N7",1.197e-11,1999.62,0.380000000000109,8,56,5,92,1.52,"rgb(127,255,212)",2.49999999999928
"N7",1.197e-11,1999.62,0.380000000000109,8,57,4,92,1.44,"rgb(127,255,212)",1.89473684210472
"N7",1.197e-11,1999.62,0.380000000000109,8,58,3,92,1.37,"rgb(127,255,212)",1.35197368421014
"N7",1.197e-11,1999.62,0.380000000000109,8,59,2,92,1.29,"rgb(127,255,212)",0.848684210526072
"N7",1.197e-11,1999.62,0.380000000000109,8,60,1,92,1.21,"rgb(127,255,212)",0.398026315789359
"O1",6.02e-06,1999.68,0.319999999999936,2,61,2,92,1.11,"rgb(0,255,255)",3.46875000000069
"O1",6.02e-06,1999.68,0.319999999999936,2,62,1,92,1.07,"rgb(0,255,255)",1.67187500000033
"O2",1.088e-06,1999.74,0.259999999999991,2,63,2,92,0.97,"rgb(0,250,154)",3.73076923076936
"O2",1.088e-06,1999.74,0.259999999999991,2,64,1,92,0.93,"rgb(0,250,154)",1.7884615384616
"O3",1.757e-07,1999.8,0.200000000000045,4,65,4,92,0.84,"rgb(0,255,127)",4.19999999999904
"O3",1.757e-07,1999.8,0.200000000000045,4,66,3,92,0.8,"rgb(0,255,127)",2.99999999999932
"O3",1.757e-07,1999.8,0.200000000000045,4,67,2,92,0.77,"rgb(0,255,127)",1.92499999999956
"O3",1.757e-07,1999.8,0.200000000000045,4,68,1,92,0.73,"rgb(0,255,127)",0.912499999999792
"O4",1.086e-09,1999.9,0.0999999999999091,4,69,4,92,0.585,"rgb(173,255,47)",5.85000000000532
"O4",1.086e-09,1999.9,0.0999999999999091,4,70,3,92,0.557,"rgb(173,255,47)",4.1775000000038
"O4",1.086e-09,1999.9,0.0999999999999091,4,71,2,92,0.525,"rgb(173,255,47)",2.62500000000239
"O4",1.086e-09,1999.9,0.0999999999999091,4,72,1,92,0.497,"rgb(173,255,47)",1.24250000000113
"O5",1.285e-09,1999.9,0.0999999999999091,6,73,6,92,0.458,"rgb(107,142,35)",4.58000000000417
"O5",1.285e-09,1999.9,0.0999999999999091,6,74,5,92,0.431,"rgb(107,142,35)",3.59166666666993
"O5",1.285e-09,1999.9,0.0999999999999091,6,75,4,92,0.402,"rgb(107,142,35)",2.68000000000244
"O5",1.285e-09,1999.9,0.0999999999999091,6,76,3,92,0.375,"rgb(107,142,35)",1.87500000000171
"O5",1.285e-09,1999.9,0.0999999999999091,6,77,2,92,0.348,"rgb(107,142,35)",1.16000000000105
"O5",1.285e-09,1999.9,0.0999999999999091,6,78,1,92,0.323,"rgb(107,142,35)",0.538333333333823
"O6",2.65e-13,1999.99,0.00999999999999091,6,79,6,92,0.227,"rgb(154,205,50)",22.7000000000206
"O6",2.65e-13,1999.99,0.00999999999999091,6,80,5,92,0.21,"rgb(154,205,50)",17.5000000000159
"O6",2.65e-13,1999.99,0.00999999999999091,6,81,4,92,0.173,"rgb(154,205,50)",11.5333333333438
"O6",2.65e-13,1999.99,0.00999999999999091,6,82,3,92,0.158,"rgb(154,205,50)",7.90000000000718
"O6",2.65e-13,1999.99,0.00999999999999091,6,83,2,92,0.1289,"rgb(154,205,50)",4.29666666667057
"O6",2.65e-13,1999.99,0.00999999999999091,6,84,1,92,0.116,"rgb(154,205,50)",1.93333333333509
"P1",1.179e-06,1999.95,0.0499999999999545,2,85,2,92,0.101,"rgb(189,183,107)",2.02000000000184
"P1",1.179e-06,1999.95,0.0499999999999545,2,86,1,92,0.089,"rgb(189,183,107)",0.890000000000809
"P2",1.87e-07,1999.97,0.0299999999999727,2,87,2,92,0.062,"rgb(255,255,0)",2.06666666666855
"P2",1.87e-07,1999.97,0.0299999999999727,2,88,1,92,0.046,"rgb(255,255,0)",0.766666666667364
"P3",2.67e-08,1999.98,0.0199999999999818,4,89,2,92,0.0367,"rgb(255,228,181)",0.917500000000835
"P3",2.67e-08,1999.98,0.0199999999999818,4,90,2,92,0.0198,"rgb(255,228,181)",0.49500000000045
"P3",2.67e-08,1999.98,0.0199999999999818,4,91,2,92,0.0116,"rgb(255,228,181)",0.290000000000264
"P3",2.67e-08,1999.98,0.0199999999999818,4,92,2,92,0.00619405,"rgb(255,228,181)",0.154851250000141
