"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",0.001178,1923.89,76.1099999999999,2,1,2,77,88.1133,"rgb(123,104,238)",1.15770989357509
"K",0.001178,1923.89,76.1099999999999,2,2,1,77,86.4389,"rgb(123,104,238)",0.567855078176325
"L1",0.0001608,1986.58,13.4200000000001,2,3,2,77,21.5566,"rgb(25,25,112)",1.606304023845
"L1",0.0001608,1986.58,13.4200000000001,2,4,1,77,21.2,"rgb(25,25,112)",0.789865871833081
"L2",1.406e-05,1987.18,12.8199999999999,2,5,2,77,20.65,"rgb(0,0,139)",1.61076443057723
"L2",1.406e-05,1987.18,12.8199999999999,2,6,1,77,20.21,"rgb(0,0,139)",0.788221528861158
"L3",4.42e-06,1988.78,11.22,4,7,4,77,18.12,"rgb(0,0,205)",1.61497326203208
"L3",4.42e-06,1988.78,11.22,4,8,3,77,17.77,"rgb(0,0,205)",1.18783422459893
"L3",4.42e-06,1988.78,11.22,4,9,2,77,17.39,"rgb(0,0,205)",0.774955436720141
"L3",4.42e-06,1988.78,11.22,4,10,1,77,17.04,"rgb(0,0,205)",0.379679144385026
"M1",3.62e-05,1996.83,3.17000000000007,2,11,2,77,7.85,"rgb(0,0,255)",2.47634069400625
"M1",3.62e-05,1996.83,3.17000000000007,2,12,1,77,7.71,"rgb(0,0,255)",1.21608832807568
"M2",3.57e-06,1997.09,2.91000000000008,2,13,2,77,7.421,"rgb(65,105,225)",2.55017182130577
"M2",3.57e-06,1997.09,2.91000000000008,2,14,1,77,7.274,"rgb(65,105,225)",1.24982817869412
"M3",1.158e-06,1997.45,2.54999999999995,4,15,4,77,6.708,"rgb(70,130,180)",2.63058823529416
"M3",1.158e-06,1997.45,2.54999999999995,4,16,3,77,6.58,"rgb(70,130,180)",1.93529411764709
"M3",1.158e-06,1997.45,2.54999999999995,4,17,2,77,6.441,"rgb(70,130,180)",1.26294117647061
"M3",1.158e-06,1997.45,2.54999999999995,4,18,1,77,6.315,"rgb(70,130,180)",0.619117647058835
"M4",4.3e-09,1997.88,2.11999999999989,4,19,4,77,5.91,"rgb(100,149,237)",2.78773584905675
"M4",4.3e-09,1997.88,2.11999999999989,4,20,3,77,5.765,"rgb(100,149,237)",2.03950471698124
"M4",4.3e-09,1997.88,2.11999999999989,4,21,2,77,5.609,"rgb(100,149,237)",1.32287735849063
"M4",4.3e-09,1997.88,2.11999999999989,4,22,1,77,5.466,"rgb(100,149,237)",0.644575471698146
"M5",6.75e-09,1997.96,2.03999999999996,6,23,6,77,5.229,"rgb(0,191,255)",2.56323529411769
"M5",6.75e-09,1997.96,2.03999999999996,6,24,5,77,5.092,"rgb(0,191,255)",2.08006535947716
"M5",6.75e-09,1997.96,2.03999999999996,6,25,4,77,4.952,"rgb(0,191,255)",1.6183006535948
"M5",6.75e-09,1997.96,2.03999999999996,6,26,3,77,4.806,"rgb(0,191,255)",1.17794117647061
"M5",6.75e-09,1997.96,2.03999999999996,6,27,2,77,4.668,"rgb(0,191,255)",0.762745098039229
"M5",6.75e-09,1997.96,2.03999999999996,6,28,1,77,4.54,"rgb(0,191,255)",0.370915032679745
"N1",8.89e-06,1999.31,0.690000000000055,2,29,2,77,2.7204,"rgb(0,128,128)",3.94260869565186
"N1",8.89e-06,1999.31,0.690000000000055,2,30,1,77,2.656,"rgb(0,128,128)",1.92463768115927
"N2",8.65e-07,1999.42,0.579999999999927,2,31,2,77,2.5,"rgb(95,158,160)",4.31034482758675
"N2",8.65e-07,1999.42,0.579999999999927,2,32,1,77,2.435,"rgb(95,158,160)",2.09913793103475
"N3",2.8e-07,1999.51,0.490000000000009,4,33,4,77,2.258,"rgb(32,178,170)",4.60816326530604
"N3",2.8e-07,1999.51,0.490000000000009,4,34,3,77,2.201,"rgb(32,178,170)",3.36887755102035
"N3",2.8e-07,1999.51,0.490000000000009,4,35,2,77,2.139,"rgb(32,178,170)",2.18265306122445
"N3",2.8e-07,1999.51,0.490000000000009,4,36,1,77,2.083,"rgb(32,178,170)",1.0627551020408
"N4",1.112e-09,1999.69,0.309999999999945,4,37,4,77,1.857,"rgb(0,206,209)",5.99032258064622
"N4",1.112e-09,1999.69,0.309999999999945,4,38,3,77,1.801,"rgb(0,206,209)",4.3572580645169
"N4",1.112e-09,1999.69,0.309999999999945,4,39,2,77,1.739,"rgb(0,206,209)",2.80483870967791
"N4",1.112e-09,1999.69,0.309999999999945,4,40,1,77,1.684,"rgb(0,206,209)",1.35806451612927
"N5",1.724e-09,1999.71,0.289999999999964,6,41,6,77,1.603,"rgb(64,224,208)",5.52758620689725
"N5",1.724e-09,1999.71,0.289999999999964,6,42,5,77,1.548,"rgb(64,224,208)",4.44827586206952
