"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",0.00336,1865,135,2,1,2,98,153.124,"rgb(123,104,238)",1.13425185185185
"K",0.00336,1865,135,2,2,1,98,150.5793,"rgb(123,104,238)",0.557701111111111
"L1",0.000568,1973.99,26.01,2,3,2,98,38.4435,"rgb(25,25,112)",1.4780276816609
"L1",0.000568,1973.99,26.01,2,4,1,98,37.9,"rgb(25,25,112)",0.728565936178393
"L2",0.0001233,1974.88,25.1199999999999,2,5,2,98,37.1,"rgb(0,0,139)",1.47691082802548
"L2",0.0001233,1974.88,25.1199999999999,2,6,1,98,36.5,"rgb(0,0,139)",0.726512738853506
"L3",1.354e-05,1980.09,19.9100000000001,4,7,4,98,30.5,"rgb(0,0,205)",1.53189352084379
"L3",1.354e-05,1980.09,19.9100000000001,4,8,3,98,30,"rgb(0,0,205)",1.13008538422903
"L3",1.354e-05,1980.09,19.9100000000001,4,9,2,98,29.5,"rgb(0,0,205)",0.740833751883473
"L3",1.354e-05,1980.09,19.9100000000001,4,10,1,98,29,"rgb(0,0,205)",0.364138623807131
"M1",0.0001357,1993.24,6.75999999999999,2,11,2,98,14.28,"rgb(0,0,255)",2.11242603550296
"M1",0.0001357,1993.24,6.75999999999999,2,12,1,98,14.08,"rgb(0,0,255)",1.0414201183432
"M2",3.36e-05,1993.65,6.34999999999991,2,13,2,98,13.66,"rgb(65,105,225)",2.15118110236224
"M2",3.36e-05,1993.65,6.34999999999991,2,14,1,98,13.45,"rgb(65,105,225)",1.05905511811025
"M3",3.92e-06,1994.86,5.1400000000001,4,15,4,98,11.82,"rgb(70,130,180)",2.29961089494159
"M3",3.92e-06,1994.86,5.1400000000001,4,16,3,98,11.65,"rgb(70,130,180)",1.69990272373538
"M3",3.92e-06,1994.86,5.1400000000001,4,17,2,98,11.47,"rgb(70,130,180)",1.11575875486379
"M3",3.92e-06,1994.86,5.1400000000001,4,18,1,98,11.3,"rgb(70,130,180)",0.549610894941624
"M4",3.08e-08,1995.51,4.49000000000001,4,19,4,98,10.74,"rgb(100,149,237)",2.39198218262806
"M4",3.08e-08,1995.51,4.49000000000001,4,20,3,98,10.55,"rgb(100,149,237)",1.76224944320712
"M4",3.08e-08,1995.51,4.49000000000001,4,21,2,98,10.33,"rgb(100,149,237)",1.15033407572383
"M4",3.08e-08,1995.51,4.49000000000001,4,22,1,98,10.14,"rgb(100,149,237)",0.564587973273941
"M5",3.27e-08,1995.74,4.25999999999999,6,23,6,98,9.66,"rgb(0,191,255)",2.26760563380282
"M5",3.27e-08,1995.74,4.25999999999999,6,24,5,98,9.48,"rgb(0,191,255)",1.85446009389672
"M5",3.27e-08,1995.74,4.25999999999999,6,25,4,98,9.29,"rgb(0,191,255)",1.45383411580595
"M5",3.27e-08,1995.74,4.25999999999999,6,26,3,98,9.09,"rgb(0,191,255)",1.06690140845071
"M5",3.27e-08,1995.74,4.25999999999999,6,27,2,98,8.9,"rgb(0,191,255)",0.696400625978092
"M5",3.27e-08,1995.74,4.25999999999999,6,28,1,98,8.73,"rgb(0,191,255)",0.341549295774649
"N1",3.75e-05,1998.19,1.80999999999995,2,29,2,98,5.52,"rgb(0,128,128)",3.04972375690617
"N1",3.75e-05,1998.19,1.80999999999995,2,30,1,98,5.43,"rgb(0,128,128)",1.50000000000005
"N2",9.31e-06,1998.38,1.61999999999989,2,31,2,98,5.19,"rgb(95,158,160)",3.20370370370392
"N2",9.31e-06,1998.38,1.61999999999989,2,32,1,98,5.1,"rgb(95,158,160)",1.57407407407418
"N3",1.108e-06,1998.72,1.27999999999997,4,33,4,98,4.57,"rgb(32,178,170)",3.57031250000008
"N3",1.108e-06,1998.72,1.27999999999997,4,34,3,98,4.494,"rgb(32,178,170)",2.63320312500006
"N3",1.108e-06,1998.72,1.27999999999997,4,35,2,98,4.407,"rgb(32,178,170)",1.72148437500004
"N3",1.108e-06,1998.72,1.27999999999997,4,36,1,98,4.329,"rgb(32,178,170)",0.845507812500018
"N4",1.008e-08,1999,1,4,37,4,98,3.998,"rgb(0,206,209)",3.998
"N4",1.008e-08,1999,1,4,38,3,98,3.915,"rgb(0,206,209)",2.93625
"N4",1.008e-08,1999,1,4,39,2,98,3.828,"rgb(0,206,209)",1.914
"N4",1.008e-08,1999,1,4,40,1,98,3.747,"rgb(0,206,209)",0.93675
"N5",1.06e-08,1999.07,0.930000000000064,6,41,6,98,3.581,"rgb(64,224,208)",3.85053763440834
"N5",1.06e-08,1999.07,0.930000000000064,6,42,5,98,3.503,"rgb(64,224,208)",3.13888888888867
"N5",1.06e-08,1999.07,0.930000000000064,6,43,4,98,3.424,"rgb(64,224,208)",2.45448028673818
"N5",1.06e-08,1999.07,0.930000000000064,6,44,3,98,3.34,"rgb(64,224,208)",1.79569892473106
"N5",1.06e-08,1999.07,0.930000000000064,6,45,2,98,3.261,"rgb(64,224,208)",1.168817204301
"N5",1.06e-08,1999.07,0.930000000000064,6,46,1,98,3.186,"rgb(64,224,208)",0.570967741935445
"N6",6.27e-12,1999.44,0.559999999999945,6,47,6,98,2.75,"rgb(102,205,170)",4.91071428571476
"N6",6.27e-12,1999.44,0.559999999999945,6,48,5,98,2.67,"rgb(102,205,170)",3.97321428571467
"N6",6.27e-12,1999.44,0.559999999999945,6,49,4,98,2.58,"rgb(102,205,170)",3.07142857142887
"N6",6.27e-12,1999.44,0.559999999999945,6,50,3,98,2.49,"rgb(102,205,170)",2.2232142857145
"N6",6.27e-12,1999.44,0.559999999999945,6,51,2,98,2.41,"rgb(102,205,170)",1.43452380952395
"N6",6.27e-12,1999.44,0.559999999999945,6,52,1,98,2.32,"rgb(102,205,170)",0.690476190476258
"N7",2.34e-11,1999.46,0.539999999999964,8,53,8,98,2.22,"rgb(127,255,212)",4.11111111111139
"N7",2.34e-11,1999.46,0.539999999999964,8,54,7,98,2.13,"rgb(127,255,212)",3.45138888888912
"N7",2.34e-11,1999.46,0.539999999999964,8,55,6,98,2.05,"rgb(127,255,212)",2.84722222222241
"N7",2.34e-11,1999.46,0.539999999999964,8,56,5,98,1.96,"rgb(127,255,212)",2.26851851851867
"N7",2.34e-11,1999.46,0.539999999999964,8,57,4,98,1.88,"rgb(127,255,212)",1.74074074074086
"N7",2.34e-11,1999.46,0.539999999999964,8,58,3,98,1.79,"rgb(127,255,212)",1.24305555555564
"N7",2.34e-11,1999.46,0.539999999999964,8,59,2,98,1.7,"rgb(127,255,212)",0.78703703703709
"N7",2.34e-11,1999.46,0.539999999999964,8,60,1,98,1.62,"rgb(127,255,212)",0.375000000000025
"O1",9.78e-06,1999.57,0.430000000000064,2,61,2,98,1.47,"rgb(0,255,255)",3.41860465116228
"O1",9.78e-06,1999.57,0.430000000000064,2,62,1,98,1.42,"rgb(0,255,255)",1.65116279069743
"O2",2.31e-06,1999.66,0.339999999999918,2,63,2,98,1.3,"rgb(0,250,154)",3.82352941176563
"O2",2.31e-06,1999.66,0.339999999999918,2,64,1,98,1.25,"rgb(0,250,154)",1.83823529411809
"O3",2.71e-07,1999.75,0.25,4,65,4,98,1.12,"rgb(0,255,127)",4.48
"O3",2.71e-07,1999.75,0.25,4,66,3,98,1.09,"rgb(0,255,127)",3.27
"O3",2.71e-07,1999.75,0.25,4,67,2,98,1.05,"rgb(0,255,127)",2.1
"O3",2.71e-07,1999.75,0.25,4,68,1,98,1.01,"rgb(0,255,127)",1.01
"O4",2.15e-09,1999.86,0.1400000000001,4,69,4,98,0.847,"rgb(173,255,47)",6.04999999999568
"O4",2.15e-09,1999.86,0.1400000000001,4,70,3,98,0.814,"rgb(173,255,47)",4.36071428571117
"O4",2.15e-09,1999.86,0.1400000000001,4,71,2,98,0.778,"rgb(173,255,47)",2.77857142856944
"O4",2.15e-09,1999.86,0.1400000000001,4,72,1,98,0.744,"rgb(173,255,47)",1.32857142857048
"O5",2.24e-09,1999.87,0.130000000000109,6,73,6,98,0.695,"rgb(107,142,35)",5.34615384614936
"O5",2.24e-09,1999.87,0.130000000000109,6,74,5,98,0.662,"rgb(107,142,35)",4.24358974358618
"O5",2.24e-09,1999.87,0.130000000000109,6,75,4,98,0.63,"rgb(107,142,35)",3.23076923076652
"O5",2.24e-09,1999.87,0.130000000000109,6,76,3,98,0.597,"rgb(107,142,35)",2.29615384615192
"O5",2.24e-09,1999.87,0.130000000000109,6,77,2,98,0.566,"rgb(107,142,35)",1.45128205128083
"O5",2.24e-09,1999.87,0.130000000000109,6,78,1,98,0.536,"rgb(107,142,35)",0.68717948717891
"O6",7.25e-13,1999.99,0.00999999999999091,6,79,6,98,0.39,"rgb(154,205,50)",39.0000000000355
"O6",7.25e-13,1999.99,0.00999999999999091,6,80,5,98,0.368,"rgb(154,205,50)",30.6666666666946
"O6",7.25e-13,1999.99,0.00999999999999091,6,81,4,98,0.334,"rgb(154,205,50)",22.2666666666869
"O6",7.25e-13,1999.99,0.00999999999999091,6,82,3,98,0.31,"rgb(154,205,50)",15.5000000000141
"O6",7.25e-13,1999.99,0.00999999999999091,6,83,2,98,0.286,"rgb(154,205,50)",9.533333333342
"O6",7.25e-13,1999.99,0.00999999999999091,6,84,1,98,0.265,"rgb(154,205,50)",4.41666666667068
"O7",NA,1999.99,0.00999999999999091,8,85,8,98,0.247,"rgb(107,142,35)",24.7000000000225
"O7",NA,1999.99,0.00999999999999091,8,86,7,98,0.225,"rgb(107,142,35)",19.6875000000179
"O7",NA,1999.99,0.00999999999999091,8,87,6,98,0.201,"rgb(107,142,35)",15.0750000000137
"O7",NA,1999.99,0.00999999999999091,8,88,5,98,0.178,"rgb(107,142,35)",11.1250000000101
"O7",NA,1999.99,0.00999999999999091,8,89,4,98,0.152,"rgb(107,142,35)",7.60000000000691
"O7",NA,1999.99,0.00999999999999091,8,90,3,98,0.133,"rgb(107,142,35)",4.98750000000454
"O7",NA,1999.99,0.00999999999999091,8,91,2,98,0.1129,"rgb(107,142,35)",2.82250000000257
"O7",NA,1999.99,0.00999999999999091,8,92,1,98,0.091,"rgb(107,142,35)",1.13750000000103
