"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",0.00303,1871.8,128.2,2,1,2,96,145.743,"rgb(123,104,238)",1.13684087363494
"K",0.00303,1871.8,128.2,2,2,1,96,143.2996,"rgb(123,104,238)",0.558890795631825
"L1",5e-04,1975.48,24.52,2,3,2,96,36.493,"rgb(25,25,112)",1.48829526916803
"L1",5e-04,1975.48,24.52,2,4,1,96,36,"rgb(25,25,112)",0.734094616639479
"L2",9.96e-05,1976.34,23.6600000000001,2,5,2,96,35.2,"rgb(0,0,139)",1.48774302620456
"L2",9.96e-05,1976.34,23.6600000000001,2,6,1,96,34.6,"rgb(0,0,139)",0.731191885038036
"L3",1.228e-05,1981.03,18.97,4,7,4,96,29.1,"rgb(0,0,205)",1.53400105429626
"L3",1.228e-05,1981.03,18.97,4,8,3,96,28.7,"rgb(0,0,205)",1.13468634686347
"L3",1.228e-05,1981.03,18.97,4,9,2,96,28.18,"rgb(0,0,205)",0.742751713231417
"L3",1.228e-05,1981.03,18.97,4,10,1,96,27.74,"rgb(0,0,205)",0.365577227200843
"M1",0.0001187,1993.66,6.33999999999992,2,11,2,96,13.55,"rgb(0,0,255)",2.13722397476343
"M1",0.0001187,1993.66,6.33999999999992,2,12,1,96,13.35,"rgb(0,0,255)",1.05283911671926
"M2",2.7e-05,1994.06,5.94000000000005,2,13,2,96,12.95,"rgb(65,105,225)",2.18013468013466
"M2",2.7e-05,1994.06,5.94000000000005,2,14,1,96,12.74,"rgb(65,105,225)",1.07239057239056
"M3",3.53e-06,1995.15,4.84999999999991,4,15,4,96,11.27,"rgb(70,130,180)",2.32371134020623
"M3",3.53e-06,1995.15,4.84999999999991,4,16,3,96,11.1,"rgb(70,130,180)",1.71649484536086
"M3",3.53e-06,1995.15,4.84999999999991,4,17,2,96,10.92,"rgb(70,130,180)",1.12577319587631
"M3",3.53e-06,1995.15,4.84999999999991,4,18,1,96,10.76,"rgb(70,130,180)",0.554639175257742
"M4",2.59e-08,1995.77,4.23000000000002,4,19,4,96,10.22,"rgb(100,149,237)",2.41607565011819
"M4",2.59e-08,1995.77,4.23000000000002,4,20,3,96,10.02,"rgb(100,149,237)",1.77659574468084
"M4",2.59e-08,1995.77,4.23000000000002,4,21,2,96,9.82,"rgb(100,149,237)",1.16075650118203
"M4",2.59e-08,1995.77,4.23000000000002,4,22,1,96,9.63,"rgb(100,149,237)",0.56914893617021
"M5",2.87e-08,1995.99,4.00999999999999,6,23,6,96,9.18,"rgb(0,191,255)",2.28927680798005
"M5",2.87e-08,1995.99,4.00999999999999,6,24,5,96,9,"rgb(0,191,255)",1.87032418952619
"M5",2.87e-08,1995.99,4.00999999999999,6,25,4,96,8.82,"rgb(0,191,255)",1.46633416458853
"M5",2.87e-08,1995.99,4.00999999999999,6,26,3,96,8.62,"rgb(0,191,255)",1.07481296758105
"M5",2.87e-08,1995.99,4.00999999999999,6,27,2,96,8.44,"rgb(0,191,255)",0.701579384871157
"M5",2.87e-08,1995.99,4.00999999999999,6,28,1,96,8.27,"rgb(0,191,255)",0.343724023275146
"N1",3.25e-05,1998.32,1.68000000000006,2,29,2,96,5.2,"rgb(0,128,128)",3.09523809523798
"N1",3.25e-05,1998.32,1.68000000000006,2,30,1,96,5.11,"rgb(0,128,128)",1.52083333333328
"N2",7.42e-06,1998.5,1.5,2,31,2,96,4.88,"rgb(95,158,160)",3.25333333333333
