"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",3.4e-06,1998.93,1.06999999999994,2,1,2,11,1.6487022,"rgb(123,104,238)",1.54084317757019
"K",3.4e-06,1998.93,1.06999999999994,2,2,1,11,1.465134502,"rgb(123,104,238)",0.684642290654246
"L1",2.04e-07,1999.94,0.0599999999999454,2,3,2,11,0.299856,"rgb(25,25,112)",4.99760000000455
"L1",2.04e-07,1999.94,0.0599999999999454,2,4,1,11,0.264192,"rgb(25,25,112)",2.201600000002
"L2",8.11e-11,1999.97,0.0299999999999727,2,5,2,11,0.208504,"rgb(0,0,139)",6.95013333333965
"L2",8.11e-11,1999.97,0.0299999999999727,2,6,1,11,0.17223,"rgb(0,0,139)",2.87050000000261
"L3",1.632e-10,1999.97,0.0299999999999727,4,7,4,11,0.138404,"rgb(0,0,205)",4.61346666667086
"L3",1.632e-10,1999.97,0.0299999999999727,4,8,3,11,0.098936,"rgb(0,0,205)",2.47340000000225
"L3",1.632e-10,1999.97,0.0299999999999727,4,9,2,11,0.07162,"rgb(0,0,205)",1.19366666666775
"L3",1.632e-10,1999.97,0.0299999999999727,4,10,1,11,0.04728636,"rgb(0,0,205)",0.394053000000358
"M1",4.56e-09,2000,0.00513907696,2,11,2,11,0.00513907696,"rgb(0,0,255)",1
