"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",7.51e-05,1988.9,11.0999999999999,2,1,2,32,14.11943,"rgb(123,104,238)",1.27202072072073
"K",7.51e-05,1988.9,11.0999999999999,2,2,1,32,13.5574208,"rgb(123,104,238)",0.610694630630636
"L1",7.48e-06,1998.59,1.41000000000008,2,3,2,32,3.194293,"rgb(25,25,112)",2.26545602836866
"L1",7.48e-06,1998.59,1.41000000000008,2,4,1,32,3.074,"rgb(25,25,112)",1.09007092198575
"L2",5.13e-08,1998.75,1.25,2,5,2,32,2.8819,"rgb(0,0,139)",2.30552
"L2",5.13e-08,1998.75,1.25,2,6,1,32,2.7371,"rgb(0,0,139)",1.09484
"L3",6.77e-08,1998.78,1.22000000000003,4,7,4,32,2.575,"rgb(0,0,205)",2.11065573770487
"L3",6.77e-08,1998.78,1.22000000000003,4,8,3,32,2.439,"rgb(0,0,205)",1.49938524590161
"L3",6.77e-08,1998.78,1.22000000000003,4,9,2,32,2.304,"rgb(0,0,205)",0.944262295081946
"L3",6.77e-08,1998.78,1.22000000000003,4,10,1,32,2.1801,"rgb(0,0,205)",0.446741803278679
"M1",1.116e-06,1999.82,0.180000000000064,2,11,2,32,0.88044,"rgb(0,0,255)",4.8913333333316
"M1",1.116e-06,1999.82,0.180000000000064,2,12,1,32,0.8371,"rgb(0,0,255)",2.32527777777696
"M2",7.65e-09,1999.87,0.130000000000109,2,13,2,32,0.744,"rgb(65,105,225)",5.72307692307212
"M2",7.65e-09,1999.87,0.130000000000109,2,14,1,32,0.7067,"rgb(65,105,225)",2.71807692307464
"M3",1.006e-08,1999.88,0.119999999999891,4,15,4,32,0.6628,"rgb(70,130,180)",5.52333333333836
"M3",1.006e-08,1999.88,0.119999999999891,4,16,3,32,0.6091,"rgb(70,130,180)",3.80687500000346
"M3",1.006e-08,1999.88,0.119999999999891,4,17,2,32,0.5673,"rgb(70,130,180)",2.36375000000215
"M3",1.006e-08,1999.88,0.119999999999891,4,18,1,32,0.5279,"rgb(70,130,180)",1.09979166666767
"M4",1.95e-12,1999.97,0.0299999999999727,4,19,4,32,0.407,"rgb(100,149,237)",13.566666666679
"M4",1.95e-12,1999.97,0.0299999999999727,4,20,3,32,0.367,"rgb(100,149,237)",9.17500000000834
"M4",1.95e-12,1999.97,0.0299999999999727,4,21,2,32,0.326,"rgb(100,149,237)",5.43333333333828
"M4",1.95e-12,1999.97,0.0299999999999727,4,22,1,32,0.286,"rgb(100,149,237)",2.3833333333355
"M5",5.42e-12,1999.97,0.0299999999999727,6,23,6,32,0.2521,"rgb(0,191,255)",8.40333333334098
"M5",5.42e-12,1999.97,0.0299999999999727,6,24,5,32,0.2125,"rgb(0,191,255)",5.90277777778315
"M5",5.42e-12,1999.97,0.0299999999999727,6,25,4,32,0.1764,"rgb(0,191,255)",3.92000000000357
"M5",5.42e-12,1999.97,0.0299999999999727,6,26,3,32,0.1449,"rgb(0,191,255)",2.4150000000022
"M5",5.42e-12,1999.97,0.0299999999999727,6,27,2,32,0.1159,"rgb(0,191,255)",1.28777777777895
"M5",5.42e-12,1999.97,0.0299999999999727,6,28,1,32,0.0905,"rgb(0,191,255)",0.502777777778235
"N1",7.45e-08,1999.99,0.00999999999999091,2,29,2,32,0.0457155,"rgb(0,128,128)",4.57155000000416
"N1",7.45e-08,1999.99,0.00999999999999091,2,30,1,32,0.0340576,"rgb(0,128,128)",1.70288000000155
"N2",2.86e-10,2000,0.01593461,2,31,2,32,0.01593461,"rgb(95,158,160)",1
"N2",2.86e-10,2000,0.007899435,2,32,2,32,0.007899435,"rgb(95,158,160)",1
