"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",5.55e-06,1998.44,1.55999999999995,2,1,2,13,2.30414007,"rgb(123,104,238)",1.47701286538467
"K",5.55e-06,1998.44,1.55999999999995,2,2,1,13,2.08597702,"rgb(123,104,238)",0.668582378205152
"L1",3.77e-07,1999.88,0.119999999999891,2,3,2,13,0.442005,"rgb(25,25,112)",3.68337500000335
"L1",3.77e-07,1999.88,0.119999999999891,2,4,1,13,0.39865,"rgb(25,25,112)",1.66104166666818
"L2",2.45e-10,1999.93,0.0699999999999363,2,5,2,13,0.33021,"rgb(0,0,139)",4.71728571429
"L2",2.45e-10,1999.93,0.0699999999999363,2,6,1,13,0.28464,"rgb(0,0,139)",2.03314285714471
"L3",4.75e-10,1999.93,0.0699999999999363,4,7,4,13,0.24176,"rgb(0,0,205)",3.45371428571743
"L3",4.75e-10,1999.93,0.0699999999999363,4,8,3,13,0.19049,"rgb(0,0,205)",2.04096428571614
"L3",4.75e-10,1999.93,0.0699999999999363,4,9,2,13,0.1538252,"rgb(0,0,205)",1.09875142857243
"L3",4.75e-10,1999.93,0.0699999999999363,4,10,1,13,0.1199924,"rgb(0,0,205)",0.428544285714675
"M1",2.01e-08,2000,0.028447642,2,11,2,13,0.028447642,"rgb(0,0,255)",1
"M1",2.01e-08,2000,0.01882855,2,12,1,13,0.01882855,"rgb(0,0,255)",0.5
"M2",7.76e-12,1999.99,0.00999999999999091,2,13,2,13,0.005985769,"rgb(65,105,225)",0.598576900000544
