"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",8.21e-05,1988.13,11.8699999999999,2,1,2,33,15.028907,"rgb(123,104,238)",1.26612527379951
"K",8.21e-05,1988.13,11.8699999999999,2,2,1,33,14.447678,"rgb(123,104,238)",0.608579528222415
"L1",8.24e-06,1998.47,1.52999999999997,2,3,2,33,3.411643,"rgb(25,25,112)",2.22983202614383
"L1",8.24e-06,1998.47,1.52999999999997,2,4,1,33,3.287,"rgb(25,25,112)",1.07418300653597
"L2",6.12e-08,1998.64,1.3599999999999,2,5,2,33,3.0881,"rgb(0,0,139)",2.27066176470605
"L2",6.12e-08,1998.64,1.3599999999999,2,6,1,33,2.938,"rgb(0,0,139)",1.08014705882361
"L3",7.9e-08,1998.68,1.31999999999994,4,7,4,33,2.766,"rgb(0,0,205)",2.09545454545465
"L3",7.9e-08,1998.68,1.31999999999994,4,8,3,33,2.626,"rgb(0,0,205)",1.49204545454553
"L3",7.9e-08,1998.68,1.31999999999994,4,9,2,33,2.486,"rgb(0,0,205)",0.941666666666712
"L3",7.9e-08,1998.68,1.31999999999994,4,10,1,33,2.3569,"rgb(0,0,205)",0.446382575757597
"M1",1.256e-06,1999.8,0.200000000000045,2,11,2,33,0.95679,"rgb(0,0,255)",4.78394999999891
"M1",1.256e-06,1999.8,0.200000000000045,2,12,1,33,0.9117,"rgb(0,0,255)",2.27924999999948
"M2",9.4e-09,1999.85,0.150000000000091,2,13,2,33,0.814,"rgb(65,105,225)",5.42666666666338
"M2",9.4e-09,1999.85,0.150000000000091,2,14,1,33,0.774,"rgb(65,105,225)",2.57999999999844
"M3",1.209e-08,1999.86,0.1400000000001,4,15,4,33,0.7289,"rgb(70,130,180)",5.20642857142485
"M3",1.209e-08,1999.86,0.1400000000001,4,16,3,33,0.6729,"rgb(70,130,180)",3.60482142856885
"M3",1.209e-08,1999.86,0.1400000000001,4,17,2,33,0.6288,"rgb(70,130,180)",2.24571428571268
"M3",1.209e-08,1999.86,0.1400000000001,4,18,1,33,0.5876,"rgb(70,130,180)",1.04928571428496
"M4",2.69e-12,1999.96,0.0399999999999636,4,19,4,33,0.46,"rgb(100,149,237)",11.5000000000105
"M4",2.69e-12,1999.96,0.0399999999999636,4,20,3,33,0.418,"rgb(100,149,237)",7.83750000000713
"M4",2.69e-12,1999.96,0.0399999999999636,4,21,2,33,0.375,"rgb(100,149,237)",4.68750000000426
"M4",2.69e-12,1999.96,0.0399999999999636,4,22,1,33,0.333,"rgb(100,149,237)",2.08125000000189
"M5",7.47e-12,1999.96,0.0399999999999636,6,23,6,33,0.296,"rgb(0,191,255)",7.40000000000673
"M5",7.47e-12,1999.96,0.0399999999999636,6,24,5,33,0.247,"rgb(0,191,255)",5.14583333333801
"M5",7.47e-12,1999.96,0.0399999999999636,6,25,4,33,0.213,"rgb(0,191,255)",3.55000000000323
"M5",7.47e-12,1999.96,0.0399999999999636,6,26,3,33,0.18,"rgb(0,191,255)",2.25000000000205
"M5",7.47e-12,1999.96,0.0399999999999636,6,27,2,33,0.147,"rgb(0,191,255)",1.22500000000111
"M5",7.47e-12,1999.96,0.0399999999999636,6,28,1,33,0.12119,"rgb(0,191,255)",0.504958333333793
"N1",9.67e-08,1999.99,0.00999999999999091,2,29,2,33,0.06277,"rgb(0,128,128)",6.27700000000571
"N1",9.67e-08,1999.99,0.00999999999999091,2,30,1,33,0.05015,"rgb(0,128,128)",2.50750000000228
"N2",4.5e-10,2000,0.028349,2,31,2,33,0.028349,"rgb(95,158,160)",1
"N2",4.5e-10,2000,0.0185892,2,32,1,33,0.0185892,"rgb(95,158,160)",0.5
"N3",5.83e-10,2000,0.00978855,4,33,2,33,0.00978855,"rgb(32,178,170)",0.5
