"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",0.000398,1962.56,37.4400000000001,2,1,2,56,44.56147,"rgb(123,104,238)",1.19021020299145
"K",0.000398,1962.56,37.4400000000001,2,2,1,56,43.485366,"rgb(123,104,238)",0.580734054487179
"L1",4.66e-05,1994.01,5.99000000000001,2,3,2,56,10.61642,"rgb(25,25,112)",1.7723572621035
"L1",4.66e-05,1994.01,5.99000000000001,2,4,1,56,10.376,"rgb(25,25,112)",0.866110183639398
"L2",1.476e-06,1994.38,5.61999999999989,2,5,2,56,10.023,"rgb(0,0,139)",1.78345195729541
"L2",1.476e-06,1994.38,5.61999999999989,2,6,1,56,9.739,"rgb(0,0,139)",0.866459074733113
"L3",1.011e-06,1994.75,5.25,4,7,4,56,9.077,"rgb(0,0,205)",1.72895238095238
"L3",1.011e-06,1994.75,5.25,4,8,3,56,8.831,"rgb(0,0,205)",1.26157142857143
"L3",1.011e-06,1994.75,5.25,4,9,2,56,8.565,"rgb(0,0,205)",0.815714285714286
"L3",1.011e-06,1994.75,5.25,4,10,1,56,8.326,"rgb(0,0,205)",0.39647619047619
"M1",9.49e-06,1998.71,1.28999999999996,2,11,2,56,3.64,"rgb(0,0,255)",2.82170542635667
"M1",9.49e-06,1998.71,1.28999999999996,2,12,1,56,3.546,"rgb(0,0,255)",1.3744186046512
"M2",3.3e-07,1998.86,1.1400000000001,2,13,2,56,3.363,"rgb(65,105,225)",2.94999999999974
"M2",3.3e-07,1998.86,1.1400000000001,2,14,1,56,3.266,"rgb(65,105,225)",1.43245614035075
"M3",2.29e-07,1998.94,1.05999999999995,4,15,4,56,3.081,"rgb(70,130,180)",2.90660377358506
"M3",2.29e-07,1998.94,1.05999999999995,4,16,3,56,2.994,"rgb(70,130,180)",2.1183962264152
"M3",2.29e-07,1998.94,1.05999999999995,4,17,2,56,2.901,"rgb(70,130,180)",1.36839622641516
"M3",2.29e-07,1998.94,1.05999999999995,4,18,1,56,2.814,"rgb(70,130,180)",0.663679245283053
"M4",3.22e-10,1999.2,0.799999999999955,4,19,4,56,2.547,"rgb(100,149,237)",3.18375000000018
"M4",3.22e-10,1999.2,0.799999999999955,4,20,3,56,2.452,"rgb(100,149,237)",2.29875000000013
"M4",3.22e-10,1999.2,0.799999999999955,4,21,2,56,2.349,"rgb(100,149,237)",1.46812500000008
"M4",3.22e-10,1999.2,0.799999999999955,4,22,1,56,2.256,"rgb(100,149,237)",0.70500000000004
"M5",6.91e-10,1999.22,0.779999999999973,6,23,6,56,2.142,"rgb(0,191,255)",2.74615384615394
"M5",6.91e-10,1999.22,0.779999999999973,6,24,5,56,2.047,"rgb(0,191,255)",2.18696581196589
"M5",6.91e-10,1999.22,0.779999999999973,6,25,4,56,1.958,"rgb(0,191,255)",1.67350427350433
"M5",6.91e-10,1999.22,0.779999999999973,6,26,3,56,1.864,"rgb(0,191,255)",1.19487179487184
"M5",6.91e-10,1999.22,0.779999999999973,6,27,2,56,1.776,"rgb(0,191,255)",0.758974358974386
"M5",6.91e-10,1999.22,0.779999999999973,6,28,1,56,1.695,"rgb(0,191,255)",0.3621794871795
"N1",2.05e-06,1999.75,0.25,2,29,2,56,0.97662,"rgb(0,128,128)",3.90648
"N1",2.05e-06,1999.75,0.25,2,30,1,56,0.935,"rgb(0,128,128)",1.87
"N2",6.82e-08,1999.81,0.190000000000055,2,31,2,56,0.846,"rgb(95,158,160)",4.45263157894609
"N2",6.82e-08,1999.81,0.190000000000055,2,32,1,56,0.809,"rgb(95,158,160)",2.12894736842044
"N3",4.74e-08,1999.82,0.180000000000064,4,33,4,56,0.752,"rgb(32,178,170)",4.1777777777763
"N3",4.74e-08,1999.82,0.180000000000064,4,34,3,56,0.717,"rgb(32,178,170)",2.98749999999894
"N3",4.74e-08,1999.82,0.180000000000064,4,35,2,56,0.679,"rgb(32,178,170)",1.88611111111044
"N3",4.74e-08,1999.82,0.180000000000064,4,36,1,56,0.646,"rgb(32,178,170)",0.897222222221905
"N4",6.29e-11,1999.91,0.0899999999999181,4,37,4,56,0.52,"rgb(0,206,209)",5.77777777778303
"N4",6.29e-11,1999.91,0.0899999999999181,4,38,3,56,0.488,"rgb(0,206,209)",4.06666666667036
"N4",6.29e-11,1999.91,0.0899999999999181,4,39,2,56,0.455,"rgb(0,206,209)",2.52777777778008
"N4",6.29e-11,1999.91,0.0899999999999181,4,40,1,56,0.422,"rgb(0,206,209)",1.17222222222329
"N5",1.347e-10,1999.91,0.0899999999999181,6,41,6,56,0.39,"rgb(64,224,208)",4.33333333333727
"N5",1.347e-10,1999.91,0.0899999999999181,6,42,5,56,0.354,"rgb(64,224,208)",3.27777777778076
"N5",1.347e-10,1999.91,0.0899999999999181,6,43,4,56,0.325,"rgb(64,224,208)",2.4074074074096
