"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",0.000876,1936.69,63.3099999999999,2,1,2,71,73.8048,"rgb(123,104,238)",1.16576844100458
"K",0.000876,1936.69,63.3099999999999,2,2,1,71,72.32291,"rgb(123,104,238)",0.571180777128416
"L1",0.000114,1989.13,10.8699999999999,2,3,2,71,17.92805,"rgb(25,25,112)",1.64931462741492
"L1",0.000114,1989.13,10.8699999999999,2,4,1,71,17.61,"rgb(25,25,112)",0.810027598896052
"L2",7.57e-06,1989.65,10.3499999999999,2,5,2,71,17.12,"rgb(0,0,139)",1.65410628019325
"L2",7.57e-06,1989.65,10.3499999999999,2,6,1,71,16.73,"rgb(0,0,139)",0.808212560386481
"L3",3.04e-06,1990.76,9.24000000000001,4,7,4,71,15.211,"rgb(0,0,205)",1.64621212121212
"L3",3.04e-06,1990.76,9.24000000000001,4,8,3,71,14.89,"rgb(0,0,205)",1.20860389610389
"L3",3.04e-06,1990.76,9.24000000000001,4,9,2,71,14.542,"rgb(0,0,205)",0.786904761904761
"L3",3.04e-06,1990.76,9.24000000000001,4,10,1,71,14.228,"rgb(0,0,205)",0.38495670995671
"M1",2.51e-05,1997.51,2.49000000000001,2,11,2,71,6.452,"rgb(0,0,255)",2.59116465863453
"M1",2.51e-05,1997.51,2.49000000000001,2,12,1,71,6.326,"rgb(0,0,255)",1.27028112449799
"M2",1.87e-06,1997.74,2.25999999999999,2,13,2,71,6.07,"rgb(65,105,225)",2.68584070796461
"M2",1.87e-06,1997.74,2.25999999999999,2,14,1,71,5.937,"rgb(65,105,225)",1.31349557522124
"M3",7.72e-07,1997.98,2.01999999999998,4,15,4,71,5.525,"rgb(70,130,180)",2.73514851485151
"M3",7.72e-07,1997.98,2.01999999999998,4,16,3,71,5.408,"rgb(70,130,180)",2.00792079207923
"M3",7.72e-07,1997.98,2.01999999999998,4,17,2,71,5.282,"rgb(70,130,180)",1.30742574257427
"M3",7.72e-07,1997.98,2.01999999999998,4,18,1,71,5.168,"rgb(70,130,180)",0.639603960396045
"M4",2.24e-09,1998.36,1.6400000000001,4,19,4,71,4.803,"rgb(100,149,237)",2.92865853658519
"M4",2.24e-09,1998.36,1.6400000000001,4,20,3,71,4.673,"rgb(100,149,237)",2.1370426829267
"M4",2.24e-09,1998.36,1.6400000000001,4,21,2,71,4.532,"rgb(100,149,237)",1.38170731707309
"M4",2.24e-09,1998.36,1.6400000000001,4,22,1,71,4.403,"rgb(100,149,237)",0.671189024390203
"M5",3.87e-09,1998.41,1.58999999999992,6,23,6,71,4.211,"rgb(0,191,255)",2.64842767295611
"M5",3.87e-09,1998.41,1.58999999999992,6,24,5,71,4.086,"rgb(0,191,255)",2.14150943396237
"M5",3.87e-09,1998.41,1.58999999999992,6,25,4,71,3.96,"rgb(0,191,255)",1.66037735849065
"M5",3.87e-09,1998.41,1.58999999999992,6,26,3,71,3.828,"rgb(0,191,255)",1.20377358490572
"M5",3.87e-09,1998.41,1.58999999999992,6,27,2,71,3.706,"rgb(0,191,255)",0.776939203354338
"M5",3.87e-09,1998.41,1.58999999999992,6,28,1,71,3.59,"rgb(0,191,255)",0.376310272536707
"N1",5.93e-06,1999.49,0.509999999999991,2,29,2,71,2.1255,"rgb(0,128,128)",4.1676470588236
"N1",5.93e-06,1999.49,0.509999999999991,2,30,1,71,2.067,"rgb(0,128,128)",2.02647058823533
"N2",4.32e-07,1999.59,0.410000000000082,2,31,2,71,1.933,"rgb(95,158,160)",4.71463414634052
"N2",4.32e-07,1999.59,0.410000000000082,2,32,1,71,1.875,"rgb(95,158,160)",2.2865853658532
"N3",1.77e-07,1999.64,0.3599999999999,4,33,4,71,1.747,"rgb(32,178,170)",4.85277777777913
"N3",1.77e-07,1999.64,0.3599999999999,4,34,3,71,1.696,"rgb(32,178,170)",3.53333333333432
"N3",1.77e-07,1999.64,0.3599999999999,4,35,2,71,1.641,"rgb(32,178,170)",2.2791666666673
"N3",1.77e-07,1999.64,0.3599999999999,4,36,1,71,1.591,"rgb(32,178,170)",1.10486111111142
"N4",5.3e-10,1999.8,0.200000000000045,4,37,4,71,1.395,"rgb(0,206,209)",6.97499999999841
