"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",0.0001779,1978.96,21.04,2,1,2,43,25.78699,"rgb(123,104,238)",1.22561739543726
"K",0.0001779,1978.96,21.04,2,2,1,43,25.004533,"rgb(123,104,238)",0.594214187262358
"L1",1.92e-05,1996.96,3.03999999999996,2,3,2,43,6.008391,"rgb(25,25,112)",1.97644440789476
"L1",1.92e-05,1996.96,3.03999999999996,2,4,1,43,5.838,"rgb(25,25,112)",0.960197368421064
"L2",2.88e-07,1997.21,2.78999999999996,2,5,2,43,5.57,"rgb(0,0,139)",1.99641577060935
"L2",2.88e-07,1997.21,2.78999999999996,2,6,1,43,5.361,"rgb(0,0,139)",0.960752688172056
"L3",2.89e-07,1997.32,2.68000000000006,4,7,4,43,5.06,"rgb(0,0,205)",1.88805970149249
"L3",2.89e-07,1997.32,2.68000000000006,4,8,3,43,4.874,"rgb(0,0,205)",1.3639925373134
"L3",2.89e-07,1997.32,2.68000000000006,4,9,2,43,4.681,"rgb(0,0,205)",0.873320895522367
"L3",2.89e-07,1997.32,2.68000000000006,4,10,1,43,4.505,"rgb(0,0,205)",0.420242537313423
"M1",3.46e-06,1999.46,0.539999999999964,2,11,2,43,1.90028,"rgb(0,0,255)",3.51903703703727
"M1",3.46e-06,1999.46,0.539999999999964,2,12,1,43,1.838,"rgb(0,0,255)",1.70185185185197
"M2",5.53e-08,1999.56,0.440000000000055,2,13,2,43,1.689,"rgb(65,105,225)",3.83863636363589
"M2",5.53e-08,1999.56,0.440000000000055,2,14,1,43,1.638,"rgb(65,105,225)",1.86136363636341
"M3",5.57e-08,1999.57,0.430000000000064,4,15,4,43,1.559,"rgb(70,130,180)",3.6255813953483
"M3",5.57e-08,1999.57,0.430000000000064,4,16,3,43,1.4795,"rgb(70,130,180)",2.58052325581357
"M3",5.57e-08,1999.57,0.430000000000064,4,17,2,43,1.4116,"rgb(70,130,180)",1.64139534883697
"M3",5.57e-08,1999.57,0.430000000000064,4,18,1,43,1.354,"rgb(70,130,180)",0.787209302325465
"M4",3.37e-11,1999.74,0.259999999999991,4,19,4,43,1.166,"rgb(100,149,237)",4.48461538461554
"M4",3.37e-11,1999.74,0.259999999999991,4,20,3,43,1.102,"rgb(100,149,237)",3.17884615384627
"M4",3.37e-11,1999.74,0.259999999999991,4,21,2,43,1.032,"rgb(100,149,237)",1.98461538461545
"M4",3.37e-11,1999.74,0.259999999999991,4,22,1,43,0.968,"rgb(100,149,237)",0.930769230769263
"M5",8.48e-11,1999.75,0.25,6,23,6,43,0.904,"rgb(0,191,255)",3.616
"M5",8.48e-11,1999.75,0.25,6,24,5,43,0.829,"rgb(0,191,255)",2.76333333333333
"M5",8.48e-11,1999.75,0.25,6,25,4,43,0.773,"rgb(0,191,255)",2.06133333333333
"M5",8.48e-11,1999.75,0.25,6,26,3,43,0.713,"rgb(0,191,255)",1.426
"M5",8.48e-11,1999.75,0.25,6,27,2,43,0.655,"rgb(0,191,255)",0.873333333333333
"M5",8.48e-11,1999.75,0.25,6,28,1,43,0.604,"rgb(0,191,255)",0.402666666666667
"N1",5.54e-07,1999.93,0.0699999999999363,2,29,2,43,0.33855,"rgb(0,128,128)",4.83642857143297
"N1",5.54e-07,1999.93,0.0699999999999363,2,30,1,43,0.311,"rgb(0,128,128)",2.22142857143059
"N2",7.67e-09,1999.96,0.0399999999999636,2,31,2,43,0.26208,"rgb(95,158,160)",6.55200000000596
"N2",7.67e-09,1999.96,0.0399999999999636,2,32,1,43,0.239,"rgb(95,158,160)",2.98750000000272
"N3",7.8e-09,1999.96,0.0399999999999636,4,33,4,43,0.214,"rgb(32,178,170)",5.35000000000487
"N3",7.8e-09,1999.96,0.0399999999999636,4,34,3,43,0.1899,"rgb(32,178,170)",3.56062500000324
"N3",7.8e-09,1999.96,0.0399999999999636,4,35,2,43,0.169,"rgb(32,178,170)",2.11250000000192
"N3",7.8e-09,1999.96,0.0399999999999636,4,36,1,43,0.15,"rgb(32,178,170)",0.937500000000853
"N4",2.84e-12,2000,0.088,4,37,4,43,0.088,"rgb(0,206,209)",1
"N4",2.84e-12,2000,0.072,4,38,3,43,0.072,"rgb(0,206,209)",0.75
"N4",2.84e-12,2000,0.057,4,39,2,43,0.057,"rgb(0,206,209)",0.5
"N4",2.84e-12,2000,0.041,4,40,1,43,0.041,"rgb(0,206,209)",0.25
"N5",6.96e-12,2000,0.02955,6,41,2,43,0.02955,"rgb(64,224,208)",0.333333333333333
"N5",6.96e-12,2000,0.01526,6,42,2,43,0.01526,"rgb(64,224,208)",0.333333333333333
"N5",6.96e-12,2000,0.00711938,6,43,2,43,0.00711938,"rgb(64,224,208)",0.333333333333333
