"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",8.95e-05,1987.34,12.6600000000001,2,1,2,34,15.968084,"rgb(123,104,238)",1.26130205371247
"K",8.95e-05,1987.34,12.6600000000001,2,2,1,34,15.367491,"rgb(123,104,238)",0.606930924170612
"L1",9.06e-06,1998.35,1.65000000000009,2,3,2,34,3.636526,"rgb(25,25,112)",2.20395515151503
"L1",9.06e-06,1998.35,1.65000000000009,2,4,1,34,3.507,"rgb(25,25,112)",1.06272727272721
"L2",7.27e-08,1998.52,1.48000000000002,2,5,2,34,3.3018,"rgb(0,0,139)",2.23094594594592
"L2",7.27e-08,1998.52,1.48000000000002,2,6,1,34,3.146,"rgb(0,0,139)",1.06283783783782
"L3",9.17e-08,1998.56,1.44000000000005,4,7,4,34,2.964,"rgb(0,0,205)",2.05833333333326
"L3",9.17e-08,1998.56,1.44000000000005,4,8,3,34,2.82,"rgb(0,0,205)",1.46874999999994
"L3",9.17e-08,1998.56,1.44000000000005,4,9,2,34,2.674,"rgb(0,0,205)",0.928472222222187
"L3",9.17e-08,1998.56,1.44000000000005,4,10,1,34,2.5407,"rgb(0,0,205)",0.441093749999983
"M1",1.409e-06,1999.77,0.230000000000018,2,11,2,34,1.03636,"rgb(0,0,255)",4.5059130434779
"M1",1.409e-06,1999.77,0.230000000000018,2,12,1,34,0.9896,"rgb(0,0,255)",2.15130434782592
"M2",1.149e-08,1999.83,0.170000000000073,2,13,2,34,0.887,"rgb(65,105,225)",5.2176470588213
"M2",1.149e-08,1999.83,0.170000000000073,2,14,1,34,0.8458,"rgb(65,105,225)",2.48764705882246
"M3",1.444e-08,1999.84,0.160000000000082,4,15,4,34,0.798,"rgb(70,130,180)",4.98749999999745
"M3",1.444e-08,1999.84,0.160000000000082,4,16,3,34,0.7398,"rgb(70,130,180)",3.46781249999823
"M3",1.444e-08,1999.84,0.160000000000082,4,17,2,34,0.6934,"rgb(70,130,180)",2.16687499999889
"M3",1.444e-08,1999.84,0.160000000000082,4,18,1,34,0.6505,"rgb(70,130,180)",1.01640624999948
"M4",3.65e-12,1999.94,0.0599999999999454,4,19,4,34,0.517,"rgb(100,149,237)",8.6166666666745
"M4",3.65e-12,1999.94,0.0599999999999454,4,20,3,34,0.473,"rgb(100,149,237)",5.91250000000538
"M4",3.65e-12,1999.94,0.0599999999999454,4,21,2,34,0.426,"rgb(100,149,237)",3.55000000000323
"M4",3.65e-12,1999.94,0.0599999999999454,4,22,1,34,0.383,"rgb(100,149,237)",1.59583333333478
"M5",1.008e-11,1999.94,0.0599999999999454,6,23,6,34,0.3429,"rgb(0,191,255)",5.7150000000052
"M5",1.008e-11,1999.94,0.0599999999999454,6,24,5,34,0.291,"rgb(0,191,255)",4.04166666667034
"M5",1.008e-11,1999.94,0.0599999999999454,6,25,4,34,0.255,"rgb(0,191,255)",2.83333333333591
"M5",1.008e-11,1999.94,0.0599999999999454,6,26,3,34,0.219,"rgb(0,191,255)",1.82500000000166
"M5",1.008e-11,1999.94,0.0599999999999454,6,27,2,34,0.184,"rgb(0,191,255)",1.02222222222315
"M5",1.008e-11,1999.94,0.0599999999999454,6,28,1,34,0.155327,"rgb(0,191,255)",0.431463888889281
"N1",1.214e-07,1999.98,0.0199999999999818,2,29,2,34,0.08183,"rgb(0,128,128)",4.09150000000372
"N1",1.214e-07,1999.98,0.0199999999999818,2,30,1,34,0.0683,"rgb(0,128,128)",1.70750000000155
"N2",6.6e-10,1999.99,0.00999999999999091,2,31,2,34,0.042947,"rgb(95,158,160)",4.29470000000391
"N2",6.6e-10,1999.99,0.00999999999999091,2,32,1,34,0.031697,"rgb(95,158,160)",1.58485000000144
"N3",8.28e-10,1999.99,0.00999999999999091,4,33,2,34,0.021196,"rgb(32,178,170)",1.05980000000096
"N3",8.28e-10,1999.99,0.00999999999999091,4,34,2,34,0.009752392,"rgb(32,178,170)",0.487619600000444
