"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",0.000833,1938.67,61.3299999999999,2,1,2,70,71.5748,"rgb(123,104,238)",1.16704386107941
"K",0.000833,1938.67,61.3299999999999,2,2,1,70,70.12304,"rgb(123,104,238)",0.571686287298223
"L1",0.0001076,1989.51,10.49,2,3,2,70,17.36544,"rgb(25,25,112)",1.65542802669209
"L1",0.0001076,1989.51,10.49,2,4,1,70,17.05,"rgb(25,25,112)",0.812678741658722
"L2",6.82e-06,1990.02,9.98000000000002,2,5,2,70,16.57,"rgb(0,0,139)",1.66032064128256
"L2",6.82e-06,1990.02,9.98000000000002,2,6,1,70,16.191,"rgb(0,0,139)",0.811172344689377
"L3",2.85e-06,1991.06,8.94000000000005,4,7,4,70,14.752,"rgb(0,0,205)",1.65011185682326
"L3",2.85e-06,1991.06,8.94000000000005,4,8,3,70,14.435,"rgb(0,0,205)",1.2109899328859
"L3",2.85e-06,1991.06,8.94000000000005,4,9,2,70,14.093,"rgb(0,0,205)",0.788199105145409
"L3",2.85e-06,1991.06,8.94000000000005,4,10,1,70,13.784,"rgb(0,0,205)",0.385458612975389
"M1",2.36e-05,1997.6,2.40000000000009,2,11,2,70,6.236,"rgb(0,0,255)",2.59833333333323
"M1",2.36e-05,1997.6,2.40000000000009,2,12,1,70,6.111,"rgb(0,0,255)",1.27312499999995
"M2",1.679e-06,1997.83,2.17000000000007,2,13,2,70,5.86,"rgb(65,105,225)",2.700460829493
"M2",1.679e-06,1997.83,2.17000000000007,2,14,1,70,5.731,"rgb(65,105,225)",1.32050691244235
"M3",7.19e-07,1998.05,1.95000000000005,4,15,4,70,5.339,"rgb(70,130,180)",2.73794871794865
"M3",7.19e-07,1998.05,1.95000000000005,4,16,3,70,5.224,"rgb(70,130,180)",2.00923076923072
"M3",7.19e-07,1998.05,1.95000000000005,4,17,2,70,5.101,"rgb(70,130,180)",1.30794871794869
"M3",7.19e-07,1998.05,1.95000000000005,4,18,1,70,4.988,"rgb(70,130,180)",0.639487179487165
"M4",2e-09,1998.42,1.57999999999993,4,19,4,70,4.63,"rgb(100,149,237)",2.93037974683558
"M4",2e-09,1998.42,1.57999999999993,4,20,3,70,4.502,"rgb(100,149,237)",2.13702531645579
