"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",8.43e-06,1997.85,2.15000000000009,2,1,2,15,3.0698416,"rgb(123,104,238)",1.42783330232552
"K",8.43e-06,1997.85,2.15000000000009,2,2,1,15,2.81690879,"rgb(123,104,238)",0.655095067441833
"L1",6.25e-07,1999.81,0.190000000000055,2,3,2,15,0.611741,"rgb(25,25,112)",3.21968947368329
"L1",6.25e-07,1999.81,0.190000000000055,2,4,1,15,0.56062,"rgb(25,25,112)",1.47531578947326
"L2",6.03e-10,1999.86,0.1400000000001,2,5,2,15,0.47944,"rgb(0,0,139)",3.42457142856898
"L2",6.03e-10,1999.86,0.1400000000001,2,6,1,15,0.4244,"rgb(0,0,139)",1.5157142857132
"L3",1.126e-09,1999.86,0.1400000000001,4,7,4,15,0.37231,"rgb(0,0,205)",2.65935714285524
"L3",1.126e-09,1999.86,0.1400000000001,4,8,3,15,0.3096,"rgb(0,0,205)",1.65857142857024
"L3",1.126e-09,1999.86,0.1400000000001,4,9,2,15,0.26357,"rgb(0,0,205)",0.941321428570756
"L3",1.126e-09,1999.86,0.1400000000001,4,10,1,15,0.22043,"rgb(0,0,205)",0.393624999999719
"M1",4.75e-08,1999.98,0.0199999999999818,2,11,2,15,0.06502511,"rgb(0,0,255)",3.25125550000296
"M1",4.75e-08,1999.98,0.0199999999999818,2,12,1,15,0.05144387,"rgb(0,0,255)",1.28609675000117
"M2",3.26e-11,1999.99,0.00999999999999091,2,13,2,15,0.03020264,"rgb(65,105,225)",3.02026400000275
"M2",3.26e-11,1999.99,0.00999999999999091,2,14,1,15,0.01976949,"rgb(65,105,225)",0.988474500000899
"M3",6.25e-11,1999.99,0.00999999999999091,4,15,2,15,0.010486686,"rgb(70,130,180)",0.524334300000477
