"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",0.000316,1968.19,31.8099999999999,2,1,2,52,38.17756,"rgb(123,104,238)",1.20017478780258
"K",0.000316,1968.19,31.8099999999999,2,2,1,52,37.196522,"rgb(123,104,238)",0.584667117258725
"L1",3.61e-05,1995.06,4.94000000000005,2,3,2,52,9.04083,"rgb(25,25,112)",1.83012753036435
"L1",3.61e-05,1995.06,4.94000000000005,2,4,1,52,8.821,"rgb(25,25,112)",0.892813765182176
"L2",9.21e-07,1995.39,4.6099999999999,2,5,2,52,8.499,"rgb(0,0,139)",1.843600867679
"L2",9.21e-07,1995.39,4.6099999999999,2,6,1,52,8.24,"rgb(0,0,139)",0.893709327548826
"L3",7.14e-07,1995.66,4.33999999999992,4,7,4,52,7.714,"rgb(0,0,205)",1.77741935483874
"L3",7.14e-07,1995.66,4.33999999999992,4,8,3,52,7.485,"rgb(0,0,205)",1.29349078341016
"L3",7.14e-07,1995.66,4.33999999999992,4,9,2,52,7.243,"rgb(0,0,205)",0.834447004608311
"L3",7.14e-07,1995.66,4.33999999999992,4,10,1,52,7.022,"rgb(0,0,205)",0.404493087557611
"M1",7.12e-06,1998.99,1.00999999999999,2,11,2,52,3.041,"rgb(0,0,255)",3.01089108910894
"M1",7.12e-06,1998.99,1.00999999999999,2,12,1,52,2.954,"rgb(0,0,255)",1.46237623762378
"M2",1.98e-07,1999.13,0.869999999999891,2,13,2,52,2.788,"rgb(65,105,225)",3.20459770114983
"M2",1.98e-07,1999.13,0.869999999999891,2,14,1,52,2.7,"rgb(65,105,225)",1.55172413793123
"M3",1.552e-07,1999.18,0.819999999999936,4,15,4,52,2.552,"rgb(70,130,180)",3.11219512195146
"M3",1.552e-07,1999.18,0.819999999999936,4,16,3,52,2.472,"rgb(70,130,180)",2.26097560975627
"M3",1.552e-07,1999.18,0.819999999999936,4,17,2,52,2.386,"rgb(70,130,180)",1.4548780487806
"M3",1.552e-07,1999.18,0.819999999999936,4,18,1,52,2.309,"rgb(70,130,180)",0.703963414634201
"M4",1.735e-10,1999.42,0.579999999999927,4,19,4,52,2.066,"rgb(100,149,237)",3.56206896551769
"M4",1.735e-10,1999.42,0.579999999999927,4,20,3,52,1.979,"rgb(100,149,237)",2.55905172413825
"M4",1.735e-10,1999.42,0.579999999999927,4,21,2,52,1.889,"rgb(100,149,237)",1.62844827586227
"M4",1.735e-10,1999.42,0.579999999999927,4,22,1,52,1.803,"rgb(100,149,237)",0.777155172413891
"M5",3.93e-10,1999.43,0.569999999999936,6,23,6,52,1.707,"rgb(0,191,255)",2.9947368421056
"M5",3.93e-10,1999.43,0.569999999999936,6,24,5,52,1.618,"rgb(0,191,255)",2.36549707602366
"M5",3.93e-10,1999.43,0.569999999999936,6,25,4,52,1.538,"rgb(0,191,255)",1.79883040935693
"M5",3.93e-10,1999.43,0.569999999999936,6,26,3,52,1.455,"rgb(0,191,255)",1.27631578947383
"M5",3.93e-10,1999.43,0.569999999999936,6,27,2,52,1.377,"rgb(0,191,255)",0.805263157894827
"M5",3.93e-10,1999.43,0.569999999999936,6,28,1,52,1.304,"rgb(0,191,255)",0.381286549707645
"N1",1.414e-06,1999.83,0.170000000000073,2,29,2,52,0.74612,"rgb(0,128,128)",4.38894117646871
"N1",1.414e-06,1999.83,0.170000000000073,2,30,1,52,0.709,"rgb(0,128,128)",2.08529411764617
"N2",3.68e-08,1999.88,0.119999999999891,2,31,2,52,0.633,"rgb(95,158,160)",5.2750000000048
"N2",3.68e-08,1999.88,0.119999999999891,2,32,1,52,0.599,"rgb(95,158,160)",2.4958333333356
