"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",0.001746,1904.28,95.72,2,1,2,85,109.886,"rgb(123,104,238)",1.14799414960301
"K",0.001746,1904.28,95.72,2,2,1,85,107.9234,"rgb(123,104,238)",0.563745298788132
"L1",0.000256,1982.52,17.48,2,3,2,85,27.139,"rgb(25,25,112)",1.55257437070938
"L1",0.000256,1982.52,17.48,2,4,1,85,26.73,"rgb(25,25,112)",0.764588100686498
"L2",3.19e-05,1983.22,16.78,2,5,2,85,26.09,"rgb(0,0,139)",1.55482717520858
"L2",3.19e-05,1983.22,16.78,2,6,1,85,25.58,"rgb(0,0,139)",0.762216924910609
"L3",6.97e-06,1985.79,14.21,4,7,4,85,22.42,"rgb(0,0,205)",1.57776213933849
"L3",6.97e-06,1985.79,14.21,4,8,3,85,22.03,"rgb(0,0,205)",1.16273750879662
"L3",6.97e-06,1985.79,14.21,4,9,2,85,21.6,"rgb(0,0,205)",0.760028149190709
"L3",6.97e-06,1985.79,14.21,4,10,1,85,21.21,"rgb(0,0,205)",0.373152709359605
"M1",5.9e-05,1995.69,4.30999999999995,2,11,2,85,9.99,"rgb(0,0,255)",2.31786542923437
"M1",5.9e-05,1995.69,4.30999999999995,2,12,1,85,9.83,"rgb(0,0,255)",1.14037122969839
"M2",8.35e-06,1996,4,2,13,2,85,9.5,"rgb(65,105,225)",2.375
"M2",8.35e-06,1996,4,2,14,1,85,9.33,"rgb(65,105,225)",1.16625
"M3",1.9e-06,1996.59,3.41000000000008,4,15,4,85,8.48,"rgb(70,130,180)",2.48680351906152
"M3",1.9e-06,1996.59,3.41000000000008,4,16,3,85,8.33,"rgb(70,130,180)",1.8321114369501
"M3",1.9e-06,1996.59,3.41000000000008,4,17,2,85,8.18,"rgb(70,130,180)",1.19941348973604
"M3",1.9e-06,1996.59,3.41000000000008,4,18,1,85,8.03,"rgb(70,130,180)",0.588709677419341
