"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",0.000967,1932.58,67.4200000000001,2,1,2,73,78.3947,"rgb(123,104,238)",1.16278107386532
"K",0.000967,1932.58,67.4200000000001,2,2,1,73,76.85203,"rgb(123,104,238)",0.569949792346484
"L1",0.0001279,1988.32,11.6800000000001,2,3,2,73,19.08851,"rgb(25,25,112)",1.63429023972602
"L1",0.0001279,1988.32,11.6800000000001,2,4,1,73,18.76,"rgb(25,25,112)",0.803082191780818
"L2",9.31e-06,1988.86,11.1400000000001,2,5,2,73,18.25,"rgb(0,0,139)",1.63824057450627
"L2",9.31e-06,1988.86,11.1400000000001,2,6,1,73,17.84,"rgb(0,0,139)",0.800718132854571
"L3",3.46e-06,1990.12,9.88000000000011,4,7,4,73,16.15,"rgb(0,0,205)",1.63461538461537
"L3",3.46e-06,1990.12,9.88000000000011,4,8,3,73,15.82,"rgb(0,0,205)",1.20091093117408
"L3",3.46e-06,1990.12,9.88000000000011,4,9,2,73,15.461,"rgb(0,0,205)",0.782439271255052
"L3",3.46e-06,1990.12,9.88000000000011,4,10,1,73,15.137,"rgb(0,0,205)",0.383021255060725
"M1",2.84e-05,1997.29,2.71000000000004,2,11,2,73,6.9,"rgb(0,0,255)",2.54612546125458
"M1",2.84e-05,1997.29,2.71000000000004,2,12,1,73,6.769,"rgb(0,0,255)",1.24889298892987
"M2",2.33e-06,1997.53,2.47000000000003,2,13,2,73,6.502,"rgb(65,105,225)",2.63238866396758
"M2",2.33e-06,1997.53,2.47000000000003,2,14,1,73,6.364,"rgb(65,105,225)",1.28825910931173
"M3",8.87e-07,1997.81,2.19000000000005,4,15,4,73,5.907,"rgb(70,130,180)",2.69726027397254
"M3",8.87e-07,1997.81,2.19000000000005,4,16,3,73,5.785,"rgb(70,130,180)",1.98116438356159
"M3",8.87e-07,1997.81,2.19000000000005,4,17,2,73,5.655,"rgb(70,130,180)",1.29109589041093
"M3",8.87e-07,1997.81,2.19000000000005,4,18,1,73,5.537,"rgb(70,130,180)",0.632077625570761
"M4",2.8e-09,1998.21,1.78999999999996,4,19,4,73,5.159,"rgb(100,149,237)",2.88212290502799
"M4",2.8e-09,1998.21,1.78999999999996,4,20,3,73,5.024,"rgb(100,149,237)",2.10502793296094
"M4",2.8e-09,1998.21,1.78999999999996,4,21,2,73,4.877,"rgb(100,149,237)",1.36229050279332
"M4",2.8e-09,1998.21,1.78999999999996,4,22,1,73,4.745,"rgb(100,149,237)",0.662709497206717
"M5",4.69e-09,1998.26,1.74000000000001,6,23,6,73,4.537,"rgb(0,191,255)",2.6074712643678
"M5",4.69e-09,1998.26,1.74000000000001,6,24,5,73,4.41,"rgb(0,191,255)",2.11206896551723
"M5",4.69e-09,1998.26,1.74000000000001,6,25,4,73,4.278,"rgb(0,191,255)",1.63908045977011
"M5",4.69e-09,1998.26,1.74000000000001,6,26,3,73,4.143,"rgb(0,191,255)",1.1905172413793
"M5",4.69e-09,1998.26,1.74000000000001,6,27,2,73,4.014,"rgb(0,191,255)",0.768965517241375
"M5",4.69e-09,1998.26,1.74000000000001,6,28,1,73,3.8987,"rgb(0,191,255)",0.373438697318006
