"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",0.00373,1858,142,2,1,2,100,160.804,"rgb(123,104,238)",1.13242253521127
"K",0.00373,1858,142,2,2,1,100,158.1525,"rgb(123,104,238)",0.556875
"L1",0.000647,1972.43,27.5699999999999,2,3,2,100,40.4822,"rgb(25,25,112)",1.46834240116069
"L1",0.000647,1972.43,27.5699999999999,2,4,1,100,40,"rgb(25,25,112)",0.725426187885384
"L2",0.0001528,1973.34,26.6600000000001,2,5,2,100,39.1,"rgb(0,0,139)",1.46661665416354
"L2",0.0001528,1973.34,26.6600000000001,2,6,1,100,38.4,"rgb(0,0,139)",0.720180045011251
"L3",1.491e-05,1979.13,20.8699999999999,4,7,4,100,31.8,"rgb(0,0,205)",1.52371825586968
"L3",1.491e-05,1979.13,20.8699999999999,4,8,3,100,31.3,"rgb(0,0,205)",1.12482031624342
"L3",1.491e-05,1979.13,20.8699999999999,4,9,2,100,30.8,"rgb(0,0,205)",0.737901293723051
"L3",1.491e-05,1979.13,20.8699999999999,4,10,1,100,30.3,"rgb(0,0,205)",0.362961188308579
"M1",0.0001554,1992.8,7.20000000000005,2,11,2,100,15,"rgb(0,0,255)",2.08333333333332
"M1",0.0001554,1992.8,7.20000000000005,2,12,1,100,14.8,"rgb(0,0,255)",1.02777777777777
"M2",4.18e-05,1993.22,6.77999999999997,2,13,2,100,14.4,"rgb(65,105,225)",2.12389380530974
"M2",4.18e-05,1993.22,6.77999999999997,2,14,1,100,14.18,"rgb(65,105,225)",1.04572271386431
"M3",4.36e-06,1994.57,5.43000000000006,4,15,4,100,12.39,"rgb(70,130,180)",2.28176795580108
"M3",4.36e-06,1994.57,5.43000000000006,4,16,3,100,12.22,"rgb(70,130,180)",1.68784530386738
"M3",4.36e-06,1994.57,5.43000000000006,4,17,2,100,12.02,"rgb(70,130,180)",1.10681399631675
"M3",4.36e-06,1994.57,5.43000000000006,4,18,1,100,11.85,"rgb(70,130,180)",0.545580110497231
"M4",3.66e-08,1995.24,4.75999999999999,4,19,4,100,11.28,"rgb(100,149,237)",2.36974789915967
