"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",2.9e-05,1994.53,5.47000000000003,2,1,2,23,7.2461226,"rgb(123,104,238)",1.32470248628884
"K",2.9e-05,1994.53,5.47000000000003,2,2,1,23,6.8513109,"rgb(123,104,238)",0.62626242230347
"L1",2.61e-06,1999.37,0.630000000000109,2,3,2,23,1.569656,"rgb(25,25,112)",2.49151746031703
"L1",2.61e-06,1999.37,0.630000000000109,2,4,1,23,1.4867,"rgb(25,25,112)",1.17992063492043
"L2",7.63e-09,1999.48,0.519999999999982,2,5,2,23,1.3542,"rgb(0,0,139)",2.60423076923086
"L2",7.63e-09,1999.48,0.519999999999982,2,6,1,23,1.2589,"rgb(0,0,139)",1.21048076923081
"L3",1.231e-08,1999.49,0.509999999999991,4,7,4,23,1.1652,"rgb(0,0,205)",2.28470588235298
"L3",1.231e-08,1999.49,0.509999999999991,4,8,3,23,1.0629,"rgb(0,0,205)",1.56308823529415
"L3",1.231e-08,1999.49,0.509999999999991,4,9,2,23,0.9772,"rgb(0,0,205)",0.958039215686292
"L3",1.231e-08,1999.49,0.509999999999991,4,10,1,23,0.896,"rgb(0,0,205)",0.439215686274518
"M1",3.42e-07,1999.93,0.0699999999999363,2,11,2,23,0.336274,"rgb(0,0,255)",4.80391428571865
"M1",3.42e-07,1999.93,0.0699999999999363,2,12,1,23,0.3085,"rgb(0,0,255)",2.20357142857343
"M2",9.41e-10,1999.96,0.0399999999999636,2,13,2,23,0.2548,"rgb(65,105,225)",6.37000000000579
"M2",9.41e-10,1999.96,0.0399999999999636,2,14,1,23,0.2305,"rgb(65,105,225)",2.88125000000262
"M3",1.496e-09,1999.96,0.0399999999999636,4,15,4,23,0.206,"rgb(70,130,180)",5.15000000000468
"M3",1.496e-09,1999.96,0.0399999999999636,4,16,3,23,0.17355,"rgb(70,130,180)",3.25406250000296
"M3",1.496e-09,1999.96,0.0399999999999636,4,17,2,23,0.15072,"rgb(70,130,180)",1.88400000000171
"M3",1.496e-09,1999.96,0.0399999999999636,4,18,1,23,0.128125,"rgb(70,130,180)",0.800781250000728
"M4",7.07e-14,2000,0.06528165,4,19,4,23,0.06528165,"rgb(100,149,237)",1
"M4",7.07e-14,2000,0.046709,4,20,3,23,0.046709,"rgb(100,149,237)",0.75
"M4",7.07e-14,2000,0.0293111,4,21,2,23,0.0293111,"rgb(100,149,237)",0.5
"M4",7.07e-14,2000,0.014634,4,22,1,23,0.014634,"rgb(100,149,237)",0.25
"N1",1.8e-08,2000,0.006746187,2,23,2,23,0.006746187,"rgb(0,128,128)",1
