"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",2.55e-05,1995.03,4.97000000000003,2,1,2,22,6.6258073,"rgb(123,104,238)",1.3331604225352
"K",2.55e-05,1995.03,4.97000000000003,2,2,1,22,6.2490226,"rgb(123,104,238)",0.628674305835007
"L1",2.26e-06,1999.44,0.559999999999945,2,3,2,22,1.425257,"rgb(25,25,112)",2.54510178571453
"L1",2.26e-06,1999.44,0.559999999999945,2,4,1,22,1.3463,"rgb(25,25,112)",1.20205357142869
"L2",5.9e-09,1999.54,0.460000000000036,2,5,2,22,1.2203,"rgb(0,0,139)",2.65282608695631
"L2",5.9e-09,1999.54,0.460000000000036,2,6,1,22,1.1302,"rgb(0,0,139)",1.22847826086947
"L3",9.7e-09,1999.54,0.460000000000036,4,7,4,22,1.0425,"rgb(0,0,205)",2.26630434782591
"L3",9.7e-09,1999.54,0.460000000000036,4,8,3,22,0.9445,"rgb(0,0,205)",1.53994565217379
"L3",9.7e-09,1999.54,0.460000000000036,4,9,2,22,0.864,"rgb(0,0,205)",0.939130434782534
"L3",9.7e-09,1999.54,0.460000000000036,4,10,1,22,0.78767,"rgb(0,0,205)",0.428081521739097
"M1",2.89e-07,1999.94,0.0599999999999454,2,11,2,22,0.2915,"rgb(0,0,255)",4.85833333333775
"M1",2.89e-07,1999.94,0.0599999999999454,2,12,1,22,0.26507,"rgb(0,0,255)",2.20891666666868
"M2",6.99e-10,1999.96,0.0399999999999636,2,13,2,22,0.21592,"rgb(65,105,225)",5.39800000000491
"M2",6.99e-10,1999.96,0.0399999999999636,2,14,1,22,0.1921,"rgb(65,105,225)",2.40125000000218
"M3",1.14e-09,1999.97,0.0299999999999727,4,15,4,22,0.1705,"rgb(70,130,180)",5.6833333333385
"M3",1.14e-09,1999.97,0.0299999999999727,4,16,3,22,0.14068,"rgb(70,130,180)",3.5170000000032
"M3",1.14e-09,1999.97,0.0299999999999727,4,17,2,22,0.119533,"rgb(70,130,180)",1.99221666666848
"M3",1.14e-09,1999.97,0.0299999999999727,4,18,1,22,0.099299,"rgb(70,130,180)",0.827491666667419
"M4",4.2e-14,2000,0.04326717,4,19,2,22,0.04326717,"rgb(100,149,237)",0.5
"M4",4.2e-14,2000,0.02749171,4,20,2,22,0.02749171,"rgb(100,149,237)",0.5
"M4",4.2e-14,2000,0.0135755,4,21,2,22,0.0135755,"rgb(100,149,237)",0.5
"M4",4.2e-14,2000,0.00682812,4,22,2,22,0.00682812,"rgb(100,149,237)",0.5
