"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",0.0001056,1985.67,14.3299999999999,2,1,2,36,17.936209,"rgb(123,104,238)",1.25165450104676
"K",0.0001056,1985.67,14.3299999999999,2,2,1,36,17.296421,"rgb(123,104,238)",0.603503872993722
"L1",1.086e-05,1998.08,1.92000000000007,2,3,2,36,4.109083,"rgb(25,25,112)",2.14014739583325
"L1",1.086e-05,1998.08,1.92000000000007,2,4,1,36,3.971,"rgb(25,25,112)",1.03411458333329
"L2",1.013e-07,1998.27,1.73000000000002,2,5,2,36,3.752,"rgb(0,0,139)",2.16878612716761
"L2",1.013e-07,1998.27,1.73000000000002,2,6,1,36,3.584,"rgb(0,0,139)",1.03583815028901
"L3",1.216e-07,1998.33,1.67000000000007,4,7,4,36,3.38,"rgb(0,0,205)",2.0239520958083
"L3",1.216e-07,1998.33,1.67000000000007,4,8,3,36,3.228,"rgb(0,0,205)",1.44970059880233
"L3",1.216e-07,1998.33,1.67000000000007,4,9,2,36,3.072,"rgb(0,0,205)",0.919760479041876
"L3",1.216e-07,1998.33,1.67000000000007,4,10,1,36,2.9289,"rgb(0,0,205)",0.438458083832316
"M1",1.755e-06,1999.71,0.289999999999964,2,11,2,36,1.20523,"rgb(0,0,255)",4.1559655172419
"M1",1.755e-06,1999.71,0.289999999999964,2,12,1,36,1.155,"rgb(0,0,255)",1.99137931034508
"M2",1.685e-08,1999.78,0.220000000000027,2,13,2,36,1.042,"rgb(65,105,225)",4.73636363636305
"M2",1.685e-08,1999.78,0.220000000000027,2,14,1,36,0.999,"rgb(65,105,225)",2.27045454545426
"M3",2.02e-08,1999.79,0.210000000000036,4,15,4,36,0.945,"rgb(70,130,180)",4.49999999999922
"M3",2.02e-08,1999.79,0.210000000000036,4,16,3,36,0.8828,"rgb(70,130,180)",3.1528571428566
"M3",2.02e-08,1999.79,0.210000000000036,4,17,2,36,0.8316,"rgb(70,130,180)",1.97999999999966
"M3",2.02e-08,1999.79,0.210000000000036,4,18,1,36,0.785,"rgb(70,130,180)",0.934523809523648
"M4",6.43e-12,1999.91,0.0899999999999181,4,19,4,36,0.64,"rgb(100,149,237)",7.11111111111758
"M4",6.43e-12,1999.91,0.0899999999999181,4,20,3,36,0.591,"rgb(100,149,237)",4.92500000000448
"M4",6.43e-12,1999.91,0.0899999999999181,4,21,2,36,0.54,"rgb(100,149,237)",3.00000000000273
"M4",6.43e-12,1999.91,0.0899999999999181,4,22,1,36,0.492,"rgb(100,149,237)",1.36666666666791
"M5",1.747e-11,1999.91,0.0899999999999181,6,23,6,36,0.446,"rgb(0,191,255)",4.95555555556006
"M5",1.747e-11,1999.91,0.0899999999999181,6,24,5,36,0.391,"rgb(0,191,255)",3.62037037037366
"M5",1.747e-11,1999.91,0.0899999999999181,6,25,4,36,0.35,"rgb(0,191,255)",2.59259259259495
"M5",1.747e-11,1999.91,0.0899999999999181,6,26,3,36,0.308,"rgb(0,191,255)",1.71111111111267
"M5",1.747e-11,1999.91,0.0899999999999181,6,27,2,36,0.268,"rgb(0,191,255)",0.992592592593495
"M5",1.747e-11,1999.91,0.0899999999999181,6,28,1,36,0.233,"rgb(0,191,255)",0.431481481481874
"N1",1.79e-07,1999.97,0.0299999999999727,2,29,2,36,0.125802,"rgb(0,128,128)",4.19340000000381
"N1",1.79e-07,1999.97,0.0299999999999727,2,30,1,36,0.10913,"rgb(0,128,128)",1.81883333333499
"N2",1.253e-09,1999.99,0.00999999999999091,2,31,2,36,0.07849,"rgb(95,158,160)",7.84900000000714
"N2",1.253e-09,1999.99,0.00999999999999091,2,32,1,36,0.06469,"rgb(95,158,160)",3.23450000000294
"N3",1.482e-09,1999.99,0.00999999999999091,4,33,2,36,0.05085,"rgb(32,178,170)",2.54250000000231
"N3",1.482e-09,1999.99,0.00999999999999091,4,34,2,36,0.035838,"rgb(32,178,170)",1.79190000000163
"N3",1.482e-09,1999.99,0.00999999999999091,4,35,2,36,0.02435984,"rgb(32,178,170)",1.21799200000111
"N3",1.482e-09,1999.99,0.00999999999999091,4,36,2,36,0.0139996055,"rgb(32,178,170)",0.699980275000637
