"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",3.28e-05,1994.01,5.99000000000001,2,1,2,24,7.8947992,"rgb(123,104,238)",1.31799652754591
"K",3.28e-05,1994.01,5.99000000000001,2,2,1,24,7.4818628,"rgb(123,104,238)",0.624529449081802
"L1",2.99e-06,1999.31,0.690000000000055,2,3,2,24,1.721183,"rgb(25,25,112)",2.49446811594183
"L1",2.99e-06,1999.31,0.690000000000055,2,4,1,24,1.6341,"rgb(25,25,112)",1.18413043478252
"L2",9.77e-09,1999.42,0.579999999999927,2,5,2,24,1.4951,"rgb(0,0,139)",2.57775862068998
"L2",9.77e-09,1999.42,0.579999999999927,2,6,1,24,1.3945,"rgb(0,0,139)",1.20215517241394
"L3",1.544e-08,1999.43,0.569999999999936,4,7,4,24,1.2948,"rgb(0,0,205)",2.27157894736867
"L3",1.544e-08,1999.43,0.569999999999936,4,8,3,24,1.188,"rgb(0,0,205)",1.56315789473702
"L3",1.544e-08,1999.43,0.569999999999936,4,9,2,24,1.0972,"rgb(0,0,205)",0.962456140350985
"L3",1.544e-08,1999.43,0.569999999999936,4,10,1,24,1.0116,"rgb(0,0,205)",0.443684210526365
"M1",3.94e-07,1999.93,0.0699999999999363,2,11,2,24,0.384163,"rgb(0,0,255)",5.48804285714785
"M1",3.94e-07,1999.93,0.0699999999999363,2,12,1,24,0.3547,"rgb(0,0,255)",2.53357142857373
"M2",1.215e-09,1999.95,0.0499999999999545,2,13,2,24,0.2967,"rgb(65,105,225)",5.9340000000054
"M2",1.215e-09,1999.95,0.0499999999999545,2,14,1,24,0.2708,"rgb(65,105,225)",2.70800000000246
"M3",1.89e-09,1999.96,0.0399999999999636,4,15,4,24,0.2445,"rgb(70,130,180)",6.11250000000556
"M3",1.89e-09,1999.96,0.0399999999999636,4,16,3,24,0.2095,"rgb(70,130,180)",3.92812500000357
"M3",1.89e-09,1999.96,0.0399999999999636,4,17,2,24,0.18476,"rgb(70,130,180)",2.3095000000021
"M3",1.89e-09,1999.96,0.0399999999999636,4,18,1,24,0.16029,"rgb(70,130,180)",1.00181250000091
"M4",9.68e-14,2000,0.0906349,4,19,4,24,0.0906349,"rgb(100,149,237)",1
"M4",9.68e-14,2000,0.06946,4,20,3,24,0.06946,"rgb(100,149,237)",0.75
"M4",9.68e-14,2000,0.04916,4,21,2,24,0.04916,"rgb(100,149,237)",0.5
"M4",9.68e-14,2000,0.030959,4,22,1,24,0.030959,"rgb(100,149,237)",0.25
"M5",NA,2000,0.016486305,6,23,2,24,0.016486305,"rgb(0,191,255)",0.333333333333333
"M5",NA,2000,0.00676651,6,24,2,24,0.00676651,"rgb(0,191,255)",0.333333333333333
