"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",0.00019,1977.88,22.1199999999999,2,1,2,44,27.033502,"rgb(123,104,238)",1.2221293851718
"K",0.00019,1977.88,22.1199999999999,2,2,1,44,26.229895,"rgb(123,104,238)",0.592899977396025
"L1",2.07e-05,1996.78,3.22000000000003,2,3,2,44,6.311721,"rgb(25,25,112)",1.96016180124222
"L1",2.07e-05,1996.78,3.22000000000003,2,4,1,44,6.137,"rgb(25,25,112)",0.952950310558998
"L2",3.31e-07,1997.03,2.97000000000003,2,5,2,44,5.861,"rgb(0,0,139)",1.97340067340066
"L2",3.31e-07,1997.03,2.97000000000003,2,6,1,44,5.647,"rgb(0,0,139)",0.950673400673392
"L3",3.23e-07,1997.16,2.83999999999992,4,7,4,44,5.33,"rgb(0,0,205)",1.87676056338034
"L3",3.23e-07,1997.16,2.83999999999992,4,8,3,44,5.136,"rgb(0,0,205)",1.35633802816905
"L3",3.23e-07,1997.16,2.83999999999992,4,9,2,44,4.939,"rgb(0,0,205)",0.869542253521152
"L3",3.23e-07,1997.16,2.83999999999992,4,10,1,44,4.758,"rgb(0,0,205)",0.418838028169026
"M1",3.78e-06,1999.42,0.579999999999927,2,11,2,44,2.01304,"rgb(0,0,255)",3.47075862069009
"M1",3.78e-06,1999.42,0.579999999999927,2,12,1,44,1.949,"rgb(0,0,255)",1.68017241379331
"M2",6.44e-08,1999.52,0.480000000000018,2,13,2,44,1.794,"rgb(65,105,225)",3.73749999999986
"M2",6.44e-08,1999.52,0.480000000000018,2,14,1,44,1.743,"rgb(65,105,225)",1.81562499999993
"M3",6.32e-08,1999.54,0.460000000000036,4,15,4,44,1.659,"rgb(70,130,180)",3.60652173913015
"M3",6.32e-08,1999.54,0.460000000000036,4,16,3,44,1.577,"rgb(70,130,180)",2.57119565217371
"M3",6.32e-08,1999.54,0.460000000000036,4,17,2,44,1.5067,"rgb(70,130,180)",1.63771739130422
"M3",6.32e-08,1999.54,0.460000000000036,4,18,1,44,1.447,"rgb(70,130,180)",0.786413043478199
"M4",4.13e-11,1999.72,0.279999999999973,4,19,4,44,1.253,"rgb(100,149,237)",4.47500000000044
"M4",4.13e-11,1999.72,0.279999999999973,4,20,3,44,1.187,"rgb(100,149,237)",3.1794642857146
"M4",4.13e-11,1999.72,0.279999999999973,4,21,2,44,1.115,"rgb(100,149,237)",1.99107142857162
"M4",4.13e-11,1999.72,0.279999999999973,4,22,1,44,1.048,"rgb(100,149,237)",0.935714285714377
"M5",1.029e-10,1999.72,0.279999999999973,6,23,6,44,0.981,"rgb(0,191,255)",3.50357142857177
"M5",1.029e-10,1999.72,0.279999999999973,6,24,5,44,0.905,"rgb(0,191,255)",2.69345238095264
"M5",1.029e-10,1999.72,0.279999999999973,6,25,4,44,0.845,"rgb(0,191,255)",2.01190476190496
"M5",1.029e-10,1999.72,0.279999999999973,6,26,3,44,0.784,"rgb(0,191,255)",1.40000000000014
"M5",1.029e-10,1999.72,0.279999999999973,6,27,2,44,0.723,"rgb(0,191,255)",0.860714285714369
"M5",1.029e-10,1999.72,0.279999999999973,6,28,1,44,0.67,"rgb(0,191,255)",0.398809523809563
"N1",6.15e-07,1999.93,0.0699999999999363,2,29,2,44,0.37625,"rgb(0,128,128)",5.37500000000489
"N1",6.15e-07,1999.93,0.0699999999999363,2,30,1,44,0.348,"rgb(0,128,128)",2.48571428571655
"N2",9.18e-09,1999.95,0.0499999999999545,2,31,2,44,0.2959,"rgb(95,158,160)",5.91800000000538
"N2",9.18e-09,1999.95,0.0499999999999545,2,32,1,44,0.271,"rgb(95,158,160)",2.71000000000247
"N3",9.02e-09,1999.96,0.0399999999999636,4,33,4,44,0.245,"rgb(32,178,170)",6.12500000000557
"N3",9.02e-09,1999.96,0.0399999999999636,4,34,3,44,0.2199,"rgb(32,178,170)",4.12312500000375
"N3",9.02e-09,1999.96,0.0399999999999636,4,35,2,44,0.198,"rgb(32,178,170)",2.47500000000225
"N3",9.02e-09,1999.96,0.0399999999999636,4,36,1,44,0.17841,"rgb(32,178,170)",1.11506250000101
"N4",3.47e-12,2000,0.11,4,37,4,44,0.11,"rgb(0,206,209)",1
"N4",3.47e-12,2000,0.093,4,38,3,44,0.093,"rgb(0,206,209)",0.75
"N4",3.47e-12,2000,0.076,4,39,2,44,0.076,"rgb(0,206,209)",0.5
"N4",3.47e-12,2000,0.059,4,40,1,44,0.059,"rgb(0,206,209)",0.25
"N5",8.41e-12,2000,0.045,6,41,2,44,0.045,"rgb(64,224,208)",0.333333333333333
"N5",8.41e-12,2000,0.02847,6,42,2,44,0.02847,"rgb(64,224,208)",0.333333333333333
"N5",8.41e-12,2000,0.01676,6,43,2,44,0.01676,"rgb(64,224,208)",0.333333333333333
"N5",8.41e-12,2000,0.0073605,6,44,2,44,0.0073605,"rgb(64,224,208)",0.333333333333333
