"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",2.57e-06,1999.13,0.869999999999891,2,1,2,10,1.36219916,"rgb(123,104,238)",1.56574616091974
"K",2.57e-06,1999.13,0.869999999999891,2,2,1,10,1.19580784,"rgb(123,104,238)",0.687245885057558
"L1",1.42e-07,1999.95,0.0499999999999545,2,3,2,10,0.239097,"rgb(25,25,112)",4.78194000000435
"L1",1.42e-07,1999.95,0.0499999999999545,2,4,1,10,0.207271,"rgb(25,25,112)",2.07271000000189
"L2",4.17e-11,1999.98,0.0199999999999818,2,5,2,10,0.157934,"rgb(0,0,139)",7.89670000000718
"L2",4.17e-11,1999.98,0.0199999999999818,2,6,1,10,0.126247,"rgb(0,0,139)",3.15617500000287
"L3",8.54e-11,1999.98,0.0199999999999818,4,7,2,10,0.09719,"rgb(0,0,205)",2.42975000000221
"L3",8.54e-11,1999.98,0.0199999999999818,4,8,2,10,0.0634233,"rgb(0,0,205)",1.58558250000144
"L3",8.54e-11,1999.98,0.0199999999999818,4,9,2,10,0.04096297,"rgb(0,0,205)",1.02407425000093
"L3",8.54e-11,1999.98,0.0199999999999818,4,10,2,10,0.021564541,"rgb(0,0,205)",0.53911352500049
