"subshell","CCp","Eic","Vi_q0","nmax","Occ","nh","Z","Ebind","shell_colours","multiplier"
"K",0.001582,1909.47,90.53,2,1,2,83,104.1328,"rgb(123,104,238)",1.15025737324644
"K",0.001582,1909.47,90.53,2,2,1,83,102.25176,"rgb(123,104,238)",0.564739644316801
"L1",0.000227,1983.61,16.3900000000001,2,3,2,83,25.6569,"rgb(25,25,112)",1.56539963392311
"L1",0.000227,1983.61,16.3900000000001,2,4,1,83,25.26,"rgb(25,25,112)",0.770591824283095
"L2",2.6e-05,1984.29,15.71,2,5,2,83,24.64,"rgb(0,0,139)",1.56842775302355
"L2",2.6e-05,1984.29,15.71,2,6,1,83,24.15,"rgb(0,0,139)",0.768618714194779
"L3",6.24e-06,1986.58,13.4200000000001,4,7,4,83,21.3,"rgb(0,0,205)",1.58718330849478
"L3",6.24e-06,1986.58,13.4200000000001,4,8,3,83,20.92,"rgb(0,0,205)",1.16915052160953
"L3",6.24e-06,1986.58,13.4200000000001,4,9,2,83,20.5,"rgb(0,0,205)",0.763785394932932
"L3",6.24e-06,1986.58,13.4200000000001,4,10,1,83,20.13,"rgb(0,0,205)",0.374999999999998
"M1",5.22e-05,1996,4,2,11,2,83,9.43,"rgb(0,0,255)",2.3575
"M1",5.22e-05,1996,4,2,12,1,83,9.27,"rgb(0,0,255)",1.15875
"M2",6.75e-06,1996.3,3.70000000000005,2,13,2,83,8.95,"rgb(65,105,225)",2.41891891891889
"M2",6.75e-06,1996.3,3.70000000000005,2,14,1,83,8.78,"rgb(65,105,225)",1.18648648648647
"M3",1.686e-06,1996.82,3.18000000000006,4,15,4,83,8.01,"rgb(70,130,180)",2.51886792452825
"M3",1.686e-06,1996.82,3.18000000000006,4,16,3,83,7.87,"rgb(70,130,180)",1.85613207547166
"M3",1.686e-06,1996.82,3.18000000000006,4,17,2,83,7.72,"rgb(70,130,180)",1.2138364779874
"M3",1.686e-06,1996.82,3.18000000000006,4,18,1,83,7.58,"rgb(70,130,180)",0.595911949685523
"M4",7.86e-09,1997.31,2.69000000000005,4,19,4,83,7.137,"rgb(100,149,237)",2.65315985130106
"M4",7.86e-09,1997.31,2.69000000000005,4,20,3,83,6.977,"rgb(100,149,237)",1.94526022304829
"M4",7.86e-09,1997.31,2.69000000000005,4,21,2,83,6.804,"rgb(100,149,237)",1.26468401486986
"M4",7.86e-09,1997.31,2.69000000000005,4,22,1,83,6.648,"rgb(100,149,237)",0.617843866170991
"M5",1.115e-08,1997.42,2.57999999999993,6,23,6,83,6.358,"rgb(0,191,255)",2.46434108527139
"M5",1.115e-08,1997.42,2.57999999999993,6,24,5,83,6.208,"rgb(0,191,255)",2.00516795865639
"M5",1.115e-08,1997.42,2.57999999999993,6,25,4,83,6.054,"rgb(0,191,255)",1.56434108527136
"M5",1.115e-08,1997.42,2.57999999999993,6,26,3,83,5.892,"rgb(0,191,255)",1.14186046511631
"M5",1.115e-08,1997.42,2.57999999999993,6,27,2,83,5.74,"rgb(0,191,255)",0.741602067183484
"M5",1.115e-08,1997.42,2.57999999999993,6,28,1,83,5.599,"rgb(0,191,255)",0.361692506459959
"N1",1.332e-05,1999.06,0.940000000000055,2,29,2,83,3.4018,"rgb(0,128,128)",3.61893617021256
"N1",1.332e-05,1999.06,0.940000000000055,2,30,1,83,3.329,"rgb(0,128,128)",1.77074468085096
"N2",1.712e-06,1999.19,0.809999999999945,2,31,2,83,3.151,"rgb(95,158,160)",3.89012345679039
"N2",1.712e-06,1999.19,0.809999999999945,2,32,1,83,3.078,"rgb(95,158,160)",1.90000000000013
"N3",4.29e-07,1999.32,0.680000000000064,4,33,4,83,2.835,"rgb(32,178,170)",4.16911764705843
"N3",4.29e-07,1999.32,0.680000000000064,4,34,3,83,2.771,"rgb(32,178,170)",3.05624999999971
"N3",4.29e-07,1999.32,0.680000000000064,4,35,2,83,2.703,"rgb(32,178,170)",1.98749999999981
"N3",4.29e-07,1999.32,0.680000000000064,4,36,1,83,2.641,"rgb(32,178,170)",0.97095588235285
"N4",2.2e-09,1999.54,0.460000000000036,4,37,4,83,2.385,"rgb(0,206,209)",5.18478260869524
"N4",2.2e-09,1999.54,0.460000000000036,4,38,3,83,2.321,"rgb(0,206,209)",3.78423913043448
"N4",2.2e-09,1999.54,0.460000000000036,4,39,2,83,2.253,"rgb(0,206,209)",2.44891304347807
"N4",2.2e-09,1999.54,0.460000000000036,4,40,1,83,2.19,"rgb(0,206,209)",1.19021739130425
"N5",3.09e-09,1999.56,0.440000000000055,6,41,6,83,2.09,"rgb(64,224,208)",4.74999999999941
"N5",3.09e-09,1999.56,0.440000000000055,6,42,5,83,2.029,"rgb(64,224,208)",3.84280303030255
"N5",3.09e-09,1999.56,0.440000000000055,6,43,4,83,1.967,"rgb(64,224,208)",2.98030303030266
"N5",3.09e-09,1999.56,0.440000000000055,6,44,3,83,1.902,"rgb(64,224,208)",2.16136363636337
"N5",3.09e-09,1999.56,0.440000000000055,6,45,2,83,1.84,"rgb(64,224,208)",1.39393939393922
"N5",3.09e-09,1999.56,0.440000000000055,6,46,1,83,1.784,"rgb(64,224,208)",0.675757575757492
"N6",9.04e-13,1999.84,0.160000000000082,6,47,6,83,1.5,"rgb(102,205,170)",9.3749999999952
"N6",9.04e-13,1999.84,0.160000000000082,6,48,5,83,1.44,"rgb(102,205,170)",7.49999999999616
"N6",9.04e-13,1999.84,0.160000000000082,6,49,4,83,1.38,"rgb(102,205,170)",5.74999999999706
"N6",9.04e-13,1999.84,0.160000000000082,6,50,3,83,1.31,"rgb(102,205,170)",4.09374999999791
"N6",9.04e-13,1999.84,0.160000000000082,6,51,2,83,1.25,"rgb(102,205,170)",2.60416666666533
"N6",9.04e-13,1999.84,0.160000000000082,6,52,1,83,1.18,"rgb(102,205,170)",1.22916666666604
"N7",3.69e-12,1999.84,0.160000000000082,8,53,8,83,1.12,"rgb(127,255,212)",6.99999999999642
"N7",3.69e-12,1999.84,0.160000000000082,8,54,7,83,1.06,"rgb(127,255,212)",5.79687499999703
"N7",3.69e-12,1999.84,0.160000000000082,8,55,6,83,0.99,"rgb(127,255,212)",4.64062499999763
"N7",3.69e-12,1999.84,0.160000000000082,8,56,5,83,0.93,"rgb(127,255,212)",3.63281249999814
"N7",3.69e-12,1999.84,0.160000000000082,8,57,4,83,0.87,"rgb(127,255,212)",2.71874999999861
"N7",3.69e-12,1999.84,0.160000000000082,8,58,3,83,0.81,"rgb(127,255,212)",1.89843749999903
"N7",3.69e-12,1999.84,0.160000000000082,8,59,2,83,0.75,"rgb(127,255,212)",1.1718749999994
"N7",3.69e-12,1999.84,0.160000000000082,8,60,1,83,0.69,"rgb(127,255,212)",0.539062499999724
"O1",2.75e-06,1999.84,0.160000000000082,2,61,2,83,0.66,"rgb(0,255,255)",4.12499999999789
"O1",2.75e-06,1999.84,0.160000000000082,2,62,1,83,0.62,"rgb(0,255,255)",1.93749999999901
"O2",3.21e-07,1999.88,0.119999999999891,2,63,2,83,0.55,"rgb(0,250,154)",4.5833333333375
"O2",3.21e-07,1999.88,0.119999999999891,2,64,1,83,0.52,"rgb(0,250,154)",2.16666666666864
"O3",7.72e-08,1999.91,0.0899999999999181,4,65,4,83,0.464,"rgb(0,255,127)",5.15555555556024
"O3",7.72e-08,1999.91,0.0899999999999181,4,66,3,83,0.436,"rgb(0,255,127)",3.63333333333664
"O3",7.72e-08,1999.91,0.0899999999999181,4,67,2,83,0.409,"rgb(0,255,127)",2.27222222222429
"O3",7.72e-08,1999.91,0.0899999999999181,4,68,1,83,0.3702,"rgb(0,255,127)",1.02833333333427
"O4",2.83e-10,1999.97,0.0299999999999727,4,69,4,83,0.2726,"rgb(173,255,47)",9.08666666667493
"O4",2.83e-10,1999.97,0.0299999999999727,4,70,3,83,0.252,"rgb(173,255,47)",6.30000000000573
"O4",2.83e-10,1999.97,0.0299999999999727,4,71,2,83,0.229,"rgb(173,255,47)",3.81666666667014
"O4",2.83e-10,1999.97,0.0299999999999727,4,72,1,83,0.208,"rgb(173,255,47)",1.73333333333491
"O5",3.88e-10,1999.98,0.0199999999999818,6,73,6,83,0.183,"rgb(107,142,35)",9.15000000000832
"O5",3.88e-10,1999.98,0.0199999999999818,6,74,5,83,0.1611,"rgb(107,142,35)",6.7125000000061
"O5",3.88e-10,1999.98,0.0199999999999818,6,75,4,83,0.143,"rgb(107,142,35)",4.766666666671
"O5",3.88e-10,1999.98,0.0199999999999818,6,76,3,83,0.122,"rgb(107,142,35)",3.05000000000277
"O5",3.88e-10,1999.98,0.0199999999999818,6,77,2,83,0.103,"rgb(107,142,35)",1.71666666666823
"O5",3.88e-10,1999.98,0.0199999999999818,6,78,1,83,0.0884,"rgb(107,142,35)",0.736666666667337
"P1",3.39e-07,1999.99,0.00999999999999091,2,79,2,83,0.054856,"rgb(189,183,107)",5.48560000000499
"P1",3.39e-07,1999.99,0.00999999999999091,2,80,1,83,0.04537,"rgb(189,183,107)",2.26850000000206
"P2",2.63e-08,2000,0.02557075,2,81,2,83,0.02557075,"rgb(255,255,0)",1
"P2",2.63e-08,2000,0.016703,2,82,1,83,0.016703,"rgb(255,255,0)",0.5
"P3",5.25e-09,2000,0.007285516,4,83,2,83,0.007285516,"rgb(255,228,181)",0.5
