"Z","ne_cm3","Te_eV","q","frac"
16,1e+12,0.5,0,0.99996
16,1e+12,0.5,1,3.9424e-05
16,1e+12,0.5,2,4.3988e-21
16,1e+12,0.5,3,0
16,1e+12,0.5,4,0
16,1e+12,0.5,5,0
16,1e+12,0.5,6,0
16,1e+12,0.5,7,0
16,1e+12,0.5,8,0
16,1e+12,0.5,9,0
16,1e+12,0.5,10,0
16,1e+12,0.5,11,0
16,1e+12,0.5,12,0
16,1e+12,0.5,13,0
16,1e+12,0.5,14,0
16,1e+12,0.5,15,0
16,1e+12,0.5,16,0
16,1e+12,1,0,0.19528
16,1e+12,1,1,0.80472
16,1e+12,1,2,2.3677e-06
16,1e+12,1,3,8.2691e-18
16,1e+12,1,4,2.3536e-35
16,1e+12,1,5,0
16,1e+12,1,6,0
16,1e+12,1,7,0
16,1e+12,1,8,0
16,1e+12,1,9,0
16,1e+12,1,10,0
16,1e+12,1,11,0
16,1e+12,1,12,0
16,1e+12,1,13,0
16,1e+12,1,14,0
16,1e+12,1,15,0
16,1e+12,1,16,0
16,1e+12,1.5,0,0.0039415
16,1e+12,1.5,1,0.98574
16,1e+12,1.5,2,0.010322
16,1e+12,1.5,3,6.2201e-09
16,1e+12,1.5,4,1.9612e-19
16,1e+12,1.5,5,3.4291e-38
16,1e+12,1.5,6,0
16,1e+12,1.5,7,0
16,1e+12,1.5,8,0
16,1e+12,1.5,9,0
16,1e+12,1.5,10,0
16,1e+12,1.5,11,0
16,1e+12,1.5,12,0
16,1e+12,1.5,13,0
16,1e+12,1.5,14,0
16,1e+12,1.5,15,0
16,1e+12,1.5,16,0
16,1e+12,2,0,0.00041016
16,1e+12,2,1,0.61989
16,1e+12,2,2,0.3796
16,1e+12,2,3,0.00010069
16,1e+12,2,4,1.167e-11
16,1e+12,2,5,5.1288e-25
16,1e+12,2,6,2.71852e-42
16,1e+12,2,7,0
16,1e+12,2,8,0
16,1e+12,2,9,0
16,1e+12,2,10,0
16,1e+12,2,11,0
16,1e+12,2,12,0
16,1e+12,2,13,0
16,1e+12,2,14,0
16,1e+12,2,15,0
16,1e+12,2,16,0
16,1e+12,5,0,4.5663e-07
16,1e+12,5,1,0.0021041
16,1e+12,5,2,0.18195
16,1e+12,5,3,0.62237
16,1e+12,5,4,0.19352
16,1e+12,5,5,5.9378e-05
16,1e+12,5,6,2.4627e-10
16,1e+12,5,7,9.755e-33
16,1e+12,5,8,0
16,1e+12,5,9,0
16,1e+12,5,10,0
16,1e+12,5,11,0
16,1e+12,5,12,0
16,1e+12,5,13,0
16,1e+12,5,14,0
16,1e+12,5,15,0
16,1e+12,5,16,0
16,1e+12,7,0,1.7143e-08
16,1e+12,7,1,0.00010297
16,1e+12,7,2,0.019225
16,1e+12,7,3,0.26075
16,1e+12,7,4,0.70635
