"Z","ne_cm3","Te_eV","q","frac"
13,1e+12,0.5,0,0.60508
13,1e+12,0.5,1,0.39492
13,1e+12,0.5,2,2.9155e-13
13,1e+12,0.5,3,4.6076e-35
13,1e+12,0.5,4,0
13,1e+12,0.5,5,0
13,1e+12,0.5,6,0
13,1e+12,0.5,7,0
13,1e+12,0.5,8,0
13,1e+12,0.5,9,0
13,1e+12,0.5,10,0
13,1e+12,0.5,11,0
13,1e+12,0.5,12,0
13,1e+12,0.5,13,0
13,1e+12,1,0,0.0011251
13,1e+12,1,1,0.99868
13,1e+12,1,2,0.00019956
13,1e+12,1,3,1.4423e-13
13,1e+12,1,4,0
13,1e+12,1,5,0
13,1e+12,1,6,0
13,1e+12,1,7,0
13,1e+12,1,8,0
13,1e+12,1,9,0
13,1e+12,1,10,0
13,1e+12,1,11,0
13,1e+12,1,12,0
13,1e+12,1,13,0
13,1e+12,1.5,0,7.6719e-05
13,1e+12,1.5,1,0.87278
13,1e+12,1.5,2,0.12714
13,1e+12,1.5,3,1.8613e-06
13,1e+12,1.5,4,1.5814e-38
13,1e+12,1.5,5,0
13,1e+12,1.5,6,0
13,1e+12,1.5,7,0
13,1e+12,1.5,8,0
13,1e+12,1.5,9,0
13,1e+12,1.5,10,0
13,1e+12,1.5,11,0
13,1e+12,1.5,12,0
13,1e+12,1.5,13,0
13,1e+12,2,0,8.088e-06
13,1e+12,2,1,0.22155
13,1e+12,2,2,0.77666
13,1e+12,2,3,0.0017849
13,1e+12,2,4,1.0135e-26
13,1e+12,2,5,0
13,1e+12,2,6,0
13,1e+12,2,7,0
13,1e+12,2,8,0
13,1e+12,2,9,0
13,1e+12,2,10,0
13,1e+12,2,11,0
13,1e+12,2,12,0
13,1e+12,2,13,0
13,1e+12,5,0,4.0685e-09
13,1e+12,5,1,0.00015062
13,1e+12,5,2,0.029709
13,1e+12,5,3,0.97014
13,1e+12,5,4,6.8551e-08
13,1e+12,5,5,1.8734e-18
13,1e+12,5,6,1.2382e-32
13,1e+12,5,7,0
13,1e+12,5,8,0
13,1e+12,5,9,0
13,1e+12,5,10,0
13,1e+12,5,11,0
13,1e+12,5,12,0
13,1e+12,5,13,0
13,1e+12,7,0,4.5086e-11
13,1e+12,7,1,1.0801e-05
13,1e+12,7,2,0.0044564
13,1e+12,7,3,0.99543
13,1e+12,7,4,9.816e-05
13,1e+12,7,5,2.5723e-11
13,1e+12,7,6,1.3284e-20
13,1e+12,7,7,1.7269e-33
13,1e+12,7,8,0
13,1e+12,7,9,0
13,1e+12,7,10,0
13,1e+12,7,11,0
13,1e+12,7,12,0
13,1e+12,7,13,0
13,1e+12,10,0,3.4833e-12
13,1e+12,10,1,2.1389e-06
13,1e+12,10,2,0.0017877
13,1e+12,10,3,0.97829
13,1e+12,10,4,0.019913
13,1e+12,10,5,5.1236e-06
13,1e+12,10,6,1.3548e-11
13,1e+12,10,7,7.8477e-20
13,1e+12,10,8,2.5642e-30
13,1e+12,10,9,3.75548e-43
13,1e+12,10,10,0
13,1e+12,10,11,0
13,1e+12,10,12,0
13,1e+12,10,13,0
13,1e+12,15,0,7.9166e-13
13,1e+12,15,1,7.804e-07
13,1e+12,15,2,0.0013776
13,1e+12,15,3,0.6411
13,1e+12,15,4,0.3464
13,1e+12,15,5,0.011101
13,1e+12,15,6,1.9243e-05
13,1e+12,15,7,4.3352e-10
13,1e+12,15,8,2.4007e-16
13,1e+12,15,9,3.0209e-24
13,1e+12,15,10,1.6759e-35
13,1e+12,15,11,0
13,1e+12,15,12,0
13,1e+12,15,13,0
13,1e+12,23,0,7.5726e-14
13,1e+12,23,1,1.1246e-07
13,1e+12,23,2,0.00041823
13,1e+12,23,3,0.18192
13,1e+12,23,4,0.56227
13,1e+12,23,5,0.23797
13,1e+12,23,6,0.017346
13,1e+12,23,7,7.5005e-05
13,1e+12,23,8,2.7433e-08
13,1e+12,23,9,8.7002e-13
13,1e+12,23,10,9.9299e-20
13,1e+12,23,11,3.3127e-27
13,1e+12,23,12,0
13,1e+12,23,13,0
13,1e+12,32,0,5.4754e-15
13,1e+12,32,1,1.1177e-08
13,1e+12,32,2,7.2432e-05
13,1e+12,32,3,0.037044
13,1e+12,32,4,0.30682
13,1e+12,32,5,0.47192
13,1e+12,32,6,0.17594
13,1e+12,32,7,0.0081303
13,1e+12,32,8,6.5002e-05
13,1e+12,32,9,1.0183e-07
13,1e+12,32,10,2.2461e-12
13,1e+12,32,11,2.4141e-17
13,1e+12,32,12,0
13,1e+12,32,13,0
13,1e+12,52,0,3.4591e-17
13,1e+12,52,1,1.1516e-10
13,1e+12,52,2,1.6435e-06
13,1e+12,52,3,0.0012956
13,1e+12,52,4,0.036058
13,1e+12,52,5,0.24073
13,1e+12,52,6,0.48173
13,1e+12,52,7,0.21092
13,1e+12,52,8,0.027914
13,1e+12,52,9,0.0013542
13,1e+12,52,10,4.6054e-06
13,1e+12,52,11,1.7371e-08
13,1e+12,52,12,6.2009e-26
13,1e+12,52,13,0
13,1e+12,74,0,3.8036e-19
13,1e+12,74,1,1.8364e-12
