"Z","ne_cm3","Te_eV","q","frac"
37,1e+12,0.5,0,0.0043696
37,1e+12,0.5,1,0.99563
37,1e+12,0.5,2,4.9353e-19
37,1e+12,0.5,3,0
37,1e+12,0.5,4,0
37,1e+12,0.5,5,0
37,1e+12,0.5,6,0
37,1e+12,0.5,7,0
37,1e+12,0.5,8,0
37,1e+12,0.5,9,0
37,1e+12,0.5,10,0
37,1e+12,0.5,11,0
37,1e+12,0.5,12,0
37,1e+12,0.5,13,0
37,1e+12,0.5,14,0
37,1e+12,0.5,15,0
37,1e+12,0.5,16,0
37,1e+12,0.5,17,0
37,1e+12,0.5,18,0
37,1e+12,0.5,19,0
37,1e+12,0.5,20,0
37,1e+12,0.5,21,0
37,1e+12,0.5,22,0
37,1e+12,0.5,23,0
37,1e+12,0.5,24,0
37,1e+12,0.5,25,0
37,1e+12,0.5,26,0
37,1e+12,0.5,27,0
37,1e+12,0.5,28,0
37,1e+12,0.5,29,0
37,1e+12,0.5,30,0
37,1e+12,0.5,31,0
37,1e+12,0.5,32,0
37,1e+12,0.5,33,0
37,1e+12,0.5,34,0
37,1e+12,0.5,35,0
37,1e+12,0.5,36,0
37,1e+12,0.5,37,0
37,1e+12,1,0,2.4346e-05
37,1e+12,1,1,0.99998
37,1e+12,1,2,2.0222e-07
37,1e+12,1,3,2.4355e-20
37,1e+12,1,4,1.1911e-39
37,1e+12,1,5,0
37,1e+12,1,6,0
37,1e+12,1,7,0
37,1e+12,1,8,0
37,1e+12,1,9,0
37,1e+12,1,10,0
37,1e+12,1,11,0
37,1e+12,1,12,0
37,1e+12,1,13,0
37,1e+12,1,14,0
37,1e+12,1,15,0
37,1e+12,1,16,0
37,1e+12,1,17,0
37,1e+12,1,18,0
37,1e+12,1,19,0
37,1e+12,1,20,0
37,1e+12,1,21,0
37,1e+12,1,22,0
37,1e+12,1,23,0
37,1e+12,1,24,0
37,1e+12,1,25,0
37,1e+12,1,26,0
37,1e+12,1,27,0
37,1e+12,1,28,0
37,1e+12,1,29,0
37,1e+12,1,30,0
37,1e+12,1,31,0
37,1e+12,1,32,0
37,1e+12,1,33,0
37,1e+12,1,34,0
37,1e+12,1,35,0
37,1e+12,1,36,0
37,1e+12,1,37,0
37,1e+12,1.5,0,1.1637e-06
37,1e+12,1.5,1,0.99815
37,1e+12,1.5,2,0.0018487
37,1e+12,1.5,3,1.367e-10
37,1e+12,1.5,4,3.5485e-22
37,1e+12,1.5,5,2.3659e-38
37,1e+12,1.5,6,0
37,1e+12,1.5,7,0
37,1e+12,1.5,8,0
37,1e+12,1.5,9,0
37,1e+12,1.5,10,0
37,1e+12,1.5,11,0
37,1e+12,1.5,12,0
37,1e+12,1.5,13,0
37,1e+12,1.5,14,0
37,1e+12,1.5,15,0
37,1e+12,1.5,16,0
37,1e+12,1.5,17,0
37,1e+12,1.5,18,0
37,1e+12,1.5,19,0
37,1e+12,1.5,20,0
37,1e+12,1.5,21,0
37,1e+12,1.5,22,0
37,1e+12,1.5,23,0
37,1e+12,1.5,24,0
37,1e+12,1.5,25,0
37,1e+12,1.5,26,0
37,1e+12,1.5,27,0
37,1e+12,1.5,28,0
37,1e+12,1.5,29,0
37,1e+12,1.5,30,0
37,1e+12,1.5,31,0
37,1e+12,1.5,32,0
37,1e+12,1.5,33,0
37,1e+12,1.5,34,0
37,1e+12,1.5,35,0
37,1e+12,1.5,36,0
37,1e+12,1.5,37,0
37,1e+12,2,0,4.9588e-07
37,1e+12,2,1,0.84038
37,1e+12,2,2,0.15961
37,1e+12,2,3,1.0275e-05
37,1e+12,2,4,2.1515e-13
37,1e+12,2,5,1.2238e-24
37,1e+12,2,6,7.5766e-40
37,1e+12,2,7,0
37,1e+12,2,8,0
37,1e+12,2,9,0
37,1e+12,2,10,0
37,1e+12,2,11,0
37,1e+12,2,12,0
37,1e+12,2,13,0
37,1e+12,2,14,0
37,1e+12,2,15,0
37,1e+12,2,16,0
37,1e+12,2,17,0
37,1e+12,2,18,0
37,1e+12,2,19,0
37,1e+12,2,20,0
37,1e+12,2,21,0
37,1e+12,2,22,0
37,1e+12,2,23,0
37,1e+12,2,24,0
37,1e+12,2,25,0
37,1e+12,2,26,0
37,1e+12,2,27,0
37,1e+12,2,28,0
37,1e+12,2,29,0
37,1e+12,2,30,0
37,1e+12,2,31,0
37,1e+12,2,32,0
37,1e+12,2,33,0
37,1e+12,2,34,0
37,1e+12,2,35,0
37,1e+12,2,36,0
37,1e+12,2,37,0
37,1e+12,5,0,3.775e-08
37,1e+12,5,1,0.0085417
37,1e+12,5,2,0.24519
37,1e+12,5,3,0.64506
37,1e+12,5,4,0.10068
37,1e+12,5,5,0.00052887
37,1e+12,5,6,4.4884e-08
37,1e+12,5,7,7.15e-14
37,1e+12,5,8,3.0658e-23
37,1e+12,5,9,6.2624e-35
37,1e+12,5,10,0
37,1e+12,5,11,0
37,1e+12,5,12,0
37,1e+12,5,13,0
37,1e+12,5,14,0
37,1e+12,5,15,0
37,1e+12,5,16,0
37,1e+12,5,17,0
37,1e+12,5,18,0
37,1e+12,5,19,0
37,1e+12,5,20,0
37,1e+12,5,21,0
37,1e+12,5,22,0
37,1e+12,5,23,0
37,1e+12,5,24,0
37,1e+12,5,25,0
37,1e+12,5,26,0
37,1e+12,5,27,0
37,1e+12,5,28,0
37,1e+12,5,29,0
37,1e+12,5,30,0
37,1e+12,5,31,0
37,1e+12,5,32,0
37,1e+12,5,33,0
37,1e+12,5,34,0
37,1e+12,5,35,0
37,1e+12,5,36,0
37,1e+12,5,37,0
37,1e+12,7,0,8.6436e-09
37,1e+12,7,1,0.0010747
37,1e+12,7,2,0.055981
37,1e+12,7,3,0.43187
37,1e+12,7,4,0.45505
37,1e+12,7,5,0.055612
37,1e+12,7,6,0.00042024
37,1e+12,7,7,2.4294e-07
37,1e+12,7,8,3.0236e-13
37,1e+12,7,9,5.0355e-21
37,1e+12,7,10,5.2836e-36
37,1e+12,7,11,0
37,1e+12,7,12,0
37,1e+12,7,13,0
37,1e+12,7,14,0
37,1e+12,7,15,0
37,1e+12,7,16,0
37,1e+12,7,17,0
37,1e+12,7,18,0
37,1e+12,7,19,0
37,1e+12,7,20,0
37,1e+12,7,21,0
37,1e+12,7,22,0
37,1e+12,7,23,0
37,1e+12,7,24,0
37,1e+12,7,25,0
37,1e+12,7,26,0
37,1e+12,7,27,0
37,1e+12,7,28,0
37,1e+12,7,29,0
37,1e+12,7,30,0
37,1e+12,7,31,0
37,1e+12,7,32,0
37,1e+12,7,33,0
37,1e+12,7,34,0
37,1e+12,7,35,0
37,1e+12,7,36,0
37,1e+12,7,37,0
37,1e+12,10,0,7.1547e-10
37,1e+12,10,1,6.4032e-05
37,1e+12,10,2,0.006152
37,1e+12,10,3,0.118
37,1e+12,10,4,0.46291
37,1e+12,10,5,0.36754
37,1e+12,10,6,0.043692
37,1e+12,10,7,0.0016408
37,1e+12,10,8,8.9245e-07
37,1e+12,10,9,1.34e-11
37,1e+12,10,10,1.836e-21
37,1e+12,10,11,2.6058e-33
37,1e+12,10,12,0
37,1e+12,10,13,0
37,1e+12,10,14,0
37,1e+12,10,15,0
37,1e+12,10,16,0
37,1e+12,10,17,0
37,1e+12,10,18,0
37,1e+12,10,19,0
37,1e+12,10,20,0
37,1e+12,10,21,0
37,1e+12,10,22,0
37,1e+12,10,23,0
37,1e+12,10,24,0
37,1e+12,10,25,0
37,1e+12,10,26,0
37,1e+12,10,27,0
37,1e+12,10,28,0
37,1e+12,10,29,0
37,1e+12,10,30,0
37,1e+12,10,31,0
37,1e+12,10,32,0
37,1e+12,10,33,0
37,1e+12,10,34,0
37,1e+12,10,35,0
37,1e+12,10,36,0
37,1e+12,10,37,0
37,1e+12,15,0,1.0243e-11
37,1e+12,15,1,8.304e-07
37,1e+12,15,2,0.00015831
37,1e+12,15,3,0.0075433
37,1e+12,15,4,0.096701
37,1e+12,15,5,0.34545
37,1e+12,15,6,0.32368
37,1e+12,15,7,0.21216
37,1e+12,15,8,0.014257
37,1e+12,15,9,4.5801e-05
37,1e+12,15,10,4.2889e-11
37,1e+12,15,11,1.6146e-18
37,1e+12,15,12,2.1229e-27
