"Z","ne_cm3","Te_eV","q","frac"
19,1e+12,0.5,0,0.017744
19,1e+12,0.5,1,0.98226
19,1e+12,0.5,2,4.3513e-24
19,1e+12,0.5,3,0
19,1e+12,0.5,4,0
19,1e+12,0.5,5,0
19,1e+12,0.5,6,0
19,1e+12,0.5,7,0
19,1e+12,0.5,8,0
19,1e+12,0.5,9,0
19,1e+12,0.5,10,0
19,1e+12,0.5,11,0
19,1e+12,0.5,12,0
19,1e+12,0.5,13,0
19,1e+12,0.5,14,0
19,1e+12,0.5,15,0
19,1e+12,0.5,16,0
19,1e+12,0.5,17,0
19,1e+12,0.5,18,0
19,1e+12,0.5,19,0
19,1e+12,1,0,7.7007e-05
19,1e+12,1,1,0.99992
19,1e+12,1,2,4.9192e-10
19,1e+12,1,3,3.0391e-26
19,1e+12,1,4,0
19,1e+12,1,5,0
19,1e+12,1,6,0
19,1e+12,1,7,0
19,1e+12,1,8,0
19,1e+12,1,9,0
19,1e+12,1,10,0
19,1e+12,1,11,0
19,1e+12,1,12,0
19,1e+12,1,13,0
19,1e+12,1,14,0
19,1e+12,1,15,0
19,1e+12,1,16,0
19,1e+12,1,17,0
19,1e+12,1,18,0
19,1e+12,1,19,0
19,1e+12,1.5,0,9.4805e-06
19,1e+12,1.5,1,0.99996
19,1e+12,1.5,2,2.8999e-05
19,1e+12,1.5,3,1.1734e-14
19,1e+12,1.5,4,4.9491e-29
19,1e+12,1.5,5,0
19,1e+12,1.5,6,0
19,1e+12,1.5,7,0
19,1e+12,1.5,8,0
19,1e+12,1.5,9,0
19,1e+12,1.5,10,0
19,1e+12,1.5,11,0
19,1e+12,1.5,12,0
19,1e+12,1.5,13,0
19,1e+12,1.5,14,0
19,1e+12,1.5,15,0
19,1e+12,1.5,16,0
19,1e+12,1.5,17,0
19,1e+12,1.5,18,0
19,1e+12,1.5,19,0
19,1e+12,2,0,1.8198e-06
19,1e+12,2,1,0.99227
19,1e+12,2,2,0.0077288
19,1e+12,2,3,8.8887e-09
19,1e+12,2,4,1.331e-18
19,1e+12,2,5,1.0671e-33
19,1e+12,2,6,0
19,1e+12,2,7,0
19,1e+12,2,8,0
19,1e+12,2,9,0
19,1e+12,2,10,0
19,1e+12,2,11,0
19,1e+12,2,12,0
19,1e+12,2,13,0
19,1e+12,2,14,0
19,1e+12,2,15,0
19,1e+12,2,16,0
