"Z","ne_cm3","Te_eV","q","frac"
20,1e+12,0.5,0,0.97181
20,1e+12,0.5,1,0.02819
20,1e+12,0.5,2,1.2078e-07
20,1e+12,0.5,3,0
20,1e+12,0.5,4,0
20,1e+12,0.5,5,0
20,1e+12,0.5,6,0
20,1e+12,0.5,7,0
20,1e+12,0.5,8,0
20,1e+12,0.5,9,0
20,1e+12,0.5,10,0
20,1e+12,0.5,11,0
20,1e+12,0.5,12,0
20,1e+12,0.5,13,0
20,1e+12,0.5,14,0
20,1e+12,0.5,15,0
20,1e+12,0.5,16,0
20,1e+12,0.5,17,0
20,1e+12,0.5,18,0
20,1e+12,0.5,19,0
20,1e+12,0.5,20,0
20,1e+12,1,0,0.010892
20,1e+12,1,1,0.43256
20,1e+12,1,2,0.55655
20,1e+12,1,3,1.7265e-19
20,1e+12,1,4,1.4013e-45
20,1e+12,1,5,0
20,1e+12,1,6,0
20,1e+12,1,7,0
20,1e+12,1,8,0
20,1e+12,1,9,0
20,1e+12,1,10,0
20,1e+12,1,11,0
20,1e+12,1,12,0
20,1e+12,1,13,0
20,1e+12,1,14,0
20,1e+12,1,15,0
20,1e+12,1,16,0
20,1e+12,1,17,0
20,1e+12,1,18,0
20,1e+12,1,19,0
20,1e+12,1,20,0
20,1e+12,1.5,0,1.6219e-05
20,1e+12,1.5,1,0.0094001
20,1e+12,1.5,2,0.99058
20,1e+12,1.5,3,1.136e-11
20,1e+12,1.5,4,7.3361e-28
20,1e+12,1.5,5,0
20,1e+12,1.5,6,0
20,1e+12,1.5,7,0
20,1e+12,1.5,8,0
20,1e+12,1.5,9,0
20,1e+12,1.5,10,0
20,1e+12,1.5,11,0
20,1e+12,1.5,12,0
20,1e+12,1.5,13,0
20,1e+12,1.5,14,0
20,1e+12,1.5,15,0
20,1e+12,1.5,16,0
20,1e+12,1.5,17,0
20,1e+12,1.5,18,0
20,1e+12,1.5,19,0
20,1e+12,1.5,20,0
20,1e+12,2,0,3.7611e-07
20,1e+12,2,1,0.00094906
20,1e+12,2,2,0.99905
20,1e+12,2,3,7.7276e-08
20,1e+12,2,4,4.9713e-19
20,1e+12,2,5,1.8923e-34
20,1e+12,2,6,0
20,1e+12,2,7,0
20,1e+12,2,8,0
20,1e+12,2,9,0
20,1e+12,2,10,0
20,1e+12,2,11,0
20,1e+12,2,12,0
20,1e+12,2,13,0
20,1e+12,2,14,0
20,1e+12,2,15,0
20,1e+12,2,16,0
20,1e+12,2,17,0
20,1e+12,2,18,0
20,1e+12,2,19,0
20,1e+12,2,20,0
20,1e+12,5,0,4.0694e-10
20,1e+12,5,1,2.5686e-05
20,1e+12,5,2,0.64169
20,1e+12,5,3,0.35549
20,1e+12,5,4,0.0027942
20,1e+12,5,5,2.7771e-07
20,1e+12,5,6,6.894e-14
20,1e+12,5,7,1.4982e-22
20,1e+12,5,8,3.2817e-33
20,1e+12,5,9,0
20,1e+12,5,10,0
20,1e+12,5,11,0
20,1e+12,5,12,0
20,1e+12,5,13,0
20,1e+12,5,14,0
20,1e+12,5,15,0
20,1e+12,5,16,0
20,1e+12,5,17,0
20,1e+12,5,18,0
20,1e+12,5,19,0
20,1e+12,5,20,0
20,1e+12,7,0,6.8678e-11
20,1e+12,7,1,1.0012e-05
20,1e+12,7,2,0.16382
20,1e+12,7,3,0.68652
20,1e+12,7,4,0.14794
20,1e+12,7,5,0.0017171
20,1e+12,7,6,2.1202e-07
20,1e+12,7,7,6.6341e-13
20,1e+12,7,8,8.5911e-20
20,1e+12,7,9,7.0011e-30
20,1e+12,7,10,8.24244e-42
20,1e+12,7,11,0
20,1e+12,7,12,0
20,1e+12,7,13,0
20,1e+12,7,14,0
20,1e+12,7,15,0
20,1e+12,7,16,0
20,1e+12,7,17,0
20,1e+12,7,18,0
20,1e+12,7,19,0
20,1e+12,7,20,0
20,1e+12,10,0,5.8549e-12
20,1e+12,10,1,1.8368e-06
20,1e+12,10,2,0.022308
20,1e+12,10,3,0.33485
20,1e+12,10,4,0.52835
20,1e+12,10,5,0.11355
20,1e+12,10,6,0.0009355
20,1e+12,10,7,5.265e-07
20,1e+12,10,8,3.9845e-11
20,1e+12,10,9,1.2745e-17
20,1e+12,10,10,1.8738e-25
20,1e+12,10,11,0
20,1e+12,10,12,0
20,1e+12,10,13,0
20,1e+12,10,14,0
20,1e+12,10,15,0
20,1e+12,10,16,0
20,1e+12,10,17,0
20,1e+12,10,18,0
20,1e+12,10,19,0
20,1e+12,10,20,0
20,1e+12,15,0,1.3429e-13
20,1e+12,15,1,8.9901e-08
20,1e+12,15,2,0.0010178
20,1e+12,15,3,0.04657
20,1e+12,15,4,0.3434
20,1e+12,15,5,0.52672
20,1e+12,15,6,0.080319
20,1e+12,15,7,0.0019595
20,1e+12,15,8,1.4618e-05
20,1e+12,15,9,2.6144e-09
20,1e+12,15,10,6.7988e-14
20,1e+12,15,11,1.4979e-29
20,1e+12,15,12,0
20,1e+12,15,13,0
20,1e+12,15,14,0
20,1e+12,15,15,0
20,1e+12,15,16,0
20,1e+12,15,17,0
20,1e+12,15,18,0
20,1e+12,15,19,0
20,1e+12,15,20,0
20,1e+12,23,0,9.4513e-16
20,1e+12,23,1,1.2623e-09
20,1e+12,23,2,1.674e-05
20,1e+12,23,3,0.0020828
20,1e+12,23,4,0.054469
20,1e+12,23,5,0.36324
20,1e+12,23,6,0.42713
20,1e+12,23,7,0.13487
20,1e+12,23,8,0.01798
20,1e+12,23,9,0.00021395
20,1e+12,23,10,1.1557e-06
20,1e+12,23,11,3.5777e-16
20,1e+12,23,12,3.8175e-27
20,1e+12,23,13,1.1751e-39
20,1e+12,23,14,0
20,1e+12,23,15,0
20,1e+12,23,16,0
20,1e+12,23,17,0
20,1e+12,23,18,0
20,1e+12,23,19,0
20,1e+12,23,20,0
20,1e+12,32,0,8.1503e-18
20,1e+12,32,1,1.7131e-11
20,1e+12,32,2,2.8603e-07
20,1e+12,32,3,7.1343e-05
20,1e+12,32,4,0.0042907
20,1e+12,32,5,0.072254
20,1e+12,32,6,0.28396
20,1e+12,32,7,0.38098
20,1e+12,32,8,0.23196
20,1e+12,32,9,0.024375
20,1e+12,32,10,0.0021066
20,1e+12,32,11,1.0642e-09
20,1e+12,32,12,4.1573e-17
20,1e+12,32,13,1.168e-25
20,1e+12,32,14,1.0511e-35
20,1e+12,32,15,0
20,1e+12,32,16,0
20,1e+12,32,17,0
20,1e+12,32,18,0
20,1e+12,32,19,0
20,1e+12,32,20,0
20,1e+12,52,0,1.2719e-21
20,1e+12,52,1,4.5729e-15
20,1e+12,52,2,1.1944e-10
20,1e+12,52,3,7.6091e-08
20,1e+12,52,4,1.3414e-05
20,1e+12,52,5,0.00072614
20,1e+12,52,6,0.012054
20,1e+12,52,7,0.085787
20,1e+12,52,8,0.28889
20,1e+12,52,9,0.32729
20,1e+12,52,10,0.28513
20,1e+12,52,11,0.00011487
20,1e+12,52,12,8.9633e-09
20,1e+12,52,13,1.4003e-13
20,1e+12,52,14,2.305e-19
20,1e+12,52,15,5.0668e-26
20,1e+12,52,16,1.6414e-33
20,1e+12,52,17,7.17465e-43
20,1e+12,52,18,0
20,1e+12,52,19,0
20,1e+12,52,20,0
20,1e+12,74,0,9.7194e-25
20,1e+12,74,1,4.572e-18
20,1e+12,74,2,1.7385e-13
20,1e+12,74,3,2.08e-10
20,1e+12,74,4,7.404e-08
20,1e+12,74,5,8.4865e-06
20,1e+12,74,6,0.00034241
20,1e+12,74,7,0.0066711
20,1e+12,74,8,0.063542
20,1e+12,74,9,0.28535
20,1e+12,74,10,0.63983
