"Z","ne_cm3","Te_eV","q","frac"
8,1e+12,0.5,0,1
8,1e+12,0.5,1,4.8948e-08
8,1e+12,0.5,2,1.026e-34
8,1e+12,0.5,3,0
8,1e+12,0.5,4,0
8,1e+12,0.5,5,0
8,1e+12,0.5,6,0
8,1e+12,0.5,7,0
8,1e+12,0.5,8,0
8,1e+12,1,0,0.86075
8,1e+12,1,1,0.13925
8,1e+12,1,2,1.0178e-12
8,1e+12,1,3,2.0035e-33
8,1e+12,1,4,0
8,1e+12,1,5,0
8,1e+12,1,6,0
8,1e+12,1,7,0
8,1e+12,1,8,0
8,1e+12,1.5,0,0.030699
8,1e+12,1.5,1,0.9693
8,1e+12,1.5,2,1.3034e-06
8,1e+12,1.5,3,3.6271e-19
8,1e+12,1.5,4,6.246e-39
8,1e+12,1.5,5,0
8,1e+12,1.5,6,0
8,1e+12,1.5,7,0
8,1e+12,1.5,8,0
8,1e+12,2,0,0.0020162
8,1e+12,2,1,0.99735
8,1e+12,2,2,0.0006329
8,1e+12,2,3,2.3064e-12
8,1e+12,2,4,2.1897e-26
8,1e+12,2,5,0
8,1e+12,2,6,0
8,1e+12,2,7,0
8,1e+12,2,8,0
8,1e+12,5,0,1.5433e-06
8,1e+12,5,1,0.038168
8,1e+12,5,2,0.87276
8,1e+12,5,3,0.089041
8,1e+12,5,4,2.6238e-05
8,1e+12,5,5,6.2916e-14
8,1e+12,5,6,3.2917e-24
8,1e+12,5,7,0
8,1e+12,5,8,0
8,1e+12,7,0,1.7334e-07
8,1e+12,7,1,0.0056148
8,1e+12,7,2,0.39414
8,1e+12,7,3,0.58331
8,1e+12,7,4,0.016937
8,1e+12,7,5,4.9345e-08
8,1e+12,7,6,1.006e-14
8,1e+12,7,7,0
8,1e+12,7,8,0
8,1e+12,10,0,1.1567e-08
8,1e+12,10,1,0.00050844
8,1e+12,10,2,0.078826
8,1e+12,10,3,0.57598
8,1e+12,10,4,0.34446
8,1e+12,10,5,0.00022082
8,1e+12,10,6,2.5048e-08
8,1e+12,10,7,1.004e-39
8,1e+12,10,8,0
8,1e+12,15,0,1.3599e-10
8,1e+12,15,1,2.4021e-05
8,1e+12,15,2,0.008074
8,1e+12,15,3,0.20401
8,1e+12,15,4,0.76006
8,1e+12,15,5,0.027337
8,1e+12,15,6,0.00049136
8,1e+12,15,7,1.4744e-24
8,1e+12,15,8,0
8,1e+12,23,0,1.0802e-12
8,1e+12,23,1,7.8059e-07
8,1e+12,23,2,0.00056136
8,1e+12,23,3,0.040718
8,1e+12,23,4,0.52169
8,1e+12,23,5,0.25382
8,1e+12,23,6,0.1832
8,1e+12,23,7,2.3767e-14
8,1e+12,23,8,1.8532e-30
8,1e+12,32,0,1.0205e-14
8,1e+12,32,1,1.3165e-08
8,1e+12,32,2,1.665e-05
8,1e+12,32,3,0.0024811
8,1e+12,32,4,0.069443
8,1e+12,32,5,0.13821
8,1e+12,32,6,0.78985
8,1e+12,32,7,1.232e-09
8,1e+12,32,8,5.9724e-21
8,1e+12,52,0,9.1763e-18
8,1e+12,52,1,2.2609e-11
8,1e+12,52,2,6.3366e-08
8,1e+12,52,3,2.4665e-05
8,1e+12,52,4,0.0019114
8,1e+12,52,5,0.018701
8,1e+12,52,6,0.97934
8,1e+12,52,7,1.8914e-05
8,1e+12,52,8,5.7147e-12
8,1e+12,74,0,1.1462e-19
8,1e+12,74,1,4.2826e-13
8,1e+12,74,2,2.0826e-09
8,1e+12,74,3,1.5443e-06
8,1e+12,74,4,0.00023481
8,1e+12,74,5,0.0058982
8,1e+12,74,6,0.99191
8,1e+12,74,7,0.0019518
8,1e+12,74,8,1.3003e-07
8,1e+12,100,0,4.0205e-21
8,1e+12,100,1,2.1277e-14
8,1e+12,100,2,1.6451e-10
8,1e+12,100,3,2.0454e-07
8,1e+12,100,4,5.3372e-05
8,1e+12,100,5,0.0027198
8,1e+12,100,6,0.96181
8,1e+12,100,7,0.035347
8,1e+12,100,8,7.1456e-05
8,1e+12,165,0,1.4785e-23
8,1e+12,165,1,1.4018e-16
8,1e+12,165,2,2.2693e-12
8,1e+12,165,3,6.3774e-09
8,1e+12,165,4,3.8844e-06
8,1e+12,165,5,0.00055324
8,1e+12,165,6,0.44678
8,1e+12,165,7,0.49693
8,1e+12,165,8,0.055738
8,1e+12,235,0,1.2789e-25
8,1e+12,235,1,1.8414e-18
8,1e+12,235,2,4.9371e-14
8,1e+12,235,3,2.3986e-10
8,1e+12,235,4,2.5619e-07
8,1e+12,235,5,6.9293e-05
8,1e+12,235,6,0.086197
8,1e+12,235,7,0.5036
8,1e+12,235,8,0.41014
8,1e+12,310,0,2.3947e-27
8,1e+12,310,1,4.7943e-20
8,1e+12,310,2,1.8615e-15
8,1e+12,310,3,1.3496e-11
8,1e+12,310,4,2.1966e-08
8,1e+12,310,5,9.444e-06
8,1e+12,310,6,0.016217
8,1e+12,310,7,0.26255
8,1e+12,310,8,0.72122
8,1e+12,390,0,8.9757e-29
8,1e+12,390,1,2.3637e-21
8,1e+12,390,2,1.2303e-16
8,1e+12,390,3,1.2677e-12
8,1e+12,390,4,2.9324e-09
8,1e+12,390,5,1.8147e-06
8,1e+12,390,6,0.0041069
8,1e+12,390,7,0.13533
8,1e+12,390,8,0.86056
8,1e+12,475,0,6.0485e-30
8,1e+12,475,1,2.0163e-22
8,1e+12,475,2,1.3597e-17
8,1e+12,475,3,1.8338e-13
8,1e+12,475,4,5.6583e-10
8,1e+12,475,5,4.7499e-07
8,1e+12,475,6,0.0013723
8,1e+12,475,7,0.07767
8,1e+12,475,8,0.92096
8,1e+12,655,0,9.4102e-32
8,1e+12,655,1,4.6053e-24
8,1e+12,655,2,4.7086e-19
8,1e+12,655,3,9.72e-15
8,1e+12,655,4,4.7581e-11
8,1e+12,655,5,6.4291e-08
8,1e+12,655,6,0.00028013
8,1e+12,655,7,0.034217
8,1e+12,655,8,0.9655
8,1e+12,845,0,4.1498e-33
8,1e+12,845,1,2.7525e-25
8,1e+12,845,2,3.8963e-20
8,1e+12,845,3,1.133e-15
8,1e+12,845,4,7.7669e-12
8,1e+12,845,5,1.5288e-08
8,1e+12,845,6,9.2848e-05
8,1e+12,845,7,0.019404
8,1e+12,845,8,0.9805
8,1e+12,1000,0,5.6247e-34
8,1e+12,1000,1,4.5604e-26
8,1e+12,1000,2,7.9896e-21
8,1e+12,1000,3,2.9059e-16
8,1e+12,1000,4,2.5073e-12
8,1e+12,1000,5,6.2399e-09
8,1e+12,1000,6,4.7685e-05
8,1e+12,1000,7,0.013812
8,1e+12,1000,8,0.98614
8,1e+12,1441,0,9.1172e-36
8,1e+12,1441,1,1.1413e-27
8,1e+12,1441,2,3.1611e-22
8,1e+12,1441,3,1.8552e-17
8,1e+12,1441,4,2.618e-13
8,1e+12,1441,5,1.0553e-09
8,1e+12,1441,6,1.2837e-05
8,1e+12,1441,7,0.0071155
8,1e+12,1441,8,0.99287
8,1e+12,1925,0,3.8665e-37
8,1e+12,1925,1,6.8204e-29
8,1e+12,1925,2,2.7053e-23
8,1e+12,1925,3,2.3068e-18
8,1e+12,1925,4,4.7738e-14
8,1e+12,1925,5,2.841e-10
8,1e+12,1925,6,5.0773e-06
8,1e+12,1925,7,0.0044783
8,1e+12,1925,8,0.99552
8,1e+12,2454,0,2.919e-38
8,1e+12,2454,1,6.8573e-30
8,1e+12,2454,2,3.6662e-24
8,1e+12,2454,3,4.2606e-19
8,1e+12,2454,4,1.2106e-14
8,1e+12,2454,5,9.9452e-11
8,1e+12,2454,6,2.445e-06
8,1e+12,2454,7,0.0031242
8,1e+12,2454,8,0.99687
8,1e+12,3030,0,3.2692e-39
8,1e+12,3030,1,9.8413e-31
8,1e+12,3030,2,6.8055e-25
8,1e+12,3030,3,1.0325e-19
8,1e+12,3030,4,3.8538e-15
8,1e+12,3030,5,4.1779e-11
8,1e+12,3030,6,1.3484e-06
8,1e+12,3030,7,0.0023207
8,1e+12,3030,8,0.99768
8,1e+12,3655,0,4.8114e-40
8,1e+12,3655,1,1.8045e-31
8,1e+12,3655,2,1.5667e-25
8,1e+12,3655,3,3.0073e-20
8,1e+12,3655,4,1.4269e-15
8,1e+12,3655,5,1.9751e-11
8,1e+12,3655,6,8.0788e-07
8,1e+12,3655,7,0.0018162
8,1e+12,3655,8,0.99818
8,1e+12,4331,0,8.75952e-41
8,1e+12,4331,1,4.0062e-32
8,1e+12,4331,2,4.2678e-26
8,1e+12,4331,3,1.0123e-20
8,1e+12,4331,4,5.964e-16
8,1e+12,4331,5,1.0292e-11
8,1e+12,4331,6,5.2028e-07
8,1e+12,4331,7,0.0014517
8,1e+12,4331,8,0.99855
8,1e+12,5060,0,1.84719e-41
8,1e+12,5060,1,1.0128e-32
8,1e+12,5060,2,1.3e-26
8,1e+12,5060,3,3.7383e-21
8,1e+12,5060,4,2.6806e-16
8,1e+12,5060,5,5.6551e-12
8,1e+12,5060,6,3.4824e-07
8,1e+12,5060,7,0.0012124
8,1e+12,5060,8,0.99879
8,1e+12,5844,0,4.03013e-42
8,1e+12,5844,1,2.6339e-33
8,1e+12,5844,2,4.1195e-27
8,1e+12,5844,3,1.4413e-21
8,1e+12,5844,4,1.2578e-16
8,1e+12,5844,5,3.2206e-12
8,1e+12,5844,6,2.3866e-07
8,1e+12,5844,7,0.00099477
8,1e+12,5844,8,0.999
8,1e+12,6685,0,1.09021e-42
8,1e+12,6685,1,8.3405e-34
8,1e+12,6685,2,1.5365e-27
8,1e+12,6685,3,6.3603e-22
8,1e+12,6685,4,6.5862e-17
8,1e+12,6685,5,2.0053e-12
8,1e+12,6685,6,1.7467e-07
8,1e+12,6685,7,0.00084727
8,1e+12,6685,8,0.99915
8,1e+12,7585,0,3.237e-43
8,1e+12,7585,1,2.8698e-34
8,1e+12,7585,2,6.1644e-28
8,1e+12,7585,3,2.9875e-22
8,1e+12,7585,4,3.6323e-17
8,1e+12,7585,5,1.3021e-12
8,1e+12,7585,6,1.3224e-07
8,1e+12,7585,7,0.00074101
8,1e+12,7585,8,0.99926
