"Z","ne_cm3","Te_eV","q","frac"
63,1e+12,0.5,0,0.0011446
63,1e+12,0.5,1,0.99884
63,1e+12,0.5,2,1.8512e-05
63,1e+12,0.5,3,2.2736e-38
63,1e+12,0.5,4,0
63,1e+12,0.5,5,0
63,1e+12,0.5,6,0
63,1e+12,0.5,7,0
63,1e+12,0.5,8,0
63,1e+12,0.5,9,0
63,1e+12,0.5,10,0
63,1e+12,0.5,11,0
63,1e+12,0.5,12,0
63,1e+12,0.5,13,0
63,1e+12,0.5,14,0
63,1e+12,0.5,15,0
63,1e+12,0.5,16,0
63,1e+12,0.5,17,0
63,1e+12,0.5,18,0
63,1e+12,0.5,19,0
63,1e+12,0.5,20,0
63,1e+12,0.5,21,0
63,1e+12,0.5,22,0
63,1e+12,0.5,23,0
63,1e+12,0.5,24,0
63,1e+12,0.5,25,0
63,1e+12,0.5,26,0
63,1e+12,0.5,27,0
63,1e+12,0.5,28,0
63,1e+12,0.5,29,0
63,1e+12,0.5,30,0
63,1e+12,0.5,31,0
63,1e+12,0.5,32,0
63,1e+12,0.5,33,0
63,1e+12,0.5,34,0
63,1e+12,0.5,35,0
63,1e+12,0.5,36,0
63,1e+12,0.5,37,0
63,1e+12,0.5,38,0
63,1e+12,0.5,39,0
63,1e+12,0.5,40,0
63,1e+12,0.5,41,0
63,1e+12,0.5,42,0
63,1e+12,0.5,43,0
63,1e+12,0.5,44,0
63,1e+12,0.5,45,0
63,1e+12,0.5,46,0
63,1e+12,0.5,47,0
63,1e+12,0.5,48,0
63,1e+12,0.5,49,0
63,1e+12,0.5,50,0
63,1e+12,0.5,51,0
63,1e+12,0.5,52,0
63,1e+12,0.5,53,0
63,1e+12,0.5,54,0
63,1e+12,0.5,55,0
63,1e+12,0.5,56,0
63,1e+12,0.5,57,0
63,1e+12,0.5,58,0
63,1e+12,0.5,59,0
63,1e+12,0.5,60,0
63,1e+12,0.5,61,0
63,1e+12,0.5,62,0
63,1e+12,0.5,63,0
63,1e+12,1,0,2.2849e-06
63,1e+12,1,1,0.34768
63,1e+12,1,2,0.65232
63,1e+12,1,3,9.1789e-16
63,1e+12,1,4,7.138e-37
63,1e+12,1,5,0
63,1e+12,1,6,0
63,1e+12,1,7,0
63,1e+12,1,8,0
63,1e+12,1,9,0
63,1e+12,1,10,0
63,1e+12,1,11,0
63,1e+12,1,12,0
63,1e+12,1,13,0
63,1e+12,1,14,0
63,1e+12,1,15,0
63,1e+12,1,16,0
63,1e+12,1,17,0
63,1e+12,1,18,0
63,1e+12,1,19,0
63,1e+12,1,20,0
63,1e+12,1,21,0
63,1e+12,1,22,0
63,1e+12,1,23,0
63,1e+12,1,24,0
63,1e+12,1,25,0
63,1e+12,1,26,0
63,1e+12,1,27,0
63,1e+12,1,28,0
63,1e+12,1,29,0
63,1e+12,1,30,0
63,1e+12,1,31,0
63,1e+12,1,32,0
63,1e+12,1,33,0
63,1e+12,1,34,0
63,1e+12,1,35,0
63,1e+12,1,36,0
63,1e+12,1,37,0
63,1e+12,1,38,0
63,1e+12,1,39,0
63,1e+12,1,40,0
63,1e+12,1,41,0
63,1e+12,1,42,0
63,1e+12,1,43,0
63,1e+12,1,44,0
63,1e+12,1,45,0
63,1e+12,1,46,0
63,1e+12,1,47,0
63,1e+12,1,48,0
63,1e+12,1,49,0
