"Z","ne_cm3","Te_eV","q","frac"
42,1e+12,0.5,0,0.65165
42,1e+12,0.5,1,0.34835
42,1e+12,0.5,2,1.4063e-08
42,1e+12,0.5,3,9.2454e-27
42,1e+12,0.5,4,0
42,1e+12,0.5,5,0
42,1e+12,0.5,6,0
42,1e+12,0.5,7,0
42,1e+12,0.5,8,0
42,1e+12,0.5,9,0
42,1e+12,0.5,10,0
42,1e+12,0.5,11,0
42,1e+12,0.5,12,0
42,1e+12,0.5,13,0
42,1e+12,0.5,14,0
42,1e+12,0.5,15,0
42,1e+12,0.5,16,0
42,1e+12,0.5,17,0
42,1e+12,0.5,18,0
42,1e+12,0.5,19,0
42,1e+12,0.5,20,0
42,1e+12,0.5,21,0
42,1e+12,0.5,22,0
42,1e+12,0.5,23,0
42,1e+12,0.5,24,0
42,1e+12,0.5,25,0
42,1e+12,0.5,26,0
42,1e+12,0.5,27,0
42,1e+12,0.5,28,0
42,1e+12,0.5,29,0
42,1e+12,0.5,30,0
42,1e+12,0.5,31,0
42,1e+12,0.5,32,0
42,1e+12,0.5,33,0
42,1e+12,0.5,34,0
42,1e+12,0.5,35,0
42,1e+12,0.5,36,0
42,1e+12,0.5,37,0
42,1e+12,0.5,38,0
42,1e+12,0.5,39,0
42,1e+12,0.5,40,0
42,1e+12,0.5,41,0
42,1e+12,0.5,42,0
42,1e+12,1,0,0.010456
42,1e+12,1,1,0.94909
42,1e+12,1,2,0.040452
42,1e+12,1,3,6.9453e-09
42,1e+12,1,4,7.5608e-22
42,1e+12,1,5,1.47487e-41
42,1e+12,1,6,0
42,1e+12,1,7,0
42,1e+12,1,8,0
42,1e+12,1,9,0
42,1e+12,1,10,0
42,1e+12,1,11,0
42,1e+12,1,12,0
42,1e+12,1,13,0
42,1e+12,1,14,0
42,1e+12,1,15,0
42,1e+12,1,16,0
42,1e+12,1,17,0
42,1e+12,1,18,0
42,1e+12,1,19,0
42,1e+12,1,20,0
42,1e+12,1,21,0
42,1e+12,1,22,0
42,1e+12,1,23,0
42,1e+12,1,24,0
42,1e+12,1,25,0
42,1e+12,1,26,0
42,1e+12,1,27,0
42,1e+12,1,28,0
42,1e+12,1,29,0
42,1e+12,1,30,0
42,1e+12,1,31,0
42,1e+12,1,32,0
42,1e+12,1,33,0
42,1e+12,1,34,0
42,1e+12,1,35,0
42,1e+12,1,36,0
42,1e+12,1,37,0
42,1e+12,1,38,0
42,1e+12,1,39,0
42,1e+12,1,40,0
42,1e+12,1,41,0
42,1e+12,1,42,0
42,1e+12,1.5,0,0.00079218
42,1e+12,1.5,1,0.38546
42,1e+12,1.5,2,0.61331
42,1e+12,1.5,3,0.00044122
42,1e+12,1.5,4,2.5544e-11
42,1e+12,1.5,5,3.4356e-23
42,1e+12,1.5,6,7.24859e-40
42,1e+12,1.5,7,0
42,1e+12,1.5,8,0
42,1e+12,1.5,9,0
42,1e+12,1.5,10,0
42,1e+12,1.5,11,0
42,1e+12,1.5,12,0
42,1e+12,1.5,13,0
42,1e+12,1.5,14,0
42,1e+12,1.5,15,0
42,1e+12,1.5,16,0
42,1e+12,1.5,17,0
42,1e+12,1.5,18,0
42,1e+12,1.5,19,0
42,1e+12,1.5,20,0
42,1e+12,1.5,21,0
42,1e+12,1.5,22,0
42,1e+12,1.5,23,0
42,1e+12,1.5,24,0
