"Z","ne_cm3","Te_eV","q","frac"
34,1e+12,0.5,0,0.99953
34,1e+12,0.5,1,0.00046833
34,1e+12,0.5,2,4.7575e-16
34,1e+12,0.5,3,4.5738e-38
34,1e+12,0.5,4,0
34,1e+12,0.5,5,0
34,1e+12,0.5,6,0
34,1e+12,0.5,7,0
34,1e+12,0.5,8,0
34,1e+12,0.5,9,0
34,1e+12,0.5,10,0
34,1e+12,0.5,11,0
34,1e+12,0.5,12,0
34,1e+12,0.5,13,0
34,1e+12,0.5,14,0
34,1e+12,0.5,15,0
34,1e+12,0.5,16,0
34,1e+12,0.5,17,0
34,1e+12,0.5,18,0
34,1e+12,0.5,19,0
34,1e+12,0.5,20,0
34,1e+12,0.5,21,0
34,1e+12,0.5,22,0
34,1e+12,0.5,23,0
34,1e+12,0.5,24,0
34,1e+12,0.5,25,0
34,1e+12,0.5,26,0
34,1e+12,0.5,27,0
34,1e+12,0.5,28,0
34,1e+12,0.5,29,0
34,1e+12,0.5,30,0
34,1e+12,0.5,31,0
34,1e+12,0.5,32,0
34,1e+12,0.5,33,0
34,1e+12,0.5,34,0
34,1e+12,1,0,0.052548
34,1e+12,1,1,0.94713
34,1e+12,1,2,0.00031922
34,1e+12,1,3,3.9155e-13
34,1e+12,1,4,5.1357e-28
34,1e+12,1,5,0
34,1e+12,1,6,0
34,1e+12,1,7,0
34,1e+12,1,8,0
34,1e+12,1,9,0
34,1e+12,1,10,0
34,1e+12,1,11,0
34,1e+12,1,12,0
34,1e+12,1,13,0
34,1e+12,1,14,0
34,1e+12,1,15,0
34,1e+12,1,16,0
34,1e+12,1,17,0
34,1e+12,1,18,0
34,1e+12,1,19,0
34,1e+12,1,20,0
34,1e+12,1,21,0
34,1e+12,1,22,0
34,1e+12,1,23,0
34,1e+12,1,24,0
34,1e+12,1,25,0
34,1e+12,1,26,0
34,1e+12,1,27,0
34,1e+12,1,28,0
34,1e+12,1,29,0
34,1e+12,1,30,0
34,1e+12,1,31,0
34,1e+12,1,32,0
34,1e+12,1,33,0
34,1e+12,1,34,0
34,1e+12,1.5,0,0.0022254
34,1e+12,1.5,1,0.78289
34,1e+12,1.5,2,0.21488
34,1e+12,1.5,3,7.602e-06
34,1e+12,1.5,4,1.655e-14
34,1e+12,1.5,5,1.7067e-31
34,1e+12,1.5,6,0
34,1e+12,1.5,7,0
34,1e+12,1.5,8,0
34,1e+12,1.5,9,0
34,1e+12,1.5,10,0
34,1e+12,1.5,11,0
34,1e+12,1.5,12,0
34,1e+12,1.5,13,0
34,1e+12,1.5,14,0
34,1e+12,1.5,15,0
34,1e+12,1.5,16,0
34,1e+12,1.5,17,0
34,1e+12,1.5,18,0
34,1e+12,1.5,19,0
34,1e+12,1.5,20,0
34,1e+12,1.5,21,0
34,1e+12,1.5,22,0
34,1e+12,1.5,23,0
34,1e+12,1.5,24,0
34,1e+12,1.5,25,0
34,1e+12,1.5,26,0
34,1e+12,1.5,27,0
34,1e+12,1.5,28,0
34,1e+12,1.5,29,0
34,1e+12,1.5,30,0
34,1e+12,1.5,31,0
34,1e+12,1.5,32,0
