"Z","ne_cm3","Te_eV","q","frac"
39,1e+12,0.5,0,0.6758
39,1e+12,0.5,1,0.3242
39,1e+12,0.5,2,5.1107e-07
39,1e+12,0.5,3,7.5847e-20
39,1e+12,0.5,4,0
39,1e+12,0.5,5,0
39,1e+12,0.5,6,0
39,1e+12,0.5,7,0
39,1e+12,0.5,8,0
39,1e+12,0.5,9,0
39,1e+12,0.5,10,0
39,1e+12,0.5,11,0
39,1e+12,0.5,12,0
39,1e+12,0.5,13,0
39,1e+12,0.5,14,0
39,1e+12,0.5,15,0
39,1e+12,0.5,16,0
39,1e+12,0.5,17,0
39,1e+12,0.5,18,0
39,1e+12,0.5,19,0
39,1e+12,0.5,20,0
39,1e+12,0.5,21,0
39,1e+12,0.5,22,0
39,1e+12,0.5,23,0
39,1e+12,0.5,24,0
39,1e+12,0.5,25,0
39,1e+12,0.5,26,0
39,1e+12,0.5,27,0
39,1e+12,0.5,28,0
39,1e+12,0.5,29,0
39,1e+12,0.5,30,0
39,1e+12,0.5,31,0
39,1e+12,0.5,32,0
39,1e+12,0.5,33,0
39,1e+12,0.5,34,0
39,1e+12,0.5,35,0
39,1e+12,0.5,36,0
39,1e+12,0.5,37,0
39,1e+12,0.5,38,0
39,1e+12,0.5,39,0
39,1e+12,1,0,0.0080761
39,1e+12,1,1,0.91643
39,1e+12,1,2,0.075488
39,1e+12,1,3,7.6542e-06
39,1e+12,1,4,1.8351e-28
39,1e+12,1,5,0
39,1e+12,1,6,0
39,1e+12,1,7,0
39,1e+12,1,8,0
39,1e+12,1,9,0
39,1e+12,1,10,0
39,1e+12,1,11,0
39,1e+12,1,12,0
39,1e+12,1,13,0
39,1e+12,1,14,0
39,1e+12,1,15,0
39,1e+12,1,16,0
39,1e+12,1,17,0
39,1e+12,1,18,0
39,1e+12,1,19,0
39,1e+12,1,20,0
39,1e+12,1,21,0
39,1e+12,1,22,0
39,1e+12,1,23,0
39,1e+12,1,24,0
39,1e+12,1,25,0
39,1e+12,1,26,0
39,1e+12,1,27,0
39,1e+12,1,28,0
39,1e+12,1,29,0
39,1e+12,1,30,0
39,1e+12,1,31,0
39,1e+12,1,32,0
39,1e+12,1,33,0
39,1e+12,1,34,0
39,1e+12,1,35,0
39,1e+12,1,36,0
39,1e+12,1,37,0
39,1e+12,1,38,0
39,1e+12,1,39,0
39,1e+12,1.5,0,0.00034868
39,1e+12,1.5,1,0.22936
39,1e+12,1.5,2,0.69438
39,1e+12,1.5,3,0.075904
39,1e+12,1.5,4,1.2171e-15
39,1e+12,1.5,5,2.444e-34
39,1e+12,1.5,6,0
39,1e+12,1.5,7,0
39,1e+12,1.5,8,0
39,1e+12,1.5,9,0
39,1e+12,1.5,10,0
39,1e+12,1.5,11,0
39,1e+12,1.5,12,0
39,1e+12,1.5,13,0
39,1e+12,1.5,14,0
39,1e+12,1.5,15,0
39,1e+12,1.5,16,0
39,1e+12,1.5,17,0
39,1e+12,1.5,18,0
39,1e+12,1.5,19,0
39,1e+12,1.5,20,0
39,1e+12,1.5,21,0
39,1e+12,1.5,22,0
39,1e+12,1.5,23,0
39,1e+12,1.5,24,0
39,1e+12,1.5,25,0
39,1e+12,1.5,26,0
39,1e+12,1.5,27,0
39,1e+12,1.5,28,0
39,1e+12,1.5,29,0
39,1e+12,1.5,30,0
39,1e+12,1.5,31,0
39,1e+12,1.5,32,0
39,1e+12,1.5,33,0
39,1e+12,1.5,34,0
39,1e+12,1.5,35,0
39,1e+12,1.5,36,0
39,1e+12,1.5,37,0
39,1e+12,1.5,38,0
39,1e+12,1.5,39,0
39,1e+12,2,0,6.8001e-06
39,1e+12,2,1,0.011324
39,1e+12,2,2,0.19903
39,1e+12,2,3,0.78964
39,1e+12,2,4,3.6255e-10
39,1e+12,2,5,2.6922e-23
39,1e+12,2,6,2.5866e-40
39,1e+12,2,7,0
39,1e+12,2,8,0
39,1e+12,2,9,0
39,1e+12,2,10,0
39,1e+12,2,11,0
39,1e+12,2,12,0
39,1e+12,2,13,0
39,1e+12,2,14,0
39,1e+12,2,15,0
39,1e+12,2,16,0
39,1e+12,2,17,0
39,1e+12,2,18,0
39,1e+12,2,19,0
39,1e+12,2,20,0
39,1e+12,2,21,0
39,1e+12,2,22,0
39,1e+12,2,23,0
39,1e+12,2,24,0
39,1e+12,2,25,0
39,1e+12,2,26,0
39,1e+12,2,27,0
39,1e+12,2,28,0
39,1e+12,2,29,0
39,1e+12,2,30,0
39,1e+12,2,31,0
39,1e+12,2,32,0
39,1e+12,2,33,0
39,1e+12,2,34,0
39,1e+12,2,35,0
39,1e+12,2,36,0
39,1e+12,2,37,0
39,1e+12,2,38,0
39,1e+12,2,39,0
39,1e+12,5,0,1.016e-10
39,1e+12,5,1,1.9923e-06
39,1e+12,5,2,0.0010588
39,1e+12,5,3,0.9504
39,1e+12,5,4,0.048489
39,1e+12,5,5,5.3597e-05
39,1e+12,5,6,1.0228e-09
39,1e+12,5,7,3.016e-16
39,1e+12,5,8,8.032e-25
39,1e+12,5,9,2.5323e-35
39,1e+12,5,10,0
39,1e+12,5,11,0
39,1e+12,5,12,0
39,1e+12,5,13,0
39,1e+12,5,14,0
39,1e+12,5,15,0
39,1e+12,5,16,0
39,1e+12,5,17,0
39,1e+12,5,18,0
39,1e+12,5,19,0
39,1e+12,5,20,0
39,1e+12,5,21,0
39,1e+12,5,22,0
39,1e+12,5,23,0
39,1e+12,5,24,0
39,1e+12,5,25,0
39,1e+12,5,26,0
39,1e+12,5,27,0
39,1e+12,5,28,0
39,1e+12,5,29,0
39,1e+12,5,30,0
39,1e+12,5,31,0
39,1e+12,5,32,0
39,1e+12,5,33,0
39,1e+12,5,34,0
39,1e+12,5,35,0
39,1e+12,5,36,0
39,1e+12,5,37,0
39,1e+12,5,38,0
39,1e+12,5,39,0
39,1e+12,7,0,3.7374e-12
39,1e+12,7,1,7.4893e-07
39,1e+12,7,2,0.00093452
39,1e+12,7,3,0.63462
39,1e+12,7,4,0.34725
39,1e+12,7,5,0.017142
39,1e+12,7,6,5.5027e-05
39,1e+12,7,7,9.1396e-09
39,1e+12,7,8,4.4734e-14
39,1e+12,7,9,7.9196e-21
39,1e+12,7,10,1.8863e-30
39,1e+12,7,11,3.79051e-42
39,1e+12,7,12,0
39,1e+12,7,13,0
39,1e+12,7,14,0
39,1e+12,7,15,0
39,1e+12,7,16,0
39,1e+12,7,17,0
39,1e+12,7,18,0
39,1e+12,7,19,0
39,1e+12,7,20,0
39,1e+12,7,21,0
39,1e+12,7,22,0
39,1e+12,7,23,0
39,1e+12,7,24,0
39,1e+12,7,25,0
39,1e+12,7,26,0
39,1e+12,7,27,0
39,1e+12,7,28,0
39,1e+12,7,29,0
39,1e+12,7,30,0
39,1e+12,7,31,0
39,1e+12,7,32,0
39,1e+12,7,33,0
39,1e+12,7,34,0
39,1e+12,7,35,0
39,1e+12,7,36,0
39,1e+12,7,37,0
39,1e+12,7,38,0
39,1e+12,7,39,0
39,1e+12,10,0,1.9048e-13
39,1e+12,10,1,1.5466e-07
39,1e+12,10,2,0.00042578
