"Z","ne_cm3","Te_eV","q","frac"
28,1e+12,0.5,0,0.99942
28,1e+12,0.5,1,0.00057984
28,1e+12,0.5,2,6.089e-14
28,1e+12,0.5,3,2.39174e-41
28,1e+12,0.5,4,0
28,1e+12,0.5,5,0
28,1e+12,0.5,6,0
28,1e+12,0.5,7,0
28,1e+12,0.5,8,0
28,1e+12,0.5,9,0
28,1e+12,0.5,10,0
28,1e+12,0.5,11,0
28,1e+12,0.5,12,0
28,1e+12,0.5,13,0
28,1e+12,0.5,14,0
28,1e+12,0.5,15,0
28,1e+12,0.5,16,0
28,1e+12,0.5,17,0
28,1e+12,0.5,18,0
28,1e+12,0.5,19,0
28,1e+12,0.5,20,0
28,1e+12,0.5,21,0
28,1e+12,0.5,22,0
28,1e+12,0.5,23,0
28,1e+12,0.5,24,0
28,1e+12,0.5,25,0
28,1e+12,0.5,26,0
28,1e+12,0.5,27,0
28,1e+12,0.5,28,0
28,1e+12,1,0,0.65444
28,1e+12,1,1,0.34495
28,1e+12,1,2,0.00060476
28,1e+12,1,3,1.7698e-15
28,1e+12,1,4,2.5232e-36
28,1e+12,1,5,0
28,1e+12,1,6,0
28,1e+12,1,7,0
28,1e+12,1,8,0
28,1e+12,1,9,0
28,1e+12,1,10,0
28,1e+12,1,11,0
28,1e+12,1,12,0
28,1e+12,1,13,0
28,1e+12,1,14,0
28,1e+12,1,15,0
28,1e+12,1,16,0
28,1e+12,1,17,0
28,1e+12,1,18,0
28,1e+12,1,19,0
28,1e+12,1,20,0
28,1e+12,1,21,0
28,1e+12,1,22,0
28,1e+12,1,23,0
28,1e+12,1,24,0
28,1e+12,1,25,0
28,1e+12,1,26,0
28,1e+12,1,27,0
28,1e+12,1,28,0
28,1e+12,1.5,0,0.09662
28,1e+12,1.5,1,0.58281
28,1e+12,1.5,2,0.32057
28,1e+12,1.5,3,1.5554e-07
28,1e+12,1.5,4,4.1643e-20
28,1e+12,1.5,5,9.7892e-40
28,1e+12,1.5,6,0
28,1e+12,1.5,7,0
28,1e+12,1.5,8,0
28,1e+12,1.5,9,0
28,1e+12,1.5,10,0
28,1e+12,1.5,11,0
28,1e+12,1.5,12,0
28,1e+12,1.5,13,0
28,1e+12,1.5,14,0
28,1e+12,1.5,15,0
28,1e+12,1.5,16,0
