"Z","ne_cm3","Te_eV","q","frac"
14,1e+12,0.5,0,0.99609
14,1e+12,0.5,1,0.0039125
14,1e+12,0.5,2,7.9868e-13
14,1e+12,0.5,3,7.0768e-39
14,1e+12,0.5,4,0
14,1e+12,0.5,5,0
14,1e+12,0.5,6,0
14,1e+12,0.5,7,0
14,1e+12,0.5,8,0
14,1e+12,0.5,9,0
14,1e+12,0.5,10,0
14,1e+12,0.5,11,0
14,1e+12,0.5,12,0
14,1e+12,0.5,13,0
14,1e+12,0.5,14,0
14,1e+12,1,0,0.02224
14,1e+12,1,1,0.97309
14,1e+12,1,2,0.0046717
14,1e+12,1,3,2.9056e-14
14,1e+12,1,4,2.3041e-31
14,1e+12,1,5,0
14,1e+12,1,6,0
14,1e+12,1,7,0
14,1e+12,1,8,0
14,1e+12,1,9,0
14,1e+12,1,10,0
14,1e+12,1,11,0
14,1e+12,1,12,0
14,1e+12,1,13,0
14,1e+12,1,14,0
14,1e+12,1.5,0,0.00047903
14,1e+12,1.5,1,0.38004
14,1e+12,1.5,2,0.61948
14,1e+12,1.5,3,4.1512e-07
14,1e+12,1.5,4,1.7269e-17
14,1e+12,1.5,5,0
14,1e+12,1.5,6,0
14,1e+12,1.5,7,0
14,1e+12,1.5,8,0
14,1e+12,1.5,9,0
14,1e+12,1.5,10,0
14,1e+12,1.5,11,0
14,1e+12,1.5,12,0
14,1e+12,1.5,13,0
14,1e+12,1.5,14,0
14,1e+12,2,0,1.5426e-05
14,1e+12,2,1,0.031987
14,1e+12,2,2,0.96777
14,1e+12,2,3,0.00023054
14,1e+12,2,4,2.4188e-11
14,1e+12,2,5,2.8026e-45
14,1e+12,2,6,0
14,1e+12,2,7,0
14,1e+12,2,8,0
14,1e+12,2,9,0
14,1e+12,2,10,0
14,1e+12,2,11,0
14,1e+12,2,12,0
14,1e+12,2,13,0
14,1e+12,2,14,0
14,1e+12,5,0,3.1616e-08
14,1e+12,5,1,0.00027548
14,1e+12,5,2,0.16387
14,1e+12,5,3,0.68518
14,1e+12,5,4,0.15067
14,1e+12,5,5,2.9022e-13
14,1e+12,5,6,1.0368e-28
14,1e+12,5,7,0
14,1e+12,5,8,0
14,1e+12,5,9,0
14,1e+12,5,10,0
14,1e+12,5,11,0
14,1e+12,5,12,0
14,1e+12,5,13,0
14,1e+12,5,14,0
14,1e+12,7,0,9.568e-10
14,1e+12,7,1,1.3075e-05
14,1e+12,7,2,0.011001
14,1e+12,7,3,0.18994
14,1e+12,7,4,0.79905
14,1e+12,7,5,3.1367e-08
14,1e+12,7,6,2.0176e-18
14,1e+12,7,7,1.4757e-31
14,1e+12,7,8,0
14,1e+12,7,9,0
14,1e+12,7,10,0
14,1e+12,7,11,0
14,1e+12,7,12,0
14,1e+12,7,13,0
14,1e+12,7,14,0
14,1e+12,10,0,3.9674e-12
14,1e+12,10,1,3.8109e-07
14,1e+12,10,2,0.00048149
14,1e+12,10,3,0.025629
14,1e+12,10,4,0.97382
14,1e+12,10,5,7.0441e-05
14,1e+12,10,6,4.3523e-11
14,1e+12,10,7,1.8336e-19
14,1e+12,10,8,1.0719e-30
14,1e+12,10,9,2.38221e-44
14,1e+12,10,10,0
14,1e+12,10,11,0
14,1e+12,10,12,0
14,1e+12,10,13,0
14,1e+12,10,14,0
14,1e+12,15,0,8.8996e-14
14,1e+12,15,1,2.9957e-08
14,1e+12,15,2,6.2891e-05
14,1e+12,15,3,0.009613
14,1e+12,15,4,0.97316
14,1e+12,15,5,0.017151
14,1e+12,15,6,1.1373e-05
14,1e+12,15,7,2.4605e-10
14,1e+12,15,8,4.8854e-17
14,1e+12,15,9,1.8714e-25
14,1e+12,15,10,5.4737e-36
14,1e+12,15,11,0
14,1e+12,15,12,0
14,1e+12,15,13,0
14,1e+12,15,14,0
14,1e+12,23,0,5.7279e-15
14,1e+12,23,1,4.5415e-09
14,1e+12,23,2,1.6868e-05
14,1e+12,23,3,0.0067911
14,1e+12,23,4,0.74685
14,1e+12,23,5,0.23706
14,1e+12,23,6,0.0092388
14,1e+12,23,7,4.7277e-05
14,1e+12,23,8,1.0148e-08
14,1e+12,23,9,1.5337e-13
14,1e+12,23,10,8.1661e-20
14,1e+12,23,11,1.8221e-28
14,1e+12,23,12,1.0404e-37
14,1e+12,23,13,0
14,1e+12,23,14,0
14,1e+12,32,0,4.7505e-16
14,1e+12,32,1,6.5222e-10
14,1e+12,32,2,3.8228e-06
14,1e+12,32,3,0.0030607
14,1e+12,32,4,0.39481
14,1e+12,32,5,0.48227
14,1e+12,32,6,0.11359
14,1e+12,32,7,0.0062228
14,1e+12,32,8,3.5208e-05
14,1e+12,32,9,3.1678e-08
14,1e+12,32,10,2.6283e-12
14,1e+12,32,11,3.101e-18
14,1e+12,32,12,1.5403e-24
14,1e+12,32,13,0
14,1e+12,32,14,0
14,1e+12,52,0,3.9926e-18
14,1e+12,52,1,1.121e-11
14,1e+12,52,2,1.2895e-07
14,1e+12,52,3,0.00026335
14,1e+12,52,4,0.052791
14,1e+12,52,5,0.28969
14,1e+12,52,6,0.42942
14,1e+12,52,7,0.20592
14,1e+12,52,8,0.021219
14,1e+12,52,9,0.00068944
14,1e+12,52,10,5.4967e-06
14,1e+12,52,11,2.9093e-09
14,1e+12,52,12,1.3468e-12
14,1e+12,52,13,3.3986e-33
14,1e+12,52,14,0
14,1e+12,74,0,4.9677e-20
14,1e+12,74,1,2.2509e-13
14,1e+12,74,2,4.2581e-09
14,1e+12,74,3,1.6397e-05
14,1e+12,74,4,0.0049137
14,1e+12,74,5,0.066565
14,1e+12,74,6,0.28094
14,1e+12,74,7,0.42791
14,1e+12,74,8,0.18586
14,1e+12,74,9,0.031864
14,1e+12,74,10,0.0019109
14,1e+12,74,11,1.6669e-05
14,1e+12,74,12,2.2937e-07
14,1e+12,74,13,9.8819e-22
14,1e+12,74,14,5.1429e-38
14,1e+12,100,0,6.5762e-22
14,1e+12,100,1,4.4115e-15
14,1e+12,100,2,1.2647e-10
14,1e+12,100,3,8.1174e-07
14,1e+12,100,4,0.00035214
14,1e+12,100,5,0.0095232
14,1e+12,100,6,0.087291
14,1e+12,100,7,0.30748
14,1e+12,100,8,0.36258
14,1e+12,100,9,0.18942
14,1e+12,100,10,0.0411
14,1e+12,100,11,0.0020028
14,1e+12,100,12,0.00024459
14,1e+12,100,13,7.9087e-15
14,1e+12,100,14,6.9812e-27
14,1e+12,165,0,1.1175e-25
14,1e+12,165,1,1.4122e-18
14,1e+12,165,2,7.9235e-14
14,1e+12,165,3,1.1425e-09
14,1e+12,165,4,9.4195e-07
14,1e+12,165,5,7.1703e-05
14,1e+12,165,6,0.0020415
14,1e+12,165,7,0.023859
14,1e+12,165,8,0.11144
14,1e+12,165,9,0.25832
14,1e+12,165,10,0.29389
14,1e+12,165,11,0.11514
14,1e+12,165,12,0.19523
14,1e+12,165,13,1.7024e-07
14,1e+12,165,14,1.0071e-14
14,1e+12,235,0,4.523e-29
14,1e+12,235,1,8.8594e-22
14,1e+12,235,2,7.9691e-17
14,1e+12,235,3,1.9797e-12
14,1e+12,235,4,2.5948e-09
14,1e+12,235,5,3.8415e-07
14,1e+12,235,6,2.2312e-05
14,1e+12,235,7,0.00054932
14,1e+12,235,8,0.0058723
14,1e+12,235,9,0.032832
14,1e+12,235,10,0.096568
14,1e+12,235,11,0.11664
14,1e+12,235,12,0.74744
14,1e+12,235,13,8.092e-05
14,1e+12,235,14,9.0154e-10
14,1e+12,310,0,8.6273e-32
14,1e+12,310,1,2.3714e-24
14,1e+12,310,2,3.0734e-19
14,1e+12,310,3,1.1355e-14
14,1e+12,310,4,2.154e-11
14,1e+12,310,5,5.2183e-09
14,1e+12,310,6,5.1063e-07
14,1e+12,310,7,2.1583e-05
14,1e+12,310,8,0.00041624
14,1e+12,310,9,0.0043211
14,1e+12,310,10,0.024613
14,1e+12,310,11,0.063152
14,1e+12,310,12,0.90582
14,1e+12,310,13,0.0016569
14,1e+12,310,14,3.99e-07
14,1e+12,390,0,6.2687e-34
14,1e+12,390,1,2.2752e-26
14,1e+12,390,2,3.9776e-21
14,1e+12,390,3,2.0328e-16
14,1e+12,390,4,5.2138e-13
14,1e+12,390,5,1.8714e-10
14,1e+12,390,6,2.7622e-08
14,1e+12,390,7,1.7836e-06
14,1e+12,390,8,5.4227e-05
14,1e+12,390,9,0.00090751
14,1e+12,390,10,0.008548
14,1e+12,390,11,0.038347
14,1e+12,390,12,0.94103
