"Z","ne_cm3","Te_eV","q","frac"
55,1e+12,0.5,0,2.9684e-06
55,1e+12,0.5,1,1
55,1e+12,0.5,2,1.5969e-15
55,1e+12,0.5,3,2.99864e-41
55,1e+12,0.5,4,0
55,1e+12,0.5,5,0
55,1e+12,0.5,6,0
55,1e+12,0.5,7,0
55,1e+12,0.5,8,0
55,1e+12,0.5,9,0
55,1e+12,0.5,10,0
55,1e+12,0.5,11,0
55,1e+12,0.5,12,0
55,1e+12,0.5,13,0
55,1e+12,0.5,14,0
55,1e+12,0.5,15,0
55,1e+12,0.5,16,0
55,1e+12,0.5,17,0
55,1e+12,0.5,18,0
55,1e+12,0.5,19,0
55,1e+12,0.5,20,0
55,1e+12,0.5,21,0
55,1e+12,0.5,22,0
55,1e+12,0.5,23,0
55,1e+12,0.5,24,0
55,1e+12,0.5,25,0
55,1e+12,0.5,26,0
55,1e+12,0.5,27,0
55,1e+12,0.5,28,0
55,1e+12,0.5,29,0
55,1e+12,0.5,30,0
55,1e+12,0.5,31,0
55,1e+12,0.5,32,0
55,1e+12,0.5,33,0
55,1e+12,0.5,34,0
55,1e+12,0.5,35,0
55,1e+12,0.5,36,0
55,1e+12,0.5,37,0
55,1e+12,0.5,38,0
55,1e+12,0.5,39,0
55,1e+12,0.5,40,0
55,1e+12,0.5,41,0
55,1e+12,0.5,42,0
55,1e+12,0.5,43,0
55,1e+12,0.5,44,0
55,1e+12,0.5,45,0
55,1e+12,0.5,46,0
55,1e+12,0.5,47,0
55,1e+12,0.5,48,0
55,1e+12,0.5,49,0
55,1e+12,0.5,50,0
55,1e+12,0.5,51,0
55,1e+12,0.5,52,0
55,1e+12,0.5,53,0
55,1e+12,0.5,54,0
55,1e+12,0.5,55,0
55,1e+12,1,0,3.5999e-08
55,1e+12,1,1,0.99999
55,1e+12,1,2,7.7896e-06
55,1e+12,1,3,2.2125e-17
55,1e+12,1,4,1.5917e-32
55,1e+12,1,5,0
55,1e+12,1,6,0
55,1e+12,1,7,0
55,1e+12,1,8,0
55,1e+12,1,9,0
55,1e+12,1,10,0
