"Te","ne","CS"
475,1e+16,22.91
655,1e+16,27.594
845,1e+16,35.446
1000,1e+16,38.021
1441,1e+16,39.194
1925,1e+16,39.611
2454,1e+16,40.01
3030,1e+16,40.56
3655,1e+16,41.488
4331,1e+16,43.119
5060,1e+16,45.589
5844,1e+16,48.521
6685,1e+16,51.312
7585,1e+16,53.423
8546,1e+16,54.792
10000,1e+16,55.943
20000,1e+16,58.974
50000,1e+16,63.283
1e+05,1e+16,64.714
0.5,1e+17,0.073357
1,1e+17,1.0501
1.5,1e+17,1.7661
2,1e+17,1.9546
5,1e+17,2.7688
7,1e+17,3.8569
10,1e+17,6.8727
15,1e+17,7.0392
23,1e+17,9.0724
32,1e+17,11.186
52,1e+17,12.654
74,1e+17,13.846
100,1e+17,15.049
165,1e+17,17.519
235,1e+17,19.574
310,1e+17,20.938
390,1e+17,21.863
475,1e+17,22.943
655,1e+17,27.622
845,1e+17,35.454
1000,1e+17,38.023
1441,1e+17,39.194
1925,1e+17,39.611
2454,1e+17,40.01
3030,1e+17,40.561
3655,1e+17,41.489
4331,1e+17,43.12
5060,1e+17,45.591
5844,1e+17,48.523
6685,1e+17,51.313
7585,1e+17,53.424
8546,1e+17,54.792
10000,1e+17,55.943
20000,1e+17,58.974
50000,1e+17,63.282
1e+05,1e+17,64.713
0.5,1e+18,0.010348
1,1e+18,0.90324
1.5,1e+18,1.2711
2,1e+18,1.7021
5,1e+18,2.502
7,1e+18,3.6764
10,1e+18,6.4071
15,1e+18,7.6633
23,1e+18,11.551
32,1e+18,12.721
52,1e+18,14.398
74,1e+18,15.659
100,1e+18,16.799
165,1e+18,18.939
235,1e+18,20.478
310,1e+18,21.388
390,1e+18,22.144
475,1e+18,23.197
655,1e+18,27.836
845,1e+18,35.495
1000,1e+18,38.03
1441,1e+18,39.195
1925,1e+18,39.612
2454,1e+18,40.012
3030,1e+18,40.564
3655,1e+18,41.494
4331,1e+18,43.126
5060,1e+18,45.597
5844,1e+18,48.528
6685,1e+18,51.317
7585,1e+18,53.427
8546,1e+18,54.794
10000,1e+18,55.944
20000,1e+18,58.975
50000,1e+18,63.282
1e+05,1e+18,64.712
0.5,1e+19,0.0021176
1,1e+19,0.5415
1.5,1e+19,1.0029
2,1e+19,1.2332
5,1e+19,1.9887
7,1e+19,2.9194
10,1e+19,5.2169
15,1e+19,9.6
23,1e+19,12.294
32,1e+19,13.986
52,1e+19,16.286
74,1e+19,17.872
100,1e+19,19.23
165,1e+19,21.017
235,1e+19,21.725
310,1e+19,22.361
390,1e+19,23.286
475,1e+19,24.665
655,1e+19,29.109
845,1e+19,35.739
1000,1e+19,38.066
1441,1e+19,39.2
1925,1e+19,39.621
2454,1e+19,40.027
3030,1e+19,40.589
3655,1e+19,41.529
4331,1e+19,43.166
5060,1e+19,45.63
5844,1e+19,48.551
6685,1e+19,51.332
7585,1e+19,53.435
8546,1e+19,54.799
10000,1e+19,55.946
20000,1e+19,58.977
50000,1e+19,63.277
1e+05,1e+19,64.701
0.5,1e+20,0.0011161
1,1e+20,0.20032
1.5,1e+20,0.76856
2,1e+20,0.99466
5,1e+20,1.5477
7,1e+20,1.9592
10,1e+20,3.2144
15,1e+20,6.4564
23,1e+20,11.934
32,1e+20,14.36
52,1e+20,17.722
74,1e+20,19.96
100,1e+20,21.105
165,1e+20,22.126
235,1e+20,23.636
310,1e+20,25.43
390,1e+20,27.088
475,1e+20,28.731
655,1e+20,32.071
845,1e+20,36.669
1000,1e+20,38.248
1441,1e+20,39.24
1925,1e+20,39.697
2454,1e+20,40.167
3030,1e+20,40.806
3655,1e+20,41.814
4331,1e+20,43.46
5060,1e+20,45.852
5844,1e+20,48.686
6685,1e+20,51.409
7585,1e+20,53.476
8546,1e+20,54.82
10000,1e+20,55.957
20000,1e+20,58.983
50000,1e+20,63.24
1e+05,1e+20,64.622
0.5,1e+21,0.0045197
1,1e+21,0.13088
1.5,1e+21,0.49758
2,1e+21,0.78161
5,1e+21,1.2494
7,1e+21,1.4074
10,1e+21,1.8111
15,1e+21,3.5936
23,1e+21,10.603
32,1e+21,13.118
52,1e+21,17.627
74,1e+21,20.522
100,1e+21,21.678
165,1e+21,24.985
235,1e+21,27.815
310,1e+21,29.996
390,1e+21,31.338
475,1e+21,32.475
655,1e+21,36.04
845,1e+21,38.148
1000,1e+21,38.744
1441,1e+21,39.622
1925,1e+21,40.408
2454,1e+21,41.208
3030,1e+21,42.106
3655,1e+21,43.287
4331,1e+21,44.934
5060,1e+21,47.063
5844,1e+21,49.507
6685,1e+21,51.878
7585,1e+21,53.709
8546,1e+21,54.938
10000,1e+21,56.012
20000,1e+21,59.01
50000,1e+21,63.178
1e+05,1e+21,64.448
0.5,1e+22,2
1,1e+22,2
1.5,1e+22,1.1499
2,1e+22,1.206
5,1e+22,1.4892
7,1e+22,1.6282
10,1e+22,1.85
15,1e+22,2.6467
23,1e+22,4.4602
32,1e+22,11.631
52,1e+22,15.612
74,1e+22,19.148
100,1e+22,21.089
165,1e+22,27.193
235,1e+22,30.79
310,1e+22,33.167
390,1e+22,35.925
475,1e+22,37.554
655,1e+22,38.833
845,1e+22,39.897
1000,1e+22,40.664
1441,1e+22,42.176
1925,1e+22,43.504
2454,1e+22,44.887
3030,1e+22,46.307
3655,1e+22,47.752
4331,1e+22,49.241
5060,1e+22,50.804
5844,1e+22,52.354
6685,1e+22,53.702
7585,1e+22,54.75
8546,1e+22,55.53
10000,1e+22,56.317
20000,1e+22,59.163
50000,1e+22,63.191
1e+05,1e+22,64.391
0.5,1e+23,2
1,1e+23,2
1.5,1e+23,2
2,1e+23,2.0001
5,1e+23,2.0091
7,1e+23,2.0278
10,1e+23,2.0821
15,1e+23,2.4036
23,1e+23,3.2644
32,1e+23,7.6272
52,1e+23,14.117
74,1e+23,17.052
100,1e+23,19.572
165,1e+23,24.357
235,1e+23,29.541
310,1e+23,32.933
390,1e+23,36.519
475,1e+23,38.816
655,1e+23,42.648
845,1e+23,44.635
1000,1e+23,45.804
1441,1e+23,48.072
1925,1e+23,49.677
2454,1e+23,51.121
3030,1e+23,52.379
3655,1e+23,53.411
4331,1e+23,54.26
5060,1e+23,54.961
5844,1e+23,55.54
6685,1e+23,56.018
7585,1e+23,56.424
8546,1e+23,56.779
10000,1e+23,57.231
20000,1e+23,60.02
50000,1e+23,63.349
1e+05,1e+23,64.411
0.5,1e+24,8
1,1e+24,8
1.5,1e+24,8
2,1e+24,8
5,1e+24,8.0416
7,1e+24,8.2054
10,1e+24,8.9556
15,1e+24,10.839
23,1e+24,12.119
32,1e+24,13.133
52,1e+24,15.379
74,1e+24,18.237
100,1e+24,18.996
165,1e+24,21.267
235,1e+24,25.83
310,1e+24,29.22
390,1e+24,32.106
475,1e+24,34.687
655,1e+24,43.089
845,1e+24,46.188
1000,1e+24,47.98
1441,1e+24,51.287
1925,1e+24,53.137
2454,1e+24,54.243
3030,1e+24,55.085
3655,1e+24,55.745
4331,1e+24,56.294
5060,1e+24,56.786
5844,1e+24,57.24
6685,1e+24,57.677
7585,1e+24,58.118
8546,1e+24,58.549
10000,1e+24,59.151
20000,1e+24,61.908
50000,1e+24,63.793
1e+05,1e+24,64.67
