"Te","ne","CS"
0.5,1e+12,0.00057984
1,1e+12,0.34616
1.5,1e+12,1.224
2,1e+12,1.9043
5,1e+12,2.8992
7,1e+12,3.4447
10,1e+12,4.1253
15,1e+12,5.0009
23,1e+12,6.0497
32,1e+12,6.9684
52,1e+12,8.6222
74,1e+12,9.5823
100,1e+12,10.28
165,1e+12,12.519
235,1e+12,15.635
310,1e+12,17.053
390,1e+12,17.492
475,1e+12,17.718
655,1e+12,18.067
845,1e+12,18.511
1000,1e+12,19.012
1441,1e+12,21.158
1925,1e+12,23.611
2454,1e+12,24.94
3030,1e+12,25.468
3655,1e+12,25.713
4331,1e+12,25.861
5060,1e+12,25.976
5844,1e+12,26.084
6685,1e+12,26.194
7585,1e+12,26.308
8546,1e+12,26.427
10000,1e+12,26.595
20000,1e+12,27.314
50000,1e+12,27.777
1e+05,1e+12,27.898
0.5,1e+13,0.00089491
1,1e+13,0.35685
1.5,1e+13,1.6339
2,1e+13,1.972
5,1e+13,2.9101
7,1e+13,3.4525
10,1e+13,4.1297
15,1e+13,5.0033
23,1e+13,6.0509
32,1e+13,6.9691
52,1e+13,8.6225
74,1e+13,9.5824
100,1e+13,10.28
165,1e+13,12.519
235,1e+13,15.635
310,1e+13,17.053
390,1e+13,17.492
475,1e+13,17.718
655,1e+13,18.067
845,1e+13,18.511
1000,1e+13,19.012
1441,1e+13,21.158
1925,1e+13,23.611
2454,1e+13,24.94
3030,1e+13,25.468
3655,1e+13,25.713
4331,1e+13,25.861
5060,1e+13,25.977
5844,1e+13,26.084
6685,1e+13,26.194
7585,1e+13,26.308
8546,1e+13,26.427
10000,1e+13,26.595
20000,1e+13,27.314
50000,1e+13,27.777
1e+05,1e+13,27.898
0.5,1e+14,0.00092655
1,1e+14,0.47893
1.5,1e+14,1.9577
2,1e+14,1.9968
5,1e+14,2.9827
7,1e+14,3.5245
10,1e+14,4.171
15,1e+14,5.0264
23,1e+14,6.062
32,1e+14,6.9752
52,1e+14,8.6249
74,1e+14,9.5832
100,1e+14,10.281
165,1e+14,12.519
235,1e+14,15.635
310,1e+14,17.053
390,1e+14,17.492
475,1e+14,17.718
655,1e+14,18.067
845,1e+14,18.511
1000,1e+14,19.012
1441,1e+14,21.158
1925,1e+14,23.611
2454,1e+14,24.941
3030,1e+14,25.468
3655,1e+14,25.713
4331,1e+14,25.861
5060,1e+14,25.977
5844,1e+14,26.084
6685,1e+14,26.194
7585,1e+14,26.308
8546,1e+14,26.427
10000,1e+14,26.595
20000,1e+14,27.314
50000,1e+14,27.777
