"Te","ne","CS"
0.5,1e+12,0.0057586
1,1e+12,0.87178
1.5,1e+12,1.1149
2,1e+12,1.6617
5,1e+12,2.9774
7,1e+12,3.9278
10,1e+12,4.7982
15,1e+12,5.2559
23,1e+12,6.2527
32,1e+12,7.3851
52,1e+12,9.3777
74,1e+12,11.046
100,1e+12,12.765
165,1e+12,18.586
235,1e+12,21.724
310,1e+12,22.327
390,1e+12,22.611
475,1e+12,22.827
655,1e+12,23.294
845,1e+12,24.008
1000,1e+12,24.83
1441,1e+12,27.954
1925,1e+12,31.58
2454,1e+12,35.843
3030,1e+12,38.601
3655,1e+12,39.656
4331,1e+12,40.196
5060,1e+12,40.589
5844,1e+12,40.957
6685,1e+12,41.372
7585,1e+12,41.884
8546,1e+12,42.517
10000,1e+12,43.571
20000,1e+12,47.211
50000,1e+12,48.759
1e+05,1e+12,49.327
0.5,1e+13,0.0078084
1,1e+13,0.90727
1.5,1e+13,1.4945
2,1e+13,1.9424
5,1e+13,3.0123
7,1e+13,3.9741
10,1e+13,4.8053
15,1e+13,5.2572
23,1e+13,6.2538
32,1e+13,7.3858
52,1e+13,9.3781
74,1e+13,11.046
100,1e+13,12.765
165,1e+13,18.586
235,1e+13,21.724
310,1e+13,22.327
390,1e+13,22.611
475,1e+13,22.827
655,1e+13,23.294
845,1e+13,24.008
1000,1e+13,24.83
1441,1e+13,27.954
1925,1e+13,31.58
2454,1e+13,35.843
3030,1e+13,38.601
3655,1e+13,39.656
4331,1e+13,40.196
5060,1e+13,40.589
5844,1e+13,40.957
6685,1e+13,41.372
7585,1e+13,41.884
8546,1e+13,42.517
10000,1e+13,43.571
20000,1e+13,47.211
50000,1e+13,48.759
1e+05,1e+13,49.327
0.5,1e+14,0.036523
1,1e+14,1.1199
1.5,1e+14,1.9572
2,1e+14,2.0869
5,1e+14,3.1268
7,1e+14,4.2357
10,1e+14,4.8458
15,1e+14,5.2683
23,1e+14,6.2633
32,1e+14,7.3917
52,1e+14,9.3805
74,1e+14,11.048
100,1e+14,12.766
165,1e+14,18.587
235,1e+14,21.724
310,1e+14,22.327
390,1e+14,22.611
475,1e+14,22.827
655,1e+14,23.294
845,1e+14,24.008
1000,1e+14,24.831
1441,1e+14,27.954
1925,1e+14,31.58
2454,1e+14,35.843
3030,1e+14,38.601
3655,1e+14,39.656
4331,1e+14,40.196
5060,1e+14,40.589
5844,1e+14,40.957
6685,1e+14,41.372
7585,1e+14,41.884
8546,1e+14,42.517
10000,1e+14,43.571
20000,1e+14,47.211
50000,1e+14,48.759
1e+05,1e+14,49.328
0.5,1e+15,0.098952
1,1e+15,1.4821
1.5,1e+15,2.032
2,1e+15,2.6433
5,1e+15,3.6431
7,1e+15,4.6984
10,1e+15,4.9497
15,1e+15,5.3514
23,1e+15,6.3485
32,1e+15,7.446
52,1e+15,9.4023
74,1e+15,11.059
100,1e+15,12.773
165,1e+15,18.589
235,1e+15,21.724
310,1e+15,22.327
390,1e+15,22.611
475,1e+15,22.827
655,1e+15,23.294
845,1e+15,24.008
1000,1e+15,24.831
1441,1e+15,27.954
1925,1e+15,31.58
2454,1e+15,35.843
3030,1e+15,38.601
3655,1e+15,39.656
4331,1e+15,40.196
5060,1e+15,40.589
5844,1e+15,40.957
6685,1e+15,41.372
7585,1e+15,41.884
8546,1e+15,42.517
10000,1e+15,43.571
20000,1e+15,47.21
50000,1e+15,48.759
1e+05,1e+15,49.328
0.5,1e+16,0.035554
1,1e+16,1.1329
1.5,1e+16,2.0354
2,1e+16,2.8318
5,1e+16,4.5386
7,1e+16,4.9632
10,1e+16,5.1346
15,1e+16,5.7753
23,1e+16,6.807
32,1e+16,7.7913
52,1e+16,9.5774
74,1e+16,11.16
100,1e+16,12.834
165,1e+16,18.598
235,1e+16,21.725
310,1e+16,22.327
390,1e+16,22.611
475,1e+16,22.828
655,1e+16,23.295
845,1e+16,24.009
1000,1e+16,24.832
1441,1e+16,27.955
1925,1e+16,31.581
2454,1e+16,35.843
3030,1e+16,38.601
3655,1e+16,39.656
4331,1e+16,40.196
5060,1e+16,40.589
5844,1e+16,40.957
6685,1e+16,41.372
7585,1e+16,41.884
8546,1e+16,42.517
10000,1e+16,43.571
20000,1e+16,47.21
50000,1e+16,48.759
1e+05,1e+16,49.328
0.5,1e+17,0.0049314
1,1e+17,0.49577
1.5,1e+17,1.6984
2,1e+17,2.4713
5,1e+17,4.7356
7,1e+17,4.9997
10,1e+17,5.5304
15,1e+17,6.6852
23,1e+17,7.8399
32,1e+17,8.7628
52,1e+17,10.37
74,1e+17,11.783
100,1e+17,13.259
165,1e+17,18.666
235,1e+17,21.728
310,1e+17,22.328
390,1e+17,22.613
475,1e+17,22.83
655,1e+17,23.301
845,1e+17,24.019
1000,1e+17,24.844
1441,1e+17,27.963
1925,1e+17,31.585
2454,1e+17,35.846
3030,1e+17,38.602
3655,1e+17,39.657
4331,1e+17,40.197
5060,1e+17,40.589
5844,1e+17,40.958
6685,1e+17,41.372
7585,1e+17,41.884
8546,1e+17,42.517
10000,1e+17,43.571
20000,1e+17,47.21
50000,1e+17,48.759
1e+05,1e+17,49.328
0.5,1e+18,0.00066905
1,1e+18,0.090611
1.5,1e+18,0.80315
2,1e+18,1.6264
5,1e+18,4.4391
7,1e+18,4.9653
10,1e+18,5.7274
15,1e+18,7.4649
23,1e+18,9.0959
32,1e+18,10.262
52,1e+18,12.021
74,1e+18,13.424
100,1e+18,14.449
165,1e+18,19.031
235,1e+18,21.745
310,1e+18,22.337
390,1e+18,22.627
475,1e+18,22.855
655,1e+18,23.359
845,1e+18,24.111
1000,1e+18,24.947
1441,1e+18,28.026
1925,1e+18,31.61
2454,1e+18,35.857
3030,1e+18,38.605
3655,1e+18,39.658
4331,1e+18,40.197
5060,1e+18,40.589
5844,1e+18,40.958
6685,1e+18,41.373
7585,1e+18,41.885
8546,1e+18,42.518
10000,1e+18,43.572
20000,1e+18,47.206
50000,1e+18,48.757
1e+05,1e+18,49.328
0.5,1e+19,0.00013621
1,1e+19,0.013273
1.5,1e+19,0.15945
2,1e+19,0.73252
5,1e+19,3.5054
7,1e+19,4.6445
10,1e+19,5.4471
15,1e+19,7.5232
23,1e+19,9.9637
32,1e+19,11.685
52,1e+19,14.086
74,1e+19,14.955
100,1e+19,15.972
165,1e+19,19.959
235,1e+19,21.85
310,1e+19,22.412
390,1e+19,22.765
475,1e+19,23.097
655,1e+19,23.855
845,1e+19,24.801
1000,1e+19,25.676
1441,1e+19,28.487
1925,1e+19,31.805
2454,1e+19,35.931
3030,1e+19,38.622
3655,1e+19,39.663
4331,1e+19,40.2
5060,1e+19,40.591
5844,1e+19,40.96
6685,1e+19,41.375
7585,1e+19,41.888
8546,1e+19,42.521
10000,1e+19,43.573
20000,1e+19,47.168
50000,1e+19,48.743
1e+05,1e+19,49.325
0.5,1e+20,7.1743e-05
1,1e+20,0.0029079
1.5,1e+20,0.027502
2,1e+20,0.17808
5,1e+20,2.2114
7,1e+20,3.5397
10,1e+20,4.5758
15,1e+20,6.4852
23,1e+20,9.5055
32,1e+20,12.048
52,1e+20,14.849
74,1e+20,16.39
100,1e+20,18.371
165,1e+20,21.087
235,1e+20,22.29
310,1e+20,23.152
390,1e+20,23.964
475,1e+20,24.697
655,1e+20,25.996
845,1e+20,27.162
1000,1e+20,28.022
1441,1e+20,30.287
1925,1e+20,32.869
2454,1e+20,36.421
3030,1e+20,38.735
3655,1e+20,39.696
4331,1e+20,40.216
5060,1e+20,40.603
5844,1e+20,40.972
6685,1e+20,41.389
7585,1e+20,41.904
8546,1e+20,42.538
10000,1e+20,43.581
20000,1e+20,47.027
50000,1e+20,48.674
1e+05,1e+20,49.311
0.5,1e+21,0.00029127
1,1e+21,0.0017913
1.5,1e+21,0.0094616
2,1e+21,0.045844
5,1e+21,1.2294
7,1e+21,2.3428
10,1e+21,3.402
15,1e+21,4.8084
23,1e+21,7.5679
32,1e+21,10.283
52,1e+21,14.272
74,1e+21,16.897
100,1e+21,19.41
165,1e+21,22.521
235,1e+21,24.582
310,1e+21,25.89
390,1e+21,27.036
475,1e+21,28.036
655,1e+21,29.644
845,1e+21,30.843
1000,1e+21,31.605
1441,1e+21,33.501
1925,1e+21,35.894
2454,1e+21,38.057
3030,1e+21,39.251
3655,1e+21,39.898
4331,1e+21,40.331
5060,1e+21,40.693
5844,1e+21,41.062
6685,1e+21,41.492
7585,1e+21,42.027
8546,1e+21,42.677
10000,1e+21,43.715
20000,1e+21,46.943
50000,1e+21,48.604
1e+05,1e+21,49.296
0.5,1e+22,1.0013
1,1e+22,1.0561
1.5,1e+22,1.2222
2,1e+22,1.4361
5,1e+22,2.2534
7,1e+22,2.4816
10,1e+22,3.0363
15,1e+22,3.6804
23,1e+22,5.7028
32,1e+22,8.0326
52,1e+22,12.184
74,1e+22,14.678
100,1e+22,17.719
165,1e+22,24.049
235,1e+22,27.228
310,1e+22,29.296
390,1e+22,30.872
475,1e+22,31.927
655,1e+22,33.503
845,1e+22,35.014
1000,1e+22,36.034
1441,1e+22,37.937
1925,1e+22,39.027
2454,1e+22,39.678
3030,1e+22,40.123
3655,1e+22,40.486
4331,1e+22,40.834
5060,1e+22,41.218
5844,1e+22,41.676
6685,1e+22,42.235
7585,1e+22,42.89
8546,1e+22,43.594
10000,1e+22,44.536
20000,1e+22,47.034
50000,1e+22,48.593
1e+05,1e+22,49.3
0.5,1e+23,3.0001
