"Te","ne","CS"
0.5,1e+12,0.1491
1,1e+12,1.0621
1.5,1e+12,1.7342
2,1e+12,2.012
5,1e+12,3.9725
7,1e+12,4.0209
10,1e+12,4.2449
15,1e+12,4.9185
23,1e+12,6.2693
32,1e+12,8.4398
52,1e+12,11.082
74,1e+12,11.634
100,1e+12,11.96
165,1e+12,12.931
235,1e+12,14.401
310,1e+12,15.937
390,1e+12,17.381
475,1e+12,18.737
655,1e+12,21.051
845,1e+12,23.602
1000,1e+12,26.197
1441,1e+12,28.937
1925,1e+12,29.563
2454,1e+12,29.981
3030,1e+12,30.473
3655,1e+12,31.19
4331,1e+12,32.22
5060,1e+12,33.446
5844,1e+12,34.592
6685,1e+12,35.485
7585,1e+12,36.132
8546,1e+12,36.592
10000,1e+12,37.031
20000,1e+12,37.942
50000,1e+12,38.715
1e+05,1e+12,39.259
0.5,1e+13,0.24277
1,1e+13,1.258
1.5,1e+13,1.9158
2,1e+13,2.0835
5,1e+13,3.9738
7,1e+13,4.0216
10,1e+13,4.2468
15,1e+13,4.9215
23,1e+13,6.2711
32,1e+13,8.4405
52,1e+13,11.082
74,1e+13,11.634
100,1e+13,11.96
165,1e+13,12.931
235,1e+13,14.401
310,1e+13,15.937
390,1e+13,17.381
475,1e+13,18.737
655,1e+13,21.051
845,1e+13,23.602
1000,1e+13,26.197
1441,1e+13,28.937
1925,1e+13,29.563
2454,1e+13,29.981
3030,1e+13,30.473
3655,1e+13,31.19
4331,1e+13,32.22
5060,1e+13,33.446
5844,1e+13,34.592
6685,1e+13,35.485
7585,1e+13,36.132
8546,1e+13,36.592
10000,1e+13,37.031
20000,1e+13,37.942
50000,1e+13,38.715
1e+05,1e+13,39.259
0.5,1e+14,0.46153
1,1e+14,1.7312
1.5,1e+14,2.0133
2,1e+14,2.3389
5,1e+14,3.9814
7,1e+14,4.027
10,1e+14,4.2657
15,1e+14,4.9493
23,1e+14,6.2869
32,1e+14,8.4458
52,1e+14,11.082
74,1e+14,11.634
100,1e+14,11.96
165,1e+14,12.931
235,1e+14,14.402
310,1e+14,15.937
390,1e+14,17.381
475,1e+14,18.737
655,1e+14,21.052
845,1e+14,23.603
1000,1e+14,26.197
1441,1e+14,28.937
1925,1e+14,29.563
2454,1e+14,29.981
3030,1e+14,30.473
3655,1e+14,31.19
4331,1e+14,32.22
5060,1e+14,33.446
5844,1e+14,34.592
6685,1e+14,35.485
7585,1e+14,36.132
8546,1e+14,36.592
10000,1e+14,37.031
20000,1e+14,37.942
50000,1e+14,38.715
1e+05,1e+14,39.26
0.5,1e+15,0.57013
1,1e+15,1.8092
1.5,1e+15,2.094
2,1e+15,2.7897
5,1e+15,3.9935
7,1e+15,4.0536
10,1e+15,4.4114
15,1e+15,5.1547
23,1e+15,6.4091
32,1e+15,8.4912
52,1e+15,11.083
74,1e+15,11.634
100,1e+15,11.961
165,1e+15,12.934
235,1e+15,14.404
310,1e+15,15.938
390,1e+15,17.382
475,1e+15,18.738
655,1e+15,21.052
845,1e+15,23.603
1000,1e+15,26.197
1441,1e+15,28.937
1925,1e+15,29.563
2454,1e+15,29.981
3030,1e+15,30.473
3655,1e+15,31.19
4331,1e+15,32.221
5060,1e+15,33.446
5844,1e+15,34.592
6685,1e+15,35.485
7585,1e+15,36.132
8546,1e+15,36.592
10000,1e+15,37.031
20000,1e+15,37.942
50000,1e+15,38.715
1e+05,1e+15,39.26
0.5,1e+16,0.32235
1,1e+16,1.536
1.5,1e+16,2.0852
2,1e+16,2.8415
5,1e+16,3.9971
7,1e+16,4.1101
10,1e+16,4.8721
15,1e+16,5.776
23,1e+16,6.9189
32,1e+16,8.7753
52,1e+16,11.088
74,1e+16,11.638
100,1e+16,11.97
165,1e+16,12.963
235,1e+16,14.428
310,1e+16,15.952
390,1e+16,17.391
475,1e+16,18.743
655,1e+16,21.054
845,1e+16,23.605
1000,1e+16,26.199
1441,1e+16,28.937
1925,1e+16,29.563
2454,1e+16,29.981
3030,1e+16,30.473
3655,1e+16,31.19
4331,1e+16,32.221
5060,1e+16,33.446
5844,1e+16,34.592
6685,1e+16,35.485
7585,1e+16,36.132
8546,1e+16,36.592
10000,1e+16,37.031
20000,1e+16,37.942
50000,1e+16,38.715
1e+05,1e+16,39.26
0.5,1e+17,0.062484
1,1e+17,1.0869
1.5,1e+17,1.9376
2,1e+17,2.5543
5,1e+17,3.992
7,1e+17,4.1233
10,1e+17,5.1991
15,1e+17,6.538
23,1e+17,8.0151
32,1e+17,9.4616
52,1e+17,11.125
74,1e+17,11.671
100,1e+17,12.059
165,1e+17,13.2
235,1e+17,14.624
310,1e+17,16.073
390,1e+17,17.465
475,1e+17,18.791
655,1e+17,21.074
845,1e+17,23.617
1000,1e+17,26.205
1441,1e+17,28.938
1925,1e+17,29.563
2454,1e+17,29.982
3030,1e+17,30.473
3655,1e+17,31.19
4331,1e+17,32.221
5060,1e+17,33.447
5844,1e+17,34.592
6685,1e+17,35.484
7585,1e+17,36.131
8546,1e+17,36.59
10000,1e+17,37.03
20000,1e+17,37.942
50000,1e+17,38.715
1e+05,1e+17,39.26
0.5,1e+18,0.0089603
1,1e+18,0.7446
1.5,1e+18,1.489
2,1e+18,2.0033
5,1e+18,3.9412
7,1e+18,4.091
10,1e+18,5.2112
15,1e+18,7.0239
23,1e+18,8.9959
32,1e+18,10.047
52,1e+18,11.295
74,1e+18,11.982
100,1e+18,12.731
165,1e+18,14.241
235,1e+18,15.551
310,1e+18,16.783
390,1e+18,17.98
475,1e+18,19.152
655,1e+18,21.234
845,1e+18,23.711
1000,1e+18,26.255
1441,1e+18,28.941
1925,1e+18,29.564
2454,1e+18,29.983
3030,1e+18,30.474
3655,1e+18,31.192
4331,1e+18,32.223
5060,1e+18,33.445
5844,1e+18,34.585
6685,1e+18,35.474
7585,1e+18,36.118
8546,1e+18,36.578
10000,1e+18,37.02
20000,1e+18,37.94
50000,1e+18,38.715
1e+05,1e+18,39.26
0.5,1e+19,0.0018393
1,1e+19,0.29791
1.5,1e+19,0.67827
2,1e+19,1.2714
5,1e+19,3.5937
7,1e+19,3.9117
10,1e+19,4.8188
15,1e+19,6.8702
23,1e+19,9.2714
32,1e+19,10.401
52,1e+19,12.17
74,1e+19,13.463
100,1e+19,14.456
165,1e+19,16.228
235,1e+19,17.567
310,1e+19,18.691
390,1e+19,19.679
475,1e+19,20.53
655,1e+19,22.066
845,1e+19,24.369
1000,1e+19,26.609
1441,1e+19,28.966
1925,1e+19,29.572
2454,1e+19,29.989
3030,1e+19,30.483
3655,1e+19,31.204
4331,1e+19,32.231
5060,1e+19,33.435
5844,1e+19,34.544
6685,1e+19,35.405
7585,1e+19,36.037
8546,1e+19,36.496
10000,1e+19,36.947
20000,1e+19,37.923
50000,1e+19,38.715
1e+05,1e+19,39.26
0.5,1e+20,0.00097334
1,1e+20,0.088953
1.5,1e+20,0.17448
2,1e+20,0.31926
5,1e+20,2.5863
7,1e+20,3.3634
10,1e+20,3.9717
15,1e+20,5.7794
23,1e+20,8.5129
32,1e+20,10.133
52,1e+20,13.63
74,1e+20,15.204
100,1e+20,16.53
165,1e+20,18.772
235,1e+20,20.311
310,1e+20,21.255
390,1e+20,21.962
475,1e+20,22.695
655,1e+20,24.526
845,1e+20,26.601
1000,1e+20,27.79
1441,1e+20,29.116
1925,1e+20,29.632
2454,1e+20,30.043
3030,1e+20,30.555
3655,1e+20,31.303
4331,1e+20,32.34
5060,1e+20,33.503
5844,1e+20,34.536
6685,1e+20,35.329
7585,1e+20,35.917
8546,1e+20,36.358
10000,1e+20,36.811
20000,1e+20,37.882
50000,1e+20,38.714
1e+05,1e+20,39.262
0.5,1e+21,0.0040969
1,1e+21,0.11449
1.5,1e+21,0.14668
2,1e+21,0.11339
5,1e+21,1.3814
7,1e+21,2.3374
10,1e+21,3.0935
15,1e+21,4.259
23,1e+21,6.6659
32,1e+21,8.7135
52,1e+21,13.274
74,1e+21,16.118
100,1e+21,18.271
165,1e+21,21.19
235,1e+21,22.586
310,1e+21,24.088
390,1e+21,25.427
475,1e+21,26.485
655,1e+21,27.874
845,1e+21,28.615
1000,1e+21,28.966
1441,1e+21,29.527
1925,1e+21,29.95
2454,1e+21,30.446
3030,1e+21,31.133
3655,1e+21,32.061
4331,1e+21,33.135
5060,1e+21,34.142
5844,1e+21,34.955
6685,1e+21,35.574
7585,1e+21,36.049
8546,1e+21,36.421
10000,1e+21,36.823
20000,1e+21,37.872
50000,1e+21,38.721
1e+05,1e+21,39.267
0.5,1e+22,1.0373
1,1e+22,1.1418
1.5,1e+22,1.2628
2,1e+22,1.3862
5,1e+22,2.2584
7,1e+22,2.8551
10,1e+22,3.4521
15,1e+22,4.01
23,1e+22,5.1856
32,1e+22,6.692
52,1e+22,9.8121
74,1e+22,14.492
100,1e+22,17.371
165,1e+22,21.782
235,1e+22,24.934
310,1e+22,26.863
390,1e+22,27.905
475,1e+22,28.512
655,1e+22,29.152
845,1e+22,29.529
1000,1e+22,29.786
1441,1e+22,30.524
1925,1e+22,31.425
2454,1e+22,32.448
3030,1e+22,33.472
3655,1e+22,34.361
4331,1e+22,35.061
5060,1e+22,35.597
5844,1e+22,36.018
6685,1e+22,36.357
7585,1e+22,36.638
8546,1e+22,36.873
10000,1e+22,37.143
20000,1e+22,37.946
50000,1e+22,38.75
1e+05,1e+22,39.282
0.5,1e+23,4
1,1e+23,4
1.5,1e+23,4
2,1e+23,4
5,1e+23,4.0003
7,1e+23,4.0033
10,1e+23,4.022
15,1e+23,4.1175
23,1e+23,4.4835
32,1e+23,5.2684
52,1e+23,7.7878
74,1e+23,11.53
100,1e+23,15.126
165,1e+23,19.872
235,1e+23,23.293
310,1e+23,26.008
390,1e+23,27.551
475,1e+23,28.49
655,1e+23,29.834
845,1e+23,30.9
1000,1e+23,31.628
1441,1e+23,33.185
1925,1e+23,34.383
2454,1e+23,35.259
3030,1e+23,35.877
3655,1e+23,36.326
4331,1e+23,36.667
5060,1e+23,36.928
5844,1e+23,37.132
6685,1e+23,37.294
7585,1e+23,37.424
8546,1e+23,37.53
10000,1e+23,37.653
20000,1e+23,38.11
50000,1e+23,38.818
1e+05,1e+23,39.321
0.5,1e+24,8
1,1e+24,8.0001
1.5,1e+24,8.0004
2,1e+24,8.0008
5,1e+24,8.0058
7,1e+24,8.0108
10,1e+24,8.0202
15,1e+24,8.0398
23,1e+24,8.0797
32,1e+24,8.1355
52,1e+24,8.2971
74,1e+24,8.9534
100,1e+24,13.422
165,1e+24,17.639
235,1e+24,20.371
310,1e+24,22.704
390,1e+24,24.935
475,1e+24,26.623
655,1e+24,29.299
845,1e+24,31.492
1000,1e+24,32.655
1441,1e+24,34.742
1925,1e+24,35.862
2454,1e+24,36.546
3030,1e+24,36.97
3655,1e+24,37.247
4331,1e+24,37.43
5060,1e+24,37.56
5844,1e+24,37.652
6685,1e+24,37.723
7585,1e+24,37.782
8546,1e+24,37.835
10000,1e+24,37.887
20000,1e+24,38.251
50000,1e+24,38.94
1e+05,1e+24,39.405
