"Te","ne","CS"
0.5,1e+12,0.42905
1,1e+12,1.0054
1.5,1e+12,1.4601
2,1e+12,1.8454
5,1e+12,3.1258
7,1e+12,3.8098
10,1e+12,4.6976
15,1e+12,6.2609
23,1e+12,6.9115
32,1e+12,7.3841
52,1e+12,10.441
74,1e+12,13.605
100,1e+12,14.315
165,1e+12,14.897
235,1e+12,15.416
310,1e+12,16.233
390,1e+12,17.347
475,1e+12,18.586
655,1e+12,20.984
845,1e+12,23.121
1000,1e+12,24.728
1441,1e+12,30.043
1925,1e+12,31.881
2454,1e+12,32.468
3030,1e+12,32.869
3655,1e+12,33.298
4331,1e+12,33.872
5060,1e+12,34.676
5844,1e+12,35.692
6685,1e+12,36.758
7585,1e+12,37.688
8546,1e+12,38.417
10000,1e+12,39.153
20000,1e+12,40.64
50000,1e+12,41.434
1e+05,1e+12,41.989
0.5,1e+13,0.44992
1,1e+13,1.0253
1.5,1e+13,1.6938
2,1e+13,1.9437
5,1e+13,3.1538
7,1e+13,3.8231
10,1e+13,4.7041
15,1e+13,6.2632
23,1e+13,6.9119
32,1e+13,7.3844
52,1e+13,10.442
74,1e+13,13.605
100,1e+13,14.315
165,1e+13,14.897
235,1e+13,15.416
310,1e+13,16.233
390,1e+13,17.347
475,1e+13,18.586
655,1e+13,20.984
845,1e+13,23.121
1000,1e+13,24.728
1441,1e+13,30.043
1925,1e+13,31.881
2454,1e+13,32.468
3030,1e+13,32.869
3655,1e+13,33.298
4331,1e+13,33.872
5060,1e+13,34.676
5844,1e+13,35.692
6685,1e+13,36.758
7585,1e+13,37.688
8546,1e+13,38.417
10000,1e+13,39.153
20000,1e+13,40.64
50000,1e+13,41.434
1e+05,1e+13,41.99
0.5,1e+14,0.61624
1,1e+14,1.0766
1.5,1e+14,1.9305
2,1e+14,2.0382
5,1e+14,3.3072
7,1e+14,3.9248
10,1e+14,4.7628
15,1e+14,6.2849
23,1e+14,6.9155
32,1e+14,7.3867
52,1e+14,10.444
74,1e+14,13.606
100,1e+14,14.315
165,1e+14,14.897
235,1e+14,15.416
310,1e+14,16.234
390,1e+14,17.347
475,1e+14,18.587
655,1e+14,20.984
845,1e+14,23.121
1000,1e+14,24.728
1441,1e+14,30.043
1925,1e+14,31.881
2454,1e+14,32.468
3030,1e+14,32.869
3655,1e+14,33.298
4331,1e+14,33.872
5060,1e+14,34.676
5844,1e+14,35.692
6685,1e+14,36.758
7585,1e+14,37.688
8546,1e+14,38.417
10000,1e+14,39.153
20000,1e+14,40.64
50000,1e+14,41.434
1e+05,1e+14,41.99
0.5,1e+15,0.69087
1,1e+15,1.1078
1.5,1e+15,1.9697
2,1e+15,2.1402
5,1e+15,3.7456
7,1e+15,4.2933
10,1e+15,5.096
15,1e+15,6.4387
23,1e+15,6.9456
32,1e+15,7.4076
52,1e+15,10.462
74,1e+15,13.606
100,1e+15,14.315
165,1e+15,14.897
235,1e+15,15.417
310,1e+15,16.235
390,1e+15,17.348
475,1e+15,18.588
655,1e+15,20.985
845,1e+15,23.121
1000,1e+15,24.728
1441,1e+15,30.043
1925,1e+15,31.881
2454,1e+15,32.468
3030,1e+15,32.869
3655,1e+15,33.298
4331,1e+15,33.872
5060,1e+15,34.676
5844,1e+15,35.692
6685,1e+15,36.758
7585,1e+15,37.688
8546,1e+15,38.417
10000,1e+15,39.153
20000,1e+15,40.64
50000,1e+15,41.435
1e+05,1e+15,41.99
0.5,1e+16,0.36443
1,1e+16,1.0446
1.5,1e+16,1.9389
2,1e+16,2.1766
5,1e+16,4.1821
7,1e+16,4.9144
10,1e+16,6.0321
15,1e+16,6.8254
23,1e+16,7.0946
32,1e+16,7.5753
52,1e+16,10.616
74,1e+16,13.611
100,1e+16,14.316
165,1e+16,14.9
235,1e+16,15.424
310,1e+16,16.245
390,1e+16,17.358
475,1e+16,18.595
655,1e+16,20.988
845,1e+16,23.123
1000,1e+16,24.729
1441,1e+16,30.044
1925,1e+16,31.881
2454,1e+16,32.468
3030,1e+16,32.869
3655,1e+16,33.298
4331,1e+16,33.873
5060,1e+16,34.676
5844,1e+16,35.692
6685,1e+16,36.758
7585,1e+16,37.688
8546,1e+16,38.417
10000,1e+16,39.153
20000,1e+16,40.64
50000,1e+16,41.435
1e+05,1e+16,41.99
0.5,1e+17,0.067197
1,1e+17,0.95806
1.5,1e+17,1.6908
2,1e+17,2.0504
5,1e+17,4.3957
7,1e+17,5.3827
10,1e+17,6.6812
15,1e+17,7.0355
23,1e+17,7.5773
32,1e+17,8.4196
52,1e+17,11.293
74,1e+17,13.641
100,1e+17,14.323
165,1e+17,14.926
235,1e+17,15.492
310,1e+17,16.342
390,1e+17,17.445
475,1e+17,18.657
655,1e+17,21.017
845,1e+17,23.137
1000,1e+17,24.739
1441,1e+17,30.046
1925,1e+17,31.881
2454,1e+17,32.468
3030,1e+17,32.869
3655,1e+17,33.298
4331,1e+17,33.873
5060,1e+17,34.676
5844,1e+17,35.693
6685,1e+17,36.758
7585,1e+17,37.688
8546,1e+17,38.417
10000,1e+17,39.152
