"Te","ne","CS"
0.5,1e+12,0.0010795
1,1e+12,0.62172
1.5,1e+12,1.3543
2,1e+12,1.9204
5,1e+12,2.9399
7,1e+12,3.5059
10,1e+12,4.1809
15,1e+12,5.0587
23,1e+12,6.1324
32,1e+12,7.1416
52,1e+12,8.515
74,1e+12,9.1987
100,1e+12,10.078
165,1e+12,13.061
235,1e+12,15.676
310,1e+12,16.406
390,1e+12,16.686
475,1e+12,16.878
655,1e+12,17.285
845,1e+12,17.906
1000,1e+12,18.612
1441,1e+12,21.266
1925,1e+12,23.457
2454,1e+12,24.331
3030,1e+12,24.665
3655,1e+12,24.837
4331,1e+12,24.962
5060,1e+12,25.074
5844,1e+12,25.189
6685,1e+12,25.311
7585,1e+12,25.44
8546,1e+12,25.57
10000,1e+12,25.75
20000,1e+12,26.435
50000,1e+12,26.821
1e+05,1e+12,26.917
0.5,1e+13,0.0045619
1,1e+13,0.65333
1.5,1e+13,1.6961
2,1e+13,1.9743
5,1e+13,2.9516
7,1e+13,3.5146
10,1e+13,4.1855
15,1e+13,5.0611
23,1e+13,6.1335
32,1e+13,7.1423
52,1e+13,8.5152
74,1e+13,9.1988
100,1e+13,10.079
165,1e+13,13.061
235,1e+13,15.676
310,1e+13,16.406
390,1e+13,16.686
475,1e+13,16.878
655,1e+13,17.285
845,1e+13,17.906
1000,1e+13,18.612
1441,1e+13,21.266
1925,1e+13,23.457
2454,1e+13,24.331
3030,1e+13,24.665
3655,1e+13,24.837
4331,1e+13,24.962
5060,1e+13,25.074
5844,1e+13,25.19
6685,1e+13,25.311
7585,1e+13,25.44
8546,1e+13,25.57
10000,1e+13,25.75
20000,1e+13,26.435
50000,1e+13,26.821
1e+05,1e+13,26.917
0.5,1e+14,0.005971
1,1e+14,0.84273
1.5,1e+14,1.9659
2,1e+14,1.9979
5,1e+14,3.0266
7,1e+14,3.5916
10,1e+14,4.2281
15,1e+14,5.0845
23,1e+14,6.1444
32,1e+14,7.1483
52,1e+14,8.5167
74,1e+14,9.1995
