"Te","ne","CS"
0.5,1e+12,0.008156
1,1e+12,0.98985
1.5,1e+12,1.6251
2,1e+12,1.9638
5,1e+12,2.0007
7,1e+12,2.0979
10,1e+12,2.7168
15,1e+12,3.4115
23,1e+12,4.2728
32,1e+12,4.9113
52,1e+12,6.0627
74,1e+12,7.124
100,1e+12,8.4309
165,1e+12,9.8571
235,1e+12,9.9678
310,1e+12,10.024
390,1e+12,10.148
475,1e+12,10.368
655,1e+12,10.934
845,1e+12,11.373
1000,1e+12,11.58
1441,1e+12,11.824
1925,1e+12,11.906
2454,1e+12,11.941
3030,1e+12,11.96
3655,1e+12,11.97
4331,1e+12,11.977
5060,1e+12,11.982
5844,1e+12,11.985
6685,1e+12,11.988
7585,1e+12,11.99
8546,1e+12,11.991
10000,1e+12,11.993
20000,1e+12,11.997
50000,1e+12,11.999
1e+05,1e+12,12
0.5,1e+13,0.00541
1,1e+13,0.98701
1.5,1e+13,1.7575
2,1e+13,1.9803
5,1e+13,2.0008
7,1e+13,2.1039
10,1e+13,2.7379
15,1e+13,3.4243
23,1e+13,4.2782
32,1e+13,4.9136
52,1e+13,6.0636
74,1e+13,7.1244
100,1e+13,8.431
165,1e+13,9.8571
235,1e+13,9.9679
310,1e+13,10.025
390,1e+13,10.148
475,1e+13,10.369
655,1e+13,10.935
845,1e+13,11.374
1000,1e+13,11.58
1441,1e+13,11.824
1925,1e+13,11.906
2454,1e+13,11.941
3030,1e+13,11.96
3655,1e+13,11.97
4331,1e+13,11.977
5060,1e+13,11.982
5844,1e+13,11.985
6685,1e+13,11.988
7585,1e+13,11.99
8546,1e+13,11.991
10000,1e+13,11.993
20000,1e+13,11.997
50000,1e+13,11.999
1e+05,1e+13,12
0.5,1e+14,0.0042882
1,1e+14,0.98039
1.5,1e+14,1.7991
2,1e+14,1.9849
5,1e+14,2.0012
7,1e+14,2.1384
10,1e+14,2.8354
15,1e+14,3.5009
23,1e+14,4.3191
32,1e+14,4.9335
52,1e+14,6.0714
74,1e+14,7.1278
100,1e+14,8.4327
165,1e+14,9.8572
235,1e+14,9.9679
310,1e+14,10.025
390,1e+14,10.149
475,1e+14,10.37
655,1e+14,10.936
845,1e+14,11.374
1000,1e+14,11.581
1441,1e+14,11.824
1925,1e+14,11.906
2454,1e+14,11.941
3030,1e+14,11.96
3655,1e+14,11.97
4331,1e+14,11.977
5060,1e+14,11.982
5844,1e+14,11.985
6685,1e+14,11.988
7585,1e+14,11.99
8546,1e+14,11.991
10000,1e+14,11.993
20000,1e+14,11.997
50000,1e+14,11.999
1e+05,1e+14,12
0.5,1e+15,0.0035048
1,1e+15,0.9719
1.5,1e+15,1.7979
2,1e+15,1.985
5,1e+15,2.0024
7,1e+15,2.2349
10,1e+15,2.9942
15,1e+15,3.746
23,1e+15,4.5003
32,1e+15,5.0494
52,1e+15,6.133
74,1e+15,7.1574
100,1e+15,8.4469
165,1e+15,9.858
235,1e+15,9.9681
310,1e+15,10.025
390,1e+15,10.15
475,1e+15,10.371
655,1e+15,10.938
845,1e+15,11.375
1000,1e+15,11.581
1441,1e+15,11.824
1925,1e+15,11.906
2454,1e+15,11.941
3030,1e+15,11.96
