"Te","ne","CS"
0.5,1e+12,0.9008
1,1e+12,0.99966
1.5,1e+12,0.99996
2,1e+12,0.99999
5,1e+12,1.0075
7,1e+12,1.3081
10,1e+12,1.9162
15,1e+12,2.1492
23,1e+12,2.8399
32,1e+12,2.972
52,1e+12,2.9963
74,1e+12,2.9988
100,1e+12,2.9994
165,1e+12,2.9998
235,1e+12,2.9999
310,1e+12,2.9999
390,1e+12,2.9999
475,1e+12,3
655,1e+12,3
845,1e+12,3
1000,1e+12,3
1441,1e+12,3
1925,1e+12,3
2454,1e+12,3
3030,1e+12,3
3655,1e+12,3
4331,1e+12,3
5060,1e+12,3
5844,1e+12,3
6685,1e+12,3
7585,1e+12,3
8546,1e+12,3
10000,1e+12,3
20000,1e+12,3
50000,1e+12,3
1e+05,1e+12,3
0.5,1e+13,0.98803
1,1e+13,0.99995
1.5,1e+13,0.99999
2,1e+13,1
5,1e+13,1.0123
7,1e+13,1.4069
10,1e+13,1.9398
15,1e+13,2.1529
23,1e+13,2.842
32,1e+13,2.9724
52,1e+13,2.9963
74,1e+13,2.9988
100,1e+13,2.9994
165,1e+13,2.9998
235,1e+13,2.9999
310,1e+13,2.9999
390,1e+13,2.9999
475,1e+13,3
655,1e+13,3
845,1e+13,3
1000,1e+13,3
1441,1e+13,3
1925,1e+13,3
2454,1e+13,3
3030,1e+13,3
3655,1e+13,3
4331,1e+13,3
5060,1e+13,3
5844,1e+13,3
6685,1e+13,3
7585,1e+13,3
8546,1e+13,3
10000,1e+13,3
20000,1e+13,3
50000,1e+13,3
1e+05,1e+13,3
0.5,1e+14,0.99083
1,1e+14,0.99996
1.5,1e+14,0.99999
2,1e+14,0.99999
5,1e+14,1.0149
7,1e+14,1.4564
10,1e+14,1.9502
15,1e+14,2.1588
23,1e+14,2.8464
32,1e+14,2.9732
52,1e+14,2.9964
74,1e+14,2.9988
100,1e+14,2.9994
165,1e+14,2.9998
235,1e+14,2.9999
310,1e+14,2.9999
390,1e+14,2.9999
475,1e+14,3
655,1e+14,3
845,1e+14,3
