"Te","ne","CS"
0.5,1e+12,0.59678
1,1e+12,1.1306
1.5,1e+12,1.8802
2,1e+12,1.9814
5,1e+12,2.4818
7,1e+12,3.2679
10,1e+12,4.0775
15,1e+12,5.3108
23,1e+12,7.1327
32,1e+12,8.3072
52,1e+12,11.092
74,1e+12,13.006
100,1e+12,14.519
165,1e+12,15.953
235,1e+12,17.165
310,1e+12,19.256
390,1e+12,22.461
475,1e+12,26.634
655,1e+12,31.973
845,1e+12,33.02
1000,1e+12,33.335
1441,1e+12,33.86
1925,1e+12,34.445
2454,1e+12,35.457
3030,1e+12,37.311
3655,1e+12,40.09
4331,1e+12,43.337
5060,1e+12,46.463
5844,1e+12,48.558
6685,1e+12,49.719
7585,1e+12,50.415
8546,1e+12,50.902
10000,1e+12,51.443
20000,1e+12,54.87
50000,1e+12,58.305
1e+05,1e+12,59.439
0.5,1e+13,0.25612
1,1e+13,1.2488
1.5,1e+13,1.9194
2,1e+13,1.9862
5,1e+13,2.7549
7,1e+13,3.39
10,1e+13,4.1061
15,1e+13,5.3166
23,1e+13,7.1359
32,1e+13,8.3088
52,1e+13,11.093
74,1e+13,13.006
100,1e+13,14.519
165,1e+13,15.953
235,1e+13,17.165
310,1e+13,19.256
390,1e+13,22.461
475,1e+13,26.634
655,1e+13,31.973
845,1e+13,33.02
1000,1e+13,33.335
1441,1e+13,33.86
1925,1e+13,34.445
2454,1e+13,35.457
3030,1e+13,37.311
3655,1e+13,40.09
4331,1e+13,43.337
5060,1e+13,46.463
5844,1e+13,48.558
6685,1e+13,49.719
7585,1e+13,50.415
8546,1e+13,50.902
10000,1e+13,51.443
20000,1e+13,54.87
50000,1e+13,58.305
1e+05,1e+13,59.439
0.5,1e+14,0.070792
1,1e+14,1.719
1.5,1e+14,1.9849
2,1e+14,1.9968
5,1e+14,3.0631
7,1e+14,3.7164
10,1e+14,4.2098
15,1e+14,5.3668
23,1e+14,7.1669
32,1e+14,8.3234
52,1e+14,11.103
74,1e+14,13.009
100,1e+14,14.52
165,1e+14,15.953
235,1e+14,17.165
310,1e+14,19.257
390,1e+14,22.461
475,1e+14,26.634
655,1e+14,31.973
845,1e+14,33.02
1000,1e+14,33.335
1441,1e+14,33.86
1925,1e+14,34.445
2454,1e+14,35.457
3030,1e+14,37.311
3655,1e+14,40.09
4331,1e+14,43.337
5060,1e+14,46.463
5844,1e+14,48.558
6685,1e+14,49.719
7585,1e+14,50.415
8546,1e+14,50.902
10000,1e+14,51.443
20000,1e+14,54.87
50000,1e+14,58.305
1e+05,1e+14,59.439
0.5,1e+15,0.04006
1,1e+15,1.6493
1.5,1e+15,1.987
2,1e+15,1.9986
5,1e+15,3.5197
7,1e+15,4.023
10,1e+15,4.6402
15,1e+15,5.6966
23,1e+15,7.4165
32,1e+15,8.4421
52,1e+15,11.186
74,1e+15,13.037
100,1e+15,14.531
165,1e+15,15.955
235,1e+15,17.167
310,1e+15,19.258
390,1e+15,22.463
475,1e+15,26.635
655,1e+15,31.973
845,1e+15,33.02
1000,1e+15,33.335
1441,1e+15,33.86
1925,1e+15,34.445
2454,1e+15,35.457
3030,1e+15,37.311
3655,1e+15,40.09
4331,1e+15,43.337
5060,1e+15,46.463
5844,1e+15,48.558
6685,1e+15,49.719
7585,1e+15,50.415
8546,1e+15,50.902
10000,1e+15,51.443
20000,1e+15,54.87
50000,1e+15,58.304
1e+05,1e+15,59.439
0.5,1e+16,0.035049
1,1e+16,1.2005
1.5,1e+16,1.9342
2,1e+16,1.9973
5,1e+16,4.0124
7,1e+16,4.8122
10,1e+16,5.6021
15,1e+16,6.8788
23,1e+16,8.0989
32,1e+16,9.0061
52,1e+16,11.693
74,1e+16,13.252
100,1e+16,14.625
165,1e+16,15.97
235,1e+16,17.178
310,1e+16,19.269
390,1e+16,22.47
475,1e+16,26.639
655,1e+16,31.974
845,1e+16,33.02
1000,1e+16,33.335
1441,1e+16,33.86
1925,1e+16,34.445
2454,1e+16,35.457
3030,1e+16,37.312
3655,1e+16,40.091
4331,1e+16,43.337
5060,1e+16,46.464
5844,1e+16,48.558
6685,1e+16,49.719
7585,1e+16,50.415
8546,1e+16,50.902
10000,1e+16,51.443
20000,1e+16,54.87
50000,1e+16,58.304
1e+05,1e+16,59.438
0.5,1e+17,0.020094
1,1e+17,0.93193
1.5,1e+17,1.609
2,1e+17,1.8844
5,1e+17,4.5006
7,1e+17,5.5891
10,1e+17,6.764
15,1e+17,7.9191
23,1e+17,9.4762
32,1e+17,11.308
52,1e+17,12.849
74,1e+17,14.112
100,1e+17,15.067
165,1e+17,16.074
235,1e+17,17.273
310,1e+17,19.362
390,1e+17,22.531
475,1e+17,26.662
655,1e+17,31.976
845,1e+17,33.021
1000,1e+17,33.336
1441,1e+17,33.861
1925,1e+17,34.446
2454,1e+17,35.459
3030,1e+17,37.314
3655,1e+17,40.093
4331,1e+17,43.339
5060,1e+17,46.465
5844,1e+17,48.559
6685,1e+17,49.719
7585,1e+17,50.416
8546,1e+17,50.902
10000,1e+17,51.443
20000,1e+17,54.87
50000,1e+17,58.303
1e+05,1e+17,59.438
0.5,1e+18,0.0044268
1,1e+18,0.5204
1.5,1e+18,1.0214
2,1e+18,1.418
5,1e+18,4.2307
7,1e+18,5.7374
10,1e+18,7.4088
15,1e+18,8.9714
23,1e+18,11.679
32,1e+18,12.839
52,1e+18,14.47
74,1e+18,15.279
100,1e+18,15.697
165,1e+18,16.516
235,1e+18,17.954
310,1e+18,20.05
390,1e+18,22.985
475,1e+18,26.823
655,1e+18,31.986
845,1e+18,33.023
1000,1e+18,33.337
1441,1e+18,33.864
1925,1e+18,34.453
2454,1e+18,35.47
3030,1e+18,37.327
3655,1e+18,40.103
4331,1e+18,43.346
5060,1e+18,46.469
5844,1e+18,48.561
6685,1e+18,49.721
7585,1e+18,50.416
8546,1e+18,50.903
10000,1e+18,51.444
20000,1e+18,54.87
50000,1e+18,58.302
1e+05,1e+18,59.437
0.5,1e+19,0.00095363
1,1e+19,0.13529
1.5,1e+19,0.50079
2,1e+19,0.89815
5,1e+19,3.1775
7,1e+19,4.8602
10,1e+19,6.8414
15,1e+19,9.7316
23,1e+19,12.454
32,1e+19,14.141
52,1e+19,15.555
74,1e+19,15.912
100,1e+19,16.416
165,1e+19,18.453
235,1e+19,20.466
310,1e+19,22.446
390,1e+19,24.749
