"Te","ne","CS"
0.5,1e+12,0.99988
1,1e+12,1
1.5,1e+12,1.011
2,1e+12,1.1953
5,1e+12,2.987
7,1e+12,3.2748
10,1e+12,3.9222
15,1e+12,5.0145
23,1e+12,6.3913
32,1e+12,7.5841
52,1e+12,9.5944
74,1e+12,11.364
100,1e+12,13.082
165,1e+12,19.299
235,1e+12,20.29
310,1e+12,20.635
390,1e+12,20.882
475,1e+12,21.143
655,1e+12,21.911
845,1e+12,23.165
1000,1e+12,24.424
1441,1e+12,28.083
1925,1e+12,32.104
2454,1e+12,36.004
3030,1e+12,37.519
3655,1e+12,38.158
4331,1e+12,38.574
5060,1e+12,38.949
5844,1e+12,39.37
6685,1e+12,39.899
7585,1e+12,40.573
8546,1e+12,41.37
10000,1e+12,42.532
20000,1e+12,45.66
50000,1e+12,46.94
1e+05,1e+12,47.479
0.5,1e+13,0.99986
1,1e+13,1.0001
1.5,1e+13,1.0365
2,1e+13,1.4539
5,1e+13,2.9964
7,1e+13,3.2836
10,1e+13,3.9304
15,1e+13,5.0184
23,1e+13,6.3927
32,1e+13,7.5848
52,1e+13,9.5947
74,1e+13,11.364
100,1e+13,13.082
165,1e+13,19.299
235,1e+13,20.29
310,1e+13,20.635
390,1e+13,20.882
475,1e+13,21.143
655,1e+13,21.911
845,1e+13,23.165
1000,1e+13,24.424
1441,1e+13,28.083
1925,1e+13,32.104
2454,1e+13,36.004
3030,1e+13,37.519
3655,1e+13,38.158
4331,1e+13,38.574
5060,1e+13,38.949
5844,1e+13,39.37
6685,1e+13,39.899
7585,1e+13,40.573
8546,1e+13,41.37
10000,1e+13,42.532
20000,1e+13,45.66
50000,1e+13,46.94
1e+05,1e+13,47.479
0.5,1e+14,0.99962
1,1e+14,1.0012
1.5,1e+14,1.2816
2,1e+14,1.9673
5,1e+14,3.0396
7,1e+14,3.3534
10,1e+14,4.0013
15,1e+14,5.0536
23,1e+14,6.405
32,1e+14,7.5908
52,1e+14,9.5972
74,1e+14,11.365
100,1e+14,13.083
165,1e+14,19.299
235,1e+14,20.29
310,1e+14,20.635
390,1e+14,20.882
475,1e+14,21.143
655,1e+14,21.912
845,1e+14,23.165
1000,1e+14,24.424
1441,1e+14,28.083
1925,1e+14,32.104
2454,1e+14,36.004
3030,1e+14,37.519
3655,1e+14,38.158
4331,1e+14,38.574
5060,1e+14,38.949
5844,1e+14,39.37
6685,1e+14,39.899
7585,1e+14,40.573
8546,1e+14,41.37
10000,1e+14,42.532
20000,1e+14,45.66
50000,1e+14,46.94
1e+05,1e+14,47.479
0.5,1e+15,0.99731
1,1e+15,1.0092
