"Te","ne","CS"
0.5,1e+12,1
1,1e+12,1
1.5,1e+12,1.0137
2,1e+12,1.3598
5,1e+12,2.7205
7,1e+12,3.569
10,1e+12,4.649
15,1e+12,6.1063
23,1e+12,7.7225
32,1e+12,8.655
52,1e+12,9.4748
74,1e+12,10.656
100,1e+12,12.14
165,1e+12,15.456
235,1e+12,20.341
310,1e+12,24.671
390,1e+12,25.848
475,1e+12,26.269
655,1e+12,26.686
845,1e+12,27.012
1000,1e+12,27.311
1441,1e+12,28.662
1925,1e+12,31.168
2454,1e+12,34.474
3030,1e+12,38.317
3655,1e+12,41.5
4331,1e+12,42.999
5060,1e+12,43.731
5844,1e+12,44.198
6685,1e+12,44.576
7585,1e+12,44.942
8546,1e+12,45.345
10000,1e+12,46.039
20000,1e+12,50.166
50000,1e+12,52.339
1e+05,1e+12,53.03
0.5,1e+13,1
1,1e+13,1.0001
1.5,1e+13,1.1129
2,1e+13,1.8373
5,1e+13,2.8094
7,1e+13,3.595
10,1e+13,4.6576
15,1e+13,6.1118
23,1e+13,7.7242
32,1e+13,8.6554
52,1e+13,9.475
74,1e+13,10.656
100,1e+13,12.141
165,1e+13,15.456
235,1e+13,20.341
310,1e+13,24.671
390,1e+13,25.848
475,1e+13,26.269
655,1e+13,26.686
845,1e+13,27.012
1000,1e+13,27.311
1441,1e+13,28.662
1925,1e+13,31.168
2454,1e+13,34.474
3030,1e+13,38.317
3655,1e+13,41.5
4331,1e+13,42.999
5060,1e+13,43.731
5844,1e+13,44.198
6685,1e+13,44.576
7585,1e+13,44.942
8546,1e+13,45.345
10000,1e+13,46.039
20000,1e+13,50.166
50000,1e+13,52.339
1e+05,1e+13,53.03
0.5,1e+14,0.99998
1,1e+14,1.0006
1.5,1e+14,1.5217
2,1e+14,1.9786
5,1e+14,3.0426
7,1e+14,3.7342
10,1e+14,4.7304
15,1e+14,6.1636
23,1e+14,7.7401
32,1e+14,8.6587
52,1e+14,9.4761
74,1e+14,10.657
100,1e+14,12.141
165,1e+14,15.457
235,1e+14,20.342
310,1e+14,24.671
390,1e+14,25.848
475,1e+14,26.269
655,1e+14,26.686
845,1e+14,27.012
1000,1e+14,27.311
1441,1e+14,28.662
1925,1e+14,31.168
2454,1e+14,34.474
3030,1e+14,38.317
3655,1e+14,41.5
