"Te","ne","CS"
0.5,1e+12,0.18144
1,1e+12,1.9397
1.5,1e+12,2.0199
2,1e+12,2.232
5,1e+12,2.8406
7,1e+12,3.0122
10,1e+12,3.8384
15,1e+12,5.1178
23,1e+12,6.6892
32,1e+12,8.3453
52,1e+12,10.497
74,1e+12,12.773
100,1e+12,14.424
165,1e+12,16.935
235,1e+12,17.999
310,1e+12,19.18
390,1e+12,21.212
475,1e+12,24.497
655,1e+12,32.957
845,1e+12,34.797
1000,1e+12,35.157
1441,1e+12,35.652
1925,1e+12,36.101
2454,1e+12,36.768
3030,1e+12,37.977
3655,1e+12,40.074
4331,1e+12,42.946
5060,1e+12,46.111
5844,1e+12,48.888
6685,1e+12,50.68
7585,1e+12,51.722
8546,1e+12,52.381
10000,1e+12,53.024
20000,1e+12,56.184
50000,1e+12,59.979
1e+05,1e+12,61.223
0.5,1e+13,0.10688
1,1e+13,1.9809
1.5,1e+13,2.0221
2,1e+13,2.2477
5,1e+13,2.8446
7,1e+13,3.0148
10,1e+13,3.9128
15,1e+13,5.1522
23,1e+13,6.6936
32,1e+13,8.3478
52,1e+13,10.498
74,1e+13,12.773
100,1e+13,14.424
165,1e+13,16.935
235,1e+13,17.999
310,1e+13,19.18
390,1e+13,21.212
475,1e+13,24.497
655,1e+13,32.957
845,1e+13,34.797
1000,1e+13,35.157
1441,1e+13,35.652
1925,1e+13,36.101
2454,1e+13,36.768
3030,1e+13,37.977
3655,1e+13,40.074
4331,1e+13,42.946
5060,1e+13,46.111
5844,1e+13,48.888
6685,1e+13,50.68
7585,1e+13,51.722
8546,1e+13,52.381
10000,1e+13,53.024
20000,1e+13,56.184
50000,1e+13,59.979
1e+05,1e+13,61.223
0.5,1e+14,0.038362
1,1e+14,1.9552
1.5,1e+14,2.0449
2,1e+14,2.4385
5,1e+14,2.8873
7,1e+14,3.0423
10,1e+14,4.3434
15,1e+14,5.2668
23,1e+14,6.7297
32,1e+14,8.3723
52,1e+14,10.507
74,1e+14,12.777
100,1e+14,14.426
165,1e+14,16.935
235,1e+14,17.999
310,1e+14,19.18
390,1e+14,21.212
475,1e+14,24.498
655,1e+14,32.957
845,1e+14,34.797
1000,1e+14,35.157
1441,1e+14,35.652
1925,1e+14,36.101
2454,1e+14,36.768
3030,1e+14,37.977
3655,1e+14,40.074
4331,1e+14,42.946
5060,1e+14,46.111
5844,1e+14,48.888
6685,1e+14,50.68
7585,1e+14,51.722
8546,1e+14,52.381
10000,1e+14,53.024
20000,1e+14,56.184
50000,1e+14,59.979
1e+05,1e+14,61.223
0.5,1e+15,0.034328
1,1e+15,1.7528
1.5,1e+15,2.1665
2,1e+15,2.8373
5,1e+15,2.9858
7,1e+15,3.2484
10,1e+15,4.9049
15,1e+15,5.5262
23,1e+15,7.0193
32,1e+15,8.5726
52,1e+15,10.597
74,1e+15,12.811
100,1e+15,14.441
165,1e+15,16.938
235,1e+15,18
310,1e+15,19.181
390,1e+15,21.213
475,1e+15,24.499
655,1e+15,32.957
845,1e+15,34.797
1000,1e+15,35.157
1441,1e+15,35.652
1925,1e+15,36.101
2454,1e+15,36.768
3030,1e+15,37.977
3655,1e+15,40.074
4331,1e+15,42.946
5060,1e+15,46.111
5844,1e+15,48.888
6685,1e+15,50.68
7585,1e+15,51.722
8546,1e+15,52.381
10000,1e+15,53.024
20000,1e+15,56.184
50000,1e+15,59.979
1e+05,1e+15,61.223
0.5,1e+16,0.03169
1,1e+16,1.2263
1.5,1e+16,2.0654
2,1e+16,2.7842
5,1e+16,3.0035
7,1e+16,4.3037
10,1e+16,5.4919
15,1e+16,6.6978
23,1e+16,8.2793
32,1e+16,9.2322
52,1e+16,11.206
74,1e+16,13.07
100,1e+16,14.567
165,1e+16,16.967
235,1e+16,18.01
310,1e+16,19.189
390,1e+16,21.221
475,1e+16,24.505
655,1e+16,32.959
845,1e+16,34.797
1000,1e+16,35.157
1441,1e+16,35.653
1925,1e+16,36.101
2454,1e+16,36.768
3030,1e+16,37.977
3655,1e+16,40.075
4331,1e+16,42.946
5060,1e+16,46.111
5844,1e+16,48.888
6685,1e+16,50.68
7585,1e+16,51.722
8546,1e+16,52.381
10000,1e+16,53.024
20000,1e+16,56.184
50000,1e+16,59.978
1e+05,1e+16,61.222
0.5,1e+17,0.013708
1,1e+17,0.89931
1.5,1e+17,1.7437
2,1e+17,2.321
5,1e+17,3.0479
7,1e+17,5.4199
10,1e+17,6.7529
15,1e+17,8.1443
23,1e+17,9.2742
32,1e+17,10.674
52,1e+17,12.748
74,1e+17,14.013
100,1e+17,15.246
165,1e+17,17.168
235,1e+17,18.085
310,1e+17,19.254
390,1e+17,21.284
475,1e+17,24.549
655,1e+17,32.965
845,1e+17,34.798
1000,1e+17,35.157
1441,1e+17,35.653
1925,1e+17,36.102
2454,1e+17,36.769
3030,1e+17,37.979
3655,1e+17,40.077
4331,1e+17,42.948
5060,1e+17,46.113
5844,1e+17,48.889
6685,1e+17,50.68
7585,1e+17,51.722
8546,1e+17,52.382
10000,1e+17,53.024
20000,1e+17,56.185
50000,1e+17,59.978
1e+05,1e+17,61.221
0.5,1e+18,0.0025494
1,1e+18,0.4512
1.5,1e+18,1.065
2,1e+18,1.7308
5,1e+18,2.9966
7,1e+18,5.708
10,1e+18,7.339
15,1e+18,8.8893
23,1e+18,11.418
32,1e+18,12.773
52,1e+18,14.463
74,1e+18,15.73
100,1e+18,16.721
165,1e+18,17.724
235,1e+18,18.481
310,1e+18,19.739
390,1e+18,21.783
475,1e+18,24.891
655,1e+18,32.996
845,1e+18,34.801
1000,1e+18,35.158
1441,1e+18,35.655
1925,1e+18,36.105
2454,1e+18,36.776
3030,1e+18,37.988
3655,1e+18,40.086
4331,1e+18,42.956
5060,1e+18,46.118
5844,1e+18,48.893
6685,1e+18,50.682
7585,1e+18,51.723
8546,1e+18,52.382
10000,1e+18,53.025
20000,1e+18,56.185
50000,1e+18,59.977
1e+05,1e+18,61.22
0.5,1e+19,0.00054005
1,1e+19,0.10523
1.5,1e+19,0.3871
2,1e+19,0.80533
5,1e+19,2.7098
7,1e+19,4.5245
10,1e+19,6.8702
15,1e+19,9.0401
23,1e+19,12.375
32,1e+19,14.065
52,1e+19,16.321
74,1e+19,17.305
100,1e+19,17.723
165,1e+19,18.661
235,1e+19,20.217
310,1e+19,21.977
390,1e+19,23.949
475,1e+19,26.482
655,1e+19,33.176
845,1e+19,34.816
1000,1e+19,35.167
1441,1e+19,35.67
1925,1e+19,36.137
2454,1e+19,36.83
3030,1e+19,38.061
3655,1e+19,40.154
4331,1e+19,42.998
5060,1e+19,46.144
5844,1e+19,48.907
6685,1e+19,50.689
7585,1e+19,51.727
8546,1e+19,52.385
10000,1e+19,53.026
20000,1e+19,56.187
50000,1e+19,59.965
1e+05,1e+19,61.208
0.5,1e+20,0.00028574
1,1e+20,0.025403
1.5,1e+20,0.094702
2,1e+20,0.19021
5,1e+20,1.758
7,1e+20,2.6082
10,1e+20,5.6005
15,1e+20,7.9388
23,1e+20,11.891
32,1e+20,14.354
52,1e+20,17.231
74,1e+20,17.88
100,1e+20,18.761
