"Te","ne","CS"
0.5,1e+12,0.90635
1,1e+12,1.2085
1.5,1e+12,2.057
2,1e+12,2.7539
5,1e+12,2.9626
7,1e+12,3.8654
10,1e+12,9.9827
15,1e+12,9.998
23,1e+12,9.999
32,1e+12,10.003
52,1e+12,10.14
74,1e+12,11.201
100,1e+12,13.428
165,1e+12,16.785
235,1e+12,19.214
310,1e+12,21.212
390,1e+12,22.847
475,1e+12,24.013
655,1e+12,26.15
845,1e+12,31.122
1000,1e+12,37.193
1441,1e+12,41.746
1925,1e+12,42.306
2454,1e+12,42.662
3030,1e+12,43.044
3655,1e+12,43.578
4331,1e+12,44.461
5060,1e+12,45.985
5844,1e+12,48.295
6685,1e+12,51.054
7585,1e+12,53.711
8546,1e+12,55.818
10000,1e+12,57.707
20000,1e+12,61.234
50000,1e+12,65.713
1e+05,1e+12,67.3
0.5,1e+13,0.90282
1,1e+13,1.2103
1.5,1e+13,2.0601
2,1e+13,2.7593
5,1e+13,2.9644
7,1e+13,3.8742
10,1e+13,9.9828
15,1e+13,9.998
23,1e+13,9.999
32,1e+13,10.003
52,1e+13,10.14
74,1e+13,11.202
100,1e+13,13.429
165,1e+13,16.786
235,1e+13,19.214
310,1e+13,21.212
390,1e+13,22.847
475,1e+13,24.013
655,1e+13,26.15
845,1e+13,31.122
1000,1e+13,37.193
1441,1e+13,41.746
1925,1e+13,42.306
2454,1e+13,42.662
3030,1e+13,43.044
3655,1e+13,43.578
4331,1e+13,44.461
5060,1e+13,45.985
5844,1e+13,48.295
6685,1e+13,51.054
7585,1e+13,53.711
8546,1e+13,55.818
10000,1e+13,57.707
20000,1e+13,61.234
50000,1e+13,65.713
1e+05,1e+13,67.3
0.5,1e+14,0.86805
1,1e+14,1.2158
1.5,1e+14,2.0915
2,1e+14,2.8063
5,1e+14,2.978
7,1e+14,3.9528
10,1e+14,9.9828
15,1e+14,9.998
23,1e+14,9.999
32,1e+14,10.003
52,1e+14,10.142
74,1e+14,11.217
100,1e+14,13.438
165,1e+14,16.787
235,1e+14,19.214
310,1e+14,21.213
390,1e+14,22.847
475,1e+14,24.013
655,1e+14,26.15
845,1e+14,31.123
1000,1e+14,37.193
1441,1e+14,41.746
1925,1e+14,42.306
2454,1e+14,42.662
3030,1e+14,43.044
3655,1e+14,43.578
4331,1e+14,44.461
5060,1e+14,45.985
5844,1e+14,48.295
6685,1e+14,51.054
7585,1e+14,53.711
8546,1e+14,55.818
10000,1e+14,57.707
20000,1e+14,61.234
50000,1e+14,65.713
1e+05,1e+14,67.3
0.5,1e+15,0.6287
1,1e+15,1.1549
1.5,1e+15,2.2542
2,1e+15,2.9196
5,1e+15,3.0073
7,1e+15,4.4406
10,1e+15,9.9827
15,1e+15,9.998
23,1e+15,9.9991
32,1e+15,10.003
52,1e+15,10.157
74,1e+15,11.361
100,1e+15,13.514
165,1e+15,16.796
235,1e+15,19.218
310,1e+15,21.215
390,1e+15,22.849
475,1e+15,24.014
655,1e+15,26.151
845,1e+15,31.124
1000,1e+15,37.194
1441,1e+15,41.746
1925,1e+15,42.306
2454,1e+15,42.662
3030,1e+15,43.044
3655,1e+15,43.578
4331,1e+15,44.461
5060,1e+15,45.985
5844,1e+15,48.295
6685,1e+15,51.054
7585,1e+15,53.711
8546,1e+15,55.818
10000,1e+15,57.707
20000,1e+15,61.234
50000,1e+15,65.713
1e+05,1e+15,67.3
0.5,1e+16,0.17921
1,1e+16,1.0563
1.5,1e+16,2.0683
2,1e+16,2.888
5,1e+16,3.0231
7,1e+16,4.6153
10,1e+16,9.982
15,1e+16,9.9979
23,1e+16,9.9991
32,1e+16,10.005
52,1e+16,10.385
74,1e+16,12.321
100,1e+16,13.921
165,1e+16,16.876
235,1e+16,19.248
310,1e+16,21.231
390,1e+16,22.857
475,1e+16,24.018
655,1e+16,26.154
845,1e+16,31.127
1000,1e+16,37.196
1441,1e+16,41.746
1925,1e+16,42.306
2454,1e+16,42.662
3030,1e+16,43.044
3655,1e+16,43.578
4331,1e+16,44.461
5060,1e+16,45.985
5844,1e+16,48.296
6685,1e+16,51.054
7585,1e+16,53.711
8546,1e+16,55.818
10000,1e+16,57.707
20000,1e+16,61.234
50000,1e+16,65.713
1e+05,1e+16,67.299
0.5,1e+17,0.027295
1,1e+17,1.0029
1.5,1e+17,1.3646
2,1e+17,2.4168
5,1e+17,3.0057
7,1e+17,3.4512
10,1e+17,9.9733
15,1e+17,9.9972
23,1e+17,9.9999
32,1e+17,10.096
52,1e+17,12.711
74,1e+17,13.868
100,1e+17,14.987
165,1e+17,17.384
235,1e+17,19.494
310,1e+17,21.369
390,1e+17,22.932
475,1e+17,24.057
655,1e+17,26.174
845,1e+17,31.146
1000,1e+17,37.205
1441,1e+17,41.746
1925,1e+17,42.306
2454,1e+17,42.662
3030,1e+17,43.044
3655,1e+17,43.578
4331,1e+17,44.461
5060,1e+17,45.986
5844,1e+17,48.297
6685,1e+17,51.056
7585,1e+17,53.712
8546,1e+17,55.819
10000,1e+17,57.708
20000,1e+17,61.234
50000,1e+17,65.713
1e+05,1e+17,67.298
0.5,1e+18,0.0038799
1,1e+18,0.9607
1.5,1e+18,1.0552
2,1e+18,1.4001
5,1e+18,2.9678
7,1e+18,3.1784
10,1e+18,9.8244
15,1e+18,9.9896
23,1e+18,10.109
32,1e+18,12.792
52,1e+18,14.495
74,1e+18,15.728
100,1e+18,16.844
165,1e+18,18.916
235,1e+18,20.645
310,1e+18,22.197
390,1e+18,23.428
475,1e+18,24.335
655,1e+18,26.34
845,1e+18,31.281
1000,1e+18,37.25
1441,1e+18,41.748
1925,1e+18,42.307
2454,1e+18,42.663
3030,1e+18,43.045
3655,1e+18,43.581
4331,1e+18,44.465
5060,1e+18,45.991
5844,1e+18,48.302
6685,1e+18,51.06
7585,1e+18,53.716
8546,1e+18,55.821
10000,1e+18,57.709
20000,1e+18,61.235
50000,1e+18,65.713
1e+05,1e+18,67.297
0.5,1e+19,0.00079499
1,1e+19,0.77502
1.5,1e+19,1.001
2,1e+19,1.0598
5,1e+19,2.6947
7,1e+19,2.9981
10,1e+19,6.9559
15,1e+19,9.8922
23,1e+19,12.184
32,1e+19,14.023
52,1e+19,16.335
74,1e+19,17.918
100,1e+19,19.231
165,1e+19,21.524
235,1e+19,23.104
310,1e+19,24.033
390,1e+19,24.645
475,1e+19,25.261
655,1e+19,27.393
845,1e+19,32.185
1000,1e+19,37.52
1441,1e+19,41.754
1925,1e+19,42.311
2454,1e+19,42.669
3030,1e+19,43.055
3655,1e+19,43.595
4331,1e+19,44.485
5060,1e+19,46.015
5844,1e+19,48.326
6685,1e+19,51.08
7585,1e+19,53.73
8546,1e+19,55.83
10000,1e+19,57.714
20000,1e+19,61.236
50000,1e+19,65.711
1e+05,1e+19,67.289
0.5,1e+20,0.00041902
1,1e+20,0.42919
1.5,1e+20,0.95929
2,1e+20,1.0058
5,1e+20,1.6199
7,1e+20,2.3114
10,1e+20,3.33
15,1e+20,9.1292
23,1e+20,11.9
32,1e+20,14.466
52,1e+20,17.759
74,1e+20,19.978
100,1e+20,21.853
165,1e+20,24.014
235,1e+20,24.786
310,1e+20,25.62
390,1e+20,26.799
475,1e+20,28.194
655,1e+20,31.247
845,1e+20,34.9
1000,1e+20,38.598
1441,1e+20,41.792
1925,1e+20,42.34
2454,1e+20,42.72
3030,1e+20,43.137
3655,1e+20,43.715
4331,1e+20,44.642
5060,1e+20,46.191
5844,1e+20,48.478
6685,1e+20,51.185
7585,1e+20,53.796
8546,1e+20,55.869
10000,1e+20,57.732
20000,1e+20,61.242
50000,1e+20,65.695
1e+05,1e+20,67.226
0.5,1e+21,0.0016989
1,1e+21,0.31382
1.5,1e+21,0.88228
2,1e+21,0.9804
5,1e+21,1.0933
7,1e+21,1.2409
10,1e+21,1.7097
15,1e+21,3.6467
23,1e+21,7.6034
32,1e+21,13.356
52,1e+21,17.759
74,1e+21,21.191
100,1e+21,23.444
165,1e+21,25.236
235,1e+21,27.666
310,1e+21,29.93
390,1e+21,31.825
475,1e+21,33.291
655,1e+21,35.454
845,1e+21,38.672
1000,1e+21,40.555
1441,1e+21,42.009
1925,1e+21,42.611
2454,1e+21,43.158
3030,1e+21,43.758
3655,1e+21,44.528
4331,1e+21,45.647
5060,1e+21,47.286
5844,1e+21,49.427
6685,1e+21,51.844
7585,1e+21,54.191
8546,1e+21,56.083
10000,1e+21,57.823
20000,1e+21,61.263
50000,1e+21,65.665
1e+05,1e+21,67.079
0.5,1e+22,1.0102
1,1e+22,1.0563
1.5,1e+22,1.1265
2,1e+22,1.2145
5,1e+22,1.9287
7,1e+22,2.2966
10,1e+22,2.5227
15,1e+22,1.7367
23,1e+22,4.2923
32,1e+22,6.2322
52,1e+22,15.914
74,1e+22,19.598
100,1e+22,22.789
165,1e+22,27.398
235,1e+22,31.546
310,1e+22,33.88
390,1e+22,35.572
475,1e+22,37.679
655,1e+22,40.614
845,1e+22,41.621
1000,1e+22,42.189
1441,1e+22,43.549
1925,1e+22,44.658
2454,1e+22,45.794
3030,1e+22,47.049
3655,1e+22,48.394
4331,1e+22,49.813
5060,1e+22,51.304
5844,1e+22,52.882
6685,1e+22,54.483
7585,1e+22,55.939
8546,1e+22,57.118
10000,1e+22,58.311
20000,1e+22,61.379
50000,1e+22,65.694
1e+05,1e+22,67.03
0.5,1e+23,3
1,1e+23,3
1.5,1e+23,3
2,1e+23,3
5,1e+23,3.0015
7,1e+23,3.0087
10,1e+23,3.0403
15,1e+23,3.2156
23,1e+23,3.7161
32,1e+23,4.4577
52,1e+23,14.195
74,1e+23,17.477
100,1e+23,20.667
165,1e+23,24.933
235,1e+23,30.423
310,1e+23,33.976
390,1e+23,37.605
475,1e+23,40.071
655,1e+23,43.618
845,1e+23,45.81
1000,1e+23,46.947
1441,1e+23,49.217
1925,1e+23,50.925
2454,1e+23,52.295
3030,1e+23,53.558
3655,1e+23,54.735
4331,1e+23,55.769
5060,1e+23,56.651
5844,1e+23,57.399
6685,1e+23,58.03
7585,1e+23,58.563
8546,1e+23,59.016
10000,1e+23,59.55
20000,1e+23,62.062
50000,1e+23,65.896
1e+05,1e+23,67.063
0.5,1e+24,8
1,1e+24,8
1.5,1e+24,8
2,1e+24,8.0001
5,1e+24,8.0017
7,1e+24,8.0036
10,1e+24,8.0074
15,1e+24,8.0156
23,1e+24,8.0322
32,1e+24,8.0581
52,1e+24,15.997
74,1e+24,17.675
100,1e+24,19.112
165,1e+24,23.036
235,1e+24,26.459
310,1e+24,30.353
390,1e+24,33.541
475,1e+24,36.079
655,1e+24,42.504
845,1e+24,47.464
1000,1e+24,49.428
1441,1e+24,52.774
1925,1e+24,54.918
2454,1e+24,56.243
3030,1e+24,57.187
3655,1e+24,57.928
4331,1e+24,58.549
5060,1e+24,59.059
5844,1e+24,59.507
6685,1e+24,59.909
7585,1e+24,60.281
8546,1e+24,60.662
10000,1e+24,61.201
20000,1e+24,64.032
50000,1e+24,66.414
1e+05,1e+24,67.29
