"Te","ne","CS"
0.5,1e+12,0.3242
1,1e+12,1.0674
1.5,1e+12,1.8458
2,1e+12,2.7783
5,1e+12,3.0475
7,1e+12,3.3808
10,1e+12,4.0012
15,1e+12,5.0134
23,1e+12,6.7104
32,1e+12,9.0766
52,1e+12,10.446
74,1e+12,10.864
100,1e+12,11.245
165,1e+12,12.677
235,1e+12,14.396
310,1e+12,15.986
390,1e+12,17.447
475,1e+12,18.773
655,1e+12,21.057
845,1e+12,24.256
1000,1e+12,26.493
1441,1e+12,28.217
1925,1e+12,28.73
2454,1e+12,29.167
3030,1e+12,29.755
3655,1e+12,30.649
4331,1e+12,31.861
5060,1e+12,33.142
5844,1e+12,34.207
6685,1e+12,34.981
7585,1e+12,35.518
8546,1e+12,35.894
10000,1e+12,36.25
20000,1e+12,37.035
50000,1e+12,37.815
1e+05,1e+12,38.342
0.5,1e+13,0.57958
1,1e+13,1.2914
1.5,1e+13,2.05
2,1e+13,2.8213
5,1e+13,3.0483
7,1e+13,3.386
10,1e+13,4.0079
15,1e+13,5.0174
23,1e+13,6.7119
32,1e+13,9.0769
52,1e+13,10.446
74,1e+13,10.864
100,1e+13,11.245
165,1e+13,12.677
235,1e+13,14.396
310,1e+13,15.986
390,1e+13,17.447
475,1e+13,18.773
655,1e+13,21.057
845,1e+13,24.256
1000,1e+13,26.494
1441,1e+13,28.217
1925,1e+13,28.73
2454,1e+13,29.167
3030,1e+13,29.755
3655,1e+13,30.649
4331,1e+13,31.861
5060,1e+13,33.142
5844,1e+13,34.207
6685,1e+13,34.981
7585,1e+13,35.518
8546,1e+13,35.894
10000,1e+13,36.25
20000,1e+13,37.035
50000,1e+13,37.815
1e+05,1e+13,38.342
0.5,1e+14,0.73999
1,1e+14,1.8033
1.5,1e+14,2.2386
2,1e+14,2.9141
5,1e+14,3.0554
7,1e+14,3.4383
10,1e+14,4.0709
15,1e+14,5.0548
23,1e+14,6.7253
32,1e+14,9.0787
52,1e+14,10.446
74,1e+14,10.865
100,1e+14,11.245
165,1e+14,12.677
235,1e+14,14.396
310,1e+14,15.986
390,1e+14,17.447
475,1e+14,18.773
655,1e+14,21.057
845,1e+14,24.256
1000,1e+14,26.494
1441,1e+14,28.217
1925,1e+14,28.73
2454,1e+14,29.167
3030,1e+14,29.755
3655,1e+14,30.649
4331,1e+14,31.861
5060,1e+14,33.142
