"Te","ne","CS"
0.5,1e+12,0.34835
1,1e+12,1.03
1.5,1e+12,1.6134
2,1e+12,1.9183
5,1e+12,3.2585
7,1e+12,4.0198
10,1e+12,5.4847
15,1e+12,5.9203
23,1e+12,6.3432
32,1e+12,7.1865
52,1e+12,11.457
74,1e+12,13.067
100,1e+12,13.546
165,1e+12,14.108
235,1e+12,14.858
310,1e+12,15.988
390,1e+12,17.301
475,1e+12,18.618
655,1e+12,21.044
845,1e+12,23.152
1000,1e+12,24.999
1441,1e+12,29.953
1925,1e+12,31.159
2454,1e+12,31.644
3030,1e+12,32.047
3655,1e+12,32.537
4331,1e+12,33.232
5060,1e+12,34.19
5844,1e+12,35.307
6685,1e+12,36.36
7585,1e+12,37.212
8546,1e+12,37.854
10000,1e+12,38.484
20000,1e+12,39.75
50000,1e+12,40.522
1e+05,1e+12,41.08
0.5,1e+13,0.47649
1,1e+13,1.0976
1.5,1e+13,1.8255
2,1e+13,1.9912
5,1e+13,3.2835
7,1e+13,4.0328
10,1e+13,5.4893
15,1e+13,5.921
23,1e+13,6.3437
32,1e+13,7.187
52,1e+13,11.457
74,1e+13,13.067
100,1e+13,13.546
165,1e+13,14.108
235,1e+13,14.858
310,1e+13,15.988
390,1e+13,17.301
475,1e+13,18.618
655,1e+13,21.044
845,1e+13,23.152
1000,1e+13,24.999
1441,1e+13,29.953
1925,1e+13,31.159
2454,1e+13,31.644
3030,1e+13,32.047
3655,1e+13,32.537
4331,1e+13,33.232
5060,1e+13,34.19
5844,1e+13,35.307
6685,1e+13,36.36
7585,1e+13,37.212
8546,1e+13,37.854
10000,1e+13,38.484
20000,1e+13,39.75
50000,1e+13,40.522
1e+05,1e+13,41.08
0.5,1e+14,0.69611
1,1e+14,1.2947
1.5,1e+14,1.9747
2,1e+14,2.0956
5,1e+14,3.4329
7,1e+14,4.1396
10,1e+14,5.5309
15,1e+14,5.9276
23,1e+14,6.3476
32,1e+14,7.1914
52,1e+14,11.458
74,1e+14,13.067
100,1e+14,13.546
165,1e+14,14.109
235,1e+14,14.858
310,1e+14,15.989
390,1e+14,17.301
475,1e+14,18.618
655,1e+14,21.044
845,1e+14,23.152
1000,1e+14,24.999
1441,1e+14,29.953
1925,1e+14,31.159
2454,1e+14,31.644
3030,1e+14,32.047
3655,1e+14,32.537
4331,1e+14,33.232
5060,1e+14,34.19
5844,1e+14,35.307
6685,1e+14,36.36
7585,1e+14,37.212
8546,1e+14,37.854
10000,1e+14,38.484
20000,1e+14,39.75
50000,1e+14,40.522
1e+05,1e+14,41.081
0.5,1e+15,0.75287
1,1e+15,1.369
1.5,1e+15,1.9947
2,1e+15,2.3167
5,1e+15,3.862
7,1e+15,4.6172
10,1e+15,5.7326
15,1e+15,5.9728
23,1e+15,6.3826
32,1e+15,7.2312
52,1e+15,11.465
74,1e+15,13.067
100,1e+15,13.546
165,1e+15,14.109
235,1e+15,14.86
310,1e+15,15.99
390,1e+15,17.302
475,1e+15,18.619
655,1e+15,21.045
845,1e+15,23.152
1000,1e+15,24.999
1441,1e+15,29.954
1925,1e+15,31.159
2454,1e+15,31.644
3030,1e+15,32.047
3655,1e+15,32.537
4331,1e+15,33.233
5060,1e+15,34.19
5844,1e+15,35.307
6685,1e+15,36.36
7585,1e+15,37.212
8546,1e+15,37.854
10000,1e+15,38.484
20000,1e+15,39.75
50000,1e+15,40.523
1e+05,1e+15,41.081
0.5,1e+16,0.43516
1,1e+16,1.168
1.5,1e+16,1.9784
2,1e+16,2.3825
5,1e+16,4.3089
7,1e+16,5.4151
10,1e+16,5.9429
15,1e+16,6.1041
23,1e+16,6.6312
32,1e+16,7.5419
52,1e+16,11.521
74,1e+16,13.069
100,1e+16,13.548
165,1e+16,14.116
235,1e+16,14.873
310,1e+16,16.004
390,1e+16,17.312
475,1e+16,18.626
655,1e+16,21.048
845,1e+16,23.154
1000,1e+16,25.001
1441,1e+16,29.954
1925,1e+16,31.159
2454,1e+16,31.645
3030,1e+16,32.047
3655,1e+16,32.537
4331,1e+16,33.233
5060,1e+16,34.19
5844,1e+16,35.307
6685,1e+16,36.36
7585,1e+16,37.212
8546,1e+16,37.854
10000,1e+16,38.484
20000,1e+16,39.75
50000,1e+16,40.523
1e+05,1e+16,41.081
0.5,1e+17,0.088299
1,1e+17,0.98253
1.5,1e+17,1.8244
2,1e+17,2.1586
5,1e+17,4.5585
7,1e+17,5.6329
10,1e+17,5.9912
15,1e+17,6.4626
23,1e+17,7.558
32,1e+17,8.6645
52,1e+17,11.77
74,1e+17,13.084
100,1e+17,13.56
165,1e+17,14.178
235,1e+17,14.996
310,1e+17,16.128
390,1e+17,17.401
475,1e+17,18.683
655,1e+17,21.073
845,1e+17,23.166
1000,1e+17,25.009
1441,1e+17,29.955
1925,1e+17,31.159
2454,1e+17,31.645
3030,1e+17,32.047
3655,1e+17,32.537
4331,1e+17,33.233
5060,1e+17,34.19
5844,1e+17,35.307
6685,1e+17,36.36
7585,1e+17,37.211
8546,1e+17,37.853
10000,1e+17,38.483
20000,1e+17,39.75
50000,1e+17,40.523
1e+05,1e+17,41.081
0.5,1e+18,0.012795
1,1e+18,0.72267
1.5,1e+18,1.2623
2,1e+18,1.8378
5,1e+18,4.2928
7,1e+18,5.5065
10,1e+18,5.9789
15,1e+18,6.7942
23,1e+18,8.7288
32,1e+18,10.089
52,1e+18,12.207
74,1e+18,13.17
100,1e+18,13.679
165,1e+18,14.687
235,1e+18,15.761
