"Te","ne","CS"
0.5,1e+12,1.0446
1,1e+12,1.9996
1.5,1e+12,2
2,1e+12,2
5,1e+12,2.5463
7,1e+12,3.2868
10,1e+12,4.095
15,1e+12,5.3206
23,1e+12,7.2361
32,1e+12,8.5352
52,1e+12,11.647
74,1e+12,12.616
100,1e+12,13.096
165,1e+12,14.753
235,1e+12,17.341
310,1e+12,20.788
390,1e+12,25.229
475,1e+12,28.433
655,1e+12,30.025
845,1e+12,30.455
1000,1e+12,30.679
1441,1e+12,31.294
1925,1e+12,32.336
2454,1e+12,34.251
3030,1e+12,37.083
3655,1e+12,40.37
4331,1e+12,43.643
5060,1e+12,45.821
5844,1e+12,46.965
6685,1e+12,47.63
7585,1e+12,48.097
8546,1e+12,48.487
10000,1e+12,49.017
20000,1e+12,52.915
50000,1e+12,55.783
1e+05,1e+12,56.718
0.5,1e+13,1.044
1,1e+13,1.9996
1.5,1e+13,2
2,1e+13,2.0001
5,1e+13,2.8339
7,1e+13,3.3786
10,1e+13,4.1121
15,1e+13,5.3239
23,1e+13,7.2383
32,1e+13,8.536
52,1e+13,11.648
74,1e+13,12.616
100,1e+13,13.096
165,1e+13,14.753
235,1e+13,17.341
310,1e+13,20.788
390,1e+13,25.229
475,1e+13,28.433
655,1e+13,30.025
845,1e+13,30.455
1000,1e+13,30.679
1441,1e+13,31.294
1925,1e+13,32.336
2454,1e+13,34.251
3030,1e+13,37.083
3655,1e+13,40.37
4331,1e+13,43.643
5060,1e+13,45.821
5844,1e+13,46.965
6685,1e+13,47.63
7585,1e+13,48.097
8546,1e+13,48.487
10000,1e+13,49.017
20000,1e+13,52.915
50000,1e+13,55.783
1e+05,1e+13,56.718
0.5,1e+14,1.0382
1,1e+14,1.9996
1.5,1e+14,2
2,1e+14,2.0005
5,1e+14,3.052
7,1e+14,3.6035
10,1e+14,4.1904
15,1e+14,5.3532
23,1e+14,7.2588
32,1e+14,8.5432
52,1e+14,11.65
74,1e+14,12.617
100,1e+14,13.096
165,1e+14,14.753
235,1e+14,17.341
310,1e+14,20.789
390,1e+14,25.229
475,1e+14,28.433
655,1e+14,30.025
845,1e+14,30.455
1000,1e+14,30.679
1441,1e+14,31.294
1925,1e+14,32.336
2454,1e+14,34.252
3030,1e+14,37.083
3655,1e+14,40.37
4331,1e+14,43.643
5060,1e+14,45.821
5844,1e+14,46.965
6685,1e+14,47.63
7585,1e+14,48.097
8546,1e+14,48.487
10000,1e+14,49.017
20000,1e+14,52.915
50000,1e+14,55.783
1e+05,1e+14,56.718
0.5,1e+15,1.0159
1,1e+15,1.9992
1.5,1e+15,2
2,1e+15,2.0043
5,1e+15,3.3865
7,1e+15,3.954
10,1e+15,4.4768
15,1e+15,5.6047
23,1e+15,7.4329
32,1e+15,8.6017
52,1e+15,11.669
74,1e+15,12.621
100,1e+15,13.098
165,1e+15,14.755
235,1e+15,17.343
310,1e+15,20.79
390,1e+15,25.23
475,1e+15,28.433
655,1e+15,30.025
845,1e+15,30.455
1000,1e+15,30.679
1441,1e+15,31.294
1925,1e+15,32.336
2454,1e+15,34.252
3030,1e+15,37.084
3655,1e+15,40.37
4331,1e+15,43.643
5060,1e+15,45.821
5844,1e+15,46.965
6685,1e+15,47.63
7585,1e+15,48.097
8546,1e+15,48.487
10000,1e+15,49.017
20000,1e+15,52.915
50000,1e+15,55.783
1e+05,1e+15,56.718
0.5,1e+16,0.99753
1,1e+16,1.9951
1.5,1e+16,1.9999
2,1e+16,2.0184
5,1e+16,3.938
7,1e+16,4.6741
10,1e+16,5.5203
15,1e+16,6.7898
23,1e+16,7.9731
32,1e+16,8.9198
52,1e+16,11.821
74,1e+16,12.657
100,1e+16,13.114
165,1e+16,14.77
235,1e+16,17.354
310,1e+16,20.797
390,1e+16,25.234
475,1e+16,28.435
655,1e+16,30.026
845,1e+16,30.455
1000,1e+16,30.68
1441,1e+16,31.294
1925,1e+16,32.336
2454,1e+16,34.252
3030,1e+16,37.084
3655,1e+16,40.371
4331,1e+16,43.643
5060,1e+16,45.821
5844,1e+16,46.965
6685,1e+16,47.63
7585,1e+16,48.097
8546,1e+16,48.487
10000,1e+16,49.017
20000,1e+16,52.915
50000,1e+16,55.782
1e+05,1e+16,56.718
0.5,1e+17,0.95741
1,1e+17,1.9596
1.5,1e+17,1.9992
2,1e+17,2.007
5,1e+17,4.4721
7,1e+17,5.6057
10,1e+17,6.789
15,1e+17,7.8981
23,1e+17,9.1453
32,1e+17,11.01
52,1e+17,12.398
74,1e+17,12.824
100,1e+17,13.214
165,1e+17,14.896
235,1e+17,17.451
310,1e+17,20.85
390,1e+17,25.251
475,1e+17,28.439
655,1e+17,30.026
845,1e+17,30.455
1000,1e+17,30.68
1441,1e+17,31.295
1925,1e+17,32.338
2454,1e+17,34.255
3030,1e+17,37.086
3655,1e+17,40.372
4331,1e+17,43.644
5060,1e+17,45.822
5844,1e+17,46.966
6685,1e+17,47.631
7585,1e+17,48.098
8546,1e+17,48.487
10000,1e+17,49.017
20000,1e+17,52.915
50000,1e+17,55.781
1e+05,1e+17,56.718
0.5,1e+18,0.75267
1,1e+18,1.7553
1.5,1e+18,1.9934
2,1e+18,2.0002
5,1e+18,4.2817
7,1e+18,5.8148
10,1e+18,7.4728
15,1e+18,9.2354
23,1e+18,11.765
32,1e+18,12.487
52,1e+18,12.858
74,1e+18,13.123
100,1e+18,13.659
165,1e+18,15.73
235,1e+18,18.126
310,1e+18,21.24
390,1e+18,25.368
475,1e+18,28.462
655,1e+18,30.029
845,1e+18,30.458
1000,1e+18,30.684
1441,1e+18,31.304
1925,1e+18,32.353
2454,1e+18,34.272
3030,1e+18,37.099
3655,1e+18,40.38
4331,1e+18,43.649
5060,1e+18,45.824
5844,1e+18,46.967
6685,1e+18,47.631
7585,1e+18,48.098
8546,1e+18,48.487
10000,1e+18,49.018
20000,1e+18,52.916
50000,1e+18,55.779
1e+05,1e+18,56.717
0.5,1e+19,0.3824
1,1e+19,1.3517
1.5,1e+19,1.957
2,1e+19,1.994
5,1e+19,3.2684
7,1e+19,4.9645
10,1e+19,6.9579
15,1e+19,9.9253
23,1e+19,12.436
32,1e+19,12.87
52,1e+19,13.328
74,1e+19,14.385
100,1e+19,15.684
165,1e+19,18.168
235,1e+19,20.341
310,1e+19,22.701
390,1e+19,25.955
475,1e+19,28.596
655,1e+19,30.048
845,1e+19,30.479
1000,1e+19,30.716
1441,1e+19,31.383
1925,1e+19,32.486
2454,1e+19,34.412
3030,1e+19,37.185
3655,1e+19,40.422
4331,1e+19,43.67
5060,1e+19,45.833
5844,1e+19,46.971
6685,1e+19,47.634
7585,1e+19,48.1
8546,1e+19,48.489
10000,1e+19,49.02
20000,1e+19,52.913
50000,1e+19,55.76
1e+05,1e+19,56.708
0.5,1e+20,0.24585
1,1e+20,1.1432
1.5,1e+20,1.8434
2,1e+20,1.9689
5,1e+20,2.3537
7,1e+20,3.6622
10,1e+20,5.6158
15,1e+20,8.3148
23,1e+20,11.644
32,1e+20,12.682
52,1e+20,14.722
74,1e+20,16.897
100,1e+20,18.667
165,1e+20,21.472
235,1e+20,23.074
310,1e+20,25.027
390,1e+20,27.502
475,1e+20,29.108
655,1e+20,30.185
845,1e+20,30.683
1000,1e+20,31.025
1441,1e+20,32.045
1925,1e+20,33.419
2454,1e+20,35.301
3030,1e+20,37.738
3655,1e+20,40.694
4331,1e+20,43.793
5060,1e+20,45.88
5844,1e+20,46.991
6685,1e+20,47.644
7585,1e+20,48.107
8546,1e+20,48.495
10000,1e+20,49.026
20000,1e+20,52.895
50000,1e+20,55.644
1e+05,1e+20,56.648
0.5,1e+21,0.59501
1,1e+21,1.2477
1.5,1e+21,1.7902
2,1e+21,1.9304
5,1e+21,2.0905
7,1e+21,2.6784
10,1e+21,4.3174
15,1e+21,6.4208
23,1e+21,10.259
32,1e+21,11.656
52,1e+21,14.653
74,1e+21,18.29
100,1e+21,20.969
165,1e+21,23.725
235,1e+21,26.031
310,1e+21,27.987
390,1e+21,29.259
475,1e+21,30.064
655,1e+21,31.339
845,1e+21,32.379
1000,1e+21,33.082
1441,1e+21,34.741
1925,1e+21,36.216
2454,1e+21,37.751
3030,1e+21,39.629
3655,1e+21,42.033
4331,1e+21,44.495
5060,1e+21,46.154
5844,1e+21,47.105
6685,1e+21,47.705
7585,1e+21,48.148
8546,1e+21,48.528
10000,1e+21,49.058
20000,1e+21,52.901
50000,1e+21,55.491
1e+05,1e+21,56.547
0.5,1e+22,2
1,1e+22,2
1.5,1e+22,2
2,1e+22,2.0002
5,1e+22,2.0626
7,1e+22,2.3454
10,1e+22,3.5016
15,1e+22,5.504
23,1e+22,8.5921
32,1e+22,10.638
52,1e+22,12.46
74,1e+22,16.137
100,1e+22,19.91
165,1e+22,24.703
235,1e+22,27.837
310,1e+22,30.28
390,1e+22,32.29
475,1e+22,33.378
655,1e+22,35.061
845,1e+22,36.309
1000,1e+22,37.088
1441,1e+22,38.894
1925,1e+22,40.462
2454,1e+22,42.01
3030,1e+22,43.666
3655,1e+22,45.161
4331,1e+22,46.272
5060,1e+22,47.041
5844,1e+22,47.587
6685,1e+22,48.012
7585,1e+22,48.379
8546,1e+22,48.732
10000,1e+22,49.267
20000,1e+22,53.053
50000,1e+22,55.446
1e+05,1e+22,56.509
0.5,1e+23,2
1,1e+23,2.0063
1.5,1e+23,2.0434
2,1e+23,2.1236
5,1e+23,3.0841
7,1e+23,3.8882
10,1e+23,5.0229
15,1e+23,6.695
23,1e+23,8.8239
32,1e+23,10.011
52,1e+23,11.363
74,1e+23,13.239
100,1e+23,16.617
165,1e+23,22.135
235,1e+23,26.138
310,1e+23,31.013
390,1e+23,34.445
475,1e+23,36.457
655,1e+23,39.224
845,1e+23,40.784
1000,1e+23,41.85
1441,1e+23,43.981
1925,1e+23,45.297
2454,1e+23,46.217
3030,1e+23,46.89
3655,1e+23,47.4
4331,1e+23,47.812
5060,1e+23,48.171
5844,1e+23,48.513
6685,1e+23,48.861
7585,1e+23,49.24
8546,1e+23,49.663
10000,1e+23,50.341
20000,1e+23,53.641
50000,1e+23,55.508
1e+05,1e+23,56.532
0.5,1e+24,12
1,1e+24,12
1.5,1e+24,12
2,1e+24,12
5,1e+24,12.006
7,1e+24,12.022
10,1e+24,12.063
15,1e+24,12.161
23,1e+24,12.331
32,1e+24,12.496
52,1e+24,12.835
74,1e+24,13.474
100,1e+24,15.038
165,1e+24,20.108
235,1e+24,22.485
310,1e+24,25.596
390,1e+24,31.88
475,1e+24,35.489
