"Te","ne","CS"
0.5,1e+12,0.91308
1,1e+12,0.99984
1.5,1e+12,1.0569
2,1e+12,1.6867
5,1e+12,2.9229
7,1e+12,3.2929
10,1e+12,3.9758
15,1e+12,4.8429
23,1e+12,5.8783
32,1e+12,6.7792
52,1e+12,8.298
74,1e+12,9.5684
100,1e+12,10.803
165,1e+12,12.659
235,1e+12,14.138
310,1e+12,16.552
390,1e+12,18.959
475,1e+12,19.946
655,1e+12,20.567
845,1e+12,20.869
1000,1e+12,21.093
1441,1e+12,21.976
1925,1e+12,23.61
2454,1e+12,25.673
3030,1e+12,27.196
3655,1e+12,27.996
4331,1e+12,28.4
5060,1e+12,28.629
5844,1e+12,28.78
6685,1e+12,28.895
7585,1e+12,28.994
8546,1e+12,29.089
10000,1e+12,29.221
20000,1e+12,29.91
50000,1e+12,30.591
1e+05,1e+12,30.815
0.5,1e+13,0.83002
1,1e+13,0.99961
1.5,1e+13,1.0698
2,1e+13,1.733
5,1e+13,2.9254
7,1e+13,3.2987
10,1e+13,3.9812
15,1e+13,4.8456
23,1e+13,5.8796
32,1e+13,6.7799
52,1e+13,8.2983
74,1e+13,9.5686
100,1e+13,10.803
165,1e+13,12.66
235,1e+13,14.138
310,1e+13,16.552
390,1e+13,18.959
475,1e+13,19.946
655,1e+13,20.567
845,1e+13,20.869
1000,1e+13,21.093
1441,1e+13,21.976
1925,1e+13,23.61
2454,1e+13,25.673
3030,1e+13,27.196
3655,1e+13,27.996
4331,1e+13,28.4
5060,1e+13,28.629
5844,1e+13,28.78
6685,1e+13,28.895
7585,1e+13,28.994
8546,1e+13,29.09
10000,1e+13,29.221
20000,1e+13,29.911
50000,1e+13,30.591
1e+05,1e+13,30.815
0.5,1e+14,0.47057
1,1e+14,0.99753
1.5,1e+14,1.0589
2,1e+14,1.7074
5,1e+14,2.9457
7,1e+14,3.3611
10,1e+14,4.0303
15,1e+14,4.8714
23,1e+14,5.8918
32,1e+14,6.7866
52,1e+14,8.301
74,1e+14,9.57
100,1e+14,10.804
165,1e+14,12.66
235,1e+14,14.138
310,1e+14,16.552
390,1e+14,18.959
475,1e+14,19.946
655,1e+14,20.567
845,1e+14,20.869
1000,1e+14,21.093
1441,1e+14,21.976
1925,1e+14,23.61
2454,1e+14,25.673
3030,1e+14,27.196
3655,1e+14,27.996
4331,1e+14,28.4
5060,1e+14,28.629
5844,1e+14,28.78
6685,1e+14,28.895
7585,1e+14,28.994
8546,1e+14,29.09
10000,1e+14,29.221
20000,1e+14,29.911
50000,1e+14,30.591
1e+05,1e+14,30.815
0.5,1e+15,0.14322
1,1e+15,0.98692
1.5,1e+15,1.0405
2,1e+15,1.6264
5,1e+15,3.0743
7,1e+15,3.7709
10,1e+15,4.2525
15,1e+15,5.0392
23,1e+15,5.9919
32,1e+15,6.8463
52,1e+15,8.3255
74,1e+15,9.583
100,1e+15,10.811
165,1e+15,12.662
235,1e+15,14.14
310,1e+15,16.554
390,1e+15,18.96
475,1e+15,19.946
655,1e+15,20.567
845,1e+15,20.869
1000,1e+15,21.093
1441,1e+15,21.976
1925,1e+15,23.61
2454,1e+15,25.673
3030,1e+15,27.196
3655,1e+15,27.996
4331,1e+15,28.4
5060,1e+15,28.629
5844,1e+15,28.78
6685,1e+15,28.895
7585,1e+15,28.994
8546,1e+15,29.09
10000,1e+15,29.221
20000,1e+15,29.911
50000,1e+15,30.591
1e+05,1e+15,30.815
0.5,1e+16,0.07971
1,1e+16,0.97352
1.5,1e+16,1.0278
2,1e+16,1.5526
5,1e+16,3.6661
7,1e+16,4.1113
10,1e+16,4.836
15,1e+16,5.5342
23,1e+16,6.4127
32,1e+16,7.1798
52,1e+16,8.5177
74,1e+16,9.6973
100,1e+16,10.88
165,1e+16,12.681
235,1e+16,14.152
310,1e+16,16.563
390,1e+16,18.962
475,1e+16,19.947
655,1e+16,20.568
845,1e+16,20.87
1000,1e+16,21.093
1441,1e+16,21.977
1925,1e+16,23.61
2454,1e+16,25.673
3030,1e+16,27.196
3655,1e+16,27.996
4331,1e+16,28.4
5060,1e+16,28.629
5844,1e+16,28.78
6685,1e+16,28.895
7585,1e+16,28.994
8546,1e+16,29.09
10000,1e+16,29.221
20000,1e+16,29.911
50000,1e+16,30.591
1e+05,1e+16,30.815
0.5,1e+17,0.05286
1,1e+17,0.94161
1.5,1e+17,0.99769
2,1e+17,1.2892
5,1e+17,3.8862
7,1e+17,4.5729
10,1e+17,5.3579
15,1e+17,6.2827
23,1e+17,7.2377
32,1e+17,8.0133
52,1e+17,9.256
74,1e+17,10.304
100,1e+17,11.323
165,1e+17,12.831
235,1e+17,14.259
310,1e+17,16.641
390,1e+17,18.984
475,1e+17,19.952
655,1e+17,20.569
845,1e+17,20.87
1000,1e+17,21.094
1441,1e+17,21.978
1925,1e+17,23.612
2454,1e+17,25.672
3030,1e+17,27.193
3655,1e+17,27.994
4331,1e+17,28.398
5060,1e+17,28.628
5844,1e+17,28.779
6685,1e+17,28.894
7585,1e+17,28.994
8546,1e+17,29.089
10000,1e+17,29.221
20000,1e+17,29.911
50000,1e+17,30.591
1e+05,1e+17,30.815
0.5,1e+18,0.015557
1,1e+18,0.75582
1.5,1e+18,0.92623
2,1e+18,1.0156
5,1e+18,3.6699
7,1e+18,4.6488
10,1e+18,5.7079
15,1e+18,6.9589
23,1e+18,8.2387
32,1e+18,9.1734
52,1e+18,10.587
74,1e+18,11.656
100,1e+18,12.376
165,1e+18,13.477
235,1e+18,14.96
310,1e+18,17.18
390,1e+18,19.143
475,1e+18,19.991
655,1e+18,20.576
845,1e+18,20.875
1000,1e+18,21.1
1441,1e+18,21.988
1925,1e+18,23.623
2454,1e+18,25.663
3030,1e+18,27.168
3655,1e+18,27.972
4331,1e+18,28.382
5060,1e+18,28.618
5844,1e+18,28.773
6685,1e+18,28.89
7585,1e+18,28.991
8546,1e+18,29.088
10000,1e+18,29.221
20000,1e+18,29.912
50000,1e+18,30.592
1e+05,1e+18,30.815
0.5,1e+19,0.0036232
1,1e+19,0.35075
1.5,1e+19,0.70337
2,1e+19,0.83451
5,1e+19,2.4913
7,1e+19,4.0227
10,1e+19,5.3943
15,1e+19,7.0904
23,1e+19,8.925
32,1e+19,10.284
52,1e+19,12.218
74,1e+19,12.94
100,1e+19,13.563
165,1e+19,15.382
235,1e+19,17.113
310,1e+19,18.701
390,1e+19,19.691
475,1e+19,20.182
655,1e+19,20.634
845,1e+19,20.92
1000,1e+19,21.15
1441,1e+19,22.081
1925,1e+19,23.73
2454,1e+19,25.673
3030,1e+19,27.094
3655,1e+19,27.89
4331,1e+19,28.32
5060,1e+19,28.574
5844,1e+19,28.743
6685,1e+19,28.87
7585,1e+19,28.978
8546,1e+19,29.08
10000,1e+19,29.217
20000,1e+19,29.915
50000,1e+19,30.593
1e+05,1e+19,30.816
0.5,1e+20,0.0019503
1,1e+20,0.12422
1.5,1e+20,0.39747
2,1e+20,0.59411
5,1e+20,1.4998
7,1e+20,2.7953
10,1e+20,4.2906
15,1e+20,6.1635
23,1e+20,8.5632
32,1e+20,10.573
52,1e+20,12.834
74,1e+20,14.097
100,1e+20,15.71
165,1e+20,18.197
235,1e+20,19.433
310,1e+20,20.045
390,1e+20,20.368
475,1e+20,20.575
655,1e+20,20.886
845,1e+20,21.214
1000,1e+20,21.534
1441,1e+20,22.785
1925,1e+20,24.496
2454,1e+20,26.122
3030,1e+20,27.254
3655,1e+20,27.926
4331,1e+20,28.317
5060,1e+20,28.562
5844,1e+20,28.732
6685,1e+20,28.862
7585,1e+20,28.974
8546,1e+20,29.078
10000,1e+20,29.22
20000,1e+20,29.923
50000,1e+20,30.596
1e+05,1e+20,30.817
0.5,1e+21,0.0078876
1,1e+21,0.089017
1.5,1e+21,0.23463
2,1e+21,0.38562
5,1e+21,0.99705
7,1e+21,1.7562
10,1e+21,3.0833
15,1e+21,4.7551
23,1e+21,6.9994
32,1e+21,9.1254
52,1e+21,12.312
74,1e+21,14.663
100,1e+21,17.087
165,1e+21,19.638
235,1e+21,20.406
310,1e+21,20.701
