"Te","ne","CS"
0.5,1e+12,0.0041253
1,1e+12,0.98517
1.5,1e+12,0.99958
2,1e+12,1.0043
5,1e+12,2.5656
7,1e+12,2.9521
10,1e+12,2.9937
15,1e+12,2.9989
23,1e+12,3.0108
32,1e+12,3.2303
52,1e+12,4.0366
74,1e+12,4.6167
100,1e+12,4.8869
165,1e+12,4.9818
235,1e+12,4.9933
310,1e+12,4.9966
390,1e+12,4.9979
475,1e+12,4.9985
655,1e+12,4.9992
845,1e+12,4.9994
1000,1e+12,4.9996
1441,1e+12,4.9997
1925,1e+12,4.9998
2454,1e+12,4.9999
3030,1e+12,4.9999
3655,1e+12,4.9999
4331,1e+12,4.9999
5060,1e+12,4.9999
5844,1e+12,4.9999
6685,1e+12,5
7585,1e+12,5
8546,1e+12,5
10000,1e+12,5
20000,1e+12,5
50000,1e+12,5
1e+05,1e+12,5
0.5,1e+13,0.0033053
1,1e+13,0.98197
1.5,1e+13,0.99969
2,1e+13,1.0166
5,1e+13,2.6047
7,1e+13,2.9544
10,1e+13,2.9939
15,1e+13,2.9989
23,1e+13,3.012
32,1e+13,3.2446
52,1e+13,4.0416
74,1e+13,4.6178
100,1e+13,4.8872
165,1e+13,4.9818
235,1e+13,4.9934
310,1e+13,4.9966
390,1e+13,4.9979
475,1e+13,4.9985
655,1e+13,4.9992
845,1e+13,4.9994
1000,1e+13,4.9996
1441,1e+13,4.9997
1925,1e+13,4.9998
2454,1e+13,4.9999
3030,1e+13,4.9999
3655,1e+13,4.9999
4331,1e+13,4.9999
5060,1e+13,4.9999
5844,1e+13,4.9999
6685,1e+13,5
7585,1e+13,5
8546,1e+13,5
10000,1e+13,5
20000,1e+13,5
50000,1e+13,5
1e+05,1e+13,5
0.5,1e+14,0.0053913
1,1e+14,0.98654
1.5,1e+14,1.0001
2,1e+14,1.0435
5,1e+14,2.6918
7,1e+14,2.9647
10,1e+14,2.995
15,1e+14,2.9991
23,1e+14,3.018
32,1e+14,3.3001
52,1e+14,4.0563
74,1e+14,4.6213
100,1e+14,4.8883
165,1e+14,4.982
235,1e+14,4.9934
310,1e+14,4.9966
390,1e+14,4.9979
475,1e+14,4.9985
655,1e+14,4.9992
845,1e+14,4.9994
1000,1e+14,4.9996
1441,1e+14,4.9997
1925,1e+14,4.9998
2454,1e+14,4.9999
3030,1e+14,4.9999
3655,1e+14,4.9999
4331,1e+14,4.9999
5060,1e+14,4.9999
5844,1e+14,4.9999
6685,1e+14,5
7585,1e+14,5
8546,1e+14,5
10000,1e+14,5
20000,1e+14,5
50000,1e+14,5
1e+05,1e+14,5
0.5,1e+15,0.0067927
1,1e+15,0.98775
1.5,1e+15,1.0005
2,1e+15,1.0781
5,1e+15,2.8913
7,1e+15,2.9878
10,1e+15,2.9979
15,1e+15,2.9996
23,1e+15,3.028
32,1e+15,3.3792
52,1e+15,4.0756
74,1e+15,4.6278
100,1e+15,4.8904
165,1e+15,4.9823
235,1e+15,4.9935
310,1e+15,4.9967
390,1e+15,4.9979
475,1e+15,4.9986
655,1e+15,4.9992
845,1e+15,4.9994
1000,1e+15,4.9996
1441,1e+15,4.9997
1925,1e+15,4.9998
2454,1e+15,4.9999
3030,1e+15,4.9999
3655,1e+15,4.9999
4331,1e+15,4.9999
5060,1e+15,4.9999
5844,1e+15,4.9999
6685,1e+15,5
7585,1e+15,5
8546,1e+15,5
10000,1e+15,5
20000,1e+15,5
50000,1e+15,5
1e+05,1e+15,5
0.5,1e+16,0.0037693
1,1e+16,0.97543
1.5,1e+16,0.99938
2,1e+16,1.0875
5,1e+16,2.9731
7,1e+16,2.997
10,1e+16,2.9994
15,1e+16,3
23,1e+16,3.0382
32,1e+16,3.4509
52,1e+16,4.0955
74,1e+16,4.6398
100,1e+16,4.8945
165,1e+16,4.983
235,1e+16,4.9938
310,1e+16,4.9968
390,1e+16,4.998
475,1e+16,4.9986
655,1e+16,4.9992
845,1e+16,4.9995
1000,1e+16,4.9996
1441,1e+16,4.9997
1925,1e+16,4.9998
2454,1e+16,4.9999
3030,1e+16,4.9999
3655,1e+16,4.9999
4331,1e+16,4.9999
5060,1e+16,4.9999
5844,1e+16,5
6685,1e+16,5
7585,1e+16,5
8546,1e+16,5
10000,1e+16,5
20000,1e+16,5
50000,1e+16,5
1e+05,1e+16,5
0.5,1e+17,0.00071166
1,1e+17,0.86879
1.5,1e+17,0.98745
2,1e+17,1.0304
5,1e+17,2.9723
7,1e+17,2.9964
10,1e+17,2.9991
15,1e+17,2.9999
23,1e+17,3.0676
32,1e+17,3.5967
52,1e+17,4.1308
74,1e+17,4.6648
100,1e+17,4.903
165,1e+17,4.9842
235,1e+17,4.9942
310,1e+17,4.997
390,1e+17,4.9981
475,1e+17,4.9987
655,1e+17,4.9992
845,1e+17,4.9995
1000,1e+17,4.9996
1441,1e+17,4.9998
1925,1e+17,4.9998
2454,1e+17,4.9999
3030,1e+17,4.9999
3655,1e+17,4.9999
4331,1e+17,4.9999
5060,1e+17,4.9999
5844,1e+17,5
6685,1e+17,5
7585,1e+17,5
8546,1e+17,5
10000,1e+17,5
20000,1e+17,5
50000,1e+17,5
1e+05,1e+17,5
0.5,1e+18,0.00010124
1,1e+18,0.45377
1.5,1e+18,0.92062
2,1e+18,0.97195
5,1e+18,2.8712
7,1e+18,2.98
10,1e+18,2.9934
15,1e+18,2.9975
23,1e+18,3.0943
32,1e+18,3.6943
52,1e+18,4.1786
74,1e+18,4.7144
100,1e+18,4.919
165,1e+18,4.9862
235,1e+18,4.9946
310,1e+18,4.9971
390,1e+18,4.9982
475,1e+18,4.9987
655,1e+18,4.9992
845,1e+18,4.9995
1000,1e+18,4.9996
1441,1e+18,4.9998
1925,1e+18,4.9998
2454,1e+18,4.9999
3030,1e+18,4.9999
3655,1e+18,4.9999
4331,1e+18,4.9999
5060,1e+18,4.9999
5844,1e+18,5
6685,1e+18,5
7585,1e+18,5
8546,1e+18,5
10000,1e+18,5
20000,1e+18,5
50000,1e+18,5
1e+05,1e+18,5
0.5,1e+19,2.0716e-05
1,1e+19,0.10539
1.5,1e+19,0.68155
2,1e+19,0.87834
5,1e+19,2.303
7,1e+19,2.8406
10,1e+19,2.9421
15,1e+19,2.9739
23,1e+19,3.0508
32,1e+19,3.6284
52,1e+19,4.2699
74,1e+19,4.7951
100,1e+19,4.9361
165,1e+19,4.9831
235,1e+19,4.9917
310,1e+19,4.9949
390,1e+19,4.9965
475,1e+19,4.9975
655,1e+19,4.9984
845,1e+19,4.9989
1000,1e+19,4.9992
1441,1e+19,4.9995
1925,1e+19,4.9997
2454,1e+19,4.9998
3030,1e+19,4.9998
3655,1e+19,4.9999
4331,1e+19,4.9999
5060,1e+19,4.9999
5844,1e+19,4.9999
6685,1e+19,4.9999
7585,1e+19,4.9999
8546,1e+19,5
10000,1e+19,5
20000,1e+19,5
50000,1e+19,5
1e+05,1e+19,5
0.5,1e+20,1.0917e-05
1,1e+20,0.025182
1.5,1e+20,0.29767
2,1e+20,0.62921
5,1e+20,1.4239
7,1e+20,2.3391
10,1e+20,2.7581
15,1e+20,2.8977
23,1e+20,2.9903
32,1e+20,3.5096
52,1e+20,4.3644
74,1e+20,4.8461
100,1e+20,4.9478
165,1e+20,4.9791
235,1e+20,4.9867
310,1e+20,4.9899
390,1e+20,4.9917
475,1e+20,4.9928
655,1e+20,4.9941
845,1e+20,4.9953
1000,1e+20,4.9959
1441,1e+20,4.9966
1925,1e+20,4.9978
2454,1e+20,4.9984
3030,1e+20,4.9989
3655,1e+20,4.9991
4331,1e+20,4.9993
5060,1e+20,4.9995
5844,1e+20,4.9996
6685,1e+20,4.9996
7585,1e+20,4.9997
8546,1e+20,4.9998
10000,1e+20,4.9998
20000,1e+20,4.9999
50000,1e+20,5
1e+05,1e+20,5
0.5,1e+21,4.4293e-05
1,1e+21,0.015683
1.5,1e+21,0.13441
2,1e+21,0.36307
5,1e+21,0.96968
7,1e+21,1.4584
10,1e+21,2.2365
15,1e+21,2.6956
23,1e+21,2.8873
32,1e+21,3.2807
52,1e+21,4.2711
74,1e+21,4.795
100,1e+21,4.9194
165,1e+21,4.9626
235,1e+21,4.979
310,1e+21,4.9817
390,1e+21,4.9871
475,1e+21,4.9873
655,1e+21,4.9898
845,1e+21,4.993
1000,1e+21,4.9931
1441,1e+21,4.995
1925,1e+21,4.996
2454,1e+21,4.9966
3030,1e+21,4.997
3655,1e+21,4.9973
4331,1e+21,4.9975
5060,1e+21,4.998
5844,1e+21,4.9982
6685,1e+21,4.9982
7585,1e+21,4.9983
8546,1e+21,4.9986
10000,1e+21,4.9987
20000,1e+21,4.9993
50000,1e+21,4.9998
1e+05,1e+21,4.9999
0.5,1e+22,0.01387
1,1e+22,0.081894
1.5,1e+22,0.18151
2,1e+22,0.28793
5,1e+22,0.74051
7,1e+22,1.0108
10,1e+22,1.5329
15,1e+22,2.1631
23,1e+22,2.5564
32,1e+22,2.8248
52,1e+22,3.8217
74,1e+22,4.5309
100,1e+22,4.7983
165,1e+22,4.9358
235,1e+22,4.9451
310,1e+22,4.9643
390,1e+22,4.9749
475,1e+22,4.9814
655,1e+22,4.9817
845,1e+22,4.9875
1000,1e+22,4.9903
1441,1e+22,4.9914
1925,1e+22,4.992
2454,1e+22,4.9944
3030,1e+22,4.9943
3655,1e+22,4.9957
4331,1e+22,4.9967
5060,1e+22,4.9964
5844,1e+22,4.9971
6685,1e+22,4.9969
7585,1e+22,4.9975
8546,1e+22,4.9979
10000,1e+22,4.9978
20000,1e+22,4.9988
50000,1e+22,4.9994
1e+05,1e+22,4.9996
0.5,1e+23,2
1,1e+23,2.0003
1.5,1e+23,2.0027
2,1e+23,2.0084
5,1e+23,1.0502
7,1e+23,1.0944
10,1e+23,1.3146
15,1e+23,1.6
23,1e+23,2.0017
32,1e+23,2.3261
52,1e+23,3.0289
74,1e+23,3.7903
100,1e+23,4.3749
165,1e+23,4.7377
235,1e+23,4.8544
310,1e+23,4.9062
390,1e+23,4.9345
475,1e+23,4.9514
655,1e+23,4.9704
845,1e+23,4.98
1000,1e+23,4.9686
1441,1e+23,4.9817
1925,1e+23,4.9881
2454,1e+23,4.9917
3030,1e+23,4.9891
3655,1e+23,4.9917
4331,1e+23,4.9936
5060,1e+23,4.9949
5844,1e+23,4.9959
6685,1e+23,4.9945
7585,1e+23,4.9954
8546,1e+23,4.9962
10000,1e+23,4.997
20000,1e+23,4.9976
50000,1e+23,4.9989
1e+05,1e+23,4.9993
0.5,1e+24,3
1,1e+24,3
1.5,1e+24,3
2,1e+24,3
5,1e+24,3
7,1e+24,3
10,1e+24,3
15,1e+24,3
23,1e+24,3.0007
32,1e+24,3.0091
52,1e+24,3.1324
74,1e+24,3.449
100,1e+24,3.8566
165,1e+24,4.5065
235,1e+24,4.5954
310,1e+24,4.7164
390,1e+24,4.7915
475,1e+24,4.8372
655,1e+24,4.8942
845,1e+24,4.9266
1000,1e+24,4.9435
1441,1e+24,4.9679
1925,1e+24,4.9794
2454,1e+24,4.9858
3030,1e+24,4.9897
3655,1e+24,4.9792
4331,1e+24,4.9838
5060,1e+24,4.9871
5844,1e+24,4.9896
6685,1e+24,4.9915
7585,1e+24,4.993
8546,1e+24,4.9941
10000,1e+24,4.9953
20000,1e+24,4.9965
50000,1e+24,4.9984
1e+05,1e+24,4.999
